Pos,ID,Name,BV,SV,Team,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts
M,209.0,Mount,69,69,Man Utd,75.0,4.41,75.0,3.533,75.0,3.65,75.0,4.314,75.0,4.077,75.0,3.892
G,145.0,Sánchez,45,45,Chelsea,89.0,4.568,89.0,4.331,89.0,3.762,89.0,3.581,89.0,3.732,89.0,3.847
M,509.0,Richarlison,70,70,Spurs,77.0,4.155,77.0,4.211,77.0,4.39,77.0,3.304,77.0,3.435,77.0,4.245
D,341.0,Akanji,51,51,Man City,70.0,4.113,70.0,4.519,70.0,3.648,70.0,4.843,70.0,3.906,70.0,2.704
M,140.0,March,66,66,Brighton,77.0,4.226,77.0,3.611,77.0,3.783,77.0,4.441,77.0,3.867,77.0,3.667
F,415.0,Isak,77,77,Newcastle,65.0,3.634,65.0,3.492,65.0,3.788,65.0,4.669,65.0,4.114,65.0,3.897
D,203.0,Gusto,40,40,Chelsea,72.0,4.589,72.0,4.295,72.0,3.694,72.0,3.273,72.0,3.494,72.0,3.815
D,29.0,White,55,55,Arsenal,80.0,4.657,80.0,3.674,80.0,3.911,80.0,4.306,80.0,4.043,80.0,2.482
D,519.0,Udogie,45,45,Spurs,75.0,3.952,75.0,4.108,75.0,4.893,75.0,2.706,75.0,3.088,75.0,4.296
D,20.0,Saliba,51,51,Arsenal,82.0,4.649,82.0,3.593,82.0,3.91,82.0,4.271,82.0,4.04,82.0,2.413
M,379.0,Eriksen,59,59,Man Utd,73.0,4.176,73.0,3.424,73.0,3.543,73.0,4.086,73.0,3.909,73.0,3.732
M,402.0,Almirón,64,64,Newcastle,75.0,3.458,75.0,3.37,75.0,3.773,75.0,4.16,75.0,4.242,75.0,3.833
M,501.0,Kulusevski,70,70,Spurs,75.0,3.876,75.0,3.938,75.0,4.215,75.0,3.238,75.0,3.337,75.0,4.089
D,217.0,Thiago Silva,50,50,Chelsea,84.0,4.536,84.0,4.238,84.0,3.568,84.0,3.234,84.0,3.386,84.0,3.699
F,437.0,Awoniyi,65,65,Nott'm Forest,75.0,3.625,75.0,3.817,75.0,4.199,75.0,3.329,75.0,3.844,75.0,3.844
G,148.0,Steele,45,45,Brighton,89.0,4.324,89.0,3.36,89.0,3.327,89.0,4.742,89.0,3.525,89.0,3.366
M,447.0,Gibbs-White,60,60,Nott'm Forest,80.0,3.564,80.0,3.742,80.0,4.384,80.0,3.309,80.0,3.808,80.0,3.824
D,112.0,Pinnock,45,45,Brentford,85.0,3.908,85.0,4.546,85.0,2.688,85.0,4.418,85.0,3.996,85.0,3.041
D,313.0,Van Dijk,60,60,Liverpool,85.0,2.909,85.0,3.962,85.0,4.289,85.0,4.476,85.0,3.861,85.0,3.07
G,263.0,Pickford,45,45,Everton,89.0,4.077,89.0,3.843,89.0,2.972,89.0,3.16,89.0,4.439,89.0,4.071
D,398.0,Shaw,55,55,Man Utd,84.0,4.777,84.0,2.697,84.0,3.264,84.0,4.159,84.0,3.992,84.0,3.667
F,119.0,Wissa,61,61,Brentford,75.0,3.802,75.0,3.98,75.0,3.33,75.0,3.906,75.0,3.974,75.0,3.556
G,291.0,Alisson,55,55,Liverpool,89.0,3.077,89.0,3.91,89.0,4.129,89.0,4.342,89.0,3.8,89.0,3.238
G,49.0,Martínez,50,50,Aston Villa,89.0,4.152,89.0,3.041,89.0,4.084,89.0,3.625,89.0,3.44,89.0,4.043
D,427.0,Schär,50,50,Newcastle,85.0,3.042,85.0,2.764,85.0,3.635,85.0,4.28,85.0,5.055,85.0,3.571
G,101.0,Flekken,45,45,Brentford,89.0,3.856,89.0,4.318,89.0,2.86,89.0,4.284,89.0,3.874,89.0,3.138
M,539.0,Paquetá,60,60,West Ham,80.0,3.414,80.0,4.167,80.0,3.356,80.0,3.408,80.0,4.35,80.0,3.489
F,85.0,Solanke,65,65,Bournemouth,85.0,3.831,85.0,3.67,85.0,3.788,85.0,3.376,85.0,3.449,85.0,3.934
M,249.0,A.Doucouré,55,55,Everton,83.0,3.852,83.0,3.768,83.0,3.231,83.0,3.364,83.0,3.933,83.0,3.836
D,257.0,Keane,45,45,Everton,80.0,4.077,80.0,3.813,80.0,2.601,80.0,2.828,80.0,4.493,80.0,4.07
D,405.0,Botman,45,45,Newcastle,84.0,3.007,84.0,2.732,84.0,3.552,84.0,4.149,84.0,4.92,84.0,3.482
M,259.0,McNeil,54,54,Everton,75.0,3.74,75.0,3.817,75.0,3.25,75.0,3.336,75.0,3.961,75.0,3.732
G,597.0,Onana,50,50,Man Utd,89.0,4.364,89.0,2.836,89.0,3.257,89.0,3.862,89.0,3.786,89.0,3.549
G,275.0,Leno,45,45,Fulham,89.0,2.902,89.0,2.579,89.0,4.522,89.0,3.449,89.0,3.674,89.0,4.461
M,344.0,Bernardo,64,64,Man City,68.0,3.766,68.0,3.711,68.0,3.497,68.0,3.835,68.0,3.639,68.0,3.052
M,605.0,Koleosho,50,50,Burnley,65.0,3.582,65.0,3.574,65.0,3.922,65.0,3.46,65.0,3.324,65.0,3.609
M,267.0,Andreas,55,55,Fulham,80.0,3.21,80.0,3.058,80.0,4.047,80.0,3.551,80.0,3.559,80.0,4.034
M,429.0,Tonali,55,55,Newcastle,79.0,3.288,79.0,3.174,79.0,3.525,79.0,3.842,79.0,4.027,79.0,3.596
M,365.0,Rodri,56,56,Man City,82.0,3.662,82.0,3.73,82.0,3.441,82.0,3.866,82.0,3.606,82.0,2.989
D,407.0,Burn,45,45,Newcastle,82.0,2.914,82.0,2.642,82.0,3.45,82.0,4.046,82.0,4.814,82.0,3.38
G,520.0,Vicario,50,50,Spurs,89.0,3.604,89.0,3.713,89.0,4.341,89.0,2.734,89.0,3.009,89.0,3.826
M,43.0,Douglas Luiz,55,55,Aston Villa,80.0,3.855,80.0,3.215,80.0,3.674,80.0,3.346,80.0,3.304,80.0,3.788
M,406.0,Bruno Guimarães,60,60,Newcastle,82.0,3.179,82.0,3.061,82.0,3.448,82.0,3.805,82.0,3.991,82.0,3.558
M,450.0,Johnson,60,60,Nott'm Forest,77.0,3.256,77.0,3.501,77.0,4.01,77.0,3.055,77.0,3.505,77.0,3.563
D,42.0,Digne,45,45,Aston Villa,75.0,4.08,75.0,2.565,75.0,3.898,75.0,3.281,75.0,3.077,75.0,3.97
D,103.0,Henry,46,46,Brentford,79.0,3.607,79.0,4.237,79.0,2.452,79.0,4.106,79.0,3.685,79.0,2.771
M,288.0,Wilson,55,55,Fulham,74.0,3.116,74.0,3.003,74.0,3.921,74.0,3.426,74.0,3.458,74.0,3.909
M,376.0,Casemiro,55,55,Man Utd,82.0,3.88,82.0,3.033,82.0,3.175,82.0,3.736,82.0,3.572,82.0,3.432
M,199.0,Enzo,50,50,Chelsea,82.0,3.681,82.0,3.61,82.0,3.444,82.0,3.163,82.0,3.264,82.0,3.446
M,294.0,Diogo Jota,80,80,Liverpool,65.0,3.089,65.0,3.429,65.0,3.804,65.0,3.714,65.0,3.451,65.0,3.11
M,570.0,Sarabia,50,50,Wolves,70.0,3.622,70.0,3.489,70.0,3.139,70.0,3.887,70.0,3.005,70.0,3.421
M,130.0,Enciso,54,54,Brighton,62.0,3.693,62.0,3.132,62.0,3.282,62.0,3.86,62.0,3.373,62.0,3.181
M,525.0,Benrahma,60,60,West Ham,65.0,3.162,65.0,3.859,65.0,3.039,65.0,3.179,65.0,4.046,65.0,3.175
D,395.0,Varane,51,51,Man Utd,84.0,4.353,84.0,2.442,84.0,2.991,84.0,3.742,84.0,3.598,84.0,3.297
M,416.0,Joelinton,60,60,Newcastle,75.0,3.155,75.0,3.042,75.0,3.314,75.0,3.706,75.0,3.791,75.0,3.367
M,603.0,Barnes,65,65,Newcastle,62.0,2.937,62.0,2.892,62.0,3.156,62.0,4.374,62.0,3.663,62.0,3.348
M,304.0,Mac Allister,60,60,Liverpool,72.0,3.112,72.0,3.422,72.0,3.612,72.0,3.582,72.0,3.409,72.0,3.138
D,584.0,Pau,45,45,Aston Villa,78.0,3.901,78.0,2.479,78.0,3.777,78.0,3.181,78.0,3.002,78.0,3.793
D,129.0,Dunk,50,50,Brighton,85.0,3.967,85.0,2.896,85.0,2.841,85.0,4.517,85.0,2.963,85.0,2.92
G,524.0,Areola,40,40,West Ham,89.0,2.95,89.0,3.905,89.0,2.796,89.0,2.949,89.0,4.39,89.0,3.078
M,378.0,Elanga,50,50,Nott'm Forest,73.0,3.207,73.0,3.303,73.0,3.79,73.0,2.934,73.0,3.335,73.0,3.398
D,401.0,Wan-Bissaka,46,46,Man Utd,72.0,4.211,72.0,2.413,72.0,2.913,72.0,3.655,72.0,3.504,72.0,3.237
G,614.0,Kaminski,45,45,Luton,89.0,2.868,89.0,3.393,89.0,3.277,89.0,3.732,89.0,3.198,89.0,3.354
G,77.0,Neto,45,45,Bournemouth,89.0,3.657,89.0,3.109,89.0,3.553,89.0,2.94,89.0,3.015,89.0,3.527
D,96.0,Collins,45,45,Brentford,78.0,3.416,78.0,4.044,78.0,2.252,78.0,3.913,78.0,3.49,78.0,2.567
G,569.0,Sá,50,50,Wolves,89.0,3.53,89.0,3.236,89.0,2.964,89.0,3.921,89.0,2.683,89.0,3.299
M,30.0,Xhaka,60,60,Arsenal,79.0,3.517,79.0,3.121,79.0,3.327,79.0,3.375,79.0,3.406,79.0,2.805
M,256.0,Iwobi,55,55,Everton,77.0,3.419,77.0,3.346,77.0,2.886,77.0,2.955,77.0,3.5,77.0,3.415
M,567.0,Neto,55,55,Wolves,75.0,3.379,75.0,3.25,75.0,3.05,75.0,3.692,75.0,2.89,75.0,3.191
D,265.0,Tarkowski,45,45,Everton,82.0,3.642,82.0,3.378,82.0,2.229,82.0,2.391,82.0,4.06,82.0,3.628
F,297.0,Gakpo,75,75,Liverpool,67.0,2.99,67.0,3.192,67.0,3.494,67.0,3.382,67.0,3.244,67.0,3.019
F,390.0,Martial,65,65,Man Utd,65.0,3.416,65.0,2.979,65.0,2.991,65.0,3.452,65.0,3.291,65.0,3.19
D,342.0,Aké,51,51,Man City,62.0,3.398,62.0,3.586,62.0,2.99,62.0,3.812,62.0,3.18,62.0,2.28
D,153.0,Webster,44,44,Brighton,82.0,3.775,82.0,2.775,82.0,2.719,82.0,4.325,82.0,2.774,82.0,2.797
D,588.0,Young,45,45,Everton,73.0,3.594,73.0,3.361,73.0,2.201,73.0,2.395,73.0,4.005,73.0,3.602
D,220.0,Andersen,45,45,Crystal Palace,85.0,2.586,85.0,3.886,85.0,2.588,85.0,3.601,85.0,2.516,85.0,3.968
D,234.0,Mitchell,45,45,Crystal Palace,77.0,2.598,77.0,3.863,77.0,2.6,77.0,3.588,77.0,2.534,77.0,3.943
D,242.0,Ward,45,45,Crystal Palace,77.0,2.563,77.0,3.831,77.0,2.566,77.0,3.556,77.0,2.5,77.0,3.911
D,391.0,Martínez,49,49,Man Utd,78.0,4.086,78.0,2.207,78.0,2.752,78.0,3.481,78.0,3.346,78.0,3.049
M,542.0,Soucek,50,50,West Ham,77.0,2.946,77.0,3.5,77.0,2.875,77.0,2.934,77.0,3.631,77.0,3.001
M,309.0,Szoboszlai,70,70,Liverpool,65.0,2.847,65.0,3.141,65.0,3.435,65.0,3.338,65.0,3.177,65.0,2.903
M,202.0,Gallagher,55,55,Chelsea,69.0,3.403,69.0,3.239,69.0,3.112,69.0,2.881,69.0,3.015,69.0,3.154
D,36.0,Cash,45,45,Aston Villa,77.0,3.654,77.0,2.313,77.0,3.525,77.0,2.936,77.0,2.828,77.0,3.546
D,262.0,Patterson,45,45,Everton,77.0,3.528,77.0,3.272,77.0,2.184,77.0,2.32,77.0,3.941,77.0,3.526
M,534.0,Fornals,50,50,West Ham,72.0,2.916,72.0,3.513,72.0,2.831,72.0,2.909,72.0,3.634,72.0,2.959
F,225.0,Edouard,55,55,Crystal Palace,68.0,3.037,68.0,3.261,68.0,3.033,68.0,3.185,68.0,2.932,68.0,3.263
D,602.0,Kabore,40,40,Luton,74.0,2.612,74.0,3.237,74.0,2.981,74.0,3.67,74.0,3.01,74.0,3.149
D,247.0,Coleman,44,44,Everton,73.0,3.472,73.0,3.24,73.0,2.183,73.0,2.341,73.0,3.881,73.0,3.485
D,228.0,Guéhi,45,45,Crystal Palace,85.0,2.477,85.0,3.778,85.0,2.479,85.0,3.492,85.0,2.425,85.0,3.86
F,433.0,Wilson,79,79,Newcastle,57.0,2.737,57.0,2.54,57.0,2.841,57.0,3.993,57.0,3.376,57.0,2.946
M,34.0,Bailey,55,55,Aston Villa,66.0,3.354,66.0,2.779,66.0,3.121,66.0,2.975,66.0,2.845,66.0,3.317
D,90.0,Ajer,45,45,Brentford,73.0,3.18,73.0,3.788,73.0,2.1,73.0,3.654,73.0,3.258,73.0,2.407
D,48.0,Konsa,45,45,Aston Villa,77.0,3.575,77.0,2.262,77.0,3.446,77.0,2.859,77.0,2.776,77.0,3.466
D,511.0,Romero,45,45,Spurs,80.0,3.153,80.0,3.302,80.0,4.042,80.0,2.059,80.0,2.399,80.0,3.418
G,596.0,Trafford,45,45,Burnley,89.0,3.051,89.0,3.353,89.0,3.342,89.0,2.924,89.0,2.485,89.0,3.2
G,482.0,Foderingham,45,45,Sheffield Utd,89.0,2.445,89.0,3.603,89.0,3.039,89.0,2.761,89.0,3.077,89.0,3.313
D,544.0,Zouma,45,45,West Ham,82.0,2.565,82.0,3.904,82.0,2.193,82.0,2.364,82.0,4.486,82.0,2.692
M,240.0,Schlupp,50,50,Crystal Palace,74.0,2.865,74.0,3.216,74.0,2.869,74.0,3.15,74.0,2.818,74.0,3.233
M,540.0,Rice,55,55,Arsenal,80.0,3.243,80.0,2.929,80.0,3.056,80.0,3.103,80.0,3.116,80.0,2.676
M,432.0,Willock,54,54,Newcastle,65.0,2.758,65.0,2.697,65.0,2.929,65.0,3.319,65.0,3.349,65.0,3.017
M,221.0,J.Ayew,55,55,Crystal Palace,73.0,2.84,73.0,3.228,73.0,2.839,73.0,3.142,73.0,2.768,73.0,3.245
D,302.0,Konaté,50,50,Liverpool,77.0,2.29,77.0,3.156,77.0,3.451,77.0,3.653,77.0,3.058,77.0,2.447
D,150.0,Van Hecke,40,40,Brighton,76.0,3.564,76.0,2.592,76.0,2.554,76.0,4.096,76.0,2.589,76.0,2.609
M,372.0,Antony,70,70,Man Utd,67.0,3.289,67.0,2.716,67.0,2.804,67.0,3.215,67.0,3.024,67.0,2.942
M,142.0,Milner,50,50,Brighton,75.0,3.216,75.0,2.801,75.0,2.8,75.0,3.379,75.0,2.966,75.0,2.821
D,222.0,Clyne,45,45,Crystal Palace,72.0,2.444,72.0,3.621,72.0,2.438,72.0,3.358,72.0,2.386,72.0,3.698
G,28.0,Turner,40,40,Nott'm Forest,89.0,2.705,89.0,2.991,89.0,3.92,89.0,2.272,89.0,3.041,89.0,3.001
M,105.0,Janelt,55,55,Brentford,74.0,3.01,74.0,3.201,74.0,2.693,74.0,3.152,74.0,3.078,74.0,2.763
D,522.0,Aguerd,45,45,West Ham,80.0,2.495,80.0,3.861,80.0,2.126,80.0,2.298,80.0,4.444,80.0,2.626
M,568.0,Podence,54,54,Wolves,67.0,3.094,67.0,2.971,67.0,2.774,67.0,3.352,67.0,2.654,67.0,2.931
D,506.0,Pedro Porro,49,49,Spurs,62.0,3.022,62.0,3.128,62.0,3.637,62.0,2.143,62.0,2.342,62.0,3.269
F,132.0,Ferguson,60,60,Brighton,60.0,3.116,60.0,2.534,60.0,2.844,60.0,3.345,60.0,2.831,60.0,2.671
M,15.0,Partey,50,50,Arsenal,78.0,3.106,78.0,2.807,78.0,2.92,78.0,2.966,78.0,2.977,78.0,2.53
M,356.0,Kovacic,50,50,Man City,70.0,2.969,70.0,3.007,70.0,2.783,70.0,3.121,70.0,2.913,70.0,2.476
D,104.0,Hickey,45,45,Brentford,70.0,2.976,70.0,3.546,70.0,1.958,70.0,3.422,70.0,3.054,70.0,2.251
M,78.0,Ouattara,49,49,Bournemouth,65.0,3.002,65.0,2.841,65.0,2.919,65.0,2.663,65.0,2.687,65.0,3.066
F,154.0,Welbeck,59,59,Brighton,65.0,2.982,65.0,2.691,65.0,2.746,65.0,3.047,65.0,2.877,65.0,2.709
D,286.0,Tosin,45,45,Fulham,82.0,1.907,82.0,1.549,82.0,4.03,82.0,2.655,82.0,2.935,82.0,3.969
M,110.0,Nørgaard,55,55,Brentford,72.0,2.862,72.0,3.076,72.0,2.507,72.0,3.008,72.0,2.967,72.0,2.582
M,63.0,Billing,54,54,Bournemouth,75.0,2.93,75.0,2.753,75.0,2.885,75.0,2.631,75.0,2.684,75.0,2.936
D,281.0,Ream,45,45,Fulham,80.0,1.863,80.0,1.515,80.0,3.982,80.0,2.619,80.0,2.896,80.0,3.921
M,566.0,Matheus,50,50,Wolves,80.0,2.885,80.0,2.787,80.0,2.684,80.0,3.033,80.0,2.563,80.0,2.819
F,258.0,Maupay,50,50,Everton,65.0,2.892,65.0,2.879,65.0,2.527,65.0,2.639,65.0,2.947,65.0,2.876
M,397.0,Sancho,69,69,Man Utd,60.0,3.003,60.0,2.533,60.0,2.595,60.0,2.976,60.0,2.806,60.0,2.742
M,382.0,Garnacho,50,50,Man Utd,60.0,2.964,60.0,2.525,60.0,2.581,60.0,2.944,60.0,2.797,60.0,2.731
D,316.0,Bell,40,40,Luton,82.0,2.216,82.0,2.878,82.0,2.603,82.0,3.354,82.0,2.633,82.0,2.789
D,545.0,Aït-Nouri,45,45,Wolves,73.0,3.044,73.0,2.742,73.0,2.361,73.0,3.584,73.0,1.965,73.0,2.771
D,528.0,Coufal,45,45,West Ham,75.0,2.285,75.0,3.597,75.0,1.916,75.0,2.091,75.0,4.154,75.0,2.395
D,271.0,Diop,45,45,Fulham,80.0,1.795,80.0,1.448,80.0,3.905,80.0,2.535,80.0,2.813,80.0,3.844
D,553.0,Giles,45,45,Luton,77.0,2.199,77.0,2.847,77.0,2.581,77.0,3.309,77.0,2.612,77.0,2.759
D,315.0,Andersen,40,40,Luton,77.0,2.199,77.0,2.847,77.0,2.581,77.0,3.309,77.0,2.612,77.0,2.759
D,285.0,Tete,45,45,Fulham,75.0,1.803,75.0,1.453,75.0,3.887,75.0,2.552,75.0,2.763,75.0,3.828
M,282.0,Reed,50,50,Fulham,74.0,2.467,74.0,2.385,74.0,3.021,74.0,2.675,74.0,2.709,74.0,3.01
M,50.0,McGinn,55,55,Aston Villa,74.0,2.889,74.0,2.49,74.0,2.791,74.0,2.646,74.0,2.577,74.0,2.857
D,283.0,Robinson,45,45,Fulham,78.0,1.78,78.0,1.435,78.0,3.852,78.0,2.495,78.0,2.772,78.0,3.792
M,161.0,Brownhill,49,49,Burnley,82.0,2.684,82.0,2.759,82.0,2.825,82.0,2.638,82.0,2.488,82.0,2.724
F,168.0,Foster,50,50,Burnley,78.0,2.703,78.0,2.696,78.0,2.867,78.0,2.572,78.0,2.459,78.0,2.799
M,196.0,Chukwuemeka,45,45,Chelsea,62.0,2.891,62.0,2.743,62.0,2.671,62.0,2.482,62.0,2.598,62.0,2.703
M,488.0,Norwood,50,50,Sheffield Utd,77.0,2.516,77.0,2.844,77.0,2.632,77.0,2.587,77.0,2.664,77.0,2.744
M,64.0,Brooks,50,50,Bournemouth,65.0,2.756,65.0,2.604,65.0,2.677,65.0,2.503,65.0,2.525,65.0,2.821
F,523.0,Antonio,60,60,West Ham,66.0,2.5,66.0,2.94,66.0,2.452,66.0,2.514,66.0,2.937,66.0,2.508
M,210.0,Mudryk,64,64,Chelsea,62.0,2.869,62.0,2.707,62.0,2.633,62.0,2.417,62.0,2.522,62.0,2.684
F,486.0,Ndiaye,55,55,Sheffield Utd,65.0,2.489,65.0,2.717,65.0,2.656,65.0,2.525,65.0,2.682,65.0,2.699
M,81.0,Rothwell,50,50,Bournemouth,77.0,2.748,77.0,2.546,77.0,2.691,77.0,2.481,77.0,2.55,77.0,2.74
M,583.0,Solomon,54,54,Spurs,30.0,2.51,30.0,2.515,30.0,3.242,30.0,2.032,30.0,2.13,30.0,3.244
M,601.0,Danjuma,55,55,Everton,60.0,2.679,60.0,2.699,60.0,2.311,60.0,2.392,60.0,2.791,60.0,2.681
D,563.0,Kilman,45,45,Wolves,83.0,2.902,83.0,2.589,83.0,2.176,83.0,3.486,83.0,1.762,83.0,2.633
M,231.0,Lerma,50,50,Crystal Palace,74.0,2.438,74.0,2.751,74.0,2.442,74.0,2.685,74.0,2.392,74.0,2.768
M,98.0,Damsgaard,50,50,Brentford,67.0,2.582,67.0,2.761,67.0,2.312,67.0,2.714,67.0,2.684,67.0,2.408
M,451.0,Kouyaté,50,50,Nott'm Forest,76.0,2.435,76.0,2.517,76.0,2.888,76.0,2.31,76.0,2.561,76.0,2.563
D,572.0,Semedo,45,45,Wolves,78.0,2.847,78.0,2.538,78.0,2.144,78.0,3.418,78.0,1.728,78.0,2.585
M,276.0,Lukic,45,45,Fulham,75.0,2.322,75.0,2.235,75.0,2.833,75.0,2.489,75.0,2.549,75.0,2.821
D,436.0,Aurier,45,45,Nott'm Forest,69.0,2.192,69.0,2.485,69.0,3.612,69.0,1.663,69.0,2.565,69.0,2.595
D,176.0,Roberts,45,45,Burnley,79.0,2.467,79.0,2.905,79.0,2.907,79.0,2.382,79.0,1.748,79.0,2.671
D,439.0,Boly,45,45,Nott'm Forest,78.0,2.142,78.0,2.493,78.0,3.713,78.0,1.552,78.0,2.594,78.0,2.571
M,586.0,Chong,50,50,Luton,65.0,2.382,65.0,2.518,65.0,2.498,65.0,2.643,65.0,2.512,65.0,2.483
M,66.0,Cook,50,50,Bournemouth,77.0,2.625,77.0,2.414,77.0,2.563,77.0,2.347,77.0,2.416,77.0,2.617
M,493.0,Bissouma,50,50,Spurs,79.0,2.532,79.0,2.568,79.0,2.736,79.0,2.215,79.0,2.32,79.0,2.595
M,513.0,Sarr,45,45,Spurs,75.0,2.535,75.0,2.584,75.0,2.77,75.0,2.158,75.0,2.254,75.0,2.643
M,475.0,Berge,50,50,Burnley,80.0,2.49,80.0,2.564,80.0,2.624,80.0,2.437,80.0,2.299,80.0,2.529
M,254.0,Gueye,50,50,Everton,74.0,2.579,74.0,2.53,74.0,2.24,74.0,2.283,74.0,2.672,74.0,2.593
M,489.0,Osborn,50,50,Sheffield Utd,75.0,2.315,75.0,2.655,75.0,2.467,75.0,2.381,75.0,2.5,75.0,2.547
F,590.0,Cunha,55,55,Wolves,62.0,2.575,62.0,2.508,62.0,2.309,62.0,2.721,62.0,2.269,62.0,2.453
D,551.0,Dawson,45,45,Wolves,77.0,2.753,77.0,2.443,77.0,2.088,77.0,3.322,77.0,1.675,77.0,2.481
F,490.0,Osula,45,45,Sheffield Utd,80.0,2.311,80.0,2.57,80.0,2.459,80.0,2.345,80.0,2.496,80.0,2.533
