,code,first_name,second_name,web_name,16-17,17-18,18-19,19-20,20-21,21-22,22-23,fbref,understat,transfermarkt,23-24,Unnamed: 0
217,169359,Matt,Targett,Targett,299.0,309.0,479.0,309.0,42.0,39.0,367.0,e514ab62,884.0,250478.0,428.0,
218,169432,Oliver,McBurnie,McBurnie,546.0,372.0,,501.0,357.0,,,78b8ac63,1736.0,298477.0,485.0,
219,169528,Antonee,Robinson,Robinson,,,,,484.0,,217.0,289601e6,8940.0,349701.0,283.0,
220,169593,Remi,Matthews,Matthews,,,,,,561.0,495.0,27f4f772,9834.0,196722.0,233.0,
221,170137,Allan,Saint-Maximin,Saint-Maximin,,,,500.0,338.0,307.0,368.0,2b16cb1a,101.0,272642.0,426.0,
222,171101,Clément,Lenglet,Lenglet,,,,,,,513.0,4f28a6ff,5050.0,182904.0,699.0,
223,171287,Joseph,Gomez,Gomez,195.0,218.0,242.0,184.0,260.0,238.0,286.0,7a11550b,987.0,256178.0,298.0,
224,171314,Rúben,Gato Alves Dias,Dias,,,,,556.0,262.0,312.0,31c69ef1,8961.0,258004.0,350.0,
225,172567,Josh,Cullen,Cullen,463.0,597.0,,,,,,f6d7d690,1018.0,242606.0,165.0,
226,172632,Demarai,Gray,Gray,181.0,203.0,225.0,175.0,230.0,484.0,189.0,4468ec10,762.0,292417.0,253.0,
227,172649,Dean,Henderson,Henderson,,,,471.0,305.0,280.0,398.0,e5a76dfe,7702.0,258919.0,385.0,
228,172780,James,Maddison,Maddison,,,233.0,171.0,231.0,212.0,261.0,ee38d9c5,6818.0,294057.0,504.0,
229,172782,Josh,Brownhill,Brownhill,,,,620.0,98.0,115.0,,47369df8,8323.0,293569.0,161.0,
230,172841,Saïd,Benrahma,Benrahma,,,,,587.0,419.0,464.0,5a04fd92,3585.0,290532.0,525.0,
231,172850,Ben,Chilwell,Chilwell,496.0,196.0,219.0,161.0,232.0,135.0,139.0,d2424d1b,782.0,316125.0,195.0,
232,173399,Mohamed,Dräger,Dräger,,,,,,,386.0,8954fddc,6476.0,192167.0,444.0,
233,173807,Tom,Davies,Davies,512.0,156.0,169.0,154.0,163.0,176.0,190.0,9228b07c,1042.0,314210.0,666.0,
234,173904,Davinson,Sánchez,Sánchez,,520.0,359.0,333.0,398.0,367.0,435.0,da7b447d,6249.0,341429.0,512.0,
235,173954,Jairo,Riedewald,Riedewald,,482.0,144.0,539.0,144.0,157.0,164.0,7a1f2c08,6027.0,241481.0,239.0,
236,174874,Joachim,Andersen,Andersen,,,,,571.0,488.0,165.0,e34fc66d,6314.0,260827.0,220.0,
237,174932,Sergi,Canós Tenés,Canós,,,,,,81.0,82.0,1137759d,1078.0,251845.0,95.0,
238,175941,Alfie,Whiteman,Whiteman,,566.0,538.0,543.0,,,,3f2587ee,6397.0,282823.0,521.0,
239,176297,Marcus,Rashford,Rashford,271.0,284.0,305.0,233.0,306.0,281.0,335.0,a1d5bd30,556.0,258923.0,396.0,
240,176413,Christian,Pulisic,Pulisic,,,,431.0,119.0,137.0,140.0,1bf33a9a,2662.0,315779.0,213.0,
241,177815,Dominic,Calvert-Lewin,Calvert-Lewin,595.0,159.0,175.0,147.0,164.0,177.0,191.0,59e6e5bf,5555.0,306024.0,246.0,
242,178186,Jarrod,Bowen,Bowen,516.0,,,626.0,445.0,420.0,465.0,79c84d1c,1776.0,314875.0,526.0,
243,178301,Ollie,Watkins,Watkins,,,,,514.0,40.0,40.0,aed3a70f,8865.0,324358.0,60.0,
244,179018,Miguel,Almirón Rejala,Almirón,,,587.0,266.0,339.0,308.0,369.0,862a1c15,7420.0,272999.0,402.0,
245,179268,Marc,Cucurella Saseta,Cucurella,,,,,,584.0,112.0,1daec722,7134.0,284857.0,198.0,
246,179519,Orel,Mangala,Mangala,,,,,,,536.0,a572e291,6088.0,289592.0,453.0,
247,180135,Sean,Longstaff,S.Longstaff,,,531.0,270.0,480.0,309.0,370.0,a2b105e0,7078.0,346707.0,421.0,
248,180151,Nikola,Vlasic,Vlasic,,539.0,173.0,,,582.0,466.0,aa8e289e,6276.0,293200.0,543.0,
249,180184,Donny,van de Beek,Van de Beek,,,,,495.0,282.0,336.0,50dc94ce,8821.0,288255.0,400.0,
250,180736,Trevoh,Chalobah,Chalobah,,632.0,,,,527.0,141.0,5515376c,6615.0,346314.0,194.0,
251,180974,Joelinton Cássio,Apolinário de Lira,Joelinton,,,,466.0,340.0,310.0,371.0,c17bfb65,87.0,333241.0,416.0,
252,181284,Gonçalo Manuel,Ganchinho Guedes,Guedes,,,,,,,579.0,e6bc67d7,5682.0,225122.0,554.0,
253,183656,Josh,Dasilva,Dasilva,,,,,,82.0,83.0,60344e4f,10405.0,340321.0,99.0,
254,184029,Martin,Ødegaard,Ødegaard,,,,,645.0,558.0,7.0,79300479,2517.0,316264.0,14.0,
255,184341,Mason,Mount,Mount,,,,463.0,120.0,138.0,142.0,9674002f,7768.0,346483.0,209.0,
256,184349,Ryan,Sessegnon,R.Sessegnon,,,184.0,524.0,399.0,368.0,436.0,6aa3e78b,6837.0,392775.0,514.0,
257,184667,Victor,Lindelöf,Lindelöf,,273.0,292.0,225.0,308.0,284.0,337.0,f5deef4c,6080.0,184573.0,386.0,
258,184704,Marvelous,Nakamba,Nakamba,,,,491.0,44.0,41.0,41.0,de5b5570,8040.0,324882.0,52.0,
259,184754,Hwang,Hee-chan,Hwang,,,,,,583.0,481.0,169fd162,8845.0,292246.0,557.0,
260,185253,Gustavo Henrique,Furtado Scarpa,Scarpa,,,,,,,681.0,2964fd20,11284.0,330085.0,462.0,
261,191866,Kristoffer,Ajer,Ajer,,,,,,483.0,84.0,a8c0acb7,9677.0,328658.0,90.0,
262,192290,Connor,Roberts,Roberts,654.0,598.0,,,,585.0,,24fae784,5568.0,214666.0,176.0,
263,192895,Kieran,Tierney,Tierney,,,,515.0,17.0,16.0,8.0,fce2302c,8089.0,300716.0,24.0,
264,194010,Rico,Henry,Henry,,,,,,83.0,85.0,8a3c1dc7,9679.0,339556.0,103.0,
265,194164,Mason,Holgate,Holgate,495.0,144.0,160.0,478.0,165.0,178.0,192.0,d0042ab9,985.0,348623.0,255.0,
266,194634,Diogo,Teixeira da Silva,Diogo Jota,,,432.0,410.0,468.0,240.0,288.0,178ae8f8,6854.0,340950.0,294.0,
267,194799,Jamal,Lewis,Lewis,,,,276.0,513.0,311.0,372.0,efb9215a,7691.0,346018.0,420.0,
268,195473,Rhian,Brewster,Brewster,666.0,,,464.0,262.0,,,30e81a88,5569.0,406560.0,477.0,
269,195546,Emiliano,Buendía Stati,Buendía,,,,283.0,,43.0,42.0,66b76d44,2203.0,321247.0,35.0,
270,195735,Nicolas,Pépé,Pépé,,,,488.0,18.0,17.0,9.0,57e3f0c7,5656.0,343052.0,16.0,
271,195851,Scott,McTominay,McTominay,667.0,283.0,303.0,248.0,309.0,285.0,338.0,d93c2511,5560.0,315969.0,392.0,
272,195899,Gianluca,Scamacca,Scamacca,,,,,,,529.0,8790f988,6253.0,315867.0,541.0,
273,197365,Eric,Bailly,Bailly,255.0,271.0,291.0,228.0,310.0,286.0,339.0,a1232f4e,1739.0,286384.0,375.0,
274,197464,Nathaniel,Phillips,Phillips,,,,589.0,589.0,241.0,501.0,515ebe8d,8228.0,371814.0,306.0,
275,198826,Ben,Godfrey,Godfrey,,,,273.0,566.0,179.0,193.0,9f7c837d,7689.0,343475.0,252.0,
276,198869,Benjamin,White,White,,,559.0,,74.0,67.0,10.0,35e413f1,7298.0,335721.0,29.0,
277,199170,Moussa,Niakhaté,Niakhaté,,,,,,,507.0,00242715,5989.0,291200.0,457.0,
278,199249,Sergio,Reguilón,Reguilón,,,,,542.0,370.0,438.0,3353737a,7187.0,282429.0,508.0,
279,199584,Japhet,Tanganga,Tanganga,,,,583.0,402.0,371.0,439.0,e9971f2d,8222.0,346478.0,518.0,
280,199598,Ethan,Ampadu,Ampadu,,558.0,130.0,121.0,509.0,139.0,151.0,10b9fa99,6369.0,392771.0,185.0,
281,199670,Odsonne,Edouard,Edouard,,,,,,586.0,166.0,0562b7f1,3697.0,344152.0,225.0,
282,199796,Matty,Cash,Cash,,,,,496.0,44.0,43.0,2389cdc2,8864.0,425334.0,36.0,
283,199798,Ezri,Konsa Ngoyo,Konsa,,,,452.0,46.0,45.0,44.0,0313a347,7726.0,413403.0,48.0,
284,200089,Joe,Willock,Willock,,634.0,566.0,490.0,20.0,19.0,373.0,a3b03921,6630.0,340329.0,432.0,
285,200402,Nélson,Cabral Semedo,Semedo,,,,,546.0,437.0,482.0,d04b94db,6163.0,231572.0,572.0,
286,200600,Daniel,Castelo Podence,Podence,,,,619.0,469.0,438.0,483.0,7fcc71d8,8291.0,256977.0,568.0,
287,200641,Reiss,Nelson,Nelson,,489.0,19.0,489.0,21.0,531.0,23.0,c5bdb6e3,6492.0,340325.0,578.0,
288,200720,Caoimhin,Kelleher,Kelleher,,,,531.0,560.0,242.0,289.0,62d7ef38,7904.0,340918.0,301.0,
289,200785,Tyler,Adams,Adams,,,,,,,506.0,2b09d998,7352.0,332705.0,673.0,
290,200826,Giovani,Lo Celso,Lo Celso,,,,523.0,403.0,372.0,,d7553721,5681.0,348795.0,503.0,
291,201057,Thilo,Kehrer,Kehrer,,,,,,,588.0,51dbeea9,2674.0,228948.0,537.0,
292,201658,Marcus,Tavernier,Tavernier,,,,,,,535.0,5c0da4a4,10741.0,399434.0,86.0,
293,201666,Harvey,Barnes,Barnes,,642.0,571.0,172.0,235.0,215.0,264.0,3ea50f67,6681.0,398065.0,603.0,
294,202993,Rodrigo,Bentancur,Bentancur,,,,,,702.0,440.0,3b8674e6,6108.0,354362.0,492.0,
295,204214,Pervis,Estupiñán,Estupiñán,,,,,,,586.0,d38fdf53,5136.0,349599.0,131.0,
296,204480,Declan,Rice,Rice,618.0,510.0,406.0,395.0,448.0,421.0,467.0,1c7012b8,5553.0,357662.0,540.0,
297,204580,Vitaly,Janelt,Janelt,,,,,,84.0,86.0,8449d35e,9680.0,270171.0,105.0,
298,204676,Andi,Zeqiri,Zeqiri,,,,,574.0,535.0,,d01231f0,9099.0,345468.0,155.0,
299,204716,Ibrahima,Konaté,Konaté,,,,,,243.0,290.0,5ed9b537,6326.0,357119.0,302.0,
300,204727,Malang,Sarr,Sarr,,,,,,501.0,143.0,4315f30d,5648.0,344596.0,214.0,
301,204822,Omar,Richards,Richards,,,,,,,511.0,f9b1b7bf,9675.0,424881.0,461.0,
302,204968,Ryan,Yates,Yates,,,,,,,387.0,c1fe2a48,11003.0,425902.0,470.0,
303,205533,Eddie,Nketiah,Nketiah,,560.0,552.0,13.0,22.0,20.0,11.0,a53649b7,6482.0,340324.0,13.0,
304,205651,Gabriel,Fernando de Jesus,Jesus,625.0,259.0,281.0,211.0,282.0,263.0,28.0,b66315ae,5543.0,363205.0,8.0,
305,205836,Saman,Ghoddos,Ghoddos,,,,,,85.0,87.0,f7b1d4e0,7069.0,204294.0,701.0,
306,206325,Oleksandr,Zinchenko,Zinchenko,238.0,551.0,279.0,206.0,283.0,264.0,313.0,51cf8561,2958.0,203853.0,31.0,
307,206915,Curtis,Jones,Jones,,640.0,597.0,569.0,263.0,244.0,291.0,4fb9c88f,6665.0,433188.0,300.0,
308,207189,Sander,Berge,Berge,,,,621.0,360.0,,,d0b6129f,8285.0,333014.0,475.0,
309,207283,Mathias,Jensen,Jensen,,,,,,86.0,88.0,0f134faf,7166.0,319859.0,106.0,
310,208706,Bruno,Guimarães Rodriguez Moura,Bruno Guimarães,,,,,,697.0,374.0,82518f62,8327.0,520624.0,406.0,
311,208912,Joe,Worrall,Worrall,,,,,,,388.0,a5212312,10756.0,415970.0,469.0,
312,209035,Jonathan,Panzo,Panzo,,,,,,,389.0,c795c408,7247.0,392777.0,460.0,
313,209036,Marc,Guéhi,Guéhi,,,624.0,545.0,,477.0,167.0,d0706b27,7603.0,392757.0,228.0,
314,209042,Oliver,Skipp,Skipp,,,540.0,352.0,404.0,373.0,441.0,6250083a,7198.0,406638.0,515.0,
315,209046,Callum,Hudson-Odoi,Hudson-Odoi,,583.0,131.0,116.0,122.0,140.0,144.0,15f3ec41,6456.0,392768.0,205.0,
316,209243,Jadon,Sancho,Sancho,,,,,,485.0,340.0,dbf053da,6345.0,401173.0,397.0,
317,209244,Phil,Foden,Foden,,492.0,277.0,220.0,284.0,265.0,314.0,ed1e53f3,6055.0,406635.0,353.0,
318,209288,Tom,McGill,McGill,,,,,662.0,688.0,756.0,4eb2d015,9319.0,406556.0,141.0,
319,209289,Emile,Smith Rowe,Smith Rowe,,,545.0,576.0,23.0,21.0,12.0,17695062,7230.0,392765.0,22.0,
320,210156,Taiwo,Awoniyi,Awoniyi,,,,,,,397.0,e5478b87,7814.0,295313.0,437.0,
321,210494,Nayef,Aguerd,Aguerd,,,,,,,472.0,288e1e13,6935.0,361914.0,522.0,
322,211975,Manuel,Akanji,Akanji,,,,,,,610.0,89ac64a6,6490.0,284730.0,341.0,
323,212314,Sasa,Lukic,Lukic,,,,,,,726.0,c6e8cf1f,1537.0,245056.0,276.0,
324,212319,Richarlison,de Andrade,Richarlison,,501.0,393.0,150.0,166.0,180.0,454.0,fa031b34,6026.0,378710.0,509.0,
325,213345,Wesley,Moraes,Wesley,,,,428.0,48.0,47.0,,bfae110f,7724.0,381362.0,61.0,
326,213687,Charlie,Goode,Goode,,,,,,87.0,96.0,7aee4dd3,9687.0,376856.0,102.0,
327,214048,Max,Kilman,Kilman,,,567.0,408.0,470.0,439.0,484.0,d0f72bf1,7332.0,525247.0,563.0,
328,214225,Joe,Rodon,Rodon,,561.0,,,584.0,374.0,442.0,8d62d31a,6377.0,297212.0,510.0,
329,214285,Konstantinos,Tsimikas,Tsimikas,,,,,242.0,245.0,292.0,f315ca93,8852.0,338070.0,311.0,
330,214572,Brandon,Austin,Austin,,,,558.0,,659.0,451.0,5e253986,8093.0,428016.0,491.0,
331,214590,Aaron,Wan-Bissaka,Wan-Bissaka,612.0,579.0,145.0,122.0,313.0,288.0,341.0,9e525177,5584.0,477758.0,401.0,
332,215059,Robert,Sánchez,Sánchez,,,,,597.0,69.0,113.0,6a713852,9098.0,403151.0,145.0,
333,215136,Neco,Williams,N.Williams,,,,575.0,264.0,246.0,295.0,dd323728,8204.0,503680.0,467.0,
334,215379,Elliot,Anderson,Anderson,,,,,602.0,609.0,552.0,de31038e,9154.0,567576.0,403.0,
335,215439,Tomas,Soucek,Soucek,,,,616.0,449.0,422.0,468.0,6613c819,8288.0,283628.0,542.0,
336,215711,Leon,Bailey,Bailey,,,,,,492.0,45.0,3a233281,5221.0,387626.0,34.0,
337,216051,Diogo,Dalot Teixeira,Dalot,,,294.0,229.0,314.0,510.0,342.0,d9565625,7281.0,357147.0,377.0,
338,216208,Matija,Šarkić,Šarkić,,,,,472.0,,492.0,a89e7b29,10754.0,293257.0,571.0,
339,216616,Dara,O'Shea,O'Shea,,,,,425.0,,,1d042188,8756.0,401320.0,173.0,
340,216646,Yoane,Wissa,Wissa,,,,,,524.0,89.0,2500cef9,5786.0,388165.0,119.0,
341,217331,Sam,Surridge,Surridge,679.0,,599.0,71.0,,,391.0,b017b770,5602.0,398402.0,464.0,
342,217593,Pablo,Fornals Malla,Fornals,,,,399.0,450.0,423.0,469.0,82927de4,2335.0,357885.0,534.0,
343,218997,Ellis,Simms,Simms,,,,667.0,596.0,602.0,686.0,26d3b5be,8582.0,511550.0,264.0,
344,219168,Alexander,Isak,Isak,,,,,,,594.0,8e92be30,5232.0,349066.0,415.0,
345,219847,Kai,Havertz,Havertz,,,,,500.0,141.0,145.0,fed7cb61,5220.0,309400.0,6.0,
346,219924,Issa,Diop,Diop,,,409.0,381.0,451.0,424.0,470.0,a712ca2b,3203.0,272622.0,271.0,
347,220037,Bailey,Peacock-Farrell,Peacock-Farrell,,,,495.0,99.0,117.0,,4879f8cb,8482.0,410436.0,175.0,
348,220237,Sven,Botman,Botman,,,,,,,377.0,ccce7025,8635.0,361093.0,405.0,
349,220307,Arnaut,Danjuma,Danjuma,,,,492.0,,,713.0,f08490a6,8066.0,355861.0,601.0,
350,220394,Tommy,Doyle,Doyle,,,,644.0,285.0,566.0,,5526deb1,8496.0,433183.0,351.0,
351,220566,Rodrigo,Hernandez,Rodri,,,,443.0,286.0,266.0,315.0,6434f10d,2496.0,357565.0,365.0,
352,220585,Flynn,Downes,Downes,,,,,,,509.0,69fdb896,10845.0,506189.0,531.0,
353,220598,Michael,Obafemi,Obafemi,,603.0,550.0,314.0,381.0,348.0,,caa1a7f0,6504.0,444208.0,174.0,
354,221239,Keinan,Davis,Davis,,,,34.0,50.0,49.0,52.0,9deaf2c8,1053.0,412660.0,39.0,
355,221399,Jack,Harrison,Harrison,,,,,203.0,267.0,233.0,aa849a12,8720.0,417346.0,661.0,
356,221403,Richie,Laryea,Laryea,,,,,,,392.0,276fdbe4,,417348.0,452.0,
357,221466,Marcos,Senesi,Senesi,,,,,,,576.0,35141f4c,10864.0,469781.0,83.0,
358,221632,Cristian,Romero,Romero,,,,,,494.0,443.0,a3d94a58,7218.0,355915.0,511.0,
359,221820,Lisandro,Martínez,Martínez,,,,,,,533.0,bac46a10,10802.0,480762.0,391.0,
360,222017,Conor,Coventry,Coventry,,,548.0,664.0,668.0,522.0,556.0,a5ca9127,7239.0,419025.0,529.0,
361,222018,Ben,Johnson,Johnson,,573.0,605.0,384.0,452.0,425.0,471.0,9319781b,6424.0,468002.0,536.0,
362,222531,Morgan,Gibbs-White,Gibbs-White,,,448.0,416.0,473.0,440.0,493.0,32f60ed8,6857.0,429014.0,447.0,
363,222627,João,Virgínia,Virgínia,,,,629.0,167.0,181.0,,728e9b2e,8366.0,329813.0,266.0,
364,222677,Tahith,Chong,Chong,,,603.0,249.0,316.0,,,2696b6a9,7439.0,344830.0,586.0,
365,222690,Tyrell,Malacia,Malacia,,,,,,,504.0,6b6c793c,10803.0,339340.0,389.0,
366,223094,Erling,Haaland,Haaland,,,,,,,318.0,1f44ac21,8260.0,418560.0,355.0,
367,223340,Bukayo,Saka,Saka,,,563.0,541.0,24.0,22.0,13.0,bc7dc64d,7322.0,433177.0,19.0,
368,223723,Takehiro,Tomiyasu,Tomiyasu,,,,,,590.0,14.0,b3af9be1,7931.0,331560.0,25.0,
369,223911,Chris,Mepham,Mepham,,,580.0,61.0,,,71.0,fed96827,7384.0,480987.0,75.0,
370,224024,Lucas,Tolentino Coelho de Lima,Paquetá,,,,,,,603.0,9b6f7fd5,7365.0,444523.0,539.0,
371,224068,Matt,Turner,Turner,,,,,,,24.0,4a51ba65,10700.0,425306.0,28.0,
372,224967,Vitalii,Mykolenko,Mykolenko,,,,,,675.0,194.0,30d4a2e5,10291.0,404842.0,260.0,
373,224995,Luis,Sinisterra Lucumí,Sinisterra,,,,,,,508.0,8e16dd48,10866.0,512385.0,705.0,
374,225321,Aaron,Ramsdale,Ramsdale,677.0,549.0,,494.0,483.0,559.0,15.0,466fb2c5,5603.0,427568.0,17.0,
375,225796,Reece,James,James,,,,506.0,123.0,142.0,146.0,1265a93a,8067.0,472423.0,206.0,
376,226182,Jayden,Bogle,Bogle,,,,,510.0,,,ae5019e6,9205.0,465717.0,476.0,
377,226597,Gabriel,dos Santos Magalhães,Gabriel,,,,,494.0,23.0,16.0,67ac5bb8,5613.0,435338.0,5.0,
378,226944,Boubacar,Kamara,Kamara,,,,,,,53.0,cc77354e,5789.0,394327.0,47.0,
379,226956,Mads,Roerslev Rasmussen,Roerslev,,,,,,89.0,90.0,57c94db2,9685.0,391005.0,114.0,
380,227127,Yves,Bissouma,Bissouma,,,466.0,53.0,76.0,70.0,444.0,6c203af0,5609.0,410425.0,493.0,
381,228044,Mads,Bech Sørensen,Bech,,,,,,90.0,91.0,30db8574,9683.0,372240.0,93.0,
382,229600,Mark,Travers,Travers,,,616.0,74.0,,,72.0,fe558029,7582.0,357658.0,88.0,
383,230046,Douglas Luiz,Soares de Paulo,Douglas Luiz,,,,470.0,52.0,50.0,46.0,6f7d826d,6122.0,447661.0,43.0,
384,230251,Emmanuel,Dennis,Dennis,,,,,,450.0,585.0,2c44a35d,9301.0,448854.0,443.0,
385,231065,Ethan,Pinnock,Pinnock,,,,,,91.0,92.0,e541326e,9678.0,442248.0,112.0,
386,231372,Tanguy,Ndombele,Ndombele,,,,442.0,405.0,375.0,,5cdddffa,5962.0,450936.0,505.0,
387,231747,Jean-Philippe,Mateta,Mateta,,,,,641.0,159.0,168.0,50e6dc35,5735.0,420002.0,232.0,
388,232223,Folarin,Balogun,Balogun,,,,,,530.0,,31822f8c,9690.0,503770.0,1.0,
389,232351,Ryan,Giles,Giles,,,555.0,607.0,,687.0,,73b1d65b,7277.0,504581.0,553.0,
390,232413,Eberechi,Eze,Eze,,,,,489.0,160.0,169.0,ae4fc6a4,8706.0,479999.0,226.0,
391,232653,Jacob,Ramsey,Ramsey,,,,,554.0,51.0,47.0,1544f145,8941.0,503749.0,55.0,
392,232787,Conor,Gallagher,Gallagher,,,,,544.0,144.0,148.0,c2731c10,9040.0,488362.0,202.0,
393,232792,Tariq,Lamptey,Lamptey,,,,586.0,77.0,71.0,114.0,f4e433d4,8226.0,504148.0,139.0,
394,232826,Anthony,Gordon,Gordon,,,,561.0,168.0,503.0,195.0,2bd83368,8150.0,503733.0,412.0,
395,232859,Djed,Spence,Spence,,,,,,,522.0,9bc9a519,10764.0,483348.0,517.0,
396,232917,Arijanet,Muric,Muric,,,529.0,,,,,99aa1a84,7027.0,371021.0,172.0,
397,232928,James,Garner,Garner,,,602.0,250.0,317.0,,570.0,4e015693,7438.0,505219.0,250.0,
398,232937,Brandon,Williams,B.Williams,,,,549.0,318.0,290.0,343.0,5e74d6c8,8075.0,507700.0,374.0,
399,232977,Kelland,Watts,Watts,,,622.0,599.0,342.0,,,603e4f0b,7602.0,484389.0,431.0,
400,232980,Max,Aarons,Aarons,,,,274.0,,326.0,,774cf58b,7688.0,471690.0,643.0,
401,233425,Aaron,Connolly,Connolly,,,,534.0,78.0,72.0,,27c01749,7991.0,434207.0,127.0,
402,233963,Konstantinos,Mavropanos,Mavropanos,,595.0,10.0,8.0,,24.0,,00963611,6722.0,415912.0,676.0,
403,235382,Steven,Alzate,Alzate,,,,537.0,79.0,73.0,115.0,ad1f61f3,8020.0,476237.0,123.0,
404,235448,Ellery,Balcombe,Balcombe,,,,,,92.0,100.0,e827567f,,456292.0,91.0,
405,235530,Lloyd,Kelly,Kelly,,,,64.0,,,73.0,f31def1e,8090.0,480116.0,70.0,
406,235674,Manor,Solomon,Solomon,,,,,,,562.0,886f9aac,10716.0,396638.0,583.0,
407,240299,Joseph,Hodge,Hodge,,,,,,,566.0,bd8a5d95,10755.0,503975.0,555.0,
408,240514,Kjell,Scherpen,Scherpen,,,,,,476.0,542.0,f0e4c69e,9960.0,463527.0,147.0,
409,241157,Emerson,Leite de Souza Junior,Emerson Royal,,,,,,588.0,445.0,df8b52a5,7430.0,476344.0,497.0,
410,242880,Benoît,Badiashile,Badiashile,,,,,,,689.0,06df8256,7240.0,463603.0,191.0,
411,242885,Loïc,Mbe Soh,Mbe Soh,,,,,,,393.0,8f534f8e,7577.0,463610.0,454.0,
412,242898,Brennan,Johnson,Johnson,,,,,,,394.0,0cd31129,10760.0,470607.0,450.0,
413,243016,Alexis,Mac Allister,Mac Allister,,,,627.0,80.0,74.0,116.0,83d074ff,8379.0,534033.0,304.0,
414,243298,Cody,Gakpo,Gakpo,,,,,,,680.0,1971591f,11296.0,434675.0,297.0,
415,243345,Lewis,O'Brien,O'Brien,,,,,,,524.0,089667a5,10759.0,560694.0,458.0,
416,243505,Jakub,Moder,Moder,,,,,628.0,75.0,117.0,f230bc30,9284.0,384461.0,144.0,
417,243532,Dion,Pereira,Pereira,659.0,,,,,,,8aab04dc,5559.0,499604.0,332.0,
418,243568,Billy,Gilmour,Gilmour,,,,533.0,124.0,145.0,149.0,df10e27c,7988.0,423744.0,133.0,
419,243571,Nathan,Patterson,Patterson,,,,,,674.0,197.0,230f0471,10292.0,424015.0,262.0,
420,244042,Rodrigo,Muniz Carvalho,Muniz,,,,,,,218.0,a755db8c,10717.0,735571.0,279.0,
421,244085,Siriki,Dembélé,Dembélé,,,,,,,74.0,11f54bd5,10749.0,488656.0,67.0,
422,244619,Luke,Thomas,Thomas,,,,660.0,240.0,219.0,270.0,fc027d02,8562.0,505194.0,693.0,
423,244723,Tyrick,Mitchell,Mitchell,,,,579.0,146.0,162.0,170.0,5cbd1eb0,8214.0,730893.0,234.0,
424,244731,Luis,Díaz,Luis Díaz,,,,,,696.0,293.0,4a1a9578,10408.0,480692.0,303.0,
425,244851,Cole,Palmer,Palmer,,,,643.0,552.0,507.0,316.0,dc7f8a28,8497.0,568177.0,362.0,
426,244856,Teden,Mengi,Mengi,,,,,319.0,,,91748070,,548470.0,393.0,
427,244930,Alex,Mighten,Mighten,,,,,,,395.0,10ec4169,10761.0,503988.0,456.0,
428,245824,Carlos Vinícius,Alves Morais,Vinícius,,,,,564.0,,618.0,8b529245,7395.0,525287.0,287.0,
429,245923,Luke,Cundle,Cundle,,,,567.0,614.0,547.0,485.0,cc3b8e78,8179.0,532541.0,550.0,
430,247632,Pedro,Lomba Neto,Neto,,,,528.0,474.0,441.0,486.0,7ba2eaa9,6382.0,487465.0,567.0,
431,248164,Viljami,Sinisalo,Sinisalo,,,,,,596.0,707.0,a48635b8,9967.0,484838.0,57.0,
432,248857,Noni,Madueke,Madueke,,,,,,,708.0,bf34eebd,11357.0,503987.0,208.0,
433,249231,Keane,Lewis-Potter,Lewis-Potter,,,,,,,515.0,41f08ac8,10809.0,644401.0,107.0,
434,424044,Hamed,Traorè,H.Traorè,,,,,,,723.0,570bb4b9,6986.0,391065.0,87.0,
435,427623,Chris,Richards,Richards,,,,,,,530.0,0a3d6d2b,8430.0,578539.0,238.0,
436,428580,Frank,Onyeka,Onyeka,,,,,,479.0,93.0,2944f86f,9681.0,421637.0,111.0,
437,428610,Bruno André,Cavaco Jordão,Jordão,,,,609.0,475.0,661.0,,41ff002d,6336.0,415646.0,561.0,
438,429414,Sasa,Kalajdzic,Kalajdžić,,,,,,,608.0,15f24fe7,8812.0,369567.0,562.0,
439,430871,Matheus,Santos Carneiro Da Cunha,Cunha,,,,,,,682.0,dc62b55d,7080.0,517894.0,590.0,
440,432160,Shandon,Baptiste,Baptiste,,,,,,499.0,94.0,2886c9b5,9914.0,533916.0,92.0,
441,432711,Conrad,Egan-Riley,Egan-Riley,,,,,,651.0,,d313e8ff,10174.0,581669.0,166.0,
442,432714,James,McAtee,McAtee,,,,,,629.0,317.0,96593e89,10126.0,583199.0,360.0,
443,432720,James,Trafford,Trafford,,,,,595.0,,,259fea27,9077.0,566799.0,596.0,
444,432830,Nathan,Collins,Collins,,,,,,451.0,516.0,a8c19eb8,9733.0,469050.0,96.0,
445,432931,Tyrese,Francois,Francois,,,,,708.0,,521.0,6722d4f0,9552.0,528888.0,272.0,
446,433154,Dwight,McNeil,McNeil,,646.0,534.0,97.0,100.0,118.0,534.0,fc15fb84,6756.0,584769.0,259.0,
447,433979,Cameron,Archer,Archer,,,,,,568.0,54.0,05e8ca6d,9912.0,533662.0,33.0,
448,434662,Halil,Dervişoğlu,Dervişoğlu,,,,,,95.0,541.0,9d8cf204,9686.0,465606.0,100.0,
449,436234,Bryan,Gil Salvatierra,Bryan,,,,,,487.0,554.0,7b5ab7f2,7338.0,537382.0,494.0,
450,437468,Sergio,Gómez,Sergio Gómez,,,,,,,587.0,01e5f06e,6656.0,366930.0,366.0,
451,437476,Braian,Ojeda Rodríguez,Ojeda,,,,,,,396.0,60953af0,,491596.0,459.0,
452,437626,Nuno,Varela Tavares,Tavares,,,,,,466.0,17.0,a65c844b,9691.0,535955.0,23.0,
