,penalty_finishing_rate,finishing_rate,minutes,pen_chance,id,team,kp_ratel100,sh_ratel100,xAp90l100,npxGp90l100,assist_ratel100,npg_ratel100,assist_rate,npg_rate,xYC,was_home,pen_rate,savesp90,bonusp90,spi_opp_team,spi_team,opp_proj_goals,team_proj_goals,teamnpxGp90,shp90,kpp90,npxGAp90,npxGAp90l4,opp_npxGp90,teamnpxGp90l4,opp_npxGAp90l4,opp_npxGp90l4,position,xAp90,npxGp90,xAp90(L4),npxGp90(L4),opp_npxGAp90
0,1.0256911747114874,1.014658432573772,89.65,0.9962726757694649,373.0,Man Utd,2.7603570611123827,2.7706569008926527,0.3491191959644236,0.2240367772008198,0.23689631494621194,0.20599679560540168,0.2164762477450391,0.1623571858087793,0.20158656089594026,True,0.07894736842105263,0.0,0.7727484834344377,73.74,75.25,1.14,1.54,1.832044052631579,2.4894768490679495,3.1930246542393266,1.263266447368421,1.263266447368421,1.925168368421053,1.832044052631579,1.157294,1.925168368421053,3,0.4672290588198739,0.21277230701135427,0.4672290588198739,0.21277230701135427,1.157294
