,penalty_finishing_rate,finishing_rate,minutes,pen_chance,id,team,kp_ratel100,sh_ratel100,xAp90l100,npxGp90l100,assist_ratel100,npg_ratel100,assist_rate,npg_rate,xYC,was_home,pen_rate,savesp90,bonusp90,spi_opp_team,spi_team,opp_proj_goals,team_proj_goals,teamnpxGp90,shp90,kpp90,npxGAp90,npxGAp90l4,opp_npxGp90,teamnpxGp90l4,opp_npxGAp90l4,opp_npxGp90l4,position,xAp90,npxGp90,xAp90(L4),npxGp90(L4),opp_npxGAp90
0,1.0750420245462344,1.1095539066889437,80.0,0.8901098901098901,355.0,Man City,0.958632648005945,3.555858310626703,0.18759651961308438,0.7449858528989832,0.2452316076294278,0.8917513004706465,0.2568676418123439,0.9311452015697467,0.16263100831225152,True,0.2631578947368421,0.0,1.3010480664980122,61.51,92.84,0.51,3.04,2.0186813421052636,3.949339992864788,0.9311452015697467,0.8401288868421052,0.8401288868421052,1.082485494736842,2.0186813421052636,1.718797052631579,1.082485494736842,4,0.1878058818799234,0.8808379907119798,0.1878058818799234,0.8808379907119798,1.718797052631579
