,penalty_finishing_rate,finishing_rate,minutes,pen_chance,id,team,kp_ratel100,sh_ratel100,xAp90l100,npxGp90l100,assist_ratel100,npg_ratel100,assist_rate,npg_rate,xYC,was_home,pen_rate,savesp90,bonusp90,spi_opp_team,spi_team,opp_proj_goals,team_proj_goals,teamnpxGp90,shp90,kpp90,npxGAp90,npxGAp90l4,opp_npxGp90,teamnpxGp90l4,opp_npxGAp90l4,opp_npxGp90l4,position,xAp90,npxGp90,xAp90(L4),npxGp90(L4),opp_npxGAp90
0,1.0,0.9650438434952856,80.0,0,143.0,Brighton,1.5761821366024518,2.0490367775831873,0.27724152432523025,0.36432605810078506,0.19702276707530647,0.27583187390542907,0.19514310494362533,0.2732003469210755,0.0,True,0.15789473684210525,0.0,0.4283859800951969,0.0,0.0,0.0,0.0,1.925168368421053,2.0294882914137036,1.5611448395490026,1.157294,1.157294,0.8,1.925168368421053,1.8,0.6,3,0.2745965488112862,0.36085026743373505,0.2745965488112862,0.36085026743373505,1.8
