,id,orig_name,Pos,pP,gw,source
3325,658.0,Gordon,F,0.0,6,spiros
3326,207.0,Lukaku,F,0.0,6,spiros
3327,636.0,G.Shelvey,G,0.0,6,spiros
3328,80.0,Randolph,G,0.0,6,spiros
3329,224.0,Ebiowei,M,0.0,6,spiros
3330,201.0,W.Fofana,D,0.0,6,spiros
3331,671.0,Humphreys,D,0.0,6,spiros
3332,559.0,João Gomes,M,0.0,6,spiros
3333,179.0,Thomas,D,0.0,6,spiros
3334,546.0,Bentley,G,0.0,6,spiros
3335,289.0,Adrián,G,0.0,6,spiros
3336,665.0,Krul,G,0.0,6,spiros
3337,384.0,Heaton,G,0.0,6,spiros
3338,312.0,Van den Berg,D,0.0,6,spiros
3339,675.0,Ramsey,M,0.0,6,spiros
3340,500.0,Kane,F,0.0,6,spiros
3341,647.0,Anang,G,0.0,6,spiros
3342,349.0,De Bruyne,M,0.0,6,spiros
3343,237.0,Plange,F,0.0,6,spiros
3344,347.0,Carson,G,0.0,6,spiros
3345,11.0,Marquinhos,M,0.0,6,spiros
3346,624.0,Dobbin,M,0.0,6,spiros
3347,651.0,Stansfield,F,0.0,6,spiros
3348,371.0,Amad,M,0.0,6,spiros
3349,628.0,Doak,M,0.0,6,spiros
3350,620.0,Olakigbe,M,0.0,6,spiros
3351,97.0,Cox,G,0.0,6,spiros
3352,124.0,Ayari,M,0.0,6,spiros
3353,435.0,Arter,M,0.0,6,spiros
3354,667.0,Lavia,M,0.0,6,spiros
3355,652.0,Dibley-Dias,M,0.0,6,spiros
3356,683.0,Harris,M,0.0,6,spiros
3357,380.0,Álvaro Fernández,D,0.0,6,spiros
3358,686.0,Zych,G,0.0,6,spiros
3359,388.0,Mainoo,M,0.0,6,spiros
3360,212.0,Nkunku,F,0.0,6,spiros
3361,200.0,D.D.Fofana,F,0.0,6,spiros
3362,483.0,Jebbison,F,0.0,6,spiros
3363,164.0,Costelloe,M,0.0,6,spiros
3364,704.0,Fraser,F,0.0,6,spiros
3365,621.0,Hinshelwood,M,0.0,6,spiros
3366,186.0,Andrey Santos,M,0.0,6,spiros
3367,189.0,Azpilicueta,D,0.0,6,spiros
3368,635.0,Miley,M,0.0,6,spiros
3369,418.0,Kuol,M,0.0,6,spiros
3370,118.0,Trevitt,M,0.0,6,spiros
3371,168.0,Foster,F,0.0,6,spiros
3372,162.0,Churlinov,M,0.0,6,spiros
3373,156.0,Agyei,M,0.0,6,spiros
3374,158.0,Bastien,M,0.0,6,spiros
3375,627.0,Clark,M,0.0,6,spiros
3376,640.0,Scarlett,F,0.0,6,spiros
3377,650.0,Onyango,M,0.0,6,spiros
3378,466.0,Ui-jo,F,0.0,6,spiros
3379,622.0,Dodgson,D,0.0,6,spiros
3380,670.0,Marschall,G,0.0,6,spiros
3381,408.0,Darlow,G,0.0,6,spiros
3382,646.0,Hein,G,0.0,6,spiros
3383,69.0,Hill,D,0.0,6,spiros
3384,2.0,Cédric,D,0.0,6,spiros
3385,383.0,Mejbri,M,0.0,6,spiros
3386,219.0,Ahamada,M,0.0,6,spiros
3387,711.0,Omobamidele,D,0.0,6,spiros
3388,372.0,Antony,M,0.0,6,spiros
3389,425.0,Ritchie,M,0.0,6,spiros
3390,653.0,Seriki,D,0.0,6,spiros
3391,399.0,Shoretire,F,0.0,6,spiros
3392,703.0,Evans,D,0.0,6,spiros
3393,299.0,Henderson,M,0.0,6,spiros
3394,130.0,Enciso,M,0.0,6,spiros
3395,619.0,Greenwood,D,0.0,6,spiros
3396,188.0,Aubameyang,F,0.0,6,spiros
3397,196.0,Chukwuemeka,M,0.0,6,spiros
3398,94.0,Bidstrup,M,0.0,6,spiros
3399,54.0,Philogene-Bidace,M,0.0,6,spiros
3400,463.0,Shelvey,M,0.0,6,spiros
3401,363.0,Perrone,M,0.0,6,spiros
3402,137.0,Kozłowski,M,0.0,6,spiros
3403,243.0,Whitworth,G,0.0,6,spiros
3404,656.0,Hackford,F,0.0,6,spiros
3405,322.0,Freeman,M,0.0,6,spiros
3406,71.0,Kilkenny,M,0.0,6,spiros
3407,147.0,Scherpen,G,0.0,6,spiros
3408,411.0,Gillespie,G,0.0,6,spiros
3409,205.0,Hudson-Odoi,M,0.0,6,spiros
3410,357.0,Laporte,D,0.0,6,spiros
3411,117.0,Toney,F,0.0,6,spiros
3412,673.0,Adams,M,0.0,6,spiros
3413,116.0,Strakosha,G,0.0,6,spiros
3414,74.0,Marcondes,M,0.0,6,spiros
3415,278.0,Mitrović,F,0.0,6,spiros
3416,155.0,Zeqiri,F,0.0,6,spiros
3417,73.0,Lowe,M,0.0,6,spiros
3418,461.0,Richards,D,0.0,6,spiros
3419,218.0,Ziyech,M,0.0,6,spiros
3420,701.0,Ghoddos,M,0.0,6,spiros
3421,469.0,Worrall,D,0.0,6,spiros
3422,460.0,Panzo,D,0.0,6,spiros
3423,228.0,Guéhi,D,0.0,6,spiros
3424,397.0,Sancho,M,0.0,6,spiros
3425,236.0,Olise,M,0.0,6,spiros
3426,192.0,Bettinelli,G,0.0,6,spiros
3427,141.0,McGill,G,0.0,6,spiros
3428,346.0,Cancelo,D,0.0,6,spiros
3429,102.0,Goode,D,0.0,6,spiros
3430,183.0,Weghorst,F,0.0,6,spiros
3431,510.0,Rodon,D,0.0,6,spiros
3432,491.0,Austin,G,0.0,6,spiros
3433,190.0,Baba Rahman,D,0.0,6,spiros
3434,296.0,Fabinho,M,0.0,6,spiros
3435,445.0,Felipe,D,0.0,6,spiros
3436,18.0,Rúnarsson,G,0.0,6,spiros
3437,571.0,Šarkić,G,0.0,6,spiros
3438,354.0,Grealish,M,0.0,6,spiros
3439,464.0,Surridge,F,0.0,6,spiros
3440,51.0,Mings,D,0.0,6,spiros
3441,185.0,Ampadu,D,0.0,6,spiros
3442,518.0,Tanganga,D,0.0,6,spiros
3443,508.0,Reguilón,D,0.0,6,spiros
3444,688.0,Castagne,D,0.0,6,spiros
3445,290.0,Alexander-Arnold,D,0.0,6,spiros
3446,485.0,McBurnie,F,0.0,6,spiros
3447,269.0,Cavaleiro,M,0.0,6,spiros
3448,233.0,Matthews,G,0.0,6,spiros
3449,426.0,Saint-Maximin,M,0.0,6,spiros
3450,699.0,Lenglet,D,0.0,6,spiros
3451,344.0,Bernardo,M,0.0,6,spiros
3452,253.0,Gray,M,0.0,6,spiros
3453,367.0,Steffen,G,0.0,6,spiros
3454,251.0,Gbamin,M,0.0,6,spiros
3455,662.0,Adama,M,0.0,6,spiros
3456,444.0,Dräger,D,0.0,6,spiros
3457,239.0,Riedewald,M,0.0,6,spiros
3458,521.0,Whiteman,G,0.0,6,spiros
3459,213.0,Pulisic,M,0.0,6,spiros
3460,198.0,Cucurella,D,0.0,6,spiros
3461,453.0,Mangala,M,0.0,6,spiros
3462,543.0,Vlasic,M,0.0,6,spiros
3463,209.0,Mount,M,0.0,6,spiros
3464,462.0,Scarpa,M,0.0,6,spiros
3465,24.0,Tierney,D,0.0,6,spiros
3466,413.0,Hayden,M,0.0,6,spiros
3467,714.0,Origi,F,0.0,6,spiros
3468,420.0,Lewis,D,0.0,6,spiros
3469,477.0,Brewster,F,0.0,6,spiros
3470,375.0,Bailly,D,0.0,6,spiros
3471,306.0,Phillips,D,0.0,6,spiros
3472,457.0,Niakhaté,D,0.0,6,spiros
3473,323.0,Macey,G,0.0,6,spiros
3474,175.0,Peacock-Farrell,G,0.0,6,spiros
3475,417.0,Krafth,D,0.0,6,spiros
3476,676.0,Mavropanos,D,0.0,6,spiros
3477,91.0,Balcombe,G,0.0,6,spiros
3478,387.0,Maguire,D,0.0,6,spiros
3479,555.0,Hodge,M,0.0,6,spiros
3480,356.0,Kovacic,M,0.0,6,spiros
3481,454.0,Mbe Soh,D,0.0,6,spiros
3482,395.0,Varane,D,0.0,6,spiros
3483,458.0,O'Brien,M,0.0,6,spiros
3484,332.0,Pereira,M,0.0,6,spiros
3485,279.0,Muniz,F,0.0,6,spiros
3486,693.0,Thomas,D,0.0,6,spiros
3487,393.0,Mengi,D,0.0,6,spiros
3488,456.0,Mighten,M,0.0,6,spiros
3489,550.0,Cundle,M,0.0,6,spiros
3490,57.0,Sinisalo,G,0.0,6,spiros
3491,107.0,Lewis-Potter,M,0.0,6,spiros
3492,238.0,Richards,D,0.0,6,spiros
3493,561.0,Jordão,M,0.0,6,spiros
3494,166.0,Egan-Riley,D,0.0,6,spiros
3495,273.0,Knockaert,M,0.0,6,spiros
3496,272.0,Francois,M,0.0,6,spiros
3497,414.0,Hendrick,M,0.0,6,spiros
3498,100.0,Dervişoğlu,F,0.0,6,spiros
3499,459.0,Ojeda,M,0.0,6,spiros
3500,438.0,Biancone,D,0.0,6,spiros
3501,404.0,Ashby,D,0.0,6,spiros
3502,473.0,Baldock,D,0.0,6,spiros
3503,556.0,Hoever,D,0.0,6,spiros
3504,626.0,Quansah,D,0.0,6,spiros
3505,136.0,Karbownik,D,0.0,6,spiros
3506,123.0,Alzate,M,0.0,6,spiros
3507,313.0,Van Dijk,D,0.0,6,spiros
3508,351.0,Doyle,M,0.0,6,spiros
3509,431.0,Watts,D,0.0,6,spiros
3510,531.0,Downes,M,0.0,6,spiros
3511,39.0,Davis,F,0.0,6,spiros
3512,661.0,Harrison,M,0.0,6,spiros
3513,452.0,Laryea,D,0.0,6,spiros
3514,187.0,Arrizabalaga,G,0.0,6,spiros
3515,529.0,Coventry,M,0.0,6,spiros
3516,422.0,Manquillo,D,0.0,6,spiros
3517,266.0,Virgínia,G,0.0,6,spiros
3518,274.0,Kongolo,D,0.0,6,spiros
3519,248.0,Dele,M,0.0,6,spiros
3520,25.0,Tomiyasu,D,0.0,6,spiros
3521,398.0,Shaw,D,0.0,6,spiros
3522,581.0,Dummett,D,0.0,6,spiros
3523,705.0,Sinisterra,M,0.0,6,spiros
3524,206.0,James,D,0.0,6,spiros
3525,476.0,Bogle,D,0.0,6,spiros
3526,580.0,Karius,G,0.0,6,spiros
3527,114.0,Roerslev,D,0.0,6,spiros
3528,359.0,Mahrez,M,0.0,6,spiros
3529,93.0,Bech,D,0.0,6,spiros
3530,443.0,Dennis,F,0.0,6,spiros
3531,1.0,Balogun,F,0.0,6,spiros
3532,419.0,Lascelles,D,0.0,6,spiros
3533,139.0,Lamptey,D,0.0,6,spiros
3534,368.0,Stones,D,0.0,6,spiros
3535,517.0,Spence,D,0.0,6,spiros
3536,172.0,Muric,G,0.0,6,spiros
3537,250.0,Garner,M,0.0,6,spiros
3538,374.0,B.Williams,D,0.0,6,spiros
3539,579.0,Lonergan,G,0.0,6,spiros
3540,308.0,Salah,M,6.314,7,spiros
3541,355.0,Haaland,F,7.514,7,spiros
3542,516.0,Son,M,5.172,7,spiros
3543,8.0,Jesus,F,5.59,7,spiros
3544,504.0,Maddison,M,4.641,7,spiros
3545,373.0,Fernandes,M,5.064,7,spiros
3546,526.0,Bowen,M,6.263,7,spiros
3547,108.0,Mbeumo,M,5.535,7,spiros
3548,353.0,Foden,M,5.649,7,spiros
3549,664.0,Ward-Prowse,M,6.211,7,spiros
3550,599.0,Diaby,M,4.273,7,spiros
3551,216.0,Sterling,M,5.008,7,spiros
3552,131.0,Estupiñán,D,4.422,7,spiros
3553,36.0,Cash,D,3.763,7,spiros
3554,430.0,Trippier,D,6.113,7,spiros
3555,143.0,Mitoma,M,4.65,7,spiros
3556,501.0,Kulusevski,M,3.915,7,spiros
3557,307.0,Robertson,D,4.159,7,spiros
3558,226.0,Eze,M,4.278,7,spiros
3559,405.0,Botman,D,5.838,7,spiros
3560,140.0,March,M,4.257,7,spiros
3561,132.0,Ferguson,F,4.149,7,spiros
3562,309.0,Szoboszlai,M,4.115,7,spiros
3563,14.0,Ødegaard,M,4.65,7,spiros
3564,275.0,Leno,G,4.057,7,spiros
3565,567.0,Neto,M,3.633,7,spiros
3566,281.0,Ream,D,4.025,7,spiros
3567,396.0,Rashford,M,4.043,7,spiros
3568,313.0,Van Dijk,D,3.764,7,spiros
3569,437.0,Awoniyi,F,3.903,7,spiros
3570,395.0,Varane,D,4.088,7,spiros
3571,511.0,Romero,D,3.462,7,spiros
3572,326.0,Morris,F,7.866,7,spiros
3573,424.0,Pope,G,5.253,7,spiros
3574,524.0,Areola,G,4.787,7,spiros
3575,291.0,Alisson,G,3.689,7,spiros
3576,523.0,Antonio,F,4.793,7,spiros
3577,113.0,Raya,G,4.137,7,spiros
3578,220.0,Andersen,D,3.463,7,spiros
3579,379.0,Eriksen,M,3.637,7,spiros
3580,557.0,Hwang,M,3.608,7,spiros
3581,290.0,Alexander-Arnold,D,3.688,7,spiros
3582,522.0,Aguerd,D,4.847,7,spiros
3583,60.0,Watkins,F,3.463,7,spiros
3584,119.0,Wissa,F,4.366,7,spiros
3585,19.0,Saka,M,4.328,7,spiros
3586,280.0,Palhinha,M,3.565,7,spiros
3587,569.0,Sá,G,3.075,7,spiros
3588,161.0,Brownhill,M,7.676,7,spiros
3589,343.0,Álvarez,F,4.47,7,spiros
3590,267.0,Andreas,M,3.658,7,spiros
3591,293.0,Darwin,F,3.463,7,spiros
3592,369.0,Walker,D,4.473,7,spiros
3593,519.0,Udogie,D,3.139,7,spiros
3594,350.0,Dias,D,4.36,7,spiros
3595,77.0,Neto,G,3.383,7,spiros
3596,439.0,Boly,D,3.578,7,spiros
3597,433.0,Wilson,F,4.551,7,spiros
3598,145.0,Sánchez,G,3.85,7,spiros
3599,520.0,Vicario,G,3.25,7,spiros
3600,427.0,Schär,D,5.059,7,spiros
3601,376.0,Casemiro,M,3.661,7,spiros
3602,199.0,Enzo,M,3.719,7,spiros
3603,539.0,Paquetá,M,4.14,7,spiros
3604,31.0,Zinchenko,D,3.865,7,spiros
3605,544.0,Zouma,D,4.681,7,spiros
3606,29.0,White,D,3.901,7,spiros
3607,407.0,Burn,D,4.983,7,spiros
3608,303.0,Luis Díaz,M,3.375,7,spiros
3609,49.0,Martínez,G,3.184,7,spiros
3610,43.0,Douglas Luiz,M,3.125,7,spiros
3611,352.0,Ederson,G,4.029,7,spiros
3612,86.0,Tavernier,M,3.245,7,spiros
3613,447.0,Gibbs-White,M,3.446,7,spiros
3614,596.0,Trafford,G,6.265,7,spiros
3615,513.0,Sarr,M,3.272,7,spiros
3616,230.0,Johnstone,G,3.152,7,spiros
3617,506.0,Pedro Porro,D,2.964,7,spiros
3618,429.0,Tonali,M,3.815,7,spiros
3619,597.0,Onana,G,3.45,7,spiros
3620,44.0,Durán,F,3.667,7,spiros
3621,197.0,Colwill,D,3.609,7,spiros
3622,33.0,Archer,F,3.381,7,spiros
3623,416.0,Joelinton,M,3.835,7,spiros
3624,584.0,Pau,D,2.924,7,spiros
3625,614.0,Kaminski,G,7.296,7,spiros
3626,129.0,Dunk,D,3.072,7,spiros
3627,305.0,Matip,D,3.184,7,spiros
3628,482.0,Foderingham,G,3.354,7,spiros
3629,270.0,De Cordova-Reid,M,3.273,7,spiros
3630,234.0,Mitchell,D,2.892,7,spiros
3631,228.0,Guéhi,D,2.902,7,spiros
3632,221.0,J.Ayew,M,3.227,7,spiros
3633,112.0,Pinnock,D,3.803,7,spiros
3634,542.0,Soucek,M,3.677,7,spiros
3635,528.0,Coufal,D,4.263,7,spiros
3636,20.0,Saliba,D,3.476,7,spiros
3637,63.0,Billing,M,2.981,7,spiros
3638,85.0,Solanke,F,2.992,7,spiros
3639,232.0,Mateta,F,3.212,7,spiros
3640,28.0,Turner,G,3.146,7,spiros
3641,688.0,Castagne,D,3.121,7,spiros
3642,406.0,Bruno Guimarães,M,3.654,7,spiros
3643,5.0,Gabriel,D,3.358,7,spiros
3644,50.0,McGinn,M,2.989,7,spiros
3645,377.0,Dalot,D,3.185,7,spiros
3646,700.0,Ansu Fati,M,3.024,7,spiros
3647,101.0,Flekken,G,3.476,7,spiros
3648,202.0,Gallagher,M,3.266,7,spiros
3649,412.0,Gordon,M,3.599,7,spiros
3650,288.0,Wilson,M,3.068,7,spiros
3651,402.0,Almirón,M,3.482,7,spiros
3652,106.0,Jensen,M,3.587,7,spiros
3653,217.0,Thiago Silva,D,3.259,7,spiros
3654,103.0,Henry,D,0.0,7,spiros
3655,48.0,Konsa,D,2.66,7,spiros
3656,211.0,N.Jackson,F,3.228,7,spiros
3657,42.0,Digne,D,2.555,7,spiros
3658,222.0,Clyne,D,2.603,7,spiros
3659,316.0,Bell,D,6.999,7,spiros
3660,240.0,Schlupp,M,2.859,7,spiros
3661,242.0,Ward,D,2.518,7,spiros
3662,204.0,Hall,D,3.705,7,spiros
3663,605.0,Koleosho,M,5.472,7,spiros
3664,678.0,Doku,M,3.464,7,spiros
3665,386.0,Lindelöf,D,2.959,7,spiros
3666,594.0,Amdouni,F,5.501,7,spiros
3667,13.0,Nketiah,F,2.972,7,spiros
3668,436.0,Aurier,D,2.671,7,spiros
3669,165.0,Cullen,M,5.209,7,spiros
3670,563.0,Kilman,D,1.799,7,spiros
3671,96.0,Collins,D,3.272,7,spiros
3672,390.0,Martial,F,2.789,7,spiros
3673,271.0,Diop,D,2.702,7,spiros
3674,283.0,Robinson,D,2.737,7,spiros
3675,532.0,Emerson,D,3.701,7,spiros
3676,341.0,Akanji,D,3.306,7,spiros
3677,297.0,Gakpo,F,2.722,7,spiros
3678,488.0,Norwood,M,2.767,7,spiros
3679,378.0,Elanga,M,2.598,7,spiros
3680,178.0,Taylor,D,4.997,7,spiros
3681,66.0,Cook,M,2.657,7,spiros
3682,382.0,Garnacho,M,2.755,7,spiros
3683,110.0,Nørgaard,M,3.157,7,spiros
3684,643.0,Aarons,D,2.263,7,spiros
3685,342.0,Aké,D,3.161,7,spiros
3686,173.0,O'Shea,D,4.902,7,spiros
3687,590.0,Cunha,F,2.584,7,spiros
3688,551.0,Dawson,D,1.729,7,spiros
3689,6.0,Havertz,M,2.873,7,spiros
3690,383.0,Mejbri,M,2.427,7,spiros
3691,126.0,Caicedo,M,2.771,7,spiros
3692,545.0,Aït-Nouri,D,1.741,7,spiros
3693,304.0,Mac Allister,M,2.599,7,spiros
3694,318.0,Burke,D,6.396,7,spiros
3695,468.0,Wood,F,2.49,7,spiros
3696,150.0,Van Hecke,D,2.479,7,spiros
3697,109.0,Mee,D,3.017,7,spiros
3698,602.0,Kabore,D,6.313,7,spiros
3699,133.0,Gilmour,M,2.69,7,spiros
3700,105.0,Janelt,M,2.938,7,spiros
3701,285.0,Tete,D,2.536,7,spiros
3702,566.0,Matheus,M,2.93,7,spiros
3703,485.0,McBurnie,F,2.554,7,spiros
3704,176.0,Roberts,D,4.592,7,spiros
3705,474.0,Basham,D,2.523,7,spiros
3706,89.0,Zabarnyi,D,2.05,7,spiros
3707,65.0,Christie,M,2.389,7,spiros
3708,210.0,Mudryk,M,2.581,7,spiros
3709,104.0,Hickey,D,2.87,7,spiros
3710,493.0,Bissouma,M,2.351,7,spiros
3711,565.0,Lemina,M,2.252,7,spiros
3712,481.0,Fleck,M,2.437,7,spiros
3713,64.0,Brooks,M,2.015,7,spiros
3714,52.0,Nakamba,M,4.844,7,spiros
3715,287.0,Vinícius,F,2.152,7,spiros
3716,558.0,Jiménez,F,2.325,7,spiros
3717,457.0,Niakhaté,D,2.3,7,spiros
3718,480.0,Egan,D,2.37,7,spiros
3719,572.0,Semedo,D,1.43,7,spiros
3720,168.0,Foster,F,4.823,7,spiros
3721,154.0,Welbeck,F,2.295,7,spiros
3722,570.0,Sarabia,M,2.092,7,spiros
3723,135.0,João Pedro,F,2.225,7,spiros
3724,471.0,Ahmedhodžić,D,2.267,7,spiros
3725,415.0,Isak,F,2.848,7,spiros
3726,604.0,Aina,D,2.141,7,spiros
3727,170.0,Gudmundsson,M,4.21,7,spiros
3728,151.0,Veltman,D,2.049,7,spiros
3729,394.0,Pellistri,M,2.171,7,spiros
3730,421.0,S.Longstaff,M,2.45,7,spiros
3731,35.0,Buendía,M,1.99,7,spiros
3732,576.0,Jack Robinson,D,2.145,7,spiros
3733,223.0,C.Doucouré,M,2.066,7,spiros
3734,315.0,Andersen,D,4.962,7,spiros
3735,294.0,Diogo Jota,M,2.03,7,spiros
3736,26.0,Trossard,M,2.273,7,spiros
3737,282.0,Reed,M,2.05,7,spiros
3738,675.0,Ramsey,M,3.859,7,spiros
3739,453.0,Mangala,M,2.019,7,spiros
3740,525.0,Benrahma,M,2.353,7,spiros
3741,4.0,Fábio Vieira,M,2.113,7,spiros
3742,586.0,Chong,M,3.83,7,spiros
3743,484.0,Lowe,D,1.914,7,spiros
3744,356.0,Kovacic,M,2.185,7,spiros
3745,78.0,Ouattara,M,1.662,7,spiros
3746,314.0,Adebayo,F,3.45,7,spiros
3747,12.0,Martinelli,M,1.974,7,spiros
3748,354.0,Grealish,M,2.2,7,spiros
3749,486.0,Ndiaye,F,1.818,7,spiros
3750,515.0,Skipp,M,1.731,7,spiros
3751,497.0,Emerson Royal,D,1.633,7,spiros
3752,450.0,Johnson,M,1.69,7,spiros
3753,591.0,Willian,M,1.677,7,spiros
3754,328.0,Ogbene,F,3.313,7,spiros
3755,72.0,Kluivert,M,1.624,7,spiros
3756,423.0,Murphy,M,1.835,7,spiros
3757,713.0,Sangaré,M,1.684,7,spiros
3758,534.0,Fornals,M,1.967,7,spiros
3759,321.0,Doughty,D,3.642,7,spiros
3760,583.0,Solomon,M,1.537,7,spiros
3761,552.0,Fabio Silva,F,1.614,7,spiros
3762,509.0,Richarlison,M,1.55,7,spiros
3763,95.0,Canós,M,1.866,7,spiros
3764,470.0,Yates,M,1.548,7,spiros
3765,403.0,Anderson,M,1.656,7,spiros
3766,381.0,Fred,M,1.476,7,spiros
3767,153.0,Webster,D,1.433,7,spiros
3768,59.0,Traoré,M,1.328,7,spiros
3769,258.0,Maupay,F,1.693,7,spiros
3770,98.0,Damsgaard,M,1.67,7,spiros
3771,489.0,Osborn,M,1.414,7,spiros
3772,540.0,Rice,M,1.529,7,spiros
3773,578.0,Nelson,M,1.3,7,spiros
3774,432.0,Willock,M,1.482,7,spiros
3775,535.0,Ings,F,1.519,7,spiros
3776,256.0,Iwobi,M,1.325,7,spiros
3777,300.0,Jones,M,1.327,7,spiros
3778,128.0,Dahoud,M,1.333,7,spiros
3779,340.0,Woodrow,F,2.346,7,spiros
3780,177.0,Rodriguez,F,2.536,7,spiros
3781,148.0,Steele,G,1.322,7,spiros
3782,475.0,Berge,M,2.422,7,spiros
3783,229.0,Hughes,M,1.276,7,spiros
3784,231.0,Lerma,M,1.265,7,spiros
3785,362.0,Palmer,M,1.302,7,spiros
3786,536.0,Johnson,D,1.365,7,spiros
3787,465.0,Toffolo,D,1.181,7,spiros
3788,47.0,Kamara,M,1.147,7,spiros
3789,709.0,Amrabat,M,1.177,7,spiros
3790,99.0,Dasilva,M,1.361,7,spiros
3791,657.0,Rak-Sakyi,M,1.166,7,spiros
3792,541.0,Scamacca,F,1.81,7,spiros
3793,689.0,Kudus,M,1.23,7,spiros
3794,268.0,Cairney,M,1.105,7,spiros
3795,125.0,Buonanotte,M,1.081,7,spiros
3796,714.0,Origi,F,1.059,7,spiros
3797,706.0,M.Trésor,M,2.109,7,spiros
3798,392.0,McTominay,M,0.994,7,spiros
3799,451.0,Kouyaté,M,0.975,7,spiros
3800,562.0,Kalajdžić,F,0.718,7,spiros
3801,389.0,Malacia,D,0.94,7,spiros
3802,537.0,Kehrer,D,1.001,7,spiros
3803,606.0,Igor,D,0.896,7,spiros
3804,83.0,Senesi,D,0.844,7,spiros
3805,22.0,Smith Rowe,M,0.964,7,spiros
3806,666.0,Davies,M,0.864,7,spiros
3807,174.0,Obafemi,F,1.873,7,spiros
3808,527.0,Cornet,M,1.002,7,spiros
3809,553.0,Giles,D,1.576,7,spiros
3810,38.0,Coutinho,M,0.743,7,spiros
3811,560.0,Jonny,D,0.762,7,spiros
3812,32.0,Álex Moreno,D,0.719,7,spiros
3813,58.0,Tielemans,M,0.731,7,spiros
3814,67.0,Dembélé,M,0.726,7,spiros
3815,600.0,Redmond,M,1.451,7,spiros
3816,87.0,H.Traorè,M,0.694,7,spiros
3817,530.0,Cresswell,D,0.854,7,spiros
3818,146.0,Sarmiento,M,0.72,7,spiros
3819,708.0,Gravenberch,M,0.685,7,spiros
3820,310.0,Thiago,M,0.692,7,spiros
3821,549.0,Chiquinho,M,0.646,7,spiros
3822,701.0,Ghoddos,M,0.807,7,spiros
3823,295.0,Elliott,M,0.659,7,spiros
3824,82.0,Semenyo,F,0.654,7,spiros
3825,163.0,Cork,M,1.27,7,spiros
3826,633.0,Livramento,D,0.746,7,spiros
3827,40.0,Dendoncker,M,0.627,7,spiros
3828,548.0,Bueno,D,0.64,7,spiros
3829,630.0,Barkley,M,1.245,7,spiros
3830,23.0,Tavares,D,0.603,7,spiros
3831,499.0,Højbjerg,M,0.597,7,spiros
3832,358.0,Lewis,D,0.748,7,spiros
3833,490.0,Osula,F,0.61,7,spiros
3834,17.0,Ramsdale,G,0.636,7,spiros
3835,370.0,Telles,D,0.577,7,spiros
3836,111.0,Onyeka,M,0.689,7,spiros
3837,84.0,Smith,D,0.57,7,spiros
3838,277.0,Mbabu,D,0.568,7,spiros
3839,10.0,Kiwior,D,0.632,7,spiros
3840,577.0,Ogbonna,D,0.653,7,spiros
3841,298.0,Gomez,D,0.566,7,spiros
3842,703.0,Evans,D,0.555,7,spiros
3843,428.0,Targett,D,0.635,7,spiros
3844,679.0,G.Montiel,D,0.514,7,spiros
3845,494.0,Bryan,M,0.466,7,spiros
3846,92.0,Baptiste,M,0.581,7,spiros
3847,317.0,Berry,M,0.958,7,spiros
3848,554.0,Guedes,M,0.445,7,spiros
3849,366.0,Sergio Gómez,D,0.601,7,spiros
3850,56.0,Sanson,M,0.412,7,spiros
3851,302.0,Konaté,D,0.446,7,spiros
3852,410.0,Fraser,M,0.519,7,spiros
3853,193.0,Broja,F,0.455,7,spiros
3854,9.0,Jorginho,M,0.474,7,spiros
3855,311.0,Tsimikas,D,0.4,7,spiros
3856,241.0,Tomkins,D,0.411,7,spiros
3857,45.0,Hause,D,0.372,7,spiros
3858,16.0,Pépé,M,0.382,7,spiros
3859,81.0,Rothwell,M,0.326,7,spiros
3860,55.0,Ramsey,M,0.275,7,spiros
3861,21.0,Sambi,M,0.651,7,spiros
3862,676.0,Mavropanos,D,0.477,7,spiros
3863,573.0,Toti,D,0.288,7,spiros
3864,495.0,Davies,D,0.271,7,spiros
3865,699.0,Lenglet,D,0.255,7,spiros
3866,496.0,Dier,D,0.267,7,spiros
3867,574.0,Traoré,M,0.275,7,spiros
3868,90.0,Ajer,D,0.376,7,spiros
3869,364.0,Phillips,M,0.325,7,spiros
3870,62.0,Anthony,M,0.222,7,spiros
3871,538.0,Mubama,F,0.399,7,spiros
3872,61.0,Wesley,F,0.214,7,spiros
3873,37.0,Chambers,D,0.216,7,spiros
3874,68.0,Fredericks,D,0.185,7,spiros
3875,7.0,Holding,D,0.203,7,spiros
3876,127.0,Connolly,F,0.197,7,spiros
3877,360.0,McAtee,M,0.194,7,spiros
3878,121.0,Zanka,D,0.224,7,spiros
3879,442.0,Danilo,M,0.132,7,spiros
3880,46.0,Iroegbunam,M,0.136,7,spiros
3881,3.0,Elneny,M,0.191,7,spiros
3882,276.0,Lukic,M,0.099,7,spiros
3883,361.0,Ortega,G,0.119,7,spiros
3884,284.0,Rodák,G,0.077,7,spiros
3885,53.0,Olsen,G,0.058,7,spiros
3886,409.0,Dubravka,G,0.101,7,spiros
3887,710.0,Odysseas,G,0.054,7,spiros
3888,533.0,Fabianski,G,0.091,7,spiros
3889,498.0,Forster,G,0.052,7,spiros
3890,227.0,Guaita,G,0.063,7,spiros
3891,301.0,Kelleher,G,0.047,7,spiros
3892,162.0,Churlinov,M,0.0,7,spiros
3893,159.0,Benson,M,0.0,7,spiros
3894,158.0,Bastien,M,0.0,7,spiros
