Pos,ID,Name,BV,SV,Team,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts
D,31.0,Zinchenko,52,52,Arsenal,74.0,4.615,74.0,4.138,74.0,4.681,74.0,4.453,74.0,3.4,74.0,4.037,74.0,4.446,74.0,3.505,74.0,4.738,74.0,4.204,74.0,3.909,74.0,2.567
F,85.0,Solanke,69,69,Bournemouth,88.0,4.135,88.0,3.761,88.0,3.565,88.0,4.029,88.0,4.427,88.0,4.064,88.0,3.462,88.0,3.484,88.0,4.367,88.0,5.052,88.0,4.265,88.0,4.026
F,343.0,Álvarez,68,68,Man City,72.0,4.528,72.0,5.053,72.0,3.729,72.0,4.23,72.0,3.832,72.0,3.96,72.0,3.833,72.0,4.025,72.0,3.94,72.0,3.728,72.0,3.852,72.0,3.706
G,409.0,Dubravka,42,42,Newcastle,89.0,4.976,89.0,3.18,89.0,3.047,89.0,3.376,89.0,5.278,89.0,4.167,89.0,4.486,89.0,3.16,89.0,4.634,89.0,3.46,89.0,3.875,89.0,4.303
G,49.0,Martínez,52,52,Aston Villa,89.0,3.501,89.0,4.675,89.0,3.634,89.0,3.19,89.0,4.179,89.0,3.931,89.0,3.791,89.0,4.725,89.0,4.119,89.0,3.896,89.0,3.698,89.0,4.402
M,382.0,Garnacho,47,47,Man Utd,74.0,3.69,74.0,4.131,74.0,4.034,74.0,4.096,74.0,4.064,74.0,3.611,74.0,4.253,74.0,4.096,74.0,3.26,74.0,4.008,74.0,4.416,74.0,3.734
F,590.0,Cunha,58,58,Wolves,78.0,3.79,78.0,3.989,78.0,3.92,78.0,4.026,78.0,3.818,78.0,3.858,78.0,3.973,78.0,4.321,78.0,3.505,78.0,4.214,78.0,4.176,78.0,3.724
D,519.0,Udogie,48,48,Spurs,85.0,3.367,85.0,4.483,85.0,3.612,85.0,3.797,85.0,3.853,85.0,3.752,85.0,4.728,85.0,3.218,85.0,4.36,85.0,2.948,85.0,3.994,85.0,5.175
D,506.0,Pedro Porro,56,56,Spurs,85.0,3.323,85.0,4.466,85.0,3.566,85.0,3.767,85.0,3.832,85.0,3.708,85.0,4.781,85.0,3.184,85.0,4.373,85.0,2.975,85.0,4.004,85.0,5.28
D,511.0,Romero,50,50,Spurs,86.0,3.397,86.0,4.427,86.0,3.626,86.0,3.83,86.0,3.802,86.0,3.768,86.0,4.676,86.0,3.232,86.0,4.331,86.0,3.069,86.0,3.978,86.0,5.12
F,119.0,Wissa,58,58,Brentford,75.0,4.276,75.0,4.029,75.0,4.264,75.0,3.792,75.0,3.482,75.0,4.196,75.0,3.561,75.0,3.94,75.0,3.86,75.0,3.492,75.0,4.365,75.0,3.936
D,29.0,White,56,56,Arsenal,80.0,4.513,80.0,3.997,80.0,4.582,80.0,4.319,80.0,3.221,80.0,3.888,80.0,4.346,80.0,3.33,80.0,4.632,80.0,4.051,80.0,3.745,80.0,2.331
M,249.0,A.Doucouré,55,55,Everton,85.0,3.463,85.0,4.266,85.0,3.727,85.0,4.142,85.0,4.036,85.0,3.371,85.0,4.274,85.0,3.855,85.0,4.208,85.0,3.917,85.0,3.59,85.0,4.069
M,539.0,Paquetá,60,60,West Ham,86.0,3.437,86.0,3.888,86.0,4.297,86.0,4.246,86.0,3.754,86.0,3.572,86.0,4.153,86.0,3.873,86.0,3.932,86.0,4.502,86.0,3.693,86.0,3.476
D,42.0,Digne,47,47,Aston Villa,78.0,3.154,78.0,4.673,78.0,3.522,78.0,3.027,78.0,4.138,78.0,3.71,78.0,3.596,78.0,4.771,78.0,4.103,78.0,3.923,78.0,3.531,78.0,4.453
M,86.0,Tavernier,54,54,Bournemouth,75.0,4.063,75.0,3.815,75.0,3.358,75.0,3.93,75.0,4.253,75.0,3.946,75.0,3.292,75.0,3.174,75.0,4.147,75.0,4.46,75.0,4.072,75.0,3.937
G,275.0,Leno,48,48,Fulham,89.0,3.862,89.0,3.31,89.0,3.326,89.0,4.073,89.0,4.14,89.0,4.206,89.0,3.539,89.0,3.703,89.0,3.79,89.0,4.025,89.0,3.961,89.0,4.342
D,407.0,Burn,44,44,Newcastle,75.0,5.021,75.0,2.732,75.0,2.498,75.0,3.021,75.0,5.354,75.0,4.203,75.0,4.514,75.0,2.742,75.0,4.697,75.0,3.301,75.0,3.86,75.0,4.293
M,50.0,McGinn,55,55,Aston Villa,83.0,3.598,83.0,4.137,83.0,3.62,83.0,3.458,83.0,4.001,83.0,3.751,83.0,3.796,83.0,4.119,83.0,3.951,83.0,3.696,83.0,3.726,83.0,4.054
M,106.0,Jensen,54,54,Brentford,75.0,4.149,75.0,3.924,75.0,4.203,75.0,3.738,75.0,3.39,75.0,4.021,75.0,3.549,75.0,3.872,75.0,3.655,75.0,3.473,75.0,4.09,75.0,3.832
D,20.0,Saliba,55,55,Arsenal,88.0,4.413,88.0,3.861,88.0,4.437,88.0,4.176,88.0,3.139,88.0,3.794,88.0,4.191,88.0,3.248,88.0,4.475,88.0,3.97,88.0,3.672,88.0,2.279
G,352.0,Ederson,55,55,Man City,89.0,3.734,89.0,5.294,89.0,2.974,89.0,4.968,89.0,3.292,89.0,4.326,89.0,3.644,89.0,3.791,89.0,3.987,89.0,2.978,89.0,3.235,89.0,3.316
M,354.0,Grealish,72,72,Man City,65.0,3.804,65.0,5.118,65.0,3.332,65.0,4.234,65.0,3.517,65.0,3.902,65.0,3.568,65.0,3.889,65.0,3.701,65.0,3.326,65.0,3.532,65.0,3.361
M,226.0,Eze,60,60,Crystal Palace,80.0,3.475,80.0,3.614,80.0,3.334,80.0,4.359,80.0,3.49,80.0,3.595,80.0,3.681,80.0,4.156,80.0,3.703,80.0,4.34,80.0,3.501,80.0,3.924
D,5.0,Gabriel,49,49,Arsenal,82.0,4.352,82.0,3.805,82.0,4.381,82.0,4.124,82.0,3.1,82.0,3.732,82.0,4.135,82.0,3.21,82.0,4.418,82.0,3.953,82.0,3.661,82.0,2.225
D,405.0,Botman,45,45,Newcastle,70.0,4.853,70.0,2.786,70.0,2.554,70.0,2.948,70.0,5.135,70.0,4.096,70.0,4.308,70.0,2.788,70.0,4.555,70.0,3.115,70.0,3.764,70.0,4.121
M,365.0,Rodri,56,56,Man City,85.0,3.763,85.0,4.407,85.0,3.322,85.0,4.322,85.0,3.503,85.0,3.946,85.0,3.582,85.0,3.863,85.0,3.807,85.0,3.313,85.0,3.539,85.0,3.448
F,246.0,Calvert-Lewin,58,58,Everton,70.0,3.584,70.0,3.787,70.0,3.68,70.0,3.801,70.0,3.766,70.0,3.526,70.0,3.89,70.0,3.727,70.0,3.861,70.0,3.727,70.0,3.658,70.0,3.782
G,113.0,Raya,49,49,Arsenal,87.0,4.19,87.0,3.743,87.0,4.164,87.0,3.946,87.0,3.282,87.0,3.681,87.0,3.994,87.0,3.329,87.0,4.197,87.0,3.896,87.0,3.667,87.0,2.673
G,533.0,Fabianski,42,42,West Ham,89.0,3.087,89.0,3.727,89.0,4.212,89.0,4.172,89.0,3.648,89.0,3.23,89.0,4.045,89.0,3.769,89.0,3.708,89.0,4.479,89.0,3.475,89.0,3.025
D,286.0,Tosin,43,43,Fulham,76.0,3.67,76.0,3.014,76.0,3.067,76.0,3.98,76.0,4.019,76.0,4.109,76.0,3.25,76.0,3.405,76.0,3.553,76.0,3.845,76.0,3.845,76.0,4.381
M,216.0,Sterling,71,71,Chelsea,0.0,0.0,70.0,4.417,70.0,4.228,70.0,3.653,70.0,4.388,70.0,4.125,70.0,3.487,70.0,4.11,70.0,3.827,70.0,3.742,70.0,3.617,70.0,4.455
G,597.0,Onana,48,48,Man Utd,89.0,3.42,89.0,3.807,89.0,3.761,89.0,3.627,89.0,3.85,89.0,3.161,89.0,3.93,89.0,3.957,89.0,2.755,89.0,3.875,89.0,4.597,89.0,3.262
D,48.0,Konsa,46,46,Aston Villa,87.0,2.991,87.0,4.428,87.0,3.278,87.0,2.84,87.0,3.893,87.0,3.544,87.0,3.357,87.0,4.508,87.0,3.851,87.0,3.654,87.0,3.29,87.0,4.187
G,520.0,Vicario,53,53,Spurs,89.0,3.241,89.0,4.044,89.0,3.482,89.0,3.588,89.0,3.56,89.0,3.544,89.0,4.197,89.0,3.069,89.0,3.877,89.0,2.988,89.0,3.675,89.0,4.558
G,230.0,Johnstone,45,45,Crystal Palace,89.0,3.08,89.0,3.597,89.0,2.916,89.0,4.643,89.0,3.247,89.0,3.383,89.0,3.52,89.0,4.332,89.0,3.41,89.0,4.547,89.0,3.155,89.0,3.906
D,369.0,Walker,53,53,Man City,72.0,3.614,72.0,5.171,72.0,2.777,72.0,4.836,72.0,3.104,72.0,4.212,72.0,3.53,72.0,3.687,72.0,3.837,72.0,2.73,72.0,3.043,72.0,3.181
G,77.0,Neto,46,46,Bournemouth,90.0,3.968,90.0,3.395,90.0,3.028,90.0,3.548,90.0,4.308,90.0,3.62,90.0,3.018,90.0,2.79,90.0,3.834,90.0,4.612,90.0,3.665,90.0,3.818
M,416.0,Joelinton,58,58,Newcastle,80.0,4.059,80.0,3.153,80.0,3.105,80.0,3.295,80.0,4.125,80.0,3.822,80.0,3.884,80.0,3.151,80.0,3.987,80.0,3.411,80.0,3.713,80.0,3.847
M,664.0,Ward-Prowse,61,61,West Ham,86.0,3.184,86.0,3.566,86.0,4.057,86.0,3.859,86.0,3.527,86.0,3.292,86.0,3.92,86.0,3.546,86.0,3.623,86.0,4.13,86.0,3.385,86.0,3.239
F,468.0,Wood,49,49,Nott'm Forest,65.0,3.377,65.0,3.543,65.0,3.447,65.0,3.389,65.0,3.673,65.0,3.406,65.0,3.696,65.0,3.405,65.0,3.409,65.0,3.474,65.0,4.7,65.0,3.73
D,302.0,Konaté,49,49,Liverpool,78.0,3.866,78.0,3.09,78.0,3.593,78.0,3.501,78.0,2.601,78.0,4.891,78.0,3.056,78.0,5.22,78.0,3.862,78.0,2.414,78.0,3.515,78.0,3.569
D,377.0,Dalot,51,51,Man Utd,84.0,3.186,84.0,3.89,84.0,3.69,84.0,3.726,84.0,3.854,84.0,2.856,84.0,4.049,84.0,4.012,84.0,2.161,84.0,3.835,84.0,4.837,84.0,3.006
M,447.0,Gibbs-White,57,57,Nott'm Forest,84.0,3.332,84.0,3.639,84.0,3.488,84.0,3.44,84.0,3.709,84.0,3.434,84.0,3.842,84.0,3.405,84.0,3.457,84.0,3.494,84.0,3.992,84.0,3.838
F,232.0,Mateta,49,49,Crystal Palace,75.0,3.405,75.0,3.493,75.0,3.152,75.0,3.976,75.0,3.498,75.0,3.439,75.0,3.531,75.0,3.869,75.0,3.543,75.0,3.946,75.0,3.214,75.0,3.786
D,342.0,Aké,50,50,Man City,63.0,3.544,63.0,4.799,63.0,2.892,63.0,4.472,63.0,3.151,63.0,3.959,63.0,3.439,63.0,3.633,63.0,3.72,63.0,2.858,63.0,3.125,63.0,3.164
F,433.0,Wilson,79,79,Newcastle,65.0,3.85,65.0,3.12,65.0,3.092,65.0,3.149,65.0,4.576,65.0,3.759,65.0,3.687,65.0,3.115,65.0,3.86,65.0,3.275,65.0,3.587,65.0,3.618
M,267.0,Andreas,53,53,Fulham,80.0,3.543,80.0,3.257,80.0,3.286,80.0,3.633,80.0,3.725,80.0,3.751,80.0,3.351,80.0,3.367,80.0,3.46,80.0,3.63,80.0,3.602,80.0,3.788
D,112.0,Pinnock,46,46,Brentford,88.0,4.372,88.0,3.56,88.0,4.65,88.0,3.43,88.0,2.407,88.0,3.76,88.0,2.946,88.0,3.539,88.0,3.419,88.0,2.607,88.0,3.933,88.0,3.707
M,256.0,Iwobi,53,53,Fulham,75.0,3.54,75.0,3.123,75.0,3.324,75.0,3.576,75.0,3.719,75.0,3.647,75.0,3.278,75.0,3.425,75.0,3.456,75.0,3.656,75.0,3.565,75.0,3.846
D,197.0,Colwill,46,46,Chelsea,77.0,3.952,77.0,4.085,77.0,4.015,77.0,2.636,77.0,4.394,77.0,3.56,77.0,2.182,77.0,3.87,77.0,3.11,77.0,3.078,77.0,2.631,77.0,4.589
G,482.0,Foderingham,45,45,Sheffield Utd,89.0,4.468,89.0,2.608,89.0,3.805,89.0,3.358,89.0,3.153,89.0,3.911,89.0,3.409,89.0,3.582,89.0,3.063,89.0,3.489,89.0,3.229,89.0,3.885
M,661.0,Harrison,55,55,Everton,76.0,3.143,76.0,3.737,76.0,3.339,76.0,3.65,76.0,3.626,76.0,3.065,76.0,3.748,76.0,3.364,76.0,3.731,76.0,3.43,76.0,3.273,76.0,3.634
M,635.0,Miley,45,45,Newcastle,70.0,3.813,70.0,3.135,70.0,3.024,70.0,3.181,70.0,3.957,70.0,3.636,70.0,3.669,70.0,3.107,70.0,3.745,70.0,3.245,70.0,3.511,70.0,3.606
M,402.0,Almirón,62,62,Newcastle,68.0,3.791,68.0,3.125,68.0,3.063,68.0,3.187,68.0,3.919,68.0,3.621,68.0,3.634,68.0,3.127,68.0,3.729,68.0,3.286,68.0,3.512,68.0,3.606
G,101.0,Flekken,45,45,Brentford,89.0,4.056,89.0,3.367,89.0,4.284,89.0,3.351,89.0,2.712,89.0,3.549,89.0,3.07,89.0,3.399,89.0,3.344,89.0,2.766,89.0,3.712,89.0,3.592
D,220.0,Andersen,50,50,Crystal Palace,85.0,2.742,85.0,3.305,85.0,2.347,85.0,4.691,85.0,2.885,85.0,3.118,85.0,3.252,85.0,4.299,85.0,3.151,85.0,4.587,85.0,2.862,85.0,3.783
F,485.0,McBurnie,54,54,Sheffield Utd,78.0,3.55,78.0,3.102,78.0,3.532,78.0,3.473,78.0,3.287,78.0,3.514,78.0,3.392,78.0,3.532,78.0,3.236,78.0,3.439,78.0,3.319,78.0,3.541
M,450.0,Johnson,58,58,Spurs,70.0,3.222,70.0,3.577,70.0,3.277,70.0,3.299,70.0,3.397,70.0,3.301,70.0,3.685,70.0,3.183,70.0,3.539,70.0,3.077,70.0,3.46,70.0,3.88
M,542.0,Soucek,49,49,West Ham,77.0,3.099,77.0,3.354,77.0,3.773,77.0,3.559,77.0,3.323,77.0,3.188,77.0,3.6,77.0,3.348,77.0,3.378,77.0,3.742,77.0,3.246,77.0,3.123
D,419.0,Lascelles,42,42,Newcastle,70.0,4.433,70.0,2.463,70.0,2.267,70.0,2.63,70.0,4.701,70.0,3.674,70.0,3.949,70.0,2.473,70.0,4.132,70.0,2.797,70.0,3.346,70.0,3.752
D,129.0,Dunk,50,50,Brighton,80.0,3.534,80.0,3.165,80.0,3.994,80.0,3.691,80.0,3.589,80.0,3.136,80.0,3.729,80.0,3.589,80.0,3.23,80.0,4.27,80.0,2.157,80.0,2.352
M,406.0,Bruno Guimarães,58,58,Newcastle,85.0,3.758,85.0,3.0,85.0,2.946,85.0,3.054,85.0,3.823,85.0,3.533,85.0,3.571,85.0,2.998,85.0,3.684,85.0,3.108,85.0,3.404,85.0,3.529
G,569.0,Sá,50,50,Wolves,89.0,3.042,89.0,3.618,89.0,2.993,89.0,3.461,89.0,2.883,89.0,3.352,89.0,3.228,89.0,4.435,89.0,2.872,89.0,3.707,89.0,3.784,89.0,2.912
M,199.0,Enzo,48,48,Chelsea,75.0,3.521,75.0,3.666,75.0,3.534,75.0,2.978,75.0,3.665,75.0,3.422,75.0,2.873,75.0,3.456,75.0,3.248,75.0,3.077,75.0,2.975,75.0,3.728
M,540.0,Rice,54,54,Arsenal,85.0,3.547,85.0,3.411,85.0,3.558,85.0,3.507,85.0,3.074,85.0,3.382,85.0,3.54,85.0,3.094,85.0,3.602,85.0,3.306,85.0,3.195,85.0,2.819
D,217.0,Thiago Silva,50,50,Chelsea,80.0,3.79,80.0,3.903,80.0,3.854,80.0,2.44,80.0,4.223,80.0,3.388,80.0,1.991,80.0,3.655,80.0,2.921,80.0,2.893,80.0,2.435,80.0,4.419
M,378.0,Elanga,50,50,Nott'm Forest,70.0,3.111,70.0,3.334,70.0,3.207,70.0,3.128,70.0,3.475,70.0,3.179,70.0,3.512,70.0,3.129,70.0,3.161,70.0,3.214,70.0,3.816,70.0,3.521
D,401.0,Wan-Bissaka,44,44,Man Utd,70.0,2.955,70.0,3.585,70.0,3.423,70.0,3.435,70.0,3.512,70.0,2.677,70.0,3.741,70.0,3.652,70.0,2.072,70.0,3.511,70.0,4.42,70.0,2.779
D,234.0,Mitchell,47,47,Crystal Palace,83.0,2.639,83.0,3.197,83.0,2.242,83.0,4.511,83.0,2.772,83.0,3.016,83.0,3.144,83.0,4.116,83.0,3.053,83.0,4.433,83.0,2.758,83.0,3.626
M,259.0,McNeil,54,54,Everton,75.0,2.986,75.0,3.489,75.0,3.234,75.0,3.382,75.0,3.428,75.0,2.905,75.0,3.488,75.0,3.22,75.0,3.475,75.0,3.274,75.0,3.169,75.0,3.397
G,614.0,Kaminski,45,45,Luton,89.0,3.672,89.0,3.119,89.0,3.375,89.0,3.164,89.0,2.779,89.0,4.271,89.0,3.282,89.0,2.665,89.0,2.998,89.0,3.05,89.0,3.949,89.0,3.07
M,143.0,Mitoma,65,65,Brighton,65.0,3.219,65.0,3.261,65.0,3.512,65.0,3.559,65.0,3.36,65.0,3.16,65.0,3.597,65.0,3.235,65.0,3.308,65.0,3.554,65.0,2.752,65.0,2.876
M,570.0,Sarabia,47,47,Wolves,65.0,3.111,65.0,3.335,65.0,3.123,65.0,3.283,65.0,3.086,65.0,3.167,65.0,3.284,65.0,3.998,65.0,2.984,65.0,3.489,65.0,3.451,65.0,3.002
D,83.0,Senesi,44,44,Bournemouth,75.0,3.694,75.0,3.012,75.0,2.558,75.0,3.153,75.0,4.179,75.0,3.252,75.0,2.39,75.0,2.069,75.0,3.541,75.0,4.53,75.0,3.415,75.0,3.508
M,34.0,Bailey,56,56,Aston Villa,55.0,2.779,55.0,3.533,55.0,2.88,55.0,2.648,55.0,4.432,55.0,2.823,55.0,2.951,55.0,3.507,55.0,4.411,55.0,2.864,55.0,2.931,55.0,3.489
G,263.0,Pickford,44,44,Everton,89.0,2.692,89.0,3.569,89.0,3.155,89.0,3.468,89.0,3.569,89.0,2.495,89.0,3.709,89.0,3.1,89.0,3.743,89.0,3.306,89.0,2.946,89.0,3.478
D,496.0,Dier,42,42,Spurs,80.0,2.725,80.0,3.755,80.0,2.928,80.0,3.174,80.0,3.184,80.0,3.098,80.0,3.936,80.0,2.675,80.0,3.601,80.0,2.518,80.0,3.246,80.0,4.388
F,33.0,Archer,46,46,Sheffield Utd,78.0,3.452,78.0,2.917,78.0,3.379,78.0,3.363,78.0,3.052,78.0,3.41,78.0,3.215,78.0,3.408,78.0,3.04,78.0,3.291,78.0,3.197,78.0,3.438
G,596.0,Trafford,45,45,Burnley,89.0,3.079,89.0,2.888,89.0,4.327,89.0,2.53,89.0,3.717,89.0,2.78,89.0,3.034,89.0,3.249,89.0,3.719,89.0,3.295,89.0,3.346,89.0,2.942
M,221.0,J.Ayew,54,54,Crystal Palace,77.0,3.003,77.0,3.132,77.0,2.883,77.0,3.682,77.0,3.03,77.0,3.11,77.0,3.195,77.0,3.564,77.0,3.2,77.0,3.66,77.0,3.014,77.0,3.418
D,350.0,Dias,55,55,Man City,65.0,3.226,65.0,4.536,65.0,2.54,65.0,4.184,65.0,2.802,65.0,3.693,65.0,3.147,65.0,3.277,65.0,3.371,65.0,2.502,65.0,2.75,65.0,2.855
M,122.0,Adingra,50,50,Brighton,65.0,3.169,65.0,3.208,65.0,3.435,65.0,3.494,65.0,3.305,65.0,3.111,65.0,3.521,65.0,3.179,65.0,3.254,65.0,3.477,65.0,2.742,65.0,2.833
F,314.0,Adebayo,48,48,Luton,65.0,4.023,65.0,2.986,65.0,3.392,65.0,3.011,65.0,2.837,65.0,4.05,65.0,3.053,65.0,2.844,65.0,2.91,65.0,3.165,65.0,3.408,65.0,2.996
D,544.0,Zouma,45,45,West Ham,86.0,2.296,86.0,3.174,86.0,3.881,86.0,3.782,86.0,3.011,86.0,2.63,86.0,3.676,86.0,3.239,86.0,3.212,86.0,4.187,86.0,2.893,86.0,2.443
D,228.0,Guéhi,45,45,Crystal Palace,85.0,2.545,85.0,3.098,85.0,2.144,85.0,4.43,85.0,2.687,85.0,2.921,85.0,3.047,85.0,4.035,85.0,2.956,85.0,4.352,85.0,2.661,85.0,3.546
M,503.0,Lo Celso,48,48,Spurs,60.0,2.958,60.0,3.254,60.0,3.009,60.0,2.993,60.0,3.108,60.0,2.992,60.0,3.48,60.0,2.919,60.0,3.213,60.0,2.884,60.0,3.18,60.0,4.342
D,398.0,Shaw,52,52,Man Utd,75.0,2.866,75.0,3.413,75.0,3.365,75.0,3.246,75.0,3.389,75.0,2.562,75.0,3.569,75.0,3.496,75.0,1.905,75.0,3.437,75.0,4.299,75.0,2.639
