Pos,ID,Name,BV,SV,Team,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts
M,249.0,A.Doucouré,55,55,Everton,85.0,4.184,85.0,3.805,85.0,4.157,85.0,4.05,85.0,3.365,85.0,4.293,85.0,3.851,85.0,4.195,85.0,3.921,85.0,3.584,85.0,4.053,85.0,3.504
F,590.0,Cunha,58,58,Wolves,78.0,3.922,78.0,3.798,78.0,3.897,78.0,3.697,78.0,3.832,78.0,3.871,78.0,4.21,78.0,3.48,78.0,4.105,78.0,4.046,78.0,3.66,78.0,4.156
M,354.0,Grealish,72,72,Man City,65.0,5.023,65.0,3.449,65.0,4.158,65.0,3.444,65.0,3.828,65.0,5.899,65.0,3.783,65.0,3.64,65.0,3.227,65.0,3.433,65.0,3.3,65.0,3.386
G,409.0,Dubravka,42,42,Newcastle,89.0,3.16,89.0,3.005,89.0,3.342,89.0,5.176,89.0,4.133,89.0,4.303,89.0,3.188,89.0,4.518,89.0,3.446,89.0,3.854,89.0,4.175,89.0,4.223
D,369.0,Walker,53,53,Man City,72.0,5.18,72.0,3.035,72.0,4.855,72.0,3.137,72.0,4.21,72.0,6.084,72.0,3.683,72.0,3.977,72.0,2.714,72.0,3.021,72.0,3.231,72.0,3.341
D,20.0,Saliba,56,56,Arsenal,88.0,3.814,88.0,4.501,88.0,4.099,88.0,3.037,88.0,3.728,88.0,4.139,88.0,3.308,88.0,4.416,88.0,4.012,88.0,3.681,88.0,2.203,88.0,5.498
D,5.0,Gabriel,50,50,Arsenal,85.0,3.797,85.0,4.483,85.0,4.086,85.0,3.045,85.0,3.71,85.0,4.122,85.0,3.316,85.0,4.398,85.0,3.997,85.0,3.716,85.0,2.214,85.0,5.484
F,343.0,Álvarez,69,69,Man City,75.0,5.689,75.0,4.86,75.0,5.067,75.0,4.275,65.0,3.129,65.0,5.092,65.0,3.184,65.0,3.116,65.0,2.942,65.0,3.055,65.0,2.94,65.0,2.993
D,506.0,Pedro Porro,56,56,Spurs,88.0,4.446,88.0,3.697,88.0,3.936,88.0,3.83,88.0,3.807,88.0,4.686,88.0,0.657,88.0,4.515,88.0,3.197,88.0,4.076,88.0,5.345,88.0,3.954
M,86.0,Tavernier,54,54,Bournemouth,75.0,3.582,75.0,3.307,75.0,3.688,75.0,4.495,75.0,4.219,75.0,3.753,75.0,3.498,75.0,3.921,75.0,4.234,75.0,3.752,75.0,3.684,75.0,3.825
M,516.0,Son,99,99,Spurs,84.0,6.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,6.487,84.0,1.114,84.0,6.33,84.0,5.459,84.0,6.14,84.0,8.075,84.0,5.953
G,113.0,Raya,49,49,Arsenal,87.0,3.721,87.0,4.297,87.0,3.892,87.0,3.182,87.0,3.643,87.0,3.937,87.0,3.36,87.0,4.218,87.0,3.925,87.0,3.702,87.0,2.707,87.0,5.248
D,350.0,Dias,55,55,Man City,69.0,5.088,69.0,3.031,69.0,4.716,69.0,3.11,69.0,4.139,69.0,6.008,69.0,3.621,69.0,3.89,69.0,2.721,69.0,2.999,69.0,3.195,69.0,3.291
G,524.0,Areola,42,42,West Ham,89.0,3.688,89.0,4.187,89.0,4.173,89.0,3.653,89.0,3.357,89.0,4.01,89.0,3.814,89.0,3.694,89.0,4.56,89.0,3.569,89.0,3.151,89.0,3.94
D,31.0,Zinchenko,52,52,Arsenal,68.0,3.729,68.0,4.3,68.0,3.992,68.0,3.023,68.0,3.622,68.0,4.02,68.0,3.253,68.0,4.275,68.0,3.835,68.0,3.566,68.0,2.307,68.0,5.194
M,216.0,Sterling,71,71,Chelsea,70.0,4.442,70.0,4.259,70.0,3.668,70.0,4.33,70.0,4.157,70.0,3.502,70.0,0.829,70.0,3.871,70.0,3.789,70.0,3.649,70.0,4.506,70.0,4.076
M,294.0,Diogo Jota,77,77,Liverpool,63.0,3.449,63.0,3.812,63.0,3.569,63.0,3.303,63.0,4.854,63.0,4.831,63.0,1.587,63.0,4.008,63.0,3.169,63.0,3.693,63.0,3.605,63.0,4.967
F,119.0,Wissa,58,58,Brentford,75.0,3.899,75.0,4.318,75.0,3.431,75.0,3.179,75.0,3.613,75.0,5.382,75.0,3.538,75.0,3.326,75.0,3.234,75.0,3.766,75.0,3.464,75.0,3.392
G,275.0,Leno,48,48,Fulham,89.0,3.32,89.0,3.25,89.0,3.937,89.0,3.981,89.0,4.072,89.0,3.479,89.0,2.896,89.0,3.655,89.0,3.869,89.0,3.845,89.0,4.199,89.0,3.927
G,230.0,Johnstone,45,45,Crystal Palace,89.0,3.644,89.0,3.002,89.0,4.6,89.0,3.211,89.0,3.409,89.0,3.465,89.0,4.356,89.0,3.408,89.0,4.519,89.0,3.272,89.0,3.83,89.0,3.583
D,511.0,Romero,50,50,Spurs,86.0,4.25,86.0,3.59,86.0,3.826,86.0,3.652,86.0,3.695,86.0,4.472,86.0,0.638,86.0,4.307,86.0,3.141,86.0,3.885,86.0,5.024,86.0,3.763
D,407.0,Burn,44,44,Newcastle,75.0,2.636,75.0,2.445,75.0,2.967,75.0,5.24,75.0,4.099,75.0,4.265,75.0,2.645,75.0,4.55,75.0,3.201,75.0,3.806,75.0,4.16,75.0,4.181
M,664.0,Ward-Prowse,60,60,West Ham,86.0,3.555,86.0,4.054,86.0,3.845,86.0,3.537,86.0,3.37,86.0,3.909,86.0,3.573,86.0,3.576,86.0,4.14,86.0,3.465,86.0,3.277,86.0,3.699
D,203.0,Gusto,41,41,Chelsea,73.0,4.63,73.0,4.52,73.0,2.961,73.0,4.82,73.0,4.12,73.0,2.505,73.0,0.863,73.0,3.554,73.0,3.467,73.0,2.945,73.0,5.195,73.0,4.222
M,349.0,De Bruyne,102,102,Man City,0.0,0.0,0.0,0.0,30.0,2.739,70.0,4.936,65.0,4.365,65.0,6.945,65.0,4.314,65.0,4.246,65.0,3.896,65.0,4.034,65.0,3.958,65.0,4.026
D,302.0,Konaté,49,49,Liverpool,78.0,3.145,78.0,3.628,78.0,3.513,78.0,2.624,78.0,5.638,78.0,4.539,78.0,1.678,78.0,3.89,78.0,2.431,78.0,3.564,78.0,3.526,78.0,5.267
G,597.0,Onana,48,48,Man Utd,89.0,3.786,89.0,3.777,89.0,3.645,89.0,3.838,89.0,3.209,89.0,3.923,89.0,3.22,89.0,2.752,89.0,3.862,89.0,4.597,89.0,3.277,89.0,3.166
M,378.0,Elanga,50,50,Nott'm Forest,70.0,3.601,70.0,3.458,70.0,3.347,70.0,3.669,70.0,3.385,70.0,3.756,70.0,3.378,70.0,3.364,70.0,3.453,70.0,4.064,70.0,3.787,70.0,3.79
D,405.0,Botman,45,45,Newcastle,70.0,2.687,70.0,2.495,70.0,2.901,70.0,5.022,70.0,3.99,70.0,4.06,70.0,2.701,70.0,4.399,70.0,3.008,70.0,3.705,70.0,3.987,70.0,3.955
F,485.0,McBurnie,54,54,Sheffield Utd,78.0,3.202,78.0,3.731,78.0,3.735,78.0,3.455,78.0,3.795,78.0,3.576,78.0,3.72,78.0,3.38,78.0,3.613,78.0,3.534,78.0,3.812,78.0,3.248
M,447.0,Gibbs-White,57,57,Nott'm Forest,84.0,3.569,84.0,3.423,84.0,3.367,84.0,3.607,84.0,3.388,84.0,3.706,84.0,3.337,84.0,3.374,84.0,3.439,84.0,3.915,84.0,3.772,84.0,3.77
F,246.0,Calvert-Lewin,58,58,Everton,70.0,3.62,70.0,3.503,70.0,3.649,70.0,3.613,70.0,3.34,70.0,3.707,70.0,3.55,70.0,3.665,70.0,3.54,70.0,3.472,70.0,3.587,70.0,3.396
D,83.0,Senesi,45,45,Bournemouth,78.0,3.095,78.0,2.652,78.0,3.262,78.0,4.73,78.0,3.936,78.0,3.05,78.0,2.527,78.0,3.729,78.0,4.597,78.0,3.511,78.0,3.573,78.0,3.819
G,101.0,Flekken,45,45,Brentford,89.0,3.425,89.0,4.299,89.0,3.396,89.0,2.753,89.0,3.541,89.0,4.754,89.0,3.418,89.0,3.402,89.0,2.791,89.0,3.662,89.0,3.56,89.0,3.426
D,48.0,Konsa,46,46,Aston Villa,87.0,4.447,87.0,3.227,87.0,2.869,87.0,3.855,87.0,3.547,87.0,3.32,87.0,4.363,87.0,3.807,87.0,3.632,87.0,3.244,87.0,4.073,87.0,1.893
F,433.0,Wilson,79,79,Newcastle,65.0,3.129,65.0,3.101,65.0,3.155,65.0,4.644,65.0,3.774,65.0,3.597,65.0,3.141,65.0,3.696,65.0,3.214,65.0,3.62,65.0,3.58,65.0,3.568
D,112.0,Pinnock,46,46,Brentford,88.0,3.532,88.0,4.541,88.0,3.387,88.0,2.332,88.0,3.661,88.0,4.328,88.0,3.445,88.0,3.362,88.0,2.586,88.0,3.86,88.0,3.641,88.0,3.399
D,519.0,Udogie,48,48,Spurs,85.0,4.091,85.0,3.362,85.0,3.582,85.0,3.487,85.0,3.463,85.0,4.292,85.0,0.593,85.0,4.122,85.0,2.874,85.0,3.686,85.0,4.862,85.0,3.604
M,50.0,McGinn,56,56,Aston Villa,83.0,3.866,83.0,3.29,83.0,3.182,83.0,3.718,83.0,3.472,83.0,3.512,83.0,3.813,83.0,3.662,83.0,3.417,83.0,3.433,83.0,3.726,83.0,2.895
D,342.0,Aké,50,50,Man City,63.0,4.542,63.0,2.842,63.0,4.221,63.0,2.923,63.0,3.694,63.0,5.448,63.0,3.358,63.0,3.552,63.0,2.579,63.0,2.841,63.0,2.938,63.0,3.024
M,221.0,J.Ayew,54,54,Crystal Palace,77.0,3.383,77.0,2.971,77.0,3.921,77.0,3.272,77.0,3.364,77.0,3.447,77.0,3.819,77.0,3.449,77.0,3.899,77.0,3.118,77.0,3.652,77.0,3.491
D,377.0,Dalot,51,51,Man Utd,84.0,3.841,84.0,3.682,84.0,3.662,84.0,3.818,84.0,2.912,84.0,4.02,84.0,3.243,84.0,2.146,84.0,3.762,84.0,4.814,84.0,3.034,84.0,2.839
D,286.0,Tosin,43,43,Fulham,76.0,2.919,76.0,2.872,76.0,3.766,76.0,3.826,76.0,3.906,76.0,3.146,76.0,2.644,76.0,3.341,76.0,3.629,76.0,3.7,76.0,4.211,76.0,3.8
D,131.0,Estupiñán,49,49,Brighton,65.0,3.368,65.0,3.984,65.0,3.892,65.0,3.746,65.0,3.305,65.0,3.937,65.0,3.624,65.0,3.448,65.0,4.201,65.0,2.353,65.0,2.606,65.0,3.002
M,267.0,Andreas,53,53,Fulham,80.0,3.235,80.0,3.269,80.0,3.583,80.0,3.682,80.0,3.642,80.0,3.334,80.0,2.715,80.0,3.41,80.0,3.551,80.0,3.578,80.0,3.785,80.0,3.629
G,520.0,Vicario,53,53,Spurs,89.0,3.914,89.0,3.475,89.0,3.624,89.0,3.453,89.0,3.513,89.0,4.086,89.0,0.62,89.0,3.935,89.0,3.083,89.0,3.626,89.0,4.499,89.0,3.55
M,542.0,Soucek,49,49,West Ham,77.0,3.366,77.0,3.761,77.0,3.578,77.0,3.357,77.0,3.214,77.0,3.585,77.0,3.375,77.0,3.342,77.0,3.752,77.0,3.298,77.0,3.101,77.0,3.456
G,569.0,Sá,50,50,Wolves,89.0,3.649,89.0,3.032,89.0,3.516,89.0,2.998,89.0,3.392,89.0,3.284,89.0,4.411,89.0,2.886,89.0,3.749,89.0,3.727,89.0,2.938,89.0,3.546
M,661.0,Harrison,55,55,Everton,76.0,3.606,76.0,3.312,76.0,3.572,76.0,3.581,76.0,3.016,76.0,3.688,76.0,3.278,76.0,3.641,76.0,3.355,76.0,3.223,76.0,3.531,76.0,3.166
M,402.0,Almirón,62,62,Newcastle,68.0,3.089,68.0,3.033,68.0,3.174,68.0,3.888,68.0,3.596,68.0,3.575,68.0,3.108,68.0,3.657,68.0,3.265,68.0,3.5,68.0,3.571,68.0,3.508
M,635.0,Miley,45,45,Newcastle,70.0,3.11,70.0,3.009,70.0,3.167,70.0,3.896,70.0,3.589,70.0,3.575,70.0,3.087,70.0,3.65,70.0,3.203,70.0,3.477,70.0,3.55,70.0,3.523
M,416.0,Joelinton,58,58,Newcastle,80.0,3.05,80.0,3.008,80.0,3.138,80.0,3.905,80.0,3.579,80.0,3.602,80.0,3.064,80.0,3.7,80.0,3.162,80.0,3.49,80.0,3.59,80.0,3.533
M,501.0,Kulusevski,72,72,Spurs,0.0,0.0,78.0,3.813,78.0,3.874,78.0,3.855,78.0,3.858,78.0,4.27,78.0,0.724,78.0,4.221,78.0,3.626,78.0,4.067,78.0,4.502,78.0,3.995
F,212.0,Nkunku,74,74,Chelsea,60.0,4.625,60.0,3.779,60.0,3.334,60.0,3.803,60.0,3.714,60.0,3.226,60.0,0.733,60.0,3.468,60.0,3.44,60.0,3.249,60.0,3.819,60.0,3.574
D,220.0,Andersen,49,49,Crystal Palace,85.0,3.273,85.0,2.331,85.0,4.567,85.0,2.768,85.0,3.039,85.0,3.117,85.0,4.263,85.0,3.071,85.0,4.477,85.0,2.847,85.0,3.626,85.0,3.252
G,482.0,Foderingham,45,45,Sheffield Utd,89.0,2.611,89.0,3.8,89.0,3.46,89.0,3.247,89.0,3.916,89.0,3.389,89.0,3.54,89.0,3.159,89.0,3.437,89.0,3.264,89.0,3.91,89.0,2.819
M,256.0,Iwobi,53,53,Fulham,75.0,3.029,75.0,3.209,75.0,3.469,75.0,3.619,75.0,3.529,75.0,3.188,75.0,2.682,75.0,3.328,75.0,3.474,75.0,3.471,75.0,3.751,75.0,3.58
D,544.0,Zouma,45,45,West Ham,86.0,3.16,86.0,3.889,86.0,3.802,86.0,3.095,86.0,2.671,86.0,3.674,86.0,3.296,86.0,3.252,86.0,4.319,86.0,2.966,86.0,2.528,86.0,3.632
M,540.0,Rice,54,54,Arsenal,85.0,3.391,85.0,3.561,85.0,3.479,85.0,3.045,85.0,3.352,85.0,3.517,85.0,3.093,85.0,3.578,85.0,3.332,85.0,3.19,85.0,2.803,85.0,3.812
G,596.0,Trafford,45,45,Burnley,89.0,2.92,89.0,4.366,89.0,2.534,89.0,3.752,89.0,2.783,89.0,3.095,89.0,3.337,89.0,3.734,89.0,3.274,89.0,3.39,89.0,3.016,89.0,3.777
M,570.0,Sarabia,47,47,Wolves,65.0,3.34,65.0,3.125,65.0,3.297,65.0,3.094,65.0,3.194,65.0,3.294,65.0,3.996,65.0,2.997,65.0,3.495,65.0,3.417,65.0,3.013,65.0,3.703
D,528.0,Coufal,46,46,West Ham,77.0,3.073,77.0,3.891,77.0,3.777,77.0,3.006,77.0,2.592,77.0,3.679,77.0,3.205,77.0,3.179,77.0,4.312,77.0,2.87,77.0,2.411,77.0,3.559
F,135.0,João Pedro,54,54,Brighton,65.0,3.171,65.0,3.381,65.0,3.722,65.0,3.374,65.0,3.103,65.0,3.764,65.0,3.23,65.0,3.334,65.0,3.413,65.0,2.956,65.0,3.0,65.0,3.069
M,406.0,Bruno Guimarães,58,58,Newcastle,85.0,2.948,85.0,2.9,85.0,3.031,85.0,3.749,85.0,3.466,85.0,3.476,85.0,2.954,85.0,3.568,85.0,3.063,85.0,3.356,85.0,3.447,85.0,3.411
M,259.0,McNeil,54,54,Everton,75.0,3.406,75.0,3.244,75.0,3.376,75.0,3.421,75.0,2.904,75.0,3.495,75.0,3.2,75.0,3.453,75.0,3.266,75.0,3.151,75.0,3.354,75.0,3.091
D,522.0,Aguerd,45,45,West Ham,85.0,3.083,85.0,3.785,85.0,3.725,85.0,2.994,85.0,2.601,85.0,3.569,85.0,3.218,85.0,3.197,85.0,4.215,85.0,2.896,85.0,2.474,85.0,3.578
M,143.0,Mitoma,65,65,Brighton,65.0,3.27,65.0,3.447,65.0,3.57,65.0,3.386,65.0,3.18,65.0,3.612,65.0,3.242,65.0,3.322,65.0,3.558,65.0,2.762,65.0,2.885,65.0,3.05
G,614.0,Kaminski,45,45,Luton,89.0,3.121,89.0,3.378,89.0,3.134,89.0,3.171,89.0,5.033,89.0,4.419,89.0,1.14,89.0,3.031,89.0,3.171,89.0,3.83,89.0,3.067,89.0,2.657
D,419.0,Lascelles,42,42,Newcastle,70.0,2.397,70.0,2.241,70.0,2.616,70.0,4.618,70.0,3.601,70.0,3.74,70.0,2.42,70.0,4.014,70.0,2.724,70.0,3.32,70.0,3.652,70.0,3.645
F,33.0,Archer,46,46,Sheffield Utd,78.0,2.855,78.0,3.41,78.0,3.418,78.0,3.14,78.0,3.472,78.0,3.252,78.0,3.427,78.0,3.035,78.0,3.314,78.0,3.237,78.0,3.487,78.0,2.919
G,263.0,Pickford,44,44,Everton,89.0,3.524,89.0,3.197,89.0,3.427,89.0,3.54,89.0,2.442,89.0,3.722,89.0,3.017,89.0,3.668,89.0,3.272,89.0,2.891,89.0,3.389,89.0,2.78
D,228.0,Guéhi,45,45,Crystal Palace,85.0,3.135,85.0,2.197,85.0,4.371,85.0,2.639,85.0,2.915,85.0,2.978,85.0,4.063,85.0,2.941,85.0,4.307,85.0,2.714,85.0,3.453,85.0,3.118
D,260.0,Mykolenko,46,46,Everton,78.0,3.632,78.0,3.095,78.0,3.514,78.0,3.644,78.0,2.08,78.0,3.927,78.0,2.935,78.0,3.78,78.0,3.214,78.0,2.769,78.0,3.423,78.0,2.657
M,122.0,Adingra,50,50,Brighton,65.0,3.21,65.0,3.379,65.0,3.501,65.0,3.326,65.0,3.123,65.0,3.532,65.0,3.183,65.0,3.265,65.0,3.476,65.0,2.748,65.0,2.838,65.0,3.015
D,401.0,Wan-Bissaka,44,44,Man Utd,70.0,3.532,70.0,3.406,70.0,3.356,70.0,3.48,70.0,2.678,70.0,3.709,70.0,2.952,70.0,2.041,70.0,3.474,70.0,4.392,70.0,2.782,70.0,2.654
M,450.0,Johnson,58,58,Spurs,70.0,3.533,70.0,3.276,70.0,3.304,70.0,3.38,70.0,3.296,70.0,3.58,70.0,0.637,70.0,3.544,70.0,3.071,70.0,3.451,70.0,3.877,70.0,3.425
D,234.0,Mitchell,47,47,Crystal Palace,83.0,3.072,83.0,2.154,83.0,4.303,83.0,2.576,83.0,2.876,83.0,2.945,83.0,3.995,83.0,2.908,83.0,4.239,83.0,2.675,83.0,3.386,83.0,3.061
D,197.0,Colwill,47,47,Chelsea,75.0,4.071,75.0,3.925,75.0,2.55,75.0,4.222,75.0,3.515,75.0,2.107,75.0,0.761,75.0,3.058,75.0,3.067,75.0,2.563,75.0,4.598,75.0,3.719
D,32.0,Álex Moreno,50,50,Aston Villa,65.0,5.197,65.0,4.277,65.0,3.829,50.0,3.439,50.0,2.538,50.0,2.6,50.0,2.687,50.0,3.424,50.0,2.567,50.0,2.539,50.0,2.719,50.0,2.288
