Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts
M,308.0,Salah,125,125,Liverpool,82.0,6.446,82.0,7.303,82.0,5.384,82.0,6.519,82.0,7.1,82.0,7.15,82.0,6.577,82.0,5.574,82.0,7.188,82.0,7.37,82.0,8.231,82.0,6.564
F,355.0,Haaland,140,140,Man City,80.0,6.912,80.0,5.02,80.0,7.686,80.0,6.435,80.0,6.225,80.0,7.035,80.0,6.763,80.0,4.842,80.0,5.031,80.0,5.362,80.0,6.841,80.0,5.929
F,500.0,Kane,125,125,Spurs,85.0,5.367,85.0,5.273,85.0,6.015,85.0,6.148,85.0,7.11,85.0,4.848,85.0,5.141,85.0,7.058,85.0,5.95,85.0,5.537,85.0,5.597,85.0,6.057
M,373.0,Fernandes,85,85,Man Utd,85.0,6.053,85.0,5.372,85.0,6.208,85.0,4.758,85.0,5.084,85.0,6.018,85.0,5.65,85.0,5.479,85.0,6.048,85.0,4.773,85.0,5.662,85.0,6.385
M,349.0,De Bruyne,105,105,Man City,70.0,6.028,70.0,5.125,70.0,6.079,70.0,5.832,70.0,5.556,70.0,6.129,70.0,5.893,70.0,5.019,70.0,5.167,70.0,5.197,70.0,6.103,70.0,5.356
M,19.0,Saka,85,85,Arsenal,84.0,5.991,84.0,5.285,84.0,5.772,84.0,5.193,84.0,5.491,84.0,5.707,84.0,5.704,84.0,4.418,84.0,5.194,84.0,6.179,84.0,4.423,84.0,6.119
M,396.0,Rashford,90,90,Man Utd,80.0,5.781,80.0,5.296,80.0,5.813,80.0,4.473,80.0,4.619,80.0,5.644,80.0,5.382,80.0,5.196,80.0,6.534,80.0,4.427,80.0,5.484,80.0,6.747
M,516.0,Son,90,90,Spurs,79.0,5.031,79.0,4.944,79.0,5.527,79.0,5.598,79.0,5.792,79.0,4.4,79.0,4.532,79.0,5.64,79.0,5.508,79.0,5.225,79.0,5.211,79.0,5.558
M,14.0,Ødegaard,85,85,Arsenal,82.0,5.681,82.0,4.994,82.0,5.407,82.0,4.775,82.0,5.245,82.0,5.196,82.0,5.375,82.0,4.123,82.0,4.877,82.0,6.584,82.0,4.199,82.0,5.685
M,12.0,Martinelli,80,80,Arsenal,75.0,5.561,75.0,4.948,75.0,5.299,75.0,4.772,75.0,5.163,75.0,5.136,75.0,5.286,75.0,4.15,75.0,4.84,75.0,6.493,75.0,4.23,75.0,5.594
D,430.0,Trippier,65,65,Newcastle,85.0,4.899,85.0,3.38,85.0,4.442,85.0,4.132,85.0,5.275,85.0,5.817,85.0,6.527,85.0,5.11,85.0,5.633,85.0,5.477,85.0,4.415,85.0,5.44
D,290.0,Alexander-Arnold,80,80,Liverpool,82.0,4.284,82.0,6.018,82.0,3.453,82.0,4.444,82.0,5.043,82.0,5.33,82.0,4.602,82.0,3.653,82.0,5.699,82.0,6.188,82.0,5.407,82.0,4.891
M,108.0,Mbeumo,65,65,Brentford,80.0,5.109,80.0,4.881,80.0,5.049,80.0,5.372,80.0,4.131,80.0,5.221,80.0,5.175,80.0,4.437,80.0,5.476,80.0,4.648,80.0,5.141,80.0,4.231
M,143.0,Mitoma,65,65,Brighton,76.0,5.495,76.0,5.157,76.0,5.068,76.0,4.286,76.0,4.53,76.0,5.305,76.0,4.67,76.0,4.343,76.0,4.031,76.0,5.109,76.0,5.009,76.0,5.401
M,226.0,Eze,65,65,Crystal Palace,85.0,5.06,85.0,4.265,85.0,4.518,85.0,5.247,85.0,4.556,85.0,5.04,85.0,4.331,85.0,5.276,85.0,4.181,85.0,4.839,85.0,5.031,85.0,5.095
M,504.0,Maddison,75,75,Spurs,75.0,4.51,75.0,4.482,75.0,4.929,75.0,5.01,75.0,5.229,75.0,3.964,75.0,4.114,75.0,5.177,75.0,4.916,75.0,4.701,75.0,4.686,75.0,4.96
F,60.0,Watkins,80,80,Aston Villa,86.0,3.92,86.0,4.862,86.0,4.947,86.0,3.946,86.0,4.653,86.0,4.44,86.0,4.093,86.0,4.936,86.0,4.822,86.0,5.583,86.0,4.93,86.0,4.854
M,599.0,Diaby,65,65,Aston Villa,76.0,3.884,76.0,4.867,76.0,4.868,76.0,3.932,76.0,4.693,76.0,4.431,76.0,4.075,76.0,4.825,76.0,4.768,76.0,5.214,76.0,4.835,76.0,4.806
D,307.0,Robertson,65,65,Liverpool,80.0,3.91,80.0,5.61,80.0,3.099,80.0,4.046,80.0,4.654,80.0,4.93,80.0,4.215,80.0,3.298,80.0,5.285,80.0,5.772,80.0,5.011,80.0,4.49
M,216.0,Sterling,70,70,Chelsea,73.0,4.098,73.0,4.559,73.0,5.109,73.0,4.975,73.0,4.822,73.0,4.429,73.0,4.61,73.0,4.835,73.0,4.057,73.0,4.411,73.0,4.504,73.0,3.901
M,134.0,Groß,65,65,Brighton,82.0,4.873,82.0,4.53,82.0,4.472,82.0,3.884,82.0,3.88,82.0,4.71,82.0,4.07,82.0,3.946,82.0,3.581,82.0,4.536,82.0,4.396,82.0,4.865
M,353.0,Foden,75,75,Man City,65.0,4.469,65.0,3.703,65.0,5.263,65.0,4.39,65.0,4.257,65.0,4.59,65.0,4.437,65.0,3.652,65.0,3.744,65.0,3.818,65.0,4.567,65.0,3.982
D,313.0,Van Dijk,60,60,Liverpool,85.0,3.658,85.0,5.264,85.0,2.912,85.0,3.777,85.0,4.313,85.0,4.605,85.0,3.932,85.0,3.077,85.0,4.957,85.0,5.433,85.0,4.657,85.0,4.273
D,5.0,Gabriel,50,50,Arsenal,83.0,5.338,83.0,3.714,83.0,4.638,83.0,3.796,83.0,4.038,83.0,4.493,83.0,4.208,83.0,2.582,83.0,3.592,83.0,5.603,83.0,2.848,83.0,5.342
D,131.0,Estupiñán,50,50,Brighton,77.0,5.615,77.0,4.459,77.0,4.53,77.0,3.327,77.0,3.281,77.0,5.177,77.0,3.378,77.0,3.346,77.0,2.463,77.0,4.621,77.0,4.249,77.0,5.575
G,291.0,Alisson,55,55,Liverpool,89.0,3.65,89.0,5.012,89.0,3.079,89.0,3.77,89.0,4.153,89.0,4.471,89.0,3.851,89.0,3.245,89.0,4.743,89.0,5.157,89.0,4.439,89.0,4.167
F,211.0,N.Jackson,70,70,Chelsea,72.0,3.668,72.0,4.162,72.0,5.198,72.0,4.513,72.0,4.482,72.0,3.99,72.0,4.188,72.0,4.529,72.0,3.576,72.0,3.99,72.0,4.037,72.0,3.375
D,368.0,Stones,55,55,Man City,74.0,4.321,74.0,3.527,74.0,4.569,74.0,4.703,74.0,3.974,74.0,5.263,74.0,4.298,74.0,3.045,74.0,3.562,74.0,3.276,74.0,5.226,74.0,3.606
M,209.0,Mount,70,70,Man Utd,75.0,4.44,75.0,4.025,75.0,4.465,75.0,3.536,75.0,3.653,75.0,4.333,75.0,4.106,75.0,3.938,75.0,4.362,75.0,3.45,75.0,4.124,75.0,4.635
G,424.0,Pope,55,55,Newcastle,89.0,3.936,89.0,2.964,89.0,3.567,89.0,3.383,89.0,4.269,89.0,4.595,89.0,5.23,89.0,4.043,89.0,4.479,89.0,4.306,89.0,3.566,89.0,4.277
M,526.0,Bowen,70,70,West Ham,77.0,4.369,77.0,4.113,77.0,3.526,77.0,4.484,77.0,3.425,77.0,3.523,77.0,4.625,77.0,3.566,77.0,3.938,77.0,4.382,77.0,3.975,77.0,4.546
M,140.0,March,65,65,Brighton,77.0,4.532,77.0,4.246,77.0,4.191,77.0,3.585,77.0,3.755,77.0,4.423,77.0,3.821,77.0,3.642,77.0,3.316,77.0,4.232,77.0,4.117,77.0,4.523
M,86.0,Tavernier,55,55,Bournemouth,78.0,4.32,78.0,3.624,78.0,4.25,78.0,3.937,78.0,4.112,78.0,3.625,78.0,3.698,78.0,4.259,78.0,4.547,78.0,4.571,78.0,3.493,78.0,3.699
D,398.0,Shaw,55,55,Man Utd,84.0,4.891,84.0,3.774,84.0,5.047,84.0,2.717,84.0,3.281,84.0,4.258,84.0,4.15,84.0,3.912,84.0,4.395,84.0,2.537,84.0,3.883,84.0,5.287
G,352.0,Ederson,55,55,Man City,88.0,4.142,88.0,3.48,88.0,4.339,88.0,4.622,88.0,3.803,88.0,5.071,88.0,4.108,88.0,3.102,88.0,3.518,88.0,3.261,88.0,5.014,88.0,3.528
G,230.0,Johnstone,45,45,Crystal Palace,88.0,4.326,88.0,3.402,88.0,3.619,88.0,4.605,88.0,3.547,88.0,4.415,88.0,3.401,88.0,4.75,88.0,3.155,88.0,4.11,88.0,4.239,88.0,4.389
D,20.0,Saliba,50,50,Arsenal,80.0,5.157,80.0,3.539,80.0,4.447,80.0,3.584,80.0,3.851,80.0,4.272,80.0,4.022,80.0,2.409,80.0,3.407,80.0,5.421,80.0,2.672,80.0,5.161
D,31.0,Zinchenko,50,50,Arsenal,77.0,5.1,77.0,3.506,77.0,4.402,77.0,3.671,77.0,3.821,77.0,4.255,77.0,4.005,77.0,2.481,77.0,3.377,77.0,5.362,77.0,2.769,77.0,5.105
G,148.0,Steele,45,45,Brighton,89.0,5.165,89.0,4.106,89.0,4.219,89.0,3.32,89.0,3.29,89.0,4.73,89.0,3.403,89.0,3.326,89.0,2.768,89.0,4.41,89.0,3.967,89.0,5.124
F,433.0,Wilson,80,80,Newcastle,67.0,3.846,67.0,3.382,67.0,3.645,67.0,3.51,67.0,3.81,67.0,4.999,67.0,4.447,67.0,3.98,67.0,3.913,67.0,4.351,67.0,3.576,67.0,4.327
D,195.0,Chilwell,55,55,Chelsea,77.0,3.288,77.0,3.935,77.0,5.251,77.0,5.043,77.0,4.278,77.0,3.74,77.0,4.029,77.0,4.39,77.0,3.264,77.0,3.906,77.0,3.901,77.0,2.664
G,49.0,Martínez,50,50,Aston Villa,89.0,3.03,89.0,4.439,89.0,4.146,89.0,3.041,89.0,4.127,89.0,3.625,89.0,3.44,89.0,4.043,89.0,4.184,89.0,5.064,89.0,4.133,89.0,4.322
D,350.0,Dias,55,55,Man City,76.0,4.173,76.0,3.341,76.0,4.425,76.0,4.561,76.0,3.8,76.0,5.143,76.0,4.149,76.0,2.84,76.0,3.376,76.0,3.08,76.0,5.086,76.0,3.42
D,206.0,James,55,55,Chelsea,73.0,3.245,73.0,3.896,73.0,5.174,73.0,4.95,73.0,4.241,73.0,3.717,73.0,3.977,73.0,4.345,73.0,3.222,73.0,3.835,73.0,3.836,73.0,2.62
M,35.0,Buendía,60,60,Aston Villa,75.0,3.402,75.0,4.108,75.0,4.138,75.0,3.451,75.0,3.935,75.0,3.735,75.0,3.544,75.0,4.109,75.0,4.007,75.0,4.441,75.0,4.119,75.0,4.054
F,437.0,Awoniyi,65,65,Nott'm Forest,75.0,3.391,75.0,4.838,75.0,3.625,75.0,3.817,75.0,4.184,75.0,3.332,75.0,3.845,75.0,3.843,75.0,4.909,75.0,3.403,75.0,3.895,75.0,3.952
M,379.0,Eriksen,60,60,Man Utd,73.0,4.205,73.0,3.818,73.0,4.23,73.0,3.427,73.0,3.546,73.0,4.104,73.0,3.937,73.0,3.777,73.0,4.132,73.0,3.339,73.0,3.907,73.0,4.406
D,29.0,White,55,55,Arsenal,75.0,4.94,75.0,3.394,75.0,4.263,75.0,3.513,75.0,3.698,75.0,4.13,75.0,3.871,75.0,2.353,75.0,3.248,75.0,5.212,75.0,2.629,75.0,4.958
F,119.0,Wissa,60,60,Brentford,75.0,3.93,75.0,3.94,75.0,3.886,75.0,4.063,75.0,3.41,75.0,3.984,75.0,4.054,75.0,3.635,75.0,4.096,75.0,3.779,75.0,3.955,75.0,3.438
G,597.0,Onana,50,50,Man Utd,89.0,4.473,89.0,3.598,89.0,4.633,89.0,2.855,89.0,3.272,89.0,3.959,89.0,3.941,89.0,3.749,89.0,4.038,89.0,2.789,89.0,3.814,89.0,4.867
M,539.0,Paquetá,60,60,West Ham,80.0,4.093,80.0,3.838,80.0,3.413,80.0,4.165,80.0,3.356,80.0,3.408,80.0,4.346,80.0,3.488,80.0,3.651,80.0,4.147,80.0,3.693,80.0,4.31
M,447.0,Gibbs-White,60,60,Nott'm Forest,80.0,3.458,80.0,4.296,80.0,3.531,80.0,3.711,80.0,4.226,80.0,3.331,80.0,3.804,80.0,3.813,80.0,4.415,80.0,3.515,80.0,3.782,80.0,3.844
M,303.0,Luis Díaz,75,75,Liverpool,67.0,3.638,67.0,4.122,67.0,3.274,67.0,3.654,67.0,3.985,67.0,3.91,67.0,3.751,67.0,3.332,67.0,3.993,67.0,4.163,67.0,4.129,67.0,3.694
F,415.0,Isak,75,75,Newcastle,65.0,3.769,65.0,3.4,65.0,3.577,65.0,3.473,65.0,3.731,65.0,4.523,65.0,4.043,65.0,3.84,65.0,3.801,65.0,3.959,65.0,3.555,65.0,3.933
M,267.0,Andreas,55,55,Fulham,80.0,3.897,80.0,3.752,80.0,3.461,80.0,3.326,80.0,4.329,80.0,3.813,80.0,3.792,80.0,4.319,80.0,3.82,80.0,3.492,80.0,3.713,80.0,3.618
M,402.0,Almirón,65,65,Newcastle,75.0,3.724,75.0,3.197,75.0,3.452,75.0,3.363,75.0,3.798,75.0,4.068,75.0,4.216,75.0,3.824,75.0,3.881,75.0,3.987,75.0,3.434,75.0,3.972
F,13.0,Nketiah,55,55,Arsenal,73.0,3.748,73.0,3.768,73.0,3.849,73.0,3.6,73.0,3.82,73.0,3.779,73.0,3.73,73.0,3.429,73.0,3.724,73.0,3.754,73.0,3.458,73.0,3.769
F,85.0,Solanke,65,65,Bournemouth,85.0,3.913,85.0,3.426,85.0,3.881,85.0,3.672,85.0,3.79,85.0,3.377,85.0,3.45,85.0,3.933,85.0,4.061,85.0,4.146,85.0,3.313,85.0,3.467
M,432.0,Willock,55,55,Newcastle,75.0,3.672,75.0,3.124,75.0,3.387,75.0,3.291,75.0,3.746,75.0,4.038,75.0,4.186,75.0,3.781,75.0,3.838,75.0,3.959,75.0,3.362,75.0,3.943
M,294.0,Diogo Jota,80,80,Liverpool,65.0,3.424,65.0,3.968,65.0,3.097,65.0,3.44,65.0,3.845,65.0,3.771,65.0,3.549,65.0,3.119,65.0,3.858,65.0,4.008,65.0,4.658,65.0,3.474
D,112.0,Pinnock,45,45,Brentford,85.0,3.878,85.0,3.618,85.0,3.854,85.0,4.47,85.0,2.624,85.0,4.238,85.0,3.947,85.0,2.996,85.0,4.671,85.0,3.247,85.0,3.941,85.0,2.637
D,506.0,Pedro Porro,50,50,Spurs,72.0,3.185,72.0,3.294,72.0,3.919,72.0,4.05,72.0,4.796,72.0,2.568,72.0,2.906,72.0,4.253,72.0,4.047,72.0,3.524,72.0,3.596,72.0,3.925
M,570.0,Sarabia,50,50,Wolves,74.0,3.516,74.0,3.274,74.0,3.91,74.0,3.789,74.0,3.272,74.0,4.174,74.0,3.13,74.0,3.694,74.0,4.021,74.0,3.219,74.0,4.063,74.0,3.917
G,101.0,Flekken,45,45,Brentford,89.0,3.811,89.0,3.706,89.0,3.801,89.0,4.298,89.0,2.795,89.0,4.104,89.0,3.824,89.0,3.093,89.0,4.433,89.0,3.33,89.0,3.88,89.0,2.806
M,344.0,Bernardo,65,65,Man City,70.0,3.839,70.0,3.297,70.0,3.89,70.0,3.831,70.0,3.658,70.0,4.012,70.0,3.815,70.0,3.217,70.0,3.339,70.0,3.314,70.0,3.99,70.0,3.46
M,450.0,Johnson,60,60,Nott'm Forest,77.0,3.233,77.0,4.128,77.0,3.343,77.0,3.589,77.0,4.094,77.0,3.128,77.0,3.621,77.0,3.673,77.0,4.169,77.0,3.248,77.0,3.637,77.0,3.746
D,341.0,Akanji,50,50,Man City,70.0,3.806,70.0,3.123,70.0,4.039,70.0,4.15,70.0,3.468,70.0,4.689,70.0,3.784,70.0,2.669,70.0,3.156,70.0,2.882,70.0,4.643,70.0,3.116
M,568.0,Podence,55,55,Wolves,74.0,3.409,74.0,3.415,74.0,3.748,74.0,3.64,74.0,3.41,74.0,4.02,74.0,3.276,74.0,3.587,74.0,3.85,74.0,3.386,74.0,3.905,74.0,3.76
D,395.0,Varane,50,50,Man Utd,80.0,4.426,80.0,3.35,80.0,4.584,80.0,2.449,80.0,2.992,80.0,3.806,80.0,3.728,80.0,3.517,80.0,3.943,80.0,2.278,80.0,3.46,80.0,4.822
