Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts
G,187.0,Arrizabalaga,50,50,Chelsea,88.0,3.134,88.0,3.552,88.0,4.561,88.0,4.356,88.0,3.689,88.0,3.466,88.0,3.674,88.0,3.802,88.0,3.119,88.0,3.563,88.0,3.513,88.0,2.817
D,584.0,Pau,45,45,Aston Villa,82.0,2.442,82.0,4.173,82.0,3.87,82.0,2.456,82.0,3.786,82.0,3.141,82.0,2.984,82.0,3.766,82.0,3.845,82.0,4.892,82.0,3.855,82.0,3.938
M,130.0,Enciso,55,55,Brighton,62.0,4.642,62.0,3.693,62.0,3.601,62.0,3.07,62.0,3.193,62.0,3.775,62.0,3.273,62.0,3.092,62.0,2.913,62.0,3.627,62.0,3.588,62.0,4.549
G,263.0,Pickford,45,45,Everton,89.0,4.008,89.0,3.058,89.0,4.125,89.0,3.898,89.0,3.02,89.0,3.235,89.0,4.477,89.0,4.097,89.0,2.873,89.0,3.495,89.0,3.201,89.0,3.451
M,376.0,Casemiro,55,55,Man Utd,82.0,3.913,82.0,3.516,82.0,3.94,82.0,3.04,82.0,3.181,82.0,3.758,82.0,3.607,82.0,3.481,82.0,3.788,82.0,2.992,82.0,3.59,82.0,3.998
D,427.0,Schär,50,50,Newcastle,85.0,3.375,85.0,2.042,85.0,3.042,85.0,2.759,85.0,3.791,85.0,4.27,85.0,4.956,85.0,3.554,85.0,4.049,85.0,3.922,85.0,3.023,85.0,3.9
D,129.0,Dunk,50,50,Brighton,85.0,4.931,85.0,3.75,85.0,3.865,85.0,2.808,85.0,2.756,85.0,4.505,85.0,2.771,85.0,2.833,85.0,1.956,85.0,3.963,85.0,3.578,85.0,4.891
M,249.0,A.Doucouré,55,55,Everton,80.0,3.726,80.0,3.354,80.0,3.848,80.0,3.766,80.0,3.242,80.0,3.381,80.0,3.929,80.0,3.836,80.0,3.161,80.0,3.555,80.0,3.279,80.0,3.517
D,32.0,Álex Moreno,50,50,Aston Villa,70.0,2.459,70.0,4.062,70.0,3.825,70.0,2.477,70.0,3.714,70.0,3.086,70.0,2.933,70.0,3.727,70.0,3.766,70.0,4.804,70.0,3.806,70.0,3.84
G,502.0,Lloris,50,50,Spurs,89.0,3.188,89.0,3.305,89.0,3.61,89.0,3.746,89.0,4.357,89.0,2.848,89.0,3.005,89.0,3.842,89.0,3.955,89.0,3.397,89.0,3.567,89.0,3.616
M,259.0,McNeil,55,55,Everton,75.0,3.62,75.0,3.344,75.0,3.773,75.0,3.753,75.0,3.278,75.0,3.375,75.0,3.992,75.0,3.761,75.0,3.224,75.0,3.486,75.0,3.321,75.0,3.46
G,275.0,Leno,45,45,Fulham,89.0,3.704,89.0,3.642,89.0,2.991,89.0,2.634,89.0,4.532,89.0,3.556,89.0,3.711,89.0,4.482,89.0,3.561,89.0,2.968,89.0,3.446,89.0,3.141
F,246.0,Calvert-Lewin,60,60,Everton,74.0,3.63,74.0,3.484,74.0,3.752,74.0,3.638,74.0,3.207,74.0,3.48,74.0,3.814,74.0,3.76,74.0,3.209,74.0,3.575,74.0,3.205,74.0,3.53
G,17.0,Ramsdale,50,50,Arsenal,65.0,4.196,65.0,3.216,65.0,3.826,65.0,3.273,65.0,3.385,65.0,3.67,65.0,3.485,65.0,2.631,65.0,3.128,65.0,4.401,65.0,2.79,65.0,4.208
D,342.0,Aké,50,50,Man City,67.0,3.701,67.0,3.018,67.0,3.913,67.0,3.999,67.0,3.392,67.0,4.493,67.0,3.68,67.0,2.618,67.0,3.048,67.0,2.828,67.0,4.45,67.0,3.067
G,533.0,Fabianski,45,45,West Ham,80.0,3.66,80.0,3.641,80.0,2.977,80.0,3.91,80.0,2.83,80.0,2.981,80.0,4.382,80.0,3.108,80.0,3.09,80.0,3.95,80.0,3.294,80.0,4.258
F,343.0,Álvarez,65,65,Man City,65.0,3.662,65.0,3.179,65.0,4.223,65.0,3.562,65.0,3.537,65.0,3.643,65.0,3.64,65.0,3.163,65.0,3.178,65.0,3.249,65.0,3.611,65.0,3.387
M,525.0,Benrahma,60,60,West Ham,65.0,3.672,65.0,3.436,65.0,3.178,65.0,3.871,65.0,3.059,65.0,3.196,65.0,3.966,65.0,3.192,65.0,3.323,65.0,3.746,65.0,3.374,65.0,3.879
D,405.0,Botman,45,45,Newcastle,84.0,3.292,84.0,2.035,84.0,3.007,84.0,2.728,84.0,3.709,84.0,4.14,84.0,4.822,84.0,3.465,84.0,3.962,84.0,3.792,84.0,2.988,84.0,3.775
M,406.0,Bruno Guimarães,60,60,Newcastle,82.0,3.396,82.0,2.89,82.0,3.172,82.0,3.054,82.0,3.472,82.0,3.797,82.0,3.963,82.0,3.548,82.0,3.612,82.0,3.721,82.0,3.148,82.0,3.697
D,302.0,Konaté,50,50,Liverpool,77.0,2.858,77.0,4.423,77.0,2.292,77.0,2.974,77.0,3.474,77.0,3.779,77.0,3.12,77.0,2.454,77.0,4.124,77.0,4.566,77.0,3.813,77.0,3.455
D,109.0,Mee,50,50,Brentford,85.0,3.643,85.0,3.384,85.0,3.62,85.0,4.235,85.0,2.393,85.0,4.004,85.0,3.713,85.0,2.762,85.0,4.436,85.0,3.013,85.0,3.706,85.0,2.406
D,151.0,Veltman,45,45,Brighton,75.0,4.741,75.0,3.606,75.0,3.711,75.0,2.725,75.0,2.694,75.0,4.327,75.0,2.672,75.0,2.748,75.0,1.911,75.0,3.797,75.0,3.445,75.0,4.702
F,293.0,Darwin,75,75,Liverpool,64.0,3.294,64.0,3.488,64.0,3.09,64.0,3.3,64.0,3.5,64.0,3.467,64.0,3.381,64.0,3.126,64.0,3.479,64.0,3.5,64.0,4.087,64.0,3.304
D,153.0,Webster,45,45,Brighton,82.0,4.755,82.0,3.578,82.0,3.689,82.0,2.704,82.0,2.65,82.0,4.329,82.0,2.599,82.0,2.726,82.0,1.854,82.0,3.787,82.0,3.405,82.0,4.714
D,103.0,Henry,45,45,Brentford,79.0,3.571,79.0,3.317,79.0,3.553,79.0,4.161,79.0,2.388,79.0,3.928,79.0,3.636,79.0,2.726,79.0,4.349,79.0,2.953,79.0,3.634,79.0,2.401
D,391.0,Martínez,50,50,Man Utd,78.0,4.195,78.0,3.123,78.0,4.351,78.0,2.225,78.0,2.767,78.0,3.577,78.0,3.499,78.0,3.289,78.0,3.713,78.0,2.048,78.0,3.231,78.0,4.592
F,390.0,Martial,65,65,Man Utd,65.0,3.424,65.0,3.298,65.0,3.416,65.0,2.979,65.0,2.991,65.0,3.452,65.0,3.291,65.0,3.191,65.0,4.033,65.0,2.931,65.0,3.43,65.0,4.102
D,407.0,Burn,45,45,Newcastle,82.0,3.191,82.0,1.943,82.0,2.915,82.0,2.638,82.0,3.607,82.0,4.036,82.0,4.717,82.0,3.364,82.0,3.86,82.0,3.689,82.0,2.897,82.0,3.672
M,55.0,Ramsey,60,60,Aston Villa,75.0,2.963,75.0,3.549,75.0,3.545,75.0,2.985,75.0,3.384,75.0,3.226,75.0,3.073,75.0,3.508,75.0,3.458,75.0,3.825,75.0,3.517,75.0,3.488
M,365.0,Rodri,55,55,Man City,82.0,3.52,82.0,3.109,82.0,3.576,82.0,3.572,82.0,3.341,82.0,3.759,82.0,3.51,82.0,2.964,82.0,3.118,82.0,3.06,82.0,3.733,82.0,3.187
M,236.0,Olise,60,60,Crystal Palace,72.0,3.647,72.0,3.009,72.0,3.17,72.0,3.645,72.0,3.195,72.0,3.475,72.0,3.061,72.0,3.672,72.0,2.92,72.0,3.387,72.0,3.585,72.0,3.51
M,354.0,Grealish,75,75,Man City,67.0,3.561,67.0,3.014,67.0,3.608,67.0,3.534,67.0,3.354,67.0,3.704,67.0,3.528,67.0,2.947,67.0,3.055,67.0,3.048,67.0,3.689,67.0,3.185
M,106.0,Jensen,55,55,Brentford,77.0,3.405,77.0,3.376,77.0,3.385,77.0,3.623,77.0,2.942,77.0,3.533,77.0,3.498,77.0,3.042,77.0,3.668,77.0,3.17,77.0,3.444,77.0,2.962
D,217.0,Thiago Silva,50,50,Chelsea,80.0,2.695,80.0,3.26,80.0,4.549,80.0,4.34,80.0,3.573,80.0,3.152,80.0,3.35,80.0,3.68,80.0,2.674,80.0,3.325,80.0,3.232,80.0,2.092
M,416.0,Joelinton,60,60,Newcastle,75.0,3.253,75.0,2.876,75.0,3.136,75.0,3.039,75.0,3.326,75.0,3.601,75.0,3.748,75.0,3.347,75.0,3.408,75.0,3.512,75.0,3.114,75.0,3.497
D,48.0,Konsa,45,45,Aston Villa,77.0,2.251,77.0,3.868,77.0,3.569,77.0,2.262,77.0,3.488,77.0,2.859,77.0,2.776,77.0,3.466,77.0,3.545,77.0,4.57,77.0,3.554,77.0,3.635
M,309.0,Szoboszlai,70,70,Liverpool,65.0,3.123,65.0,3.617,65.0,2.881,65.0,3.148,65.0,3.472,65.0,3.391,65.0,3.267,65.0,2.937,65.0,3.495,65.0,3.646,65.0,3.641,65.0,3.219
G,77.0,Neto,45,45,Bournemouth,89.0,3.704,89.0,2.798,89.0,3.626,89.0,3.142,89.0,3.51,89.0,2.903,89.0,2.952,89.0,3.494,89.0,4.041,89.0,4.126,89.0,2.499,89.0,2.951
G,569.0,Sá,50,50,Wolves,89.0,2.922,89.0,2.988,89.0,3.504,89.0,3.317,89.0,3.057,89.0,3.918,89.0,2.681,89.0,3.218,89.0,3.605,89.0,3.038,89.0,3.782,89.0,3.61
M,429.0,Tonali,55,55,Newcastle,74.0,3.226,74.0,2.819,74.0,3.081,74.0,2.994,74.0,3.299,74.0,3.565,74.0,3.709,74.0,3.338,74.0,3.424,74.0,3.478,74.0,3.055,74.0,3.477
D,36.0,Cash,45,45,Aston Villa,74.0,2.235,74.0,3.824,74.0,3.528,74.0,2.248,74.0,3.46,74.0,2.856,74.0,2.74,74.0,3.428,74.0,3.513,74.0,4.507,74.0,3.514,74.0,3.594
M,30.0,Xhaka,60,60,Arsenal,79.0,3.63,79.0,3.137,79.0,3.419,79.0,3.069,79.0,3.265,79.0,3.34,79.0,3.354,79.0,2.779,79.0,3.034,79.0,3.696,79.0,2.842,79.0,3.635
M,58.0,Tielemans,60,60,Aston Villa,76.0,2.851,76.0,3.438,76.0,3.407,76.0,2.872,76.0,3.289,76.0,3.105,76.0,2.978,76.0,3.383,76.0,3.342,76.0,3.634,76.0,3.393,76.0,3.38
M,423.0,Murphy,50,50,Newcastle,67.0,3.16,67.0,2.795,67.0,3.052,67.0,2.989,67.0,3.226,67.0,3.551,67.0,3.66,67.0,3.311,67.0,3.328,67.0,3.481,67.0,3.034,67.0,3.466
D,544.0,Zouma,45,45,West Ham,78.0,3.553,78.0,3.38,78.0,2.553,78.0,3.858,78.0,2.189,78.0,2.357,78.0,4.428,78.0,2.683,78.0,2.701,78.0,3.848,78.0,2.951,78.0,4.255
M,567.0,Neto,55,55,Wolves,75.0,3.02,75.0,3.016,75.0,3.346,75.0,3.232,75.0,3.013,75.0,3.682,75.0,2.855,75.0,3.14,75.0,3.455,75.0,2.961,75.0,3.572,75.0,3.338
