Pos,ID,Name,BV,SV,Team,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts
M,599.0,Diaby,68,68,Aston Villa,78.0,4.392,78.0,4.965,78.0,4.087,78.0,4.425,78.0,4.346,78.0,5.303,78.0,4.563,78.0,5.268,78.0,4.683,78.0,4.282,78.0,5.071,78.0,4.738
M,134.0,Groß,63,63,Brighton,78.0,4.879,78.0,4.1,78.0,4.408,78.0,5.227,78.0,4.18,78.0,4.679,78.0,4.458,78.0,4.742,78.0,4.943,78.0,5.046,78.0,4.831,78.0,4.259
M,557.0,Hwang,55,55,Wolves,80.0,4.854,80.0,4.102,80.0,6.184,80.0,5.185,80.0,4.796,80.0,4.098,80.0,4.316,80.0,4.892,80.0,4.142,80.0,4.651,80.0,3.982,80.0,4.438
F,60.0,Watkins,85,85,Aston Villa,86.0,4.218,86.0,4.673,86.0,3.923,86.0,4.202,86.0,4.215,86.0,5.434,86.0,4.423,86.0,5.433,86.0,4.549,86.0,4.032,86.0,5.388,86.0,4.5
M,526.0,Bowen,77,77,West Ham,73.0,5.583,73.0,4.615,73.0,4.114,73.0,4.579,73.0,4.715,73.0,4.319,73.0,3.924,73.0,4.025,73.0,5.721,73.0,4.864,73.0,4.235,73.0,3.999
F,343.0,Álvarez,71,71,Man City,78.0,4.312,78.0,4.514,78.0,4.466,78.0,4.973,78.0,4.91,0.0,0.0,78.0,4.663,78.0,8.431,78.0,4.224,78.0,5.021,78.0,4.468,78.0,4.702
D,290.0,Alexander-Arnold,79,79,Liverpool,85.0,2.678,85.0,5.379,85.0,5.196,85.0,4.451,85.0,4.672,85.0,3.794,85.0,5.035,85.0,3.64,85.0,4.841,85.0,3.809,85.0,3.376,85.0,6.093
D,369.0,Walker,53,53,Man City,76.0,3.788,76.0,4.735,76.0,3.439,76.0,4.657,76.0,5.059,0.0,0.0,76.0,4.196,76.0,8.936,76.0,3.135,76.0,5.544,76.0,3.517,76.0,5.081
M,689.0,Kudus,66,66,West Ham,75.0,5.522,75.0,4.451,75.0,3.875,75.0,4.43,75.0,4.612,75.0,4.115,75.0,3.42,75.0,3.654,75.0,5.614,75.0,4.712,75.0,4.028,75.0,3.497
G,291.0,Alisson,56,56,Liverpool,89.0,3.209,89.0,5.088,89.0,4.792,89.0,4.281,89.0,4.501,89.0,3.92,89.0,4.665,89.0,3.756,89.0,4.498,89.0,3.796,89.0,3.589,89.0,5.669
D,206.0,James,54,54,Chelsea,82.0,3.04,82.0,3.744,82.0,3.698,82.0,4.184,82.0,5.689,82.0,4.339,82.0,4.619,82.0,4.76,82.0,4.814,82.0,3.072,82.0,5.007,82.0,4.144
M,412.0,Gordon,58,58,Newcastle,78.0,3.675,78.0,4.17,78.0,4.203,78.0,3.86,78.0,4.488,78.0,5.274,78.0,4.625,78.0,3.525,78.0,3.468,78.0,3.81,78.0,5.553,78.0,4.363
F,293.0,Darwin,76,76,Liverpool,68.0,3.552,68.0,4.293,68.0,5.17,68.0,4.082,68.0,3.943,68.0,3.753,68.0,5.109,68.0,3.661,68.0,4.564,68.0,3.689,68.0,3.715,68.0,5.132
M,12.0,Martinelli,78,78,Arsenal,78.0,3.947,78.0,4.566,78.0,4.492,78.0,3.91,78.0,3.998,78.0,3.74,78.0,4.464,78.0,4.308,78.0,4.442,78.0,4.428,78.0,3.857,78.0,4.298
M,309.0,Szoboszlai,71,71,Liverpool,84.0,3.484,84.0,4.544,84.0,4.577,84.0,4.269,84.0,4.23,84.0,3.925,84.0,4.542,84.0,3.771,84.0,4.459,84.0,3.831,84.0,3.801,84.0,4.799
D,29.0,White,57,57,Arsenal,85.0,3.448,85.0,5.249,85.0,4.846,85.0,3.349,85.0,3.753,85.0,3.115,85.0,4.891,85.0,4.314,85.0,4.855,85.0,4.507,85.0,3.515,85.0,4.229
M,43.0,Douglas Luiz,56,56,Aston Villa,85.0,3.772,85.0,4.673,85.0,3.525,85.0,3.975,85.0,3.725,85.0,4.981,85.0,3.872,85.0,4.749,85.0,4.08,85.0,3.747,85.0,4.785,85.0,4.165
F,85.0,Solanke,65,65,Bournemouth,88.0,4.318,88.0,3.935,88.0,4.151,88.0,4.047,88.0,4.395,88.0,4.289,88.0,4.282,88.0,3.875,88.0,3.766,88.0,4.145,88.0,4.366,88.0,4.196
M,14.0,Ødegaard,83,83,Arsenal,70.0,3.841,70.0,4.455,70.0,4.73,70.0,3.756,70.0,3.844,70.0,3.648,70.0,4.414,70.0,4.256,70.0,4.365,70.0,4.39,70.0,3.758,70.0,4.274
G,352.0,Ederson,55,55,Man City,89.0,3.649,89.0,4.564,89.0,3.379,89.0,4.281,89.0,4.712,0.0,0.0,89.0,3.912,89.0,8.451,89.0,3.178,89.0,5.194,89.0,3.425,89.0,4.81
F,468.0,Wood,49,49,Nott'm Forest,75.0,3.952,75.0,4.241,75.0,4.283,75.0,4.277,75.0,3.997,75.0,4.708,75.0,3.681,75.0,4.178,75.0,3.904,75.0,3.851,75.0,4.628,75.0,3.776
M,661.0,Harrison,55,55,Everton,76.0,4.235,76.0,4.495,76.0,3.843,76.0,3.888,76.0,4.608,76.0,3.923,76.0,3.686,76.0,4.401,76.0,3.974,76.0,4.373,76.0,4.042,76.0,3.601
D,368.0,Stones,53,53,Man City,73.0,3.6,73.0,4.525,73.0,3.282,73.0,4.298,73.0,4.676,0.0,0.0,73.0,3.92,73.0,8.37,73.0,2.989,73.0,5.135,73.0,3.359,73.0,4.762
G,275.0,Leno,47,47,Fulham,89.0,4.419,89.0,3.252,89.0,4.631,89.0,4.284,89.0,3.244,89.0,4.794,89.0,4.173,89.0,3.549,89.0,3.238,89.0,4.252,89.0,4.326,89.0,4.569
F,246.0,Calvert-Lewin,58,58,Everton,80.0,4.161,80.0,4.312,80.0,3.716,80.0,3.766,80.0,5.065,80.0,3.939,80.0,3.679,80.0,4.245,80.0,3.957,80.0,4.254,80.0,4.005,80.0,3.604
D,36.0,Cash,51,51,Aston Villa,78.0,3.582,78.0,4.38,78.0,2.734,78.0,3.514,78.0,3.332,78.0,5.513,78.0,3.646,78.0,5.361,78.0,4.052,78.0,3.361,78.0,4.647,78.0,4.206
D,313.0,Van Dijk,61,61,Liverpool,85.0,2.349,85.0,4.924,85.0,4.69,85.0,4.019,85.0,4.281,85.0,3.441,85.0,4.525,85.0,3.284,85.0,4.327,85.0,3.417,85.0,3.024,85.0,5.581
M,501.0,Kulusevski,70,70,Spurs,78.0,3.853,78.0,3.442,78.0,4.216,78.0,3.712,78.0,4.229,78.0,4.186,78.0,3.732,78.0,4.393,78.0,3.862,78.0,3.87,78.0,4.04,78.0,3.84
M,226.0,Eze,62,62,Crystal Palace,87.0,4.337,87.0,4.032,87.0,4.435,87.0,3.747,87.0,3.463,87.0,3.782,87.0,3.75,87.0,3.902,87.0,3.646,87.0,4.615,87.0,3.672,87.0,3.894
G,424.0,Pope,55,55,Newcastle,89.0,3.467,89.0,4.003,89.0,3.789,89.0,3.487,89.0,4.508,89.0,4.258,89.0,4.931,89.0,3.047,89.0,2.871,89.0,3.294,89.0,5.317,89.0,4.004
M,664.0,Ward-Prowse,62,62,West Ham,83.0,4.184,83.0,4.069,83.0,3.517,83.0,3.967,83.0,4.153,83.0,3.837,83.0,3.538,83.0,3.558,83.0,4.223,83.0,4.246,83.0,3.71,83.0,3.656
M,678.0,Doku,67,67,Man City,64.0,3.417,64.0,3.649,64.0,3.432,64.0,4.905,64.0,3.988,0.0,0.0,64.0,3.787,64.0,7.802,64.0,3.29,64.0,4.954,64.0,3.464,64.0,3.923
G,145.0,Sánchez,46,46,Chelsea,89.0,2.935,89.0,3.459,89.0,3.512,89.0,3.751,89.0,5.089,89.0,3.942,89.0,4.141,89.0,4.237,89.0,4.36,89.0,2.932,89.0,4.47,89.0,3.752
F,119.0,Wissa,59,59,Brentford,75.0,3.723,75.0,4.311,75.0,3.685,75.0,4.333,75.0,3.809,0.0,0.0,75.0,4.164,75.0,6.716,75.0,4.23,75.0,3.784,75.0,3.519,75.0,4.131
D,197.0,Colwill,45,45,Chelsea,88.0,2.655,88.0,3.297,88.0,3.355,88.0,3.768,88.0,5.268,88.0,3.944,88.0,4.203,88.0,4.364,88.0,4.399,88.0,2.658,88.0,4.586,88.0,3.755
D,584.0,Pau,46,46,Aston Villa,84.0,3.436,84.0,4.148,84.0,2.603,84.0,3.347,84.0,3.183,84.0,5.287,84.0,3.501,84.0,5.132,84.0,3.856,84.0,3.193,84.0,4.419,84.0,4.055
G,113.0,Raya,49,49,Arsenal,85.0,3.244,85.0,4.647,85.0,4.235,85.0,3.227,85.0,3.467,85.0,2.988,85.0,4.31,85.0,3.82,85.0,4.284,85.0,3.987,85.0,3.316,85.0,3.759
M,542.0,Soucek,49,49,West Ham,77.0,4.012,77.0,3.919,77.0,3.527,77.0,3.845,77.0,3.989,77.0,3.791,77.0,3.379,77.0,3.491,77.0,4.015,77.0,4.07,77.0,3.692,77.0,3.468
D,427.0,Schär,52,52,Newcastle,85.0,3.183,85.0,4.013,85.0,3.642,85.0,3.227,85.0,4.545,85.0,4.285,85.0,4.992,85.0,2.596,85.0,2.333,85.0,2.876,85.0,5.408,85.0,3.948
M,106.0,Jensen,54,54,Brentford,75.0,3.671,75.0,4.34,75.0,3.53,75.0,4.202,75.0,3.622,0.0,0.0,75.0,4.096,75.0,6.413,75.0,4.17,75.0,3.592,75.0,3.385,75.0,3.973
M,270.0,De Cordova-Reid,54,54,Fulham,75.0,3.924,75.0,3.286,75.0,4.023,75.0,3.886,75.0,3.284,75.0,4.089,75.0,3.905,75.0,3.436,75.0,3.312,75.0,3.849,75.0,3.972,75.0,4.027
F,590.0,Cunha,55,55,Wolves,78.0,3.827,78.0,3.436,78.0,4.088,78.0,4.054,78.0,3.881,78.0,3.483,78.0,3.618,78.0,3.789,78.0,3.553,78.0,3.733,78.0,3.409,78.0,3.692
D,112.0,Pinnock,46,46,Brentford,85.0,3.34,85.0,5.164,85.0,3.112,85.0,4.367,85.0,3.519,0.0,0.0,85.0,4.596,85.0,5.603,85.0,4.775,85.0,3.408,85.0,2.631,85.0,4.015
M,365.0,Rodri,56,56,Man City,85.0,3.448,85.0,3.696,85.0,3.374,85.0,4.032,85.0,4.064,0.0,0.0,85.0,3.713,85.0,7.056,85.0,3.262,85.0,4.318,85.0,3.387,85.0,3.956
M,539.0,Paquetá,60,60,West Ham,84.0,4.075,84.0,3.777,84.0,3.442,84.0,3.652,84.0,3.944,84.0,3.592,84.0,3.242,84.0,3.427,84.0,4.113,84.0,4.177,84.0,3.459,84.0,3.376
D,611.0,Disasi,50,50,Chelsea,79.0,2.554,79.0,3.184,79.0,3.195,79.0,3.572,79.0,5.021,79.0,3.723,79.0,3.999,79.0,4.131,79.0,4.193,79.0,2.552,79.0,4.358,79.0,3.556
D,419.0,Lascelles,41,41,Newcastle,80.0,3.092,80.0,3.9,80.0,3.518,80.0,3.102,80.0,4.445,80.0,4.195,80.0,4.893,80.0,2.511,80.0,2.265,80.0,2.747,80.0,5.309,80.0,3.857
M,249.0,A.Doucouré,55,55,Everton,85.0,3.864,85.0,3.995,85.0,3.361,85.0,3.41,85.0,4.107,85.0,3.588,85.0,3.21,85.0,3.923,85.0,3.643,85.0,3.889,85.0,3.708,85.0,3.122
G,524.0,Areola,43,43,West Ham,89.0,3.897,89.0,3.82,89.0,3.373,89.0,3.596,89.0,4.051,89.0,3.6,89.0,3.019,89.0,3.356,89.0,3.933,89.0,4.205,89.0,3.305,89.0,3.209
M,378.0,Elanga,50,50,Nott'm Forest,77.0,3.438,77.0,3.821,77.0,3.753,77.0,3.798,77.0,3.549,77.0,4.045,77.0,3.241,77.0,3.624,77.0,3.407,77.0,3.404,77.0,3.904,77.0,3.334
F,225.0,Edouard,55,55,Crystal Palace,75.0,4.462,75.0,3.723,75.0,3.894,75.0,3.317,75.0,3.225,75.0,3.378,75.0,3.282,75.0,3.411,75.0,3.427,75.0,4.536,75.0,3.344,75.0,3.318
G,49.0,Martínez,49,49,Aston Villa,89.0,3.288,89.0,3.735,89.0,2.747,89.0,3.213,89.0,3.083,89.0,4.762,89.0,3.236,89.0,4.599,89.0,3.527,89.0,3.137,89.0,3.94,89.0,3.673
M,202.0,Gallagher,54,54,Chelsea,77.0,3.077,77.0,3.266,77.0,3.402,77.0,3.543,77.0,4.032,77.0,3.692,77.0,3.738,77.0,3.802,77.0,3.794,77.0,3.086,77.0,3.854,77.0,3.616
D,20.0,Saliba,54,54,Arsenal,88.0,2.888,88.0,4.623,88.0,4.21,88.0,2.795,88.0,3.198,88.0,2.553,88.0,4.286,88.0,3.673,88.0,4.211,88.0,3.87,88.0,2.95,88.0,3.626
D,506.0,Pedro Porro,53,53,Spurs,76.0,3.396,76.0,2.338,76.0,4.207,76.0,3.129,76.0,4.016,76.0,4.213,76.0,3.079,76.0,4.586,76.0,3.339,76.0,3.442,76.0,3.725,76.0,3.39
D,342.0,Aké,50,50,Man City,63.0,3.14,63.0,3.84,63.0,2.97,63.0,3.9,63.0,4.035,0.0,0.0,63.0,3.488,63.0,7.269,63.0,2.714,63.0,4.378,63.0,3.029,63.0,4.07
F,326.0,Morris,53,53,Luton,75.0,3.74,75.0,3.498,75.0,3.462,75.0,3.276,75.0,3.775,75.0,3.323,75.0,3.88,75.0,3.386,75.0,3.796,75.0,3.416,75.0,3.274,75.0,3.895
M,267.0,Andreas,53,53,Fulham,70.0,3.744,70.0,3.139,70.0,3.811,70.0,3.629,70.0,3.12,70.0,3.887,70.0,3.599,70.0,3.235,70.0,3.246,70.0,3.677,70.0,3.704,70.0,3.791
G,230.0,Johnstone,47,47,Crystal Palace,89.0,4.129,89.0,3.715,89.0,4.405,89.0,3.171,89.0,2.705,89.0,3.371,89.0,3.054,89.0,3.462,89.0,3.175,89.0,4.659,89.0,3.077,89.0,3.35
G,482.0,Foderingham,45,45,Sheffield Utd,89.0,4.158,89.0,3.895,89.0,3.163,89.0,3.34,89.0,2.93,89.0,2.962,89.0,4.574,89.0,2.629,89.0,3.958,89.0,3.441,89.0,3.236,89.0,3.983
D,129.0,Dunk,50,50,Brighton,80.0,3.665,80.0,2.634,80.0,3.364,80.0,4.644,80.0,2.495,80.0,3.385,80.0,3.614,80.0,3.426,80.0,4.201,80.0,3.901,80.0,3.81,80.0,3.082
D,350.0,Dias,55,55,Man City,65.0,3.102,65.0,3.846,65.0,2.87,65.0,3.76,65.0,3.969,0.0,0.0,65.0,3.388,65.0,7.194,65.0,2.631,65.0,4.349,65.0,2.936,65.0,4.042
G,569.0,Sá,50,50,Wolves,89.0,3.625,89.0,3.0,89.0,4.378,89.0,4.207,89.0,3.578,89.0,3.19,89.0,3.075,89.0,3.918,89.0,2.998,89.0,3.629,89.0,2.97,89.0,3.384
D,5.0,Gabriel,48,48,Arsenal,82.0,2.874,82.0,4.504,82.0,4.096,82.0,2.78,82.0,3.172,82.0,2.509,82.0,4.169,82.0,3.562,82.0,4.099,82.0,3.759,82.0,2.906,82.0,3.511
D,377.0,Dalot,50,50,Man Utd,84.0,3.607,84.0,2.641,84.0,3.231,84.0,4.528,84.0,2.644,84.0,3.639,84.0,3.303,84.0,3.923,84.0,3.598,84.0,3.824,84.0,4.066,84.0,2.935
G,520.0,Vicario,52,52,Spurs,89.0,3.384,89.0,2.692,89.0,3.951,89.0,3.189,89.0,3.764,89.0,3.956,89.0,3.106,89.0,4.211,89.0,3.33,89.0,3.402,89.0,3.594,89.0,3.345
D,519.0,Udogie,48,48,Spurs,80.0,3.296,80.0,2.22,80.0,4.123,80.0,3.019,80.0,3.965,80.0,4.129,80.0,2.957,80.0,4.556,80.0,3.259,80.0,3.348,80.0,3.626,80.0,3.281
M,447.0,Gibbs-White,57,57,Nott'm Forest,84.0,3.372,84.0,3.645,84.0,3.529,84.0,3.598,84.0,3.463,84.0,3.782,84.0,3.162,84.0,3.506,84.0,3.338,84.0,3.301,84.0,3.657,84.0,3.269
F,485.0,McBurnie,54,54,Sheffield Utd,78.0,3.633,78.0,3.588,78.0,3.275,78.0,3.475,78.0,3.267,78.0,3.317,78.0,3.735,78.0,3.148,78.0,3.589,78.0,3.511,78.0,3.4,78.0,3.668
D,42.0,Digne,47,47,Aston Villa,78.0,3.076,78.0,3.774,78.0,2.251,78.0,2.899,78.0,2.823,78.0,4.904,78.0,3.024,78.0,4.748,78.0,3.52,78.0,2.86,78.0,4.041,78.0,3.582
D,217.0,Thiago Silva,50,50,Chelsea,88.0,2.367,88.0,2.99,88.0,2.969,88.0,3.358,88.0,4.823,88.0,3.496,88.0,3.774,88.0,3.92,88.0,3.97,88.0,2.367,88.0,4.137,88.0,3.327
D,302.0,Konaté,49,49,Liverpool,78.0,2.001,78.0,4.27,78.0,4.011,78.0,3.388,78.0,3.679,78.0,2.907,78.0,3.848,78.0,2.88,78.0,3.687,78.0,3.011,78.0,2.507,78.0,4.88
M,416.0,Joelinton,58,58,Newcastle,75.0,3.18,75.0,3.457,75.0,3.377,75.0,3.183,75.0,3.649,75.0,3.707,75.0,3.766,75.0,3.027,75.0,2.951,75.0,3.109,75.0,3.962,75.0,3.539
M,50.0,McGinn,55,55,Aston Villa,78.0,3.149,78.0,3.59,78.0,2.962,78.0,3.297,78.0,3.106,78.0,3.903,78.0,3.332,78.0,3.868,78.0,3.374,78.0,3.144,78.0,3.695,78.0,3.481
D,528.0,Coufal,46,46,West Ham,77.0,3.904,77.0,3.739,77.0,2.912,77.0,3.422,77.0,4.019,77.0,3.378,77.0,2.445,77.0,2.906,77.0,3.944,77.0,4.208,77.0,3.012,77.0,2.792
G,597.0,Onana,48,48,Man Utd,89.0,3.439,89.0,2.787,89.0,3.235,89.0,4.128,89.0,2.782,89.0,3.42,89.0,3.338,89.0,3.6,89.0,3.513,89.0,3.559,89.0,3.81,89.0,3.041
G,101.0,Flekken,45,45,Brentford,89.0,3.1,89.0,4.52,89.0,2.968,89.0,3.834,89.0,3.313,0.0,0.0,89.0,4.038,89.0,5.279,89.0,4.15,89.0,3.189,89.0,2.694,89.0,3.56
M,540.0,Rice,54,54,Arsenal,85.0,3.074,85.0,3.726,85.0,3.633,85.0,3.061,85.0,3.172,85.0,3.008,85.0,3.596,85.0,3.5,85.0,3.63,85.0,3.564,85.0,3.123,85.0,3.43
D,220.0,Andersen,52,52,Crystal Palace,85.0,4.231,85.0,3.652,85.0,4.504,85.0,2.915,85.0,2.153,85.0,3.183,85.0,2.776,85.0,3.347,85.0,2.726,85.0,4.872,85.0,2.821,85.0,3.141
M,122.0,Adingra,50,50,Brighton,67.0,3.476,67.0,3.003,67.0,3.177,67.0,3.653,67.0,3.077,67.0,3.393,67.0,3.221,67.0,3.408,67.0,3.568,67.0,3.608,67.0,3.46,67.0,3.139
M,280.0,Palhinha,50,50,Fulham,85.0,3.511,85.0,2.919,85.0,3.587,85.0,3.44,85.0,2.905,85.0,3.671,85.0,3.456,85.0,3.172,85.0,2.935,85.0,3.379,85.0,3.545,85.0,3.582
D,544.0,Zouma,45,45,West Ham,86.0,3.802,86.0,3.657,86.0,2.899,86.0,3.344,86.0,3.917,86.0,3.365,86.0,2.409,86.0,2.884,86.0,3.839,86.0,4.099,86.0,3.001,86.0,2.754
D,606.0,Igor,43,43,Brighton,72.0,3.477,72.0,2.49,72.0,3.156,72.0,4.382,72.0,2.4,72.0,3.209,72.0,3.393,72.0,3.249,72.0,3.957,72.0,3.701,72.0,3.594,72.0,2.907
D,633.0,Livramento,43,43,Newcastle,70.0,2.878,70.0,3.467,70.0,3.224,70.0,2.906,70.0,3.946,70.0,3.736,70.0,4.354,70.0,2.361,70.0,2.135,70.0,2.581,70.0,4.742,70.0,3.427
M,402.0,Almirón,62,62,Newcastle,68.0,3.076,68.0,3.287,68.0,3.271,68.0,3.106,68.0,3.461,68.0,3.542,68.0,3.598,68.0,2.964,68.0,2.906,68.0,3.055,68.0,3.771,68.0,3.395
D,688.0,Castagne,45,45,Fulham,82.0,3.764,82.0,2.126,82.0,3.973,82.0,3.599,82.0,2.125,82.0,4.215,82.0,3.425,82.0,2.627,82.0,2.324,82.0,3.598,82.0,3.692,82.0,3.94
M,199.0,Enzo,48,48,Chelsea,85.0,2.92,85.0,3.122,85.0,3.12,85.0,3.247,85.0,3.699,85.0,3.31,85.0,3.392,85.0,3.447,85.0,3.447,85.0,2.926,85.0,3.482,85.0,3.261
M,450.0,Johnson,58,58,Spurs,70.0,3.238,70.0,2.899,70.0,3.473,70.0,3.092,70.0,3.459,70.0,3.482,70.0,3.077,70.0,3.577,70.0,3.234,70.0,3.245,70.0,3.374,70.0,3.151
D,311.0,Tsimikas,47,47,Liverpool,63.0,2.157,63.0,3.907,63.0,3.823,63.0,3.317,63.0,3.421,63.0,2.82,63.0,3.682,63.0,2.742,63.0,3.609,63.0,2.867,63.0,2.574,63.0,4.36
G,614.0,Kaminski,45,45,Luton,89.0,3.577,89.0,2.965,89.0,3.033,89.0,2.775,89.0,3.392,89.0,3.057,89.0,3.699,89.0,3.073,89.0,3.631,89.0,3.079,89.0,2.753,89.0,4.227
M,86.0,Tavernier,54,54,Bournemouth,72.0,3.519,72.0,3.05,72.0,3.22,72.0,3.049,72.0,3.668,72.0,3.334,72.0,3.352,72.0,3.064,72.0,3.018,72.0,3.232,72.0,3.471,72.0,3.244
G,596.0,Trafford,45,45,Burnley,89.0,3.572,89.0,4.119,89.0,3.302,89.0,2.729,89.0,3.574,89.0,3.223,89.0,2.9,89.0,2.776,89.0,4.26,89.0,2.424,89.0,3.611,89.0,2.638
F,33.0,Archer,46,46,Sheffield Utd,75.0,3.457,75.0,3.426,75.0,3.093,75.0,3.135,75.0,3.051,75.0,3.093,75.0,3.484,75.0,2.997,75.0,3.356,75.0,3.351,75.0,3.129,75.0,3.446
D,401.0,Wan-Bissaka,44,44,Man Utd,70.0,3.31,70.0,2.454,70.0,3.024,70.0,4.233,70.0,2.46,70.0,3.316,70.0,3.092,70.0,3.587,70.0,3.372,70.0,3.477,70.0,3.747,70.0,2.72
D,522.0,Aguerd,45,45,West Ham,85.0,3.683,85.0,3.54,85.0,2.9,85.0,3.224,85.0,3.793,85.0,3.242,85.0,2.285,85.0,2.888,85.0,3.72,85.0,3.978,85.0,2.875,85.0,2.633
D,497.0,Emerson Royal,44,44,Spurs,65.0,3.092,65.0,2.304,65.0,3.7,65.0,2.886,65.0,3.537,65.0,3.73,65.0,2.88,65.0,3.971,65.0,3.023,65.0,3.136,65.0,3.385,65.0,3.09
D,234.0,Mitchell,47,47,Crystal Palace,83.0,4.052,83.0,3.509,83.0,4.325,83.0,2.778,83.0,2.046,83.0,3.059,83.0,2.648,83.0,3.216,83.0,2.586,83.0,4.69,83.0,2.696,83.0,3.014
M,392.0,McTominay,48,48,Man Utd,65.0,3.286,65.0,2.916,65.0,2.991,65.0,3.61,65.0,2.918,65.0,3.316,65.0,3.067,65.0,3.496,65.0,3.113,65.0,3.401,65.0,3.378,65.0,3.018
D,281.0,Ream,45,45,Fulham,77.0,3.656,77.0,2.058,77.0,3.86,77.0,3.496,77.0,2.06,77.0,4.095,77.0,3.329,77.0,2.536,77.0,2.256,77.0,3.499,77.0,3.588,77.0,3.83
D,48.0,Konsa,45,45,Aston Villa,84.0,2.837,84.0,3.433,84.0,2.048,84.0,2.667,84.0,2.584,84.0,4.569,84.0,2.789,84.0,4.415,84.0,3.196,84.0,2.626,84.0,3.703,84.0,3.341
D,387.0,Maguire,43,43,Man Utd,75.0,3.279,75.0,2.376,75.0,2.933,75.0,4.138,75.0,2.379,75.0,3.323,75.0,3.013,75.0,3.543,75.0,3.299,75.0,3.459,75.0,3.728,75.0,2.67
D,31.0,Zinchenko,50,50,Arsenal,65.0,2.638,65.0,3.939,65.0,3.723,65.0,2.561,65.0,2.838,65.0,2.384,65.0,3.67,65.0,3.257,65.0,3.635,65.0,3.418,65.0,2.658,65.0,3.195
D,496.0,Dier,42,42,Spurs,80.0,3.06,80.0,2.033,80.0,3.673,80.0,2.812,80.0,3.459,80.0,3.746,80.0,2.744,80.0,4.037,80.0,2.871,80.0,3.107,80.0,3.254,80.0,3.056
M,63.0,Billing,52,52,Bournemouth,75.0,3.4,75.0,2.954,75.0,3.085,75.0,2.985,75.0,3.556,75.0,3.215,75.0,3.225,75.0,2.947,75.0,2.912,75.0,3.098,75.0,3.357,75.0,3.112
G,710.0,Odysseas,45,45,Nott'm Forest,85.0,2.905,85.0,3.521,85.0,3.198,85.0,3.303,85.0,3.256,85.0,3.763,85.0,2.64,85.0,3.177,85.0,2.787,85.0,2.908,85.0,3.36,85.0,2.93
