Pos,ID,Name,BV,SV,Team,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts
D,405.0,Botman,45,45,Newcastle,70.0,4.357,70.0,4.926,70.0,2.806,70.0,2.576,70.0,2.969,70.0,5.214,70.0,4.11,70.0,4.409,70.0,2.829,70.0,4.624,70.0,3.149,70.0,3.769
M,664.0,Ward-Prowse,61,61,West Ham,83.0,3.788,83.0,3.394,83.0,3.69,83.0,4.212,83.0,4.057,83.0,3.67,83.0,3.505,83.0,4.073,83.0,3.696,83.0,3.781,83.0,4.312,83.0,3.5
G,597.0,Onana,48,48,Man Utd,89.0,3.676,89.0,3.456,89.0,3.906,89.0,3.85,89.0,3.806,89.0,4.069,89.0,3.196,89.0,4.058,89.0,4.067,89.0,2.774,89.0,3.999,89.0,4.771
M,661.0,Harrison,55,55,Everton,76.0,3.893,76.0,3.325,76.0,4.137,76.0,3.522,76.0,4.037,76.0,4.013,76.0,3.238,76.0,4.147,76.0,3.735,76.0,4.156,76.0,3.82,76.0,3.455
G,113.0,Raya,49,49,Arsenal,87.0,2.954,87.0,4.286,87.0,3.736,87.0,4.209,87.0,3.956,87.0,3.278,87.0,3.736,87.0,4.019,87.0,3.324,87.0,4.206,87.0,3.896,87.0,3.713
D,48.0,Konsa,45,45,Aston Villa,87.0,4.927,87.0,3.007,87.0,4.59,87.0,3.305,87.0,2.78,87.0,3.936,87.0,3.586,87.0,3.37,87.0,4.561,87.0,3.885,87.0,3.7,87.0,3.362
D,377.0,Dalot,51,51,Man Utd,84.0,3.582,84.0,3.183,84.0,3.964,84.0,3.775,84.0,3.84,84.0,4.011,84.0,2.852,84.0,4.114,84.0,4.063,84.0,2.152,84.0,3.898,84.0,4.947
D,5.0,Gabriel,49,49,Arsenal,82.0,2.628,82.0,4.309,82.0,3.657,82.0,4.237,82.0,3.993,82.0,3.023,82.0,3.648,82.0,4.018,82.0,3.077,82.0,4.287,82.0,3.832,82.0,3.605
M,416.0,Joelinton,58,58,Newcastle,80.0,3.934,80.0,4.076,80.0,3.158,80.0,3.111,80.0,3.228,80.0,4.164,80.0,3.852,80.0,3.944,80.0,3.174,80.0,4.003,80.0,3.451,80.0,3.722
G,230.0,Johnstone,46,46,Crystal Palace,89.0,3.518,89.0,3.162,89.0,3.598,89.0,3.001,89.0,4.647,89.0,3.221,89.0,3.472,89.0,3.527,89.0,4.476,89.0,3.388,89.0,4.542,89.0,3.103
F,433.0,Wilson,78,78,Newcastle,65.0,4.678,65.0,3.849,65.0,3.008,65.0,2.98,65.0,3.097,65.0,4.681,65.0,3.873,65.0,3.613,65.0,3.02,65.0,3.889,65.0,3.206,65.0,3.478
M,542.0,Soucek,49,49,West Ham,77.0,3.619,77.0,3.313,77.0,3.529,77.0,3.857,77.0,3.789,77.0,3.52,77.0,3.403,77.0,3.795,77.0,3.545,77.0,3.578,77.0,3.962,77.0,3.407
F,119.0,Wissa,58,58,Brentford,0.0,0.0,75.0,4.274,75.0,4.004,75.0,4.254,75.0,3.795,75.0,3.482,75.0,4.194,75.0,3.561,75.0,3.998,75.0,3.755,75.0,3.516,75.0,4.365
M,447.0,Gibbs-White,57,57,Nott'm Forest,84.0,3.878,84.0,3.326,84.0,3.647,84.0,3.491,84.0,3.465,84.0,3.736,84.0,3.424,84.0,3.897,84.0,3.354,84.0,3.46,84.0,3.48,84.0,3.995
D,197.0,Colwill,46,46,Chelsea,77.0,3.989,77.0,4.128,77.0,4.269,77.0,4.188,77.0,2.716,77.0,4.593,77.0,3.725,77.0,2.261,77.0,4.049,77.0,3.23,77.0,3.12,77.0,2.73
G,352.0,Ederson,55,55,Man City,0.0,0.0,89.0,3.734,89.0,5.307,89.0,2.996,89.0,4.975,89.0,3.292,89.0,4.326,89.0,3.681,89.0,3.77,89.0,3.989,89.0,2.974,89.0,3.208
M,106.0,Jensen,54,54,Brentford,0.0,0.0,75.0,4.148,75.0,3.921,75.0,4.2,75.0,3.738,75.0,3.39,75.0,4.025,75.0,3.549,75.0,3.883,75.0,3.683,75.0,3.526,75.0,4.094
M,256.0,Iwobi,53,53,Fulham,75.0,3.867,75.0,3.572,75.0,3.126,75.0,3.332,75.0,3.573,75.0,3.738,75.0,3.678,75.0,3.171,75.0,3.426,75.0,3.422,75.0,3.67,75.0,3.556
M,267.0,Andreas,53,53,Fulham,80.0,3.87,80.0,3.516,80.0,3.208,80.0,3.254,80.0,3.589,80.0,3.685,80.0,3.715,80.0,3.267,80.0,3.328,80.0,3.385,80.0,3.61,80.0,3.547
M,354.0,Grealish,72,72,Man City,0.0,0.0,65.0,3.808,65.0,5.12,65.0,3.327,65.0,4.235,65.0,3.517,65.0,3.907,65.0,3.588,65.0,3.921,65.0,3.698,65.0,3.325,65.0,3.505
D,407.0,Burn,44,44,Newcastle,75.0,4.006,75.0,4.632,75.0,2.478,75.0,2.26,75.0,2.662,75.0,4.931,75.0,3.751,75.0,4.136,75.0,2.494,75.0,4.302,75.0,2.843,75.0,3.397
M,199.0,Enzo,48,48,Chelsea,85.0,3.708,85.0,3.726,85.0,3.768,85.0,3.742,85.0,3.09,85.0,3.882,85.0,3.595,85.0,2.977,85.0,3.65,85.0,3.385,85.0,3.217,85.0,3.107
F,246.0,Calvert-Lewin,58,58,Everton,70.0,3.48,70.0,3.336,70.0,3.536,70.0,3.384,70.0,3.567,70.0,3.522,70.0,3.281,70.0,3.632,70.0,3.469,70.0,3.651,70.0,3.481,70.0,3.41
M,365.0,Rodri,56,56,Man City,0.0,0.0,85.0,3.775,85.0,4.41,85.0,3.321,85.0,4.324,85.0,3.503,85.0,3.957,85.0,3.651,85.0,3.909,85.0,3.804,85.0,3.312,85.0,3.497
D,129.0,Dunk,50,50,Brighton,80.0,3.194,80.0,3.541,80.0,3.228,80.0,4.005,80.0,3.704,80.0,3.591,80.0,3.15,80.0,3.749,80.0,3.594,80.0,3.236,80.0,4.268,80.0,2.162
G,520.0,Vicario,53,53,Spurs,89.0,3.762,89.0,3.056,89.0,3.869,89.0,3.304,89.0,3.453,89.0,3.431,89.0,3.36,89.0,4.059,89.0,3.016,89.0,3.752,89.0,2.863,89.0,3.485
G,569.0,Sá,50,50,Wolves,89.0,3.294,89.0,3.109,89.0,3.715,89.0,3.037,89.0,3.528,89.0,2.992,89.0,3.419,89.0,3.217,89.0,4.5,89.0,2.856,89.0,3.779,89.0,3.76
G,482.0,Foderingham,45,45,Sheffield Utd,89.0,2.897,89.0,4.443,89.0,2.602,89.0,3.84,89.0,3.419,89.0,3.155,89.0,3.89,89.0,3.389,89.0,3.542,89.0,3.144,89.0,3.439,89.0,3.219
M,259.0,McNeil,54,54,Everton,75.0,3.508,75.0,2.992,75.0,3.693,75.0,3.242,75.0,3.573,75.0,3.605,75.0,2.928,75.0,3.667,75.0,3.398,75.0,3.675,75.0,3.473,75.0,3.175
F,485.0,McBurnie,54,54,Sheffield Utd,78.0,3.137,78.0,3.586,78.0,3.111,78.0,3.609,78.0,3.472,78.0,3.209,78.0,3.551,78.0,3.425,78.0,3.548,78.0,3.256,78.0,3.468,78.0,3.343
D,302.0,Konaté,49,49,Liverpool,78.0,2.838,78.0,3.717,78.0,2.863,78.0,3.44,78.0,3.338,78.0,2.437,78.0,4.76,78.0,2.885,78.0,5.048,78.0,3.698,78.0,2.247,78.0,3.348
D,369.0,Walker,53,53,Man City,0.0,0.0,72.0,3.62,72.0,5.183,72.0,2.747,72.0,4.843,72.0,3.104,72.0,4.218,72.0,3.557,72.0,3.708,72.0,3.837,72.0,2.726,72.0,3.026
D,220.0,Andersen,50,50,Crystal Palace,85.0,3.21,85.0,2.785,85.0,3.291,85.0,2.398,85.0,4.679,85.0,2.842,85.0,3.166,85.0,3.247,85.0,4.425,85.0,3.14,85.0,4.566,85.0,2.738
M,143.0,Mitoma,65,65,Brighton,65.0,3.349,65.0,3.273,65.0,3.321,65.0,3.561,65.0,3.61,65.0,3.407,65.0,3.215,65.0,3.649,65.0,3.295,65.0,3.358,65.0,3.601,65.0,2.816
D,401.0,Wan-Bissaka,44,44,Man Utd,70.0,3.237,70.0,2.91,70.0,3.6,70.0,3.456,70.0,3.492,70.0,3.603,70.0,2.632,70.0,3.752,70.0,3.652,70.0,2.022,70.0,3.527,70.0,4.473
D,234.0,Mitchell,47,47,Crystal Palace,83.0,3.193,83.0,2.774,83.0,3.273,83.0,2.38,83.0,4.623,83.0,2.822,83.0,3.158,83.0,3.241,83.0,4.366,83.0,3.143,83.0,4.537,83.0,2.73
M,570.0,Sarabia,47,47,Wolves,65.0,3.204,65.0,3.168,65.0,3.392,65.0,3.159,65.0,3.34,65.0,3.149,65.0,3.225,65.0,3.408,65.0,4.045,65.0,3.069,65.0,3.51,65.0,3.538
D,260.0,Mykolenko,46,46,Everton,78.0,3.408,78.0,2.449,78.0,3.896,78.0,3.185,78.0,3.682,78.0,3.798,78.0,2.231,78.0,4.037,78.0,3.14,78.0,4.064,78.0,3.373,78.0,2.942
M,402.0,Almirón,62,62,Newcastle,68.0,3.629,68.0,3.689,68.0,2.962,68.0,2.899,68.0,3.004,68.0,3.821,68.0,3.508,68.0,3.543,68.0,2.982,68.0,3.622,68.0,3.168,68.0,3.376
D,398.0,Shaw,52,52,Man Utd,75.0,3.197,75.0,2.923,75.0,3.541,75.0,3.506,75.0,3.416,75.0,3.596,75.0,2.618,75.0,3.691,75.0,3.6,75.0,1.947,75.0,3.551,75.0,4.466
D,217.0,Thiago Silva,50,50,Chelsea,80.0,3.718,80.0,3.881,80.0,4.0,80.0,3.943,80.0,2.466,80.0,4.335,80.0,3.469,80.0,2.019,80.0,3.737,80.0,2.984,80.0,2.88,80.0,2.519
M,378.0,Elanga,50,50,Nott'm Forest,70.0,3.593,70.0,3.111,70.0,3.338,70.0,3.214,70.0,3.133,70.0,3.498,70.0,3.174,70.0,3.537,70.0,3.131,70.0,3.161,70.0,3.204,70.0,3.822
M,540.0,Rice,54,54,Arsenal,85.0,2.925,85.0,3.539,85.0,3.373,85.0,3.52,85.0,3.484,85.0,3.04,85.0,3.365,85.0,3.525,85.0,3.054,85.0,3.585,85.0,3.27,85.0,3.228
M,34.0,Bailey,56,56,Aston Villa,55.0,4.353,55.0,2.81,55.0,3.385,55.0,2.916,55.0,2.675,55.0,4.277,55.0,2.855,55.0,2.982,55.0,3.351,55.0,4.255,55.0,2.896,55.0,2.968
D,342.0,Aké,50,50,Man City,0.0,0.0,63.0,3.553,63.0,4.808,63.0,2.871,63.0,4.477,63.0,3.151,63.0,3.968,63.0,3.461,63.0,3.675,63.0,3.72,63.0,2.855,63.0,3.095
M,122.0,Adingra,50,50,Brighton,65.0,3.279,65.0,3.202,65.0,3.252,65.0,3.473,65.0,3.535,65.0,3.336,65.0,3.146,65.0,3.563,65.0,3.223,65.0,3.288,65.0,3.513,65.0,2.775
D,544.0,Zouma,45,45,West Ham,86.0,3.365,86.0,2.329,86.0,3.154,86.0,3.867,86.0,3.797,86.0,3.01,86.0,2.675,86.0,3.621,86.0,3.245,86.0,3.206,86.0,4.298,86.0,2.9
G,614.0,Kaminski,45,45,Luton,89.0,3.034,89.0,3.655,89.0,3.118,89.0,3.43,89.0,3.172,89.0,2.73,89.0,4.252,89.0,3.281,89.0,2.673,89.0,3.01,89.0,3.093,89.0,3.919
D,191.0,Badiashile,44,44,Chelsea,70.0,3.638,70.0,3.753,70.0,3.902,70.0,3.808,70.0,2.494,70.0,4.164,70.0,3.411,70.0,2.084,70.0,3.613,70.0,2.944,70.0,2.831,70.0,2.507
G,263.0,Pickford,44,44,Everton,89.0,3.249,89.0,2.686,89.0,3.623,89.0,3.159,89.0,3.473,89.0,3.549,89.0,2.489,89.0,3.754,89.0,3.071,89.0,3.788,89.0,3.322,89.0,2.939
M,406.0,Bruno Guimarães,58,58,Newcastle,85.0,3.471,85.0,3.643,85.0,2.864,85.0,2.83,85.0,2.918,85.0,3.706,85.0,3.41,85.0,3.467,85.0,2.887,85.0,3.56,85.0,2.999,85.0,3.263
F,617.0,Højlund,68,68,Man Utd,76.0,3.288,76.0,3.015,76.0,3.362,76.0,3.293,76.0,3.347,76.0,3.333,76.0,2.969,76.0,3.41,76.0,3.341,76.0,2.906,76.0,3.284,76.0,3.454
D,112.0,Pinnock,46,46,Brentford,0.0,0.0,88.0,4.377,88.0,3.557,88.0,4.643,88.0,3.431,88.0,2.407,88.0,3.794,88.0,2.946,88.0,3.59,88.0,3.483,88.0,2.663,88.0,3.954
M,513.0,Sarr,45,45,Spurs,77.0,3.35,77.0,3.032,77.0,3.432,77.0,3.105,77.0,3.156,77.0,3.223,77.0,3.14,77.0,3.554,77.0,3.029,77.0,3.394,77.0,2.942,77.0,3.286
D,387.0,Maguire,43,43,Man Utd,75.0,3.078,75.0,2.804,75.0,3.403,75.0,3.365,75.0,3.282,75.0,3.479,75.0,2.498,75.0,3.549,75.0,3.482,75.0,1.833,75.0,3.426,75.0,4.327
M,221.0,J.Ayew,54,54,Crystal Palace,77.0,3.108,77.0,2.998,77.0,3.123,77.0,2.874,77.0,3.68,77.0,3.0,77.0,3.108,77.0,3.19,77.0,3.589,77.0,3.191,77.0,3.656,77.0,2.994
D,83.0,Senesi,44,44,Bournemouth,75.0,3.487,75.0,3.62,75.0,2.934,75.0,2.484,75.0,3.127,75.0,4.064,75.0,3.169,75.0,2.209,75.0,2.013,75.0,3.561,75.0,4.451,75.0,3.364
D,496.0,Dier,42,42,Spurs,80.0,3.63,80.0,2.707,80.0,3.77,80.0,2.928,80.0,3.174,80.0,3.187,80.0,3.079,80.0,3.969,80.0,2.678,80.0,3.598,80.0,2.518,80.0,3.225
M,503.0,Lo Celso,48,48,Spurs,60.0,3.262,60.0,3.055,60.0,3.381,60.0,3.114,60.0,3.098,60.0,3.218,60.0,3.089,60.0,3.567,60.0,3.043,60.0,3.312,60.0,2.971,60.0,3.279
D,528.0,Coufal,46,46,West Ham,77.0,3.229,77.0,2.215,77.0,3.029,77.0,3.823,77.0,3.737,77.0,2.873,77.0,2.563,77.0,3.584,77.0,3.117,77.0,3.14,77.0,4.246,77.0,2.759
D,522.0,Aguerd,45,45,West Ham,85.0,3.253,85.0,2.248,85.0,3.071,85.0,3.751,85.0,3.686,85.0,2.897,85.0,2.596,85.0,3.505,85.0,3.161,85.0,3.122,85.0,4.183,85.0,2.837
G,596.0,Trafford,45,45,Burnley,89.0,3.226,89.0,2.952,89.0,2.791,89.0,4.232,89.0,2.466,89.0,3.618,89.0,2.674,89.0,2.943,89.0,3.17,89.0,3.604,89.0,3.24,89.0,3.204
M,372.0,Antony,68,68,Man Utd,70.0,3.135,70.0,3.003,70.0,3.262,70.0,3.202,70.0,3.227,70.0,3.236,70.0,2.923,70.0,3.387,70.0,3.236,70.0,2.724,70.0,3.2,70.0,3.567
D,228.0,Guéhi,45,45,Crystal Palace,85.0,3.014,85.0,2.601,85.0,3.095,85.0,2.204,85.0,4.43,85.0,2.645,85.0,2.984,85.0,3.052,85.0,4.172,85.0,2.954,85.0,4.342,85.0,2.554
D,688.0,Castagne,45,45,Fulham,82.0,4.081,82.0,3.133,82.0,2.52,82.0,2.565,82.0,3.441,82.0,3.47,82.0,3.585,82.0,2.741,82.0,2.805,82.0,2.975,82.0,3.283,82.0,3.35
F,314.0,Adebayo,48,48,Luton,65.0,2.878,65.0,3.953,65.0,2.92,65.0,3.307,65.0,2.88,65.0,2.864,65.0,3.974,65.0,3.028,65.0,2.834,65.0,2.865,65.0,3.142,65.0,3.273
