Pos,ID,Name,BV,SV,Team,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts,26_xMins,26_Pts,27_xMins,27_Pts
D,419.0,Lascelles,42,42,Newcastle,80.0,3.719,80.0,4.729,80.0,4.613,80.0,5.392,80.0,2.775,80.0,2.521,80.0,3.088,80.0,5.711,80.0,4.361,80.0,5.002,80.0,2.877,80.0,5.06
M,143.0,Mitoma,65,65,Brighton,70.0,4.428,70.0,3.63,70.0,4.12,70.0,4.014,70.0,4.063,70.0,4.367,70.0,4.375,70.0,4.215,70.0,3.907,70.0,4.436,70.0,4.102,70.0,4.125
M,12.0,Martinelli,78,78,Arsenal,78.0,3.797,78.0,4.042,78.0,3.699,78.0,4.342,78.0,4.23,78.0,4.372,78.0,4.381,78.0,3.81,78.0,4.197,78.0,4.395,78.0,3.777,78.0,4.468
G,49.0,Martínez,49,49,Aston Villa,89.0,3.467,89.0,3.272,89.0,5.207,89.0,3.541,89.0,4.793,89.0,3.775,89.0,3.33,89.0,4.286,89.0,3.988,89.0,3.866,89.0,4.773,89.0,4.174
D,584.0,Pau,46,46,Aston Villa,87.0,3.226,87.0,3.148,87.0,5.361,87.0,3.392,87.0,4.937,87.0,3.765,87.0,3.173,87.0,4.39,87.0,3.963,87.0,3.828,87.0,4.965,87.0,4.292
M,501.0,Kulusevski,70,70,Spurs,78.0,3.643,78.0,4.274,78.0,4.149,78.0,3.805,78.0,4.285,78.0,3.89,78.0,3.808,78.0,4.013,78.0,3.921,78.0,4.389,78.0,3.745,78.0,4.242
F,225.0,Edouard,55,55,Crystal Palace,75.0,3.677,75.0,3.572,75.0,3.967,75.0,3.881,75.0,3.875,75.0,3.716,75.0,5.129,75.0,3.939,75.0,3.904,75.0,4.069,75.0,4.389,75.0,3.926
G,145.0,Sánchez,46,46,Chelsea,89.0,3.821,89.0,5.27,89.0,4.02,89.0,4.265,89.0,4.248,89.0,4.263,89.0,3.057,89.0,4.526,89.0,3.941,89.0,2.814,89.0,4.048,89.0,3.329
G,352.0,Ederson,55,55,Man City,89.0,4.315,89.0,4.687,0.0,0.0,89.0,3.987,89.0,6.057,89.0,3.053,89.0,5.188,89.0,3.321,89.0,4.647,89.0,3.892,89.0,4.004,89.0,4.084
G,409.0,Dubravka,40,40,Newcastle,89.0,3.487,89.0,4.273,89.0,4.174,89.0,4.859,89.0,2.977,89.0,2.792,89.0,3.159,89.0,5.216,89.0,3.881,89.0,4.571,89.0,3.028,89.0,4.562
F,293.0,Darwin,77,77,Liverpool,68.0,3.996,68.0,3.849,68.0,3.634,68.0,4.042,68.0,3.589,68.0,3.959,68.0,3.759,68.0,3.578,68.0,4.086,68.0,3.689,68.0,4.627,68.0,4.016
D,42.0,Digne,47,47,Aston Villa,78.0,3.069,78.0,2.984,78.0,5.229,78.0,3.188,78.0,4.822,78.0,3.656,78.0,3.035,78.0,4.267,78.0,3.759,78.0,3.692,78.0,4.852,78.0,4.179
F,85.0,Solanke,65,65,Bournemouth,88.0,3.732,88.0,4.855,88.0,4.097,88.0,3.988,88.0,3.641,88.0,3.45,88.0,3.882,88.0,4.283,88.0,3.919,88.0,3.319,88.0,3.357,88.0,4.124
D,369.0,Walker,53,53,Man City,74.0,4.361,74.0,4.663,0.0,0.0,74.0,3.926,74.0,6.02,74.0,2.827,74.0,5.167,74.0,3.181,74.0,4.603,74.0,3.797,74.0,4.01,74.0,4.073
G,301.0,Kelleher,40,40,Liverpool,89.0,3.737,89.0,3.952,89.0,3.377,89.0,3.935,89.0,3.319,89.0,3.858,89.0,3.693,89.0,3.025,89.0,4.942,89.0,3.187,89.0,5.273,89.0,3.895
M,34.0,Bailey,55,55,Aston Villa,60.0,3.171,60.0,3.286,60.0,4.93,60.0,3.384,60.0,3.994,60.0,3.54,60.0,3.151,60.0,4.804,60.0,3.451,60.0,3.614,60.0,3.961,60.0,4.771
M,542.0,Soucek,49,49,West Ham,77.0,3.925,77.0,4.138,77.0,3.88,77.0,3.399,77.0,3.782,77.0,4.096,77.0,4.026,77.0,3.78,77.0,3.491,77.0,4.039,77.0,3.671,77.0,3.813
M,270.0,De Cordova-Reid,54,54,Fulham,75.0,4.037,75.0,3.342,75.0,4.22,75.0,3.987,75.0,3.463,75.0,3.65,75.0,3.997,75.0,4.094,75.0,4.096,75.0,3.592,75.0,3.755,75.0,3.77
G,275.0,Leno,47,47,Fulham,89.0,4.126,89.0,3.182,89.0,4.571,89.0,3.955,89.0,3.447,89.0,3.383,89.0,4.085,89.0,4.084,89.0,4.302,89.0,3.499,89.0,3.61,89.0,3.737
F,415.0,Isak,76,76,Newcastle,65.0,3.463,65.0,3.777,65.0,4.84,65.0,4.014,65.0,3.266,65.0,3.194,65.0,3.341,65.0,4.853,65.0,4.049,65.0,3.842,65.0,3.266,65.0,4.04
F,590.0,Cunha,56,56,Wolves,78.0,4.126,78.0,3.917,78.0,3.768,78.0,3.681,78.0,3.965,78.0,3.726,78.0,3.829,78.0,3.701,78.0,3.751,78.0,3.8,78.0,4.14,78.0,3.432
M,678.0,Doku,67,67,Man City,64.0,4.453,64.0,4.196,0.0,0.0,64.0,3.927,64.0,5.318,64.0,3.51,64.0,4.379,64.0,3.672,64.0,4.108,64.0,3.847,64.0,4.326,64.0,3.948
F,246.0,Calvert-Lewin,58,58,Everton,80.0,3.759,80.0,4.02,80.0,3.68,80.0,3.518,80.0,3.987,80.0,3.651,80.0,3.949,80.0,3.741,80.0,3.444,80.0,4.188,80.0,3.733,80.0,3.983
F,119.0,Wissa,59,59,Brentford,75.0,4.688,75.0,3.835,0.0,0.0,75.0,4.383,75.0,4.819,75.0,4.477,75.0,3.832,75.0,3.524,75.0,4.252,75.0,3.632,75.0,4.001,75.0,3.968
M,267.0,Andreas,53,53,Fulham,80.0,3.912,80.0,3.39,80.0,4.225,80.0,3.834,80.0,3.568,80.0,3.557,80.0,3.895,80.0,3.961,80.0,4.106,80.0,3.605,80.0,3.682,80.0,3.668
D,129.0,Dunk,50,50,Brighton,80.0,4.612,80.0,2.472,80.0,3.566,80.0,3.829,80.0,3.513,80.0,4.328,80.0,4.025,80.0,3.99,80.0,3.325,80.0,4.112,80.0,3.995,80.0,3.578
D,20.0,Saliba,55,55,Arsenal,88.0,2.992,88.0,3.763,88.0,2.807,88.0,4.335,88.0,3.877,88.0,4.42,88.0,4.194,88.0,3.178,88.0,3.813,88.0,4.189,88.0,3.209,88.0,4.545
D,427.0,Schär,53,53,Newcastle,85.0,3.299,85.0,4.274,85.0,4.158,85.0,4.943,85.0,2.57,85.0,2.302,85.0,2.76,85.0,5.264,85.0,3.904,85.0,4.552,85.0,2.614,85.0,4.603
D,29.0,White,56,56,Arsenal,75.0,3.001,75.0,3.739,75.0,2.826,75.0,4.276,75.0,3.883,75.0,4.399,75.0,4.188,75.0,3.173,75.0,3.785,75.0,4.186,75.0,3.208,75.0,4.546
F,8.0,Jesus,79,79,Arsenal,75.0,3.511,75.0,3.733,75.0,3.396,75.0,3.883,75.0,3.914,75.0,3.932,75.0,3.985,75.0,3.428,75.0,3.857,75.0,4.001,75.0,3.374,75.0,4.097
M,365.0,Rodri,56,56,Man City,85.0,4.255,85.0,4.282,0.0,0.0,85.0,3.941,85.0,5.156,85.0,3.419,85.0,4.496,85.0,3.54,85.0,4.141,85.0,3.765,85.0,4.044,85.0,3.932
M,539.0,Paquetá,60,60,West Ham,84.0,3.76,84.0,4.096,84.0,3.693,84.0,3.303,84.0,3.641,84.0,4.073,84.0,4.121,84.0,3.558,84.0,3.44,84.0,3.872,84.0,3.591,84.0,3.719
M,664.0,Ward-Prowse,61,61,West Ham,83.0,3.82,83.0,4.07,83.0,3.676,83.0,3.339,83.0,3.602,83.0,4.09,83.0,3.97,83.0,3.548,83.0,3.46,83.0,3.934,83.0,3.467,83.0,3.692
M,378.0,Elanga,50,50,Nott'm Forest,77.0,4.005,77.0,3.854,77.0,4.05,77.0,3.407,77.0,3.761,77.0,3.546,77.0,3.536,77.0,3.928,77.0,3.498,77.0,3.971,77.0,3.476,77.0,3.544
D,112.0,Pinnock,46,46,Brentford,88.0,4.62,88.0,3.514,0.0,0.0,88.0,4.84,88.0,4.42,88.0,5.189,88.0,3.737,88.0,2.757,88.0,4.226,88.0,3.322,88.0,4.0,88.0,3.923
M,382.0,Garnacho,47,47,Man Utd,74.0,3.93,74.0,3.374,74.0,3.748,74.0,3.546,74.0,3.907,74.0,3.747,74.0,3.878,74.0,3.847,74.0,3.464,74.0,4.01,74.0,3.874,74.0,3.218
M,661.0,Harrison,55,55,Everton,76.0,3.615,76.0,4.007,76.0,3.677,76.0,3.279,76.0,3.966,76.0,3.517,76.0,3.875,76.0,3.797,76.0,3.196,76.0,3.991,76.0,3.561,76.0,3.968
D,342.0,Aké,50,50,Man City,63.0,4.233,63.0,4.346,0.0,0.0,63.0,3.786,63.0,5.547,63.0,2.948,63.0,4.705,63.0,3.218,63.0,4.246,63.0,3.641,63.0,3.873,63.0,3.864
G,113.0,Raya,49,49,Arsenal,87.0,3.159,87.0,3.671,87.0,2.982,87.0,4.151,87.0,3.738,87.0,4.232,87.0,3.913,87.0,3.284,87.0,3.681,87.0,4.015,87.0,3.319,87.0,4.246
M,86.0,Tavernier,54,54,Bournemouth,72.0,3.562,72.0,4.202,72.0,3.895,72.0,3.86,72.0,3.606,72.0,3.351,72.0,3.742,72.0,4.031,72.0,3.756,72.0,3.23,72.0,3.163,72.0,3.915
D,197.0,Colwill,45,45,Chelsea,78.0,3.584,78.0,5.137,78.0,3.809,78.0,4.036,78.0,4.108,78.0,4.046,78.0,2.574,78.0,4.41,78.0,3.611,78.0,2.095,78.0,3.869,78.0,2.946
D,5.0,Gabriel,49,49,Arsenal,82.0,2.921,82.0,3.654,82.0,2.736,82.0,4.19,82.0,3.738,82.0,4.279,82.0,4.054,82.0,3.107,82.0,3.669,82.0,4.049,82.0,3.136,82.0,4.404
M,416.0,Joelinton,58,58,Newcastle,75.0,3.498,75.0,3.844,75.0,3.957,75.0,3.986,75.0,3.118,75.0,3.029,75.0,3.266,75.0,4.211,75.0,3.767,75.0,3.925,75.0,3.128,75.0,3.921
G,520.0,Vicario,52,52,Spurs,89.0,3.141,89.0,3.842,89.0,3.943,89.0,3.221,89.0,4.167,89.0,3.391,89.0,3.426,89.0,3.595,89.0,3.528,89.0,4.185,89.0,3.19,89.0,4.01
D,519.0,Udogie,48,48,Spurs,80.0,2.946,80.0,4.034,80.0,4.064,80.0,3.067,80.0,4.289,80.0,3.225,80.0,3.339,80.0,3.591,80.0,3.454,80.0,4.381,80.0,2.999,80.0,4.13
D,506.0,Pedro Porro,53,53,Spurs,84.0,2.941,84.0,4.058,84.0,4.06,84.0,3.043,84.0,4.287,84.0,3.198,84.0,3.321,84.0,3.583,84.0,3.434,84.0,4.409,84.0,2.977,84.0,4.166
M,249.0,A.Doucouré,55,55,Everton,85.0,3.548,85.0,3.921,85.0,3.558,85.0,3.237,85.0,3.875,85.0,3.436,85.0,3.773,85.0,3.679,85.0,3.152,85.0,3.934,85.0,3.497,85.0,3.865
D,377.0,Dalot,50,50,Man Utd,84.0,4.351,84.0,2.669,84.0,3.628,84.0,3.263,84.0,4.057,84.0,3.854,84.0,3.912,84.0,4.046,84.0,2.917,84.0,4.202,84.0,4.167,84.0,2.196
M,447.0,Gibbs-White,57,57,Nott'm Forest,84.0,3.848,84.0,3.725,84.0,3.884,84.0,3.31,84.0,3.698,84.0,3.427,84.0,3.462,84.0,3.738,84.0,3.418,84.0,3.793,84.0,3.381,84.0,3.454
M,106.0,Jensen,54,54,Brentford,75.0,4.242,75.0,3.61,0.0,0.0,75.0,4.176,75.0,4.451,75.0,4.246,75.0,3.77,75.0,3.402,75.0,4.044,75.0,3.569,75.0,3.893,75.0,3.703
G,533.0,Fabianski,42,42,West Ham,89.0,3.573,89.0,4.045,89.0,3.64,89.0,2.944,89.0,3.497,89.0,4.049,89.0,4.056,89.0,3.334,89.0,3.203,89.0,3.748,89.0,3.454,89.0,3.556
G,597.0,Onana,48,48,Man Utd,89.0,4.157,89.0,2.912,89.0,3.59,89.0,3.371,89.0,3.766,89.0,3.752,89.0,3.69,89.0,3.9,89.0,3.096,89.0,3.944,89.0,3.961,89.0,2.683
M,392.0,McTominay,49,49,Man Utd,75.0,3.76,75.0,3.27,75.0,3.593,75.0,3.392,75.0,3.72,75.0,3.564,75.0,3.695,75.0,3.693,75.0,3.31,75.0,3.85,75.0,3.764,75.0,3.147
D,48.0,Konsa,45,45,Aston Villa,87.0,2.767,87.0,2.661,87.0,4.856,87.0,2.898,87.0,4.433,87.0,3.264,87.0,2.719,87.0,3.887,87.0,3.466,87.0,3.325,87.0,4.461,87.0,3.794
M,259.0,McNeil,54,54,Everton,75.0,3.505,75.0,3.783,75.0,3.542,75.0,3.063,75.0,3.736,75.0,3.383,75.0,3.645,75.0,3.633,75.0,3.01,75.0,3.732,75.0,3.455,75.0,3.713
F,485.0,McBurnie,54,54,Sheffield Utd,78.0,3.475,78.0,3.413,78.0,3.317,78.0,3.71,78.0,3.192,78.0,3.615,78.0,3.764,78.0,3.39,78.0,3.662,78.0,3.494,78.0,3.596,78.0,3.354
D,611.0,Disasi,49,49,Chelsea,79.0,3.386,79.0,4.926,79.0,3.586,79.0,3.839,79.0,3.889,79.0,3.848,79.0,2.421,79.0,4.189,79.0,3.412,79.0,1.954,79.0,3.671,79.0,2.795
D,302.0,Konaté,49,49,Liverpool,78.0,3.376,78.0,3.621,78.0,2.866,78.0,3.661,78.0,2.838,78.0,3.489,78.0,3.306,78.0,2.443,78.0,4.711,78.0,2.702,78.0,5.05,78.0,3.667
D,511.0,Romero,49,49,Spurs,86.0,2.828,86.0,3.859,86.0,3.884,86.0,2.965,86.0,4.077,86.0,3.098,86.0,3.2,86.0,3.435,86.0,3.328,86.0,4.182,86.0,2.883,86.0,3.964
D,217.0,Thiago Silva,50,50,Chelsea,88.0,3.35,88.0,4.924,88.0,3.556,88.0,3.811,88.0,3.872,88.0,3.821,88.0,2.401,88.0,4.166,88.0,3.379,88.0,1.929,88.0,3.639,88.0,2.751
D,633.0,Livramento,43,43,Newcastle,70.0,3.045,70.0,3.871,70.0,3.792,70.0,4.48,70.0,2.407,70.0,2.175,70.0,2.575,70.0,4.783,70.0,3.559,70.0,4.138,70.0,2.447,70.0,4.175
G,230.0,Johnstone,47,47,Crystal Palace,89.0,3.097,89.0,2.627,89.0,3.516,89.0,3.128,89.0,3.415,89.0,2.969,89.0,4.602,89.0,3.157,89.0,3.494,89.0,3.503,89.0,4.291,89.0,3.39
G,482.0,Foderingham,45,45,Sheffield Utd,89.0,3.346,89.0,3.105,89.0,2.923,89.0,4.503,89.0,2.671,89.0,3.77,89.0,3.442,89.0,3.206,89.0,3.925,89.0,3.404,89.0,3.505,89.0,3.226
D,544.0,Zouma,45,45,West Ham,86.0,3.43,86.0,4.062,86.0,3.47,86.0,2.505,86.0,3.274,86.0,4.04,86.0,4.002,86.0,3.092,86.0,2.868,86.0,3.737,86.0,3.179,86.0,3.352
G,569.0,Sá,50,50,Wolves,89.0,4.156,89.0,3.409,89.0,3.303,89.0,2.929,89.0,3.743,89.0,3.01,89.0,3.534,89.0,3.002,89.0,3.225,89.0,3.259,89.0,4.541,89.0,2.821
M,540.0,Rice,54,54,Arsenal,85.0,3.082,85.0,3.353,85.0,3.045,85.0,3.58,85.0,3.508,85.0,3.653,85.0,3.604,85.0,3.155,85.0,3.436,85.0,3.621,85.0,3.152,85.0,3.729
M,50.0,McGinn,55,55,Aston Villa,78.0,3.163,78.0,3.015,78.0,3.811,78.0,3.222,78.0,3.697,78.0,3.276,78.0,3.061,78.0,3.578,78.0,3.375,78.0,3.383,78.0,3.699,78.0,3.516
M,199.0,Enzo,48,48,Chelsea,85.0,3.332,85.0,3.828,85.0,3.479,85.0,3.508,85.0,3.546,85.0,3.517,85.0,3.018,85.0,3.645,85.0,3.379,85.0,2.885,85.0,3.398,85.0,3.108
F,326.0,Morris,52,52,Luton,75.0,3.196,75.0,3.423,75.0,3.242,75.0,3.653,75.0,3.294,75.0,3.557,75.0,3.326,75.0,3.194,75.0,3.671,75.0,3.417,75.0,3.206,75.0,3.242
D,260.0,Mykolenko,45,45,Everton,75.0,3.361,75.0,3.938,75.0,3.346,75.0,2.235,75.0,3.792,75.0,3.09,75.0,3.632,75.0,3.726,75.0,2.058,75.0,4.039,75.0,3.06,75.0,3.914
F,617.0,Højlund,69,69,Man Utd,76.0,3.452,76.0,3.068,76.0,3.39,76.0,3.229,76.0,3.468,76.0,3.353,76.0,3.465,76.0,3.436,76.0,3.184,76.0,3.53,76.0,3.461,76.0,3.012
M,591.0,Willian,53,53,Fulham,68.0,3.45,68.0,2.984,68.0,3.701,68.0,3.434,68.0,3.105,68.0,3.124,68.0,3.412,68.0,3.597,68.0,3.526,68.0,3.124,68.0,3.237,68.0,3.238
M,450.0,Johnson,58,58,Spurs,70.0,3.026,70.0,3.512,70.0,3.433,70.0,3.132,70.0,3.512,70.0,3.165,70.0,3.181,70.0,3.332,70.0,3.213,70.0,3.587,70.0,3.1,70.0,3.459
G,101.0,Flekken,45,45,Brentford,89.0,3.972,89.0,3.242,0.0,0.0,89.0,4.126,89.0,3.933,89.0,4.443,89.0,3.301,89.0,2.747,89.0,3.632,89.0,3.129,89.0,3.5,89.0,3.517
D,528.0,Coufal,46,46,West Ham,77.0,3.301,77.0,3.964,77.0,3.28,77.0,2.33,77.0,3.075,77.0,3.931,77.0,3.88,77.0,2.902,77.0,2.693,77.0,3.634,77.0,2.962,77.0,3.205
D,220.0,Andersen,51,51,Crystal Palace,85.0,2.812,85.0,2.081,85.0,3.356,85.0,2.872,85.0,3.218,85.0,2.63,85.0,4.8,85.0,2.963,85.0,3.271,85.0,3.403,85.0,4.4,85.0,3.227
D,496.0,Dier,42,42,Spurs,80.0,2.72,80.0,3.552,80.0,3.663,80.0,2.717,80.0,3.826,80.0,2.84,80.0,3.077,80.0,3.2,80.0,3.094,80.0,3.884,80.0,2.693,80.0,3.665
M,122.0,Adingra,50,50,Brighton,67.0,3.413,67.0,2.888,67.0,3.217,67.0,3.166,67.0,3.206,67.0,3.36,67.0,3.383,67.0,3.285,67.0,3.087,67.0,3.415,67.0,3.242,67.0,3.224
M,402.0,Almirón,62,62,Newcastle,68.0,3.076,68.0,3.353,68.0,3.468,68.0,3.536,68.0,2.877,68.0,2.802,68.0,2.933,68.0,3.692,68.0,3.332,68.0,3.412,68.0,2.908,68.0,3.471
D,350.0,Dias,55,55,Man City,65.0,3.618,65.0,3.837,0.0,0.0,65.0,3.299,65.0,4.961,65.0,2.448,65.0,4.233,65.0,2.724,65.0,3.816,65.0,3.183,65.0,3.343,65.0,3.366
D,398.0,Shaw,52,52,Man Utd,75.0,3.923,75.0,2.411,75.0,3.213,75.0,2.983,75.0,3.603,75.0,3.496,75.0,3.455,75.0,3.601,75.0,2.663,75.0,3.751,75.0,3.674,75.0,1.983
D,401.0,Wan-Bissaka,44,44,Man Utd,70.0,3.857,70.0,2.404,70.0,3.199,70.0,2.918,70.0,3.608,70.0,3.41,70.0,3.475,70.0,3.555,70.0,2.626,70.0,3.759,70.0,3.663,70.0,2.005
M,26.0,Trossard,65,65,Arsenal,55.0,2.897,55.0,3.096,55.0,2.874,55.0,3.295,55.0,3.223,55.0,3.313,55.0,3.208,55.0,2.966,55.0,3.199,55.0,3.219,55.0,2.926,55.0,4.171
D,234.0,Mitchell,47,47,Crystal Palace,83.0,2.763,83.0,2.032,83.0,3.28,83.0,2.822,83.0,3.165,83.0,2.552,83.0,4.661,83.0,2.891,83.0,3.218,83.0,3.311,83.0,4.285,83.0,3.154
D,688.0,Castagne,45,45,Fulham,82.0,3.538,82.0,2.213,82.0,4.096,82.0,3.316,82.0,2.687,82.0,2.64,82.0,3.575,82.0,3.512,82.0,3.774,82.0,2.805,82.0,2.874,82.0,3.061
D,31.0,Zinchenko,52,52,Arsenal,65.0,2.575,65.0,3.111,65.0,2.438,65.0,3.562,65.0,3.271,65.0,3.657,65.0,3.53,65.0,2.693,65.0,3.196,65.0,3.526,65.0,2.714,65.0,3.812
D,368.0,Stones,53,53,Man City,65.0,3.555,65.0,3.77,0.0,0.0,65.0,3.232,65.0,4.887,65.0,2.372,65.0,4.167,65.0,2.651,65.0,3.749,65.0,3.11,65.0,3.276,65.0,3.297
M,372.0,Antony,68,68,Man Utd,70.0,3.333,70.0,2.923,70.0,3.161,70.0,3.042,70.0,3.291,70.0,3.189,70.0,3.261,70.0,3.261,70.0,2.96,70.0,3.414,70.0,3.281,70.0,2.767
M,256.0,Iwobi,53,53,Fulham,75.0,3.278,75.0,2.836,75.0,3.48,75.0,3.234,75.0,2.972,75.0,2.951,75.0,3.224,75.0,3.354,75.0,3.343,75.0,2.976,75.0,3.071,75.0,3.081
F,343.0,Álvarez,70,70,Man City,67.0,3.612,67.0,3.463,0.0,0.0,67.0,3.358,67.0,4.142,67.0,3.098,67.0,3.555,67.0,3.205,67.0,3.366,67.0,3.225,67.0,3.452,67.0,3.313
G,614.0,Kaminski,45,45,Luton,89.0,2.661,89.0,3.224,89.0,2.942,89.0,3.646,89.0,3.1,89.0,3.38,89.0,3.09,89.0,2.646,89.0,4.244,89.0,3.196,89.0,2.644,89.0,2.95
G,263.0,Pickford,44,44,Everton,89.0,3.171,89.0,3.471,89.0,3.117,89.0,2.555,89.0,3.377,89.0,2.989,89.0,3.264,89.0,3.39,89.0,2.345,89.0,3.619,89.0,2.876,89.0,3.537
M,503.0,Lo Celso,48,48,Spurs,60.0,2.853,60.0,3.421,60.0,3.167,60.0,2.976,60.0,3.399,60.0,3.02,60.0,2.963,60.0,3.133,60.0,2.999,60.0,3.446,60.0,2.953,60.0,3.195
D,522.0,Aguerd,45,45,West Ham,85.0,3.122,85.0,3.75,85.0,3.162,85.0,2.224,85.0,2.99,85.0,3.731,85.0,3.695,85.0,2.784,85.0,2.588,85.0,3.425,85.0,2.969,85.0,3.083
D,265.0,Tarkowski,44,44,Everton,86.0,3.115,86.0,3.67,86.0,3.097,86.0,2.108,86.0,3.519,86.0,2.876,86.0,3.358,86.0,3.503,86.0,1.912,86.0,3.787,86.0,2.801,86.0,3.701
