Pos,ID,Name,BV,SV,Team,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts
D,377.0,Dalot,49,49,Man Utd,67.0,2.149,67.0,2.578,67.0,3.28,67.0,3.001,67.0,2.868,67.0,3.353,67.0,1.931,67.0,2.978
D,436.0,Aurier,45,45,Nott'm Forest,73.0,2.565,73.0,3.849,73.0,1.689,73.0,2.651,73.0,2.564,73.0,4.104,73.0,1.975,73.0,2.673
M,397.0,Sancho,69,69,Man Utd,60.0,2.534,60.0,2.596,60.0,2.976,60.0,2.76,60.0,2.742,60.0,3.062,60.0,2.447,60.0,2.904
D,271.0,Diop,45,45,Fulham,84.0,1.462,84.0,3.954,84.0,2.485,84.0,2.827,84.0,3.869,84.0,2.673,84.0,2.02,84.0,2.598
F,326.0,Morris,55,55,Luton,86.0,2.775,86.0,2.772,86.0,2.845,86.0,2.762,86.0,2.654,86.0,2.81,86.0,2.615,86.0,2.6
D,604.0,Aina,45,45,Nott'm Forest,69.0,2.537,69.0,3.731,69.0,1.723,69.0,2.614,69.0,2.545,69.0,4.003,69.0,2.017,69.0,2.639
D,553.0,Giles,45,45,Luton,77.0,2.899,77.0,2.699,77.0,3.414,77.0,2.736,77.0,2.868,77.0,2.886,77.0,2.162,77.0,2.004
F,486.0,Ndiaye,55,55,Sheffield Utd,65.0,2.785,65.0,2.725,65.0,2.587,65.0,2.744,65.0,2.768,65.0,2.638,65.0,2.578,65.0,2.826
M,261.0,Onana,49,49,Everton,77.0,2.857,77.0,2.551,77.0,2.583,77.0,3.016,77.0,2.916,77.0,2.475,77.0,2.677,77.0,2.576
D,285.0,Tete,45,45,Fulham,75.0,1.461,75.0,3.897,75.0,2.441,75.0,2.757,75.0,3.818,75.0,2.663,75.0,2.013,75.0,2.563
D,577.0,Ogbonna,45,45,West Ham,77.0,3.385,77.0,1.766,77.0,1.934,77.0,3.996,77.0,2.252,77.0,2.392,77.0,3.494,77.0,2.347
M,64.0,Brooks,49,49,Bournemouth,65.0,2.604,65.0,2.677,65.0,2.503,65.0,2.532,65.0,2.821,65.0,2.989,65.0,3.036,65.0,2.392
F,590.0,Cunha,55,55,Wolves,66.0,2.68,66.0,2.496,66.0,2.949,66.0,2.446,66.0,2.675,66.0,2.868,66.0,2.49,66.0,2.949
M,488.0,Norwood,50,50,Sheffield Utd,77.0,2.847,77.0,2.633,77.0,2.587,77.0,2.657,77.0,2.745,77.0,2.652,77.0,2.509,77.0,2.906
D,439.0,Boly,45,45,Nott'm Forest,78.0,2.494,78.0,3.807,78.0,1.558,78.0,2.595,78.0,2.501,78.0,4.076,78.0,1.858,78.0,2.632
D,563.0,Kilman,45,45,Wolves,83.0,2.555,83.0,2.239,83.0,3.548,83.0,1.795,83.0,2.714,83.0,3.057,83.0,2.221,83.0,3.36
M,161.0,Brownhill,49,49,Burnley,82.0,2.759,82.0,2.805,82.0,2.642,82.0,2.486,82.0,2.724,82.0,2.547,82.0,2.789,82.0,2.723
D,283.0,Robinson,45,45,Fulham,78.0,1.438,78.0,3.861,78.0,2.42,78.0,2.76,78.0,3.777,78.0,2.606,78.0,1.988,78.0,2.56
M,81.0,Rothwell,50,50,Bournemouth,77.0,2.526,77.0,2.671,77.0,2.462,77.0,2.54,77.0,2.72,77.0,2.91,77.0,2.956,77.0,2.36
D,532.0,Emerson,45,45,West Ham,67.0,3.219,67.0,1.852,67.0,2.017,67.0,3.716,67.0,2.26,67.0,2.394,67.0,3.289,67.0,2.363
D,572.0,Semedo,45,45,Wolves,78.0,2.504,78.0,2.206,78.0,3.479,78.0,1.761,78.0,2.665,78.0,3.0,78.0,2.187,78.0,3.293
D,316.0,Bell,40,40,Luton,82.0,2.8,82.0,2.596,82.0,3.33,82.0,2.632,82.0,2.769,82.0,2.791,82.0,2.049,82.0,1.899
M,231.0,Lerma,49,49,Crystal Palace,74.0,2.778,74.0,2.455,74.0,2.706,74.0,2.405,74.0,2.777,74.0,2.348,74.0,2.599,74.0,2.697
D,369.0,Walker,51,51,Man City,60.0,3.006,60.0,2.498,60.0,3.195,60.0,2.643,60.0,1.905,60.0,2.249,60.0,2.122,60.0,3.143
M,451.0,Kouyaté,49,49,Nott'm Forest,76.0,2.517,76.0,2.903,76.0,2.311,76.0,2.561,76.0,2.528,76.0,2.962,76.0,2.4,76.0,2.574
D,315.0,Andersen,40,40,Luton,77.0,2.77,77.0,2.574,77.0,3.285,77.0,2.611,77.0,2.74,77.0,2.76,77.0,2.036,77.0,1.886
M,294.0,Diogo Jota,80,80,Liverpool,55.0,2.35,55.0,2.63,55.0,2.485,55.0,2.365,55.0,2.134,55.0,2.599,55.0,2.68,55.0,3.411
D,551.0,Dawson,45,45,Wolves,80.0,2.431,80.0,2.176,80.0,3.414,80.0,1.717,80.0,2.59,80.0,2.932,80.0,2.16,80.0,3.227
D,471.0,Ahmedhodžić,45,45,Sheffield Utd,78.0,3.247,78.0,2.513,78.0,1.975,78.0,2.545,78.0,2.689,78.0,2.346,78.0,1.729,78.0,3.434
F,168.0,Foster,50,50,Burnley,78.0,2.58,78.0,2.642,78.0,2.445,78.0,2.37,78.0,2.586,78.0,2.521,78.0,2.638,78.0,2.586
D,441.0,Cook,45,45,Nott'm Forest,75.0,2.341,75.0,3.614,75.0,1.476,75.0,2.427,75.0,2.351,75.0,3.879,75.0,1.767,75.0,2.46
M,276.0,Lukic,45,45,Fulham,75.0,2.237,75.0,2.836,75.0,2.476,75.0,2.549,75.0,2.821,75.0,2.494,75.0,2.353,75.0,2.475
M,513.0,Sarr,45,45,Spurs,75.0,2.634,75.0,2.881,75.0,2.196,75.0,2.291,75.0,2.752,75.0,2.587,75.0,2.362,75.0,2.434
M,66.0,Cook,50,50,Bournemouth,77.0,2.394,77.0,2.543,77.0,2.329,77.0,2.406,77.0,2.597,77.0,2.789,77.0,2.833,77.0,2.231
M,489.0,Osborn,49,49,Sheffield Utd,75.0,2.659,75.0,2.469,75.0,2.381,75.0,2.495,75.0,2.547,75.0,2.443,75.0,2.325,75.0,2.721
D,176.0,Roberts,45,45,Burnley,79.0,2.871,79.0,2.873,79.0,2.375,79.0,1.705,79.0,2.636,79.0,2.068,79.0,2.838,79.0,2.636
M,126.0,Caicedo,49,49,Chelsea,75.0,2.694,75.0,2.566,75.0,2.444,75.0,2.501,75.0,2.608,75.0,2.331,75.0,2.436,75.0,2.411
M,470.0,Yates,49,49,Nott'm Forest,78.0,2.431,78.0,2.79,78.0,2.187,78.0,2.469,78.0,2.436,78.0,2.847,78.0,2.291,78.0,2.483
M,493.0,Bissouma,50,50,Spurs,79.0,2.572,79.0,2.734,79.0,2.216,79.0,2.32,79.0,2.595,79.0,2.588,79.0,2.358,79.0,2.445
M,583.0,Solomon,54,54,Spurs,30.0,2.476,30.0,3.242,30.0,2.032,30.0,2.13,30.0,3.244,30.0,2.337,30.0,2.126,30.0,2.183
M,586.0,Chong,50,50,Luton,65.0,2.482,65.0,2.478,65.0,2.62,65.0,2.492,65.0,2.461,65.0,2.554,65.0,2.342,65.0,2.305
M,475.0,Berge,50,50,Burnley,80.0,2.529,80.0,2.588,80.0,2.406,80.0,2.263,80.0,2.494,80.0,2.352,80.0,2.58,80.0,2.492
D,89.0,Zabarnyi,45,45,Bournemouth,78.0,2.066,78.0,2.623,78.0,1.885,78.0,2.116,78.0,2.639,78.0,3.313,78.0,3.569,78.0,1.433
M,165.0,Cullen,50,50,Burnley,87.0,2.509,87.0,2.576,87.0,2.396,87.0,2.256,87.0,2.473,87.0,2.335,87.0,2.56,87.0,2.473
D,480.0,Egan,45,45,Sheffield Utd,85.0,3.078,85.0,2.338,85.0,1.855,85.0,2.37,85.0,2.517,85.0,2.231,85.0,1.61,85.0,3.274
D,455.0,McKenna,45,45,Nott'm Forest,82.0,2.183,82.0,3.515,82.0,1.332,82.0,2.283,82.0,2.191,82.0,3.787,82.0,1.63,82.0,2.32
M,280.0,Palhinha,50,50,Fulham,82.0,2.07,82.0,2.738,82.0,2.332,82.0,2.425,82.0,2.722,82.0,2.351,82.0,2.195,82.0,2.332
M,254.0,Gueye,49,49,Everton,74.0,2.525,74.0,2.248,74.0,2.281,74.0,2.679,74.0,2.591,74.0,2.184,74.0,2.367,74.0,2.273
D,467.0,N.Williams,45,45,Nott'm Forest,73.0,2.193,73.0,3.424,73.0,1.369,73.0,2.279,73.0,2.197,73.0,3.679,73.0,1.668,73.0,2.306
M,268.0,Cairney,50,50,Fulham,63.0,2.115,63.0,2.684,63.0,2.327,63.0,2.367,63.0,2.673,63.0,2.376,63.0,2.206,63.0,2.289
F,314.0,Adebayo,50,50,Luton,75.0,2.385,75.0,2.39,75.0,2.447,75.0,2.384,75.0,2.361,75.0,2.427,75.0,2.329,75.0,2.268
D,473.0,Baldock,40,40,Sheffield Utd,77.0,3.022,77.0,2.297,77.0,1.836,77.0,2.329,77.0,2.473,77.0,2.204,77.0,1.598,77.0,3.208
D,576.0,Jack Robinson,45,45,Sheffield Utd,75.0,3.008,75.0,2.314,75.0,1.816,75.0,2.342,75.0,2.474,75.0,2.184,75.0,1.592,75.0,3.191
F,8.0,Jesus,79,79,Arsenal,55.0,2.231,55.0,2.435,55.0,2.328,55.0,2.416,55.0,2.083,55.0,2.311,55.0,2.981,55.0,2.106
D,302.0,Konaté,50,50,Liverpool,60.0,2.189,60.0,2.314,60.0,2.453,60.0,2.054,60.0,1.769,60.0,2.684,60.0,2.834,60.0,2.505
D,178.0,Taylor,40,40,Burnley,75.0,2.677,75.0,2.683,75.0,2.229,75.0,1.589,75.0,2.448,75.0,1.913,75.0,2.65,75.0,2.446
M,565.0,Lemina,50,50,Wolves,74.0,2.281,74.0,2.224,74.0,2.514,74.0,2.12,74.0,2.316,74.0,2.432,74.0,2.21,74.0,2.479
D,474.0,Basham,40,40,Sheffield Utd,74.0,2.927,74.0,2.241,74.0,1.795,74.0,2.268,74.0,2.399,74.0,2.158,74.0,1.573,74.0,3.093
D,173.0,O'Shea,45,45,Burnley,82.0,2.667,82.0,2.675,82.0,2.21,82.0,1.539,82.0,2.431,82.0,1.861,82.0,2.633,82.0,2.431
M,378.0,Elanga,50,50,Nott'm Forest,60.0,2.235,60.0,2.574,60.0,1.99,60.0,2.243,60.0,2.239,60.0,2.728,60.0,2.089,60.0,2.246
M,481.0,Fleck,49,49,Sheffield Utd,67.0,2.424,67.0,2.275,67.0,2.162,67.0,2.301,67.0,2.345,67.0,2.217,67.0,2.13,67.0,2.475
D,497.0,Emerson Royal,45,45,Spurs,60.0,2.449,60.0,2.811,60.0,1.721,60.0,1.876,60.0,2.496,60.0,2.479,60.0,2.05,60.0,2.212
M,574.0,Traoré,44,44,Wolves,77.0,2.198,77.0,2.157,77.0,2.475,77.0,2.037,77.0,2.243,77.0,2.367,77.0,2.141,77.0,2.438
D,484.0,Lowe,45,45,Sheffield Utd,72.0,2.845,72.0,2.177,72.0,1.748,72.0,2.201,72.0,2.329,72.0,2.102,72.0,1.531,72.0,3.02
M,52.0,Nakamba,45,45,Luton,80.0,2.262,80.0,2.229,80.0,2.415,80.0,2.229,80.0,2.232,80.0,2.291,80.0,2.079,80.0,2.086
F,485.0,McBurnie,54,54,Sheffield Utd,65.0,2.279,65.0,2.199,65.0,2.132,65.0,2.247,65.0,2.273,65.0,2.147,65.0,2.124,65.0,2.303
M,223.0,C.Doucouré,50,50,Crystal Palace,65.0,2.353,65.0,2.096,65.0,2.281,65.0,2.066,65.0,2.35,65.0,2.017,65.0,2.2,65.0,2.302
M,65.0,Christie,50,50,Bournemouth,62.0,2.141,62.0,2.202,62.0,2.083,62.0,2.107,62.0,2.267,62.0,2.396,62.0,2.437,62.0,2.032
M,35.0,Buendía,58,58,Aston Villa,55.0,1.875,55.0,2.048,55.0,2.027,55.0,1.903,55.0,2.28,55.0,2.152,55.0,2.43,55.0,2.272
D,41.0,Diego Carlos,45,45,Aston Villa,57.0,1.697,57.0,2.085,57.0,1.928,57.0,1.889,57.0,2.241,57.0,2.175,57.0,2.65,57.0,2.238
M,133.0,Gilmour,50,50,Brighton,62.0,2.028,62.0,2.032,62.0,2.319,62.0,2.058,62.0,2.037,62.0,1.913,62.0,2.245,62.0,2.182
D,84.0,Smith,44,44,Bournemouth,65.0,1.824,65.0,2.216,65.0,1.647,65.0,1.798,65.0,2.259,65.0,2.751,65.0,2.952,65.0,1.294
M,159.0,Benson,54,54,Burnley,65.0,2.113,65.0,2.182,65.0,1.986,65.0,1.902,65.0,2.079,65.0,2.008,65.0,2.177,65.0,2.076
M,570.0,Sarabia,50,50,Wolves,55.0,2.012,55.0,1.844,55.0,2.348,55.0,1.786,55.0,2.014,55.0,2.239,55.0,1.803,55.0,2.339
M,26.0,Trossard,67,67,Arsenal,35.0,1.961,35.0,2.137,35.0,2.052,35.0,2.223,35.0,1.794,35.0,2.009,35.0,2.35,35.0,1.828
F,82.0,Semenyo,45,45,Bournemouth,60.0,2.013,60.0,2.022,60.0,1.916,60.0,1.922,60.0,2.104,60.0,2.11,60.0,2.115,60.0,1.835
F,33.0,Archer,45,45,Sheffield Utd,65.0,2.039,65.0,1.987,65.0,1.957,65.0,2.007,65.0,2.033,65.0,1.965,65.0,1.95,65.0,2.064
D,83.0,Senesi,44,44,Bournemouth,62.0,1.731,62.0,2.056,62.0,1.583,62.0,1.709,62.0,2.101,62.0,2.51,62.0,2.676,62.0,1.298
M,4.0,Fábio Vieira,54,54,Arsenal,35.0,1.854,35.0,1.986,35.0,1.93,35.0,2.071,35.0,1.721,35.0,1.881,35.0,2.21,35.0,1.746
F,468.0,Wood,50,50,Nott'm Forest,55.0,1.869,55.0,1.981,55.0,1.72,55.0,1.857,55.0,1.875,55.0,2.036,55.0,1.743,55.0,1.873
M,55.0,Ramsey,59,59,Aston Villa,55.0,1.645,55.0,1.786,55.0,1.764,55.0,1.668,55.0,1.965,55.0,1.891,55.0,2.101,55.0,1.958
M,657.0,Rak-Sakyi,45,45,Crystal Palace,60.0,1.927,60.0,1.731,60.0,1.868,60.0,1.721,60.0,1.923,60.0,1.687,60.0,1.813,60.0,1.894
M,557.0,Hwang,55,55,Wolves,52.0,1.763,52.0,1.672,52.0,2.002,52.0,1.626,52.0,1.769,52.0,1.896,52.0,1.662,52.0,2.001
M,86.0,Tavernier,54,54,Bournemouth,48.0,1.694,48.0,1.723,48.0,1.601,48.0,1.606,48.0,1.852,48.0,1.941,48.0,1.961,48.0,1.569
M,432.0,Willock,54,54,Newcastle,35.0,1.555,35.0,1.665,35.0,1.968,35.0,1.874,35.0,1.752,35.0,1.666,35.0,1.87,35.0,1.57
M,423.0,Murphy,49,49,Newcastle,27.0,1.587,27.0,1.672,27.0,1.893,27.0,1.792,27.0,1.702,27.0,1.673,27.0,1.785,27.0,1.601
F,135.0,João Pedro,55,55,Brighton,45.0,1.673,45.0,1.613,45.0,1.881,45.0,1.639,45.0,1.71,45.0,1.567,45.0,1.819,45.0,1.783
M,515.0,Skipp,49,49,Spurs,60.0,1.755,60.0,1.83,60.0,1.538,60.0,1.576,60.0,1.772,60.0,1.733,60.0,1.614,60.0,1.642
M,95.0,Canós,50,50,Brentford,55.0,1.774,55.0,1.514,55.0,1.709,55.0,1.743,55.0,1.551,55.0,1.796,55.0,1.602,55.0,1.664
F,258.0,Maupay,50,50,Everton,35.0,1.788,35.0,1.525,35.0,1.598,35.0,1.827,35.0,1.771,35.0,1.52,35.0,1.666,35.0,1.524
D,507.0,Perišić,49,49,Spurs,45.0,1.749,45.0,1.898,45.0,1.392,45.0,1.448,45.0,1.867,45.0,1.692,45.0,1.534,45.0,1.569
F,232.0,Mateta,49,49,Crystal Palace,35.0,1.738,35.0,1.606,35.0,1.681,35.0,1.548,35.0,1.731,35.0,1.484,35.0,1.61,35.0,1.748
M,371.0,Amad,44,44,Man Utd,8.0,1.334,8.0,1.354,8.0,1.841,8.0,1.598,8.0,1.474,8.0,2.266,8.0,1.309,8.0,1.746
M,87.0,H.Traorè,49,49,Bournemouth,32.0,1.575,32.0,1.59,32.0,1.529,32.0,1.53,32.0,1.697,32.0,1.739,32.0,1.743,32.0,1.454
M,527.0,Cornet,54,54,West Ham,35.0,1.859,35.0,1.434,35.0,1.436,35.0,1.857,35.0,1.438,35.0,1.561,35.0,1.672,35.0,1.56
D,150.0,Van Hecke,40,40,Brighton,56.0,1.411,56.0,1.432,56.0,1.986,56.0,1.444,56.0,1.416,56.0,1.154,56.0,1.848,56.0,1.697
M,549.0,Chiquinho,45,45,Wolves,24.0,1.517,24.0,1.409,24.0,1.685,24.0,1.386,24.0,1.517,24.0,1.591,24.0,1.409,24.0,1.682
F,535.0,Ings,59,59,West Ham,28.0,1.645,28.0,1.335,28.0,1.375,28.0,1.641,28.0,1.372,28.0,1.468,28.0,1.538,28.0,1.456
M,59.0,Traoré,50,50,Aston Villa,15.0,1.276,15.0,1.333,15.0,1.329,15.0,1.284,15.0,1.484,15.0,1.356,15.0,1.995,15.0,1.478
M,381.0,Fred,50,50,Man Utd,45.0,1.324,45.0,1.338,45.0,1.553,45.0,1.384,45.0,1.382,45.0,1.649,45.0,1.318,45.0,1.469
F,44.0,Durán,50,50,Aston Villa,23.0,1.362,23.0,1.375,23.0,1.412,23.0,1.313,23.0,1.448,23.0,1.448,23.0,1.512,23.0,1.441
F,552.0,Fabio Silva,55,55,Wolves,45.0,1.38,45.0,1.339,45.0,1.529,45.0,1.317,45.0,1.379,45.0,1.488,45.0,1.337,45.0,1.527
M,578.0,Nelson,49,49,Arsenal,11.0,1.256,11.0,1.41,11.0,1.27,11.0,1.411,11.0,1.16,11.0,1.306,11.0,2.302,11.0,1.175
M,98.0,Damsgaard,49,49,Brentford,47.0,1.477,47.0,1.283,47.0,1.445,47.0,1.476,47.0,1.339,47.0,1.494,47.0,1.352,47.0,1.408
M,128.0,Dahoud,49,49,Brighton,40.0,1.296,40.0,1.337,40.0,1.552,40.0,1.384,40.0,1.332,40.0,1.277,40.0,1.465,40.0,1.465
G,113.0,Raya,49,49,Arsenal,35.0,1.326,35.0,1.374,35.0,1.367,35.0,1.383,35.0,1.312,35.0,1.366,35.0,1.361,35.0,1.315
G,148.0,Steele,45,45,Brighton,45.0,1.288,45.0,1.305,45.0,1.358,45.0,1.353,45.0,1.291,45.0,1.274,45.0,1.473,45.0,1.372
M,99.0,Dasilva,49,49,Brentford,23.0,1.354,23.0,1.208,23.0,1.329,23.0,1.357,23.0,1.237,23.0,1.369,23.0,1.259,23.0,1.3
M,282.0,Reed,49,49,Fulham,44.0,1.207,44.0,1.4,44.0,1.265,44.0,1.266,44.0,1.4,44.0,1.294,44.0,1.221,44.0,1.243
F,13.0,Nketiah,56,56,Arsenal,22.0,1.295,22.0,1.355,22.0,1.334,22.0,1.219,22.0,1.215,22.0,1.332,22.0,1.293,22.0,1.251
M,421.0,S.Longstaff,49,49,Newcastle,27.0,1.146,27.0,1.188,27.0,1.338,27.0,1.265,27.0,1.204,27.0,1.189,27.0,1.259,27.0,1.16
M,58.0,Tielemans,59,59,Aston Villa,26.0,1.115,26.0,1.165,26.0,1.161,26.0,1.118,26.0,1.269,26.0,1.197,26.0,1.285,26.0,1.261
D,536.0,Johnson,44,44,West Ham,45.0,1.285,45.0,1.138,45.0,1.137,45.0,1.293,45.0,1.146,45.0,1.159,45.0,1.241,45.0,1.157
D,260.0,Mykolenko,44,44,Everton,33.0,1.266,33.0,1.136,33.0,1.159,33.0,1.265,33.0,1.256,33.0,1.133,33.0,1.19,33.0,1.136
F,490.0,Osula,45,45,Sheffield Utd,35.0,1.206,35.0,1.171,35.0,1.108,35.0,1.181,35.0,1.201,35.0,1.124,35.0,1.101,35.0,1.229
M,138.0,Lallana,49,49,Brighton,20.0,1.108,20.0,1.124,20.0,1.226,20.0,1.153,20.0,1.116,20.0,1.134,20.0,1.211,20.0,1.206
D,573.0,Toti,45,45,Wolves,37.0,1.119,37.0,1.066,37.0,1.225,37.0,1.06,37.0,1.119,37.0,1.212,37.0,1.06,37.0,1.222
M,499.0,Højbjerg,54,54,Spurs,25.0,1.192,25.0,1.199,25.0,1.05,25.0,1.067,25.0,1.205,25.0,1.149,25.0,1.101,25.0,1.099
D,465.0,Toffolo,44,44,Nott'm Forest,34.0,1.11,34.0,1.202,34.0,1.09,34.0,1.114,34.0,1.114,34.0,1.214,34.0,1.094,34.0,1.114
D,598.0,Doherty,44,44,Wolves,23.0,1.097,23.0,1.044,23.0,1.265,23.0,1.026,23.0,1.096,23.0,1.188,23.0,1.039,23.0,1.265
D,321.0,Doughty,44,44,Luton,35.0,1.117,35.0,1.135,35.0,1.171,35.0,1.134,35.0,1.105,35.0,1.173,35.0,1.081,35.0,1.038
M,229.0,Hughes,49,49,Crystal Palace,25.0,1.13,25.0,1.041,25.0,1.096,25.0,1.011,25.0,1.123,25.0,1.0,25.0,1.06,25.0,1.14
M,38.0,Coutinho,59,59,Aston Villa,20.0,0.959,20.0,1.035,20.0,1.03,20.0,0.969,20.0,1.135,20.0,1.064,20.0,1.221,20.0,1.128
D,633.0,Livramento,45,45,Newcastle,25.0,0.983,25.0,1.033,25.0,1.126,25.0,1.118,25.0,1.056,25.0,1.035,25.0,1.114,25.0,0.999
M,392.0,McTominay,49,49,Man Utd,22.0,0.957,22.0,0.969,22.0,1.106,22.0,1.021,22.0,1.019,22.0,1.176,22.0,0.953,22.0,1.075
M,208.0,Madueke,54,54,Chelsea,20.0,1.073,20.0,1.074,20.0,1.003,20.0,1.052,20.0,1.085,20.0,0.952,20.0,1.002,20.0,1.011
D,358.0,Lewis,45,45,Man City,23.0,1.043,23.0,1.011,23.0,1.069,23.0,1.078,23.0,0.952,23.0,0.967,23.0,0.973,23.0,1.07
F,287.0,Vinícius,49,49,Fulham,15.0,0.84,15.0,1.392,15.0,0.921,15.0,0.92,15.0,1.392,15.0,0.923,15.0,0.86,15.0,0.892
D,548.0,Bueno,45,45,Wolves,25.0,1.001,25.0,0.964,25.0,1.088,25.0,0.938,25.0,1.0,25.0,1.075,25.0,0.96,25.0,1.084
M,244.0,André Gomes,44,44,Everton,24.0,1.058,24.0,0.961,24.0,0.971,24.0,1.058,24.0,1.049,24.0,0.957,24.0,1.001,24.0,0.961
D,512.0,Sánchez,44,44,Spurs,24.0,1.032,24.0,1.037,24.0,0.911,24.0,0.925,24.0,1.04,24.0,1.007,24.0,0.957,24.0,0.958
D,514.0,R.Sessegnon,45,45,Spurs,15.0,0.997,15.0,1.108,15.0,0.832,15.0,0.848,15.0,1.114,15.0,0.933,15.0,0.892,15.0,0.89
M,446.0,Freuler,49,49,Nott'm Forest,24.0,0.92,24.0,0.99,24.0,0.886,24.0,0.923,24.0,0.924,24.0,1.0,24.0,0.903,24.0,0.924
D,318.0,Burke,40,40,Luton,23.0,0.928,23.0,0.947,23.0,0.969,23.0,0.946,23.0,0.915,23.0,0.971,23.0,0.893,23.0,0.865
D,517.0,Spence,40,40,Spurs,18.0,0.955,18.0,1.034,18.0,0.839,18.0,0.854,18.0,1.036,18.0,0.934,18.0,0.883,18.0,0.884
D,194.0,Chalobah,44,44,Chelsea,22.0,0.97,22.0,0.972,22.0,0.895,22.0,0.945,22.0,0.98,22.0,0.858,22.0,0.894,22.0,0.903
D,389.0,Malacia,44,44,Man Utd,23.0,0.85,23.0,0.861,23.0,1.001,23.0,0.913,23.0,0.901,23.0,1.01,23.0,0.847,23.0,0.965
D,90.0,Ajer,45,45,Brentford,23.0,0.96,23.0,0.84,23.0,0.932,23.0,0.96,23.0,0.849,23.0,0.968,23.0,0.867,23.0,0.903
D,537.0,Kehrer,44,44,West Ham,23.0,0.973,23.0,0.835,23.0,0.852,23.0,0.972,23.0,0.856,23.0,0.878,23.0,0.943,23.0,0.877
M,300.0,Jones,49,49,Liverpool,13.0,0.852,13.0,0.937,13.0,0.877,13.0,0.855,13.0,0.804,13.0,0.906,13.0,0.93,13.0,1.011
M,22.0,Smith Rowe,54,54,Arsenal,13.0,0.883,13.0,0.859,13.0,0.84,13.0,0.96,13.0,0.853,13.0,0.813,13.0,1.113,13.0,0.839
D,252.0,Godfrey,44,44,Everton,22.0,0.944,22.0,0.852,22.0,0.86,22.0,0.944,22.0,0.935,22.0,0.847,22.0,0.889,22.0,0.852
M,362.0,Palmer,50,50,Man City,12.0,0.849,12.0,0.823,12.0,0.895,12.0,0.903,12.0,0.761,12.0,0.777,12.0,0.805,12.0,0.895
M,591.0,Willian,54,54,Fulham,13.0,0.724,13.0,1.047,13.0,0.795,13.0,0.793,13.0,1.047,13.0,0.797,13.0,0.738,13.0,0.767
D,31.0,Zinchenko,49,49,Arsenal,17.0,0.78,17.0,0.855,17.0,0.823,17.0,0.896,17.0,0.761,17.0,0.802,17.0,0.911,17.0,0.758
M,492.0,Bentancur,55,55,Spurs,12.0,0.873,12.0,0.877,12.0,0.738,12.0,0.753,12.0,0.881,12.0,0.828,12.0,0.789,12.0,0.791
M,442.0,Danilo,54,54,Nott'm Forest,12.0,0.79,12.0,0.878,12.0,0.728,12.0,0.794,12.0,0.797,12.0,0.975,12.0,0.752,12.0,0.795
F,76.0,Moore,49,49,Bournemouth,14.0,0.81,14.0,0.82,14.0,0.765,14.0,0.771,14.0,0.845,14.0,0.865,14.0,0.871,14.0,0.745
D,395.0,Varane,51,51,Man Utd,17.0,0.741,17.0,0.753,17.0,0.865,17.0,0.784,17.0,0.782,17.0,0.873,17.0,0.748,17.0,0.829
M,295.0,Elliott,49,49,Liverpool,13.0,0.742,13.0,0.82,13.0,0.765,13.0,0.744,13.0,0.712,13.0,0.791,13.0,0.812,13.0,0.948
D,5.0,Gabriel,48,48,Arsenal,15.0,0.744,15.0,0.812,15.0,0.783,15.0,0.836,15.0,0.729,15.0,0.763,15.0,0.928,15.0,0.726
F,246.0,Calvert-Lewin,58,58,Everton,14.0,0.867,14.0,0.698,14.0,0.743,14.0,0.884,14.0,0.819,14.0,0.693,14.0,0.762,14.0,0.698
M,170.0,Gudmundsson,49,49,Burnley,15.0,0.771,15.0,0.835,15.0,0.736,15.0,0.717,15.0,0.76,15.0,0.743,15.0,0.836,15.0,0.758
M,292.0,Bajcetic,49,49,Liverpool,15.0,0.713,15.0,0.781,15.0,0.737,15.0,0.716,15.0,0.687,15.0,0.76,15.0,0.774,15.0,0.865
D,311.0,Tsimikas,44,44,Liverpool,12.0,0.691,12.0,0.79,12.0,0.717,12.0,0.694,12.0,0.635,12.0,0.752,12.0,0.784,12.0,0.852
D,191.0,Badiashile,44,44,Chelsea,15.0,0.765,15.0,0.766,15.0,0.7,15.0,0.744,15.0,0.776,15.0,0.67,15.0,0.699,15.0,0.708
M,310.0,Thiago,49,49,Liverpool,15.0,0.672,15.0,0.755,15.0,0.693,15.0,0.674,15.0,0.643,15.0,0.725,15.0,0.749,15.0,0.84
M,400.0,Van de Beek,49,49,Man Utd,14.0,0.655,14.0,0.667,14.0,0.761,14.0,0.686,14.0,0.684,14.0,0.848,14.0,0.659,14.0,0.729
D,530.0,Cresswell,44,44,West Ham,15.0,0.818,15.0,0.636,15.0,0.641,15.0,0.811,15.0,0.642,15.0,0.671,15.0,0.739,15.0,0.671
D,560.0,Jonny,44,44,Wolves,15.0,0.68,15.0,0.648,15.0,0.764,15.0,0.638,15.0,0.679,15.0,0.751,15.0,0.644,15.0,0.76
D,151.0,Veltman,44,44,Brighton,15.0,0.656,15.0,0.657,15.0,0.766,15.0,0.684,15.0,0.663,15.0,0.634,15.0,0.744,15.0,0.736
M,67.0,Dembélé,45,45,Bournemouth,12.0,0.673,12.0,0.683,12.0,0.658,12.0,0.664,12.0,0.708,12.0,0.724,12.0,0.736,12.0,0.657
