Pos,ID,Name,BV,SV,Team,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts
G,291.0,Alisson,55,55,Liverpool,89.0,4.427,89.0,3.669,89.0,3.216,89.0,4.653,89.0,5.043,89.0,4.471,89.0,3.817,89.0,2.849,89.0,4.71,89.0,4.446,89.0,3.626,89.0,3.879
D,350.0,Dias,55,55,Man City,78.0,5.261,78.0,4.163,78.0,3.027,78.0,3.663,78.0,3.406,78.0,5.089,78.0,3.542,78.0,3.598,78.0,4.653,78.0,3.569,78.0,4.576,78.0,4.22
M,664.0,Ward-Prowse,62,62,West Ham,80.0,3.642,80.0,4.521,80.0,3.785,80.0,3.762,80.0,4.147,80.0,3.702,80.0,4.412,80.0,4.353,80.0,3.941,80.0,3.917,80.0,4.233,80.0,4.294
F,437.0,Awoniyi,66,66,Nott'm Forest,75.0,3.594,75.0,3.92,75.0,3.971,75.0,5.1,75.0,3.68,75.0,3.968,75.0,4.031,75.0,3.66,75.0,4.143,75.0,4.332,75.0,4.195,75.0,4.004
M,501.0,Kulusevski,70,70,Spurs,77.0,3.761,77.0,3.761,77.0,4.48,77.0,4.397,77.0,3.906,77.0,3.889,77.0,4.257,77.0,3.954,77.0,3.493,77.0,4.166,77.0,3.807,77.0,4.367
F,8.0,Jesus,79,79,Arsenal,67.0,3.836,67.0,4.115,67.0,3.521,67.0,3.66,67.0,4.77,67.0,3.589,67.0,4.549,67.0,3.679,67.0,4.113,67.0,4.555,67.0,3.868,67.0,3.951
D,405.0,Botman,46,46,Newcastle,82.0,4.454,82.0,5.466,82.0,3.542,82.0,3.995,82.0,3.891,82.0,3.23,82.0,4.028,82.0,3.948,82.0,3.691,82.0,3.739,82.0,3.507,82.0,4.702
M,376.0,Casemiro,54,54,Man Utd,82.0,4.31,82.0,3.987,82.0,3.949,82.0,4.283,82.0,3.494,82.0,4.104,82.0,4.52,82.0,4.079,82.0,3.544,82.0,3.977,82.0,4.332,82.0,3.562
M,379.0,Eriksen,59,59,Man Utd,63.0,4.749,63.0,3.633,63.0,3.62,63.0,4.967,63.0,3.352,63.0,4.082,63.0,4.951,63.0,3.805,63.0,3.447,63.0,3.594,63.0,4.208,63.0,3.439
M,567.0,Neto,55,55,Wolves,75.0,4.396,75.0,3.43,75.0,3.758,75.0,4.115,75.0,3.605,75.0,4.358,75.0,3.888,75.0,3.986,75.0,3.521,75.0,4.411,75.0,4.295,75.0,3.812
G,569.0,Sá,50,50,Wolves,89.0,4.408,89.0,3.103,89.0,3.783,89.0,4.007,89.0,3.434,89.0,4.296,89.0,3.936,89.0,3.958,89.0,3.302,89.0,4.793,89.0,4.556,89.0,3.733
F,523.0,Antonio,60,60,West Ham,75.0,3.422,75.0,4.81,75.0,3.448,75.0,3.682,75.0,3.866,75.0,3.634,75.0,4.054,75.0,4.718,75.0,3.741,75.0,3.748,75.0,4.054,75.0,3.968
G,275.0,Leno,46,46,Fulham,89.0,3.677,89.0,3.912,89.0,4.958,89.0,3.806,89.0,3.265,89.0,3.829,89.0,3.634,89.0,4.486,89.0,3.273,89.0,4.688,89.0,4.217,89.0,3.319
D,522.0,Aguerd,45,45,West Ham,80.0,2.99,80.0,4.912,80.0,3.291,80.0,3.478,80.0,4.4,80.0,3.298,80.0,4.579,80.0,4.275,80.0,3.779,80.0,3.686,80.0,3.878,80.0,4.471
G,524.0,Areola,41,41,West Ham,89.0,3.151,89.0,4.773,89.0,3.45,89.0,3.524,89.0,4.197,89.0,3.347,89.0,4.472,89.0,4.23,89.0,3.868,89.0,3.647,89.0,3.944,89.0,4.368
D,112.0,Pinnock,45,45,Brentford,85.0,4.433,85.0,3.995,85.0,3.183,85.0,5.062,85.0,3.293,85.0,4.069,85.0,2.786,85.0,3.176,85.0,5.192,85.0,2.902,85.0,4.268,85.0,3.814
D,281.0,Ream,45,45,Fulham,84.0,3.467,84.0,3.828,84.0,5.211,84.0,3.659,84.0,3.102,84.0,3.697,84.0,3.481,84.0,4.552,84.0,2.859,84.0,4.733,84.0,4.188,84.0,2.91
M,303.0,Luis Díaz,77,77,Liverpool,62.0,3.668,62.0,3.588,62.0,3.267,62.0,3.88,62.0,4.044,62.0,4.78,62.0,3.485,62.0,3.131,62.0,3.927,62.0,4.75,62.0,3.434,62.0,3.523
M,43.0,Douglas Luiz,54,54,Aston Villa,80.0,3.323,80.0,3.465,80.0,4.102,80.0,3.897,80.0,4.422,80.0,3.977,80.0,4.305,80.0,3.54,80.0,4.214,80.0,3.282,80.0,3.512,80.0,3.355
M,540.0,Rice,54,54,Arsenal,85.0,3.76,85.0,3.94,85.0,3.341,85.0,3.488,85.0,4.316,85.0,3.462,85.0,4.316,85.0,3.462,85.0,4.008,85.0,4.106,85.0,3.514,85.0,3.442
F,293.0,Darwin,74,74,Liverpool,55.0,3.513,55.0,3.464,55.0,3.64,55.0,3.607,55.0,3.884,55.0,4.682,55.0,3.419,55.0,3.332,55.0,3.85,55.0,4.841,55.0,3.348,55.0,3.463
M,106.0,Jensen,54,54,Brentford,75.0,3.819,75.0,3.936,75.0,3.478,75.0,4.198,75.0,3.466,75.0,3.796,75.0,3.383,75.0,3.531,75.0,4.288,75.0,3.332,75.0,4.109,75.0,3.618
M,12.0,Martinelli,79,79,Arsenal,70.0,3.808,70.0,3.9,70.0,3.277,70.0,3.499,70.0,4.262,70.0,3.359,70.0,4.17,70.0,3.493,70.0,4.042,70.0,4.078,70.0,3.568,70.0,3.482
M,378.0,Elanga,50,50,Nott'm Forest,60.0,3.305,60.0,3.567,60.0,3.458,60.0,5.153,60.0,3.424,60.0,3.655,60.0,3.557,60.0,3.534,60.0,3.878,60.0,3.843,60.0,3.875,60.0,3.682
M,249.0,A.Doucouré,55,55,Everton,83.0,3.536,83.0,4.22,83.0,4.02,83.0,3.299,83.0,3.817,83.0,3.401,83.0,3.646,83.0,3.676,83.0,3.903,83.0,3.436,83.0,3.673,83.0,3.996
D,20.0,Saliba,52,52,Arsenal,82.0,3.966,82.0,3.893,82.0,2.363,82.0,3.14,82.0,5.233,82.0,2.678,82.0,5.208,82.0,2.937,82.0,4.506,82.0,4.343,82.0,3.176,82.0,3.082
G,49.0,Martínez,49,49,Aston Villa,89.0,3.318,89.0,3.399,89.0,3.74,89.0,3.94,89.0,4.878,89.0,3.929,89.0,4.281,89.0,3.489,89.0,3.899,89.0,2.961,89.0,3.403,89.0,3.196
D,129.0,Dunk,50,50,Brighton,84.0,4.502,84.0,3.211,84.0,3.049,84.0,2.133,84.0,4.309,84.0,3.695,84.0,5.127,84.0,3.891,84.0,3.188,84.0,3.521,84.0,5.106,84.0,2.653
M,267.0,Andreas,55,55,Fulham,80.0,3.544,80.0,3.647,80.0,4.19,80.0,3.666,80.0,3.399,80.0,3.625,80.0,3.519,80.0,3.966,80.0,3.453,80.0,4.055,80.0,3.777,80.0,3.417
D,519.0,Udogie,47,47,Spurs,80.0,2.898,80.0,3.117,80.0,4.622,80.0,4.55,80.0,3.446,80.0,3.754,80.0,4.112,80.0,3.794,80.0,2.327,80.0,4.201,80.0,3.161,80.0,4.259
D,29.0,White,55,55,Arsenal,84.0,3.972,84.0,3.881,84.0,2.324,84.0,3.087,84.0,5.234,84.0,2.627,84.0,5.209,84.0,2.889,84.0,4.509,84.0,4.335,84.0,3.121,84.0,3.036
G,145.0,Sánchez,46,46,Chelsea,89.0,3.734,89.0,3.936,89.0,4.276,89.0,3.489,89.0,3.656,89.0,3.595,89.0,3.017,89.0,3.129,89.0,3.358,89.0,3.329,89.0,3.743,89.0,4.876
D,427.0,Schär,50,50,Newcastle,85.0,4.022,85.0,5.054,85.0,3.178,85.0,3.657,85.0,3.542,85.0,2.895,85.0,3.618,85.0,3.7,85.0,3.43,85.0,3.466,85.0,3.233,85.0,4.307
G,520.0,Vicario,51,51,Spurs,89.0,3.113,89.0,3.252,89.0,4.257,89.0,4.258,89.0,3.503,89.0,3.698,89.0,3.8,89.0,3.703,89.0,2.741,89.0,3.991,89.0,3.303,89.0,3.972
M,603.0,Barnes,64,64,Newcastle,55.0,4.72,55.0,4.682,55.0,3.281,55.0,3.287,55.0,3.537,55.0,3.166,55.0,3.565,55.0,3.336,55.0,3.386,55.0,3.542,55.0,3.364,55.0,3.683
F,60.0,Watkins,79,79,Aston Villa,84.0,3.488,84.0,3.357,84.0,3.782,84.0,3.742,84.0,3.915,84.0,3.812,84.0,3.83,84.0,3.671,84.0,3.808,84.0,3.261,84.0,3.369,84.0,3.499
D,234.0,Mitchell,45,45,Crystal Palace,77.0,4.165,77.0,2.96,77.0,4.449,77.0,2.657,77.0,3.743,77.0,4.117,77.0,4.128,77.0,4.146,77.0,3.439,77.0,4.369,77.0,2.953,77.0,2.132
D,369.0,Walker,52,52,Man City,68.0,4.568,68.0,3.67,68.0,2.679,68.0,3.231,68.0,3.021,68.0,4.428,68.0,3.141,68.0,3.166,68.0,4.08,68.0,3.163,68.0,3.99,68.0,3.698
M,6.0,Havertz,72,72,Arsenal,75.0,3.634,75.0,3.7,75.0,3.129,75.0,3.35,75.0,4.078,75.0,3.191,75.0,3.991,75.0,3.319,75.0,3.844,75.0,3.886,75.0,3.388,75.0,3.31
M,50.0,McGinn,55,55,Aston Villa,76.0,3.325,76.0,3.387,76.0,3.608,76.0,3.647,76.0,4.049,76.0,3.75,76.0,3.84,76.0,3.427,76.0,3.735,76.0,3.198,76.0,3.448,76.0,3.309
D,241.0,Tomkins,40,40,Crystal Palace,68.0,3.972,68.0,3.089,68.0,4.213,68.0,2.782,68.0,3.717,68.0,3.936,68.0,4.054,68.0,3.959,68.0,3.39,68.0,4.142,68.0,3.064,68.0,2.384
D,407.0,Burn,45,45,Newcastle,82.0,3.892,82.0,4.919,82.0,3.06,82.0,3.53,82.0,3.423,82.0,2.775,82.0,3.49,82.0,3.593,82.0,3.328,82.0,3.366,82.0,3.134,82.0,4.175
M,199.0,Enzo,50,50,Chelsea,85.0,3.681,85.0,3.647,85.0,3.99,85.0,3.344,85.0,3.463,85.0,3.43,85.0,3.179,85.0,3.204,85.0,3.458,85.0,3.332,85.0,3.491,85.0,4.421
G,101.0,Flekken,45,45,Brentford,89.0,3.961,89.0,3.598,89.0,3.064,89.0,4.513,89.0,3.102,89.0,3.709,89.0,2.773,89.0,3.097,89.0,4.643,89.0,2.823,89.0,3.851,89.0,3.476
D,203.0,Gusto,42,42,Chelsea,74.0,3.686,74.0,3.894,74.0,4.328,74.0,3.142,74.0,3.508,74.0,3.549,74.0,2.488,74.0,2.81,74.0,3.253,74.0,3.147,74.0,3.797,74.0,5.0
D,401.0,Wan-Bissaka,46,46,Man Utd,76.0,4.083,76.0,3.507,76.0,3.279,76.0,4.101,76.0,2.279,76.0,3.646,76.0,4.966,76.0,3.498,76.0,2.554,76.0,3.432,76.0,4.363,76.0,2.508
M,86.0,Tavernier,54,54,Bournemouth,68.0,3.239,68.0,3.292,68.0,3.565,68.0,3.791,68.0,3.869,68.0,3.097,68.0,3.306,68.0,3.845,68.0,3.451,68.0,3.343,68.0,3.347,68.0,4.0
M,259.0,McNeil,54,54,Everton,75.0,3.34,75.0,4.021,75.0,3.759,75.0,3.263,75.0,3.467,75.0,3.373,75.0,3.336,75.0,3.466,75.0,3.639,75.0,3.32,75.0,3.425,75.0,3.727
M,221.0,J.Ayew,55,55,Crystal Palace,77.0,3.715,77.0,3.32,77.0,3.845,77.0,3.023,77.0,3.586,77.0,3.784,77.0,3.701,77.0,3.789,77.0,3.485,77.0,3.824,77.0,3.136,77.0,2.857
M,447.0,Gibbs-White,59,59,Nott'm Forest,80.0,3.059,80.0,3.438,80.0,3.337,80.0,4.12,80.0,3.269,80.0,3.46,80.0,3.513,80.0,3.337,80.0,3.685,80.0,3.618,80.0,3.648,80.0,3.576
G,597.0,Onana,49,49,Man Utd,89.0,3.85,89.0,3.488,89.0,3.302,89.0,3.855,89.0,2.665,89.0,3.485,89.0,4.644,89.0,3.454,89.0,2.787,89.0,3.439,89.0,4.078,89.0,2.787
G,77.0,Neto,45,45,Bournemouth,89.0,2.871,89.0,3.185,89.0,3.432,89.0,3.992,89.0,4.419,89.0,2.502,89.0,3.078,89.0,3.94,89.0,3.433,89.0,3.205,89.0,3.005,89.0,4.66
M,525.0,Benrahma,58,58,West Ham,65.0,3.13,65.0,4.017,65.0,3.151,65.0,3.316,65.0,3.593,65.0,3.172,65.0,3.733,65.0,3.682,65.0,3.213,65.0,3.33,65.0,3.512,65.0,3.81
G,230.0,Johnstone,45,45,Crystal Palace,75.0,3.833,75.0,3.039,75.0,4.028,75.0,2.78,75.0,3.533,75.0,3.73,75.0,3.833,75.0,3.755,75.0,3.32,75.0,3.945,75.0,3.043,75.0,2.55
M,270.0,De Cordova-Reid,55,55,Fulham,75.0,3.377,75.0,3.473,75.0,3.903,75.0,3.467,75.0,3.092,75.0,3.439,75.0,3.37,75.0,3.703,75.0,3.073,75.0,3.748,75.0,3.546,75.0,3.083
M,416.0,Joelinton,59,59,Newcastle,75.0,3.699,75.0,3.827,75.0,3.257,75.0,3.311,75.0,3.474,75.0,3.14,75.0,3.499,75.0,3.314,75.0,3.303,75.0,3.36,75.0,3.289,75.0,3.617
D,103.0,Henry,46,46,Brentford,79.0,4.009,79.0,3.556,79.0,2.772,79.0,4.602,79.0,2.871,79.0,3.628,79.0,2.404,79.0,2.76,79.0,4.734,79.0,2.525,79.0,3.823,79.0,3.393
D,439.0,Boly,45,45,Nott'm Forest,78.0,2.231,78.0,3.181,78.0,3.097,78.0,5.019,78.0,2.546,78.0,3.404,78.0,3.343,78.0,2.893,78.0,3.897,78.0,3.599,78.0,3.597,78.0,3.599
M,539.0,Paquetá,60,60,West Ham,86.0,2.942,86.0,3.853,86.0,3.032,86.0,3.138,86.0,3.536,86.0,3.04,86.0,3.695,86.0,3.614,86.0,3.167,86.0,3.26,86.0,3.428,86.0,3.68
M,450.0,Johnson,59,59,Spurs,77.0,3.111,77.0,3.219,77.0,3.671,77.0,3.626,77.0,3.232,77.0,3.34,77.0,3.548,77.0,3.361,77.0,2.996,77.0,3.486,77.0,3.198,77.0,3.584
F,326.0,Morris,55,55,Luton,77.0,3.266,77.0,6.535,77.0,3.098,77.0,3.341,77.0,3.039,77.0,2.992,77.0,3.039,77.0,3.007,77.0,2.92,77.0,2.949,77.0,2.807,77.0,3.357
G,614.0,Kaminski,45,45,Luton,89.0,3.621,89.0,7.113,89.0,3.282,89.0,3.284,89.0,2.798,89.0,2.802,89.0,2.854,89.0,3.096,89.0,2.804,89.0,2.871,89.0,2.525,89.0,3.253
M,513.0,Sarr,46,46,Spurs,67.0,3.096,67.0,3.11,67.0,4.4,67.0,3.611,67.0,3.228,67.0,3.246,67.0,3.38,67.0,3.287,67.0,2.922,67.0,3.379,67.0,3.115,67.0,3.482
M,115.0,Schade,54,54,Brentford,65.0,3.417,65.0,3.542,65.0,3.134,65.0,3.735,65.0,3.119,65.0,3.331,65.0,3.016,65.0,3.093,65.0,3.846,65.0,3.028,65.0,3.722,65.0,3.25
G,596.0,Trafford,45,45,Burnley,89.0,2.947,89.0,6.099,89.0,3.032,89.0,2.745,89.0,3.187,89.0,3.033,89.0,2.522,89.0,3.258,89.0,3.959,89.0,3.178,89.0,2.626,89.0,3.42
D,96.0,Collins,45,45,Brentford,82.0,3.899,82.0,3.443,82.0,2.662,82.0,4.507,82.0,2.766,82.0,3.515,82.0,2.281,82.0,2.648,82.0,4.636,82.0,2.404,82.0,3.72,82.0,3.287
D,341.0,Akanji,50,50,Man City,65.0,4.219,65.0,3.408,65.0,2.529,65.0,3.001,65.0,2.814,65.0,4.11,65.0,2.918,65.0,2.929,65.0,3.738,65.0,2.938,65.0,3.717,65.0,3.418
G,482.0,Foderingham,45,45,Sheffield Utd,89.0,3.088,89.0,3.274,89.0,3.449,89.0,3.227,89.0,2.853,89.0,3.922,89.0,2.838,89.0,4.009,89.0,3.792,89.0,3.024,89.0,3.222,89.0,2.997
M,412.0,Gordon,55,55,Newcastle,72.0,3.628,72.0,3.769,72.0,3.135,72.0,3.19,72.0,3.317,72.0,3.025,72.0,3.417,72.0,3.16,72.0,3.142,72.0,3.209,72.0,3.134,72.0,3.536
M,542.0,Soucek,49,49,West Ham,77.0,2.938,77.0,3.721,77.0,3.071,77.0,3.061,77.0,3.337,77.0,3.017,77.0,3.617,77.0,3.58,77.0,3.253,77.0,3.139,77.0,3.447,77.0,3.476
M,280.0,Palhinha,50,50,Fulham,85.0,3.149,85.0,3.232,85.0,3.826,85.0,3.139,85.0,3.115,85.0,3.263,85.0,3.156,85.0,3.604,85.0,2.969,85.0,3.684,85.0,3.449,85.0,3.012
M,30.0,Xhaka,60,60,Arsenal,79.0,3.39,79.0,3.415,79.0,2.907,79.0,3.066,79.0,3.755,79.0,2.952,79.0,3.754,79.0,3.035,79.0,3.571,79.0,3.544,79.0,3.099,79.0,3.083
D,377.0,Dalot,49,49,Man Utd,72.0,3.688,72.0,3.27,72.0,3.142,72.0,3.686,72.0,2.217,72.0,3.286,72.0,4.519,72.0,3.33,72.0,2.423,72.0,3.304,72.0,3.951,72.0,2.442
M,429.0,Tonali,55,55,Newcastle,70.0,3.458,70.0,3.606,70.0,3.159,70.0,3.163,70.0,3.278,70.0,3.007,70.0,3.291,70.0,3.164,70.0,3.146,70.0,3.237,70.0,3.157,70.0,3.425
M,143.0,Mitoma,65,65,Brighton,64.0,3.612,64.0,3.046,64.0,2.944,64.0,2.727,64.0,3.468,64.0,3.222,64.0,3.806,64.0,3.477,64.0,2.967,64.0,3.059,64.0,3.688,64.0,2.875
F,33.0,Archer,45,45,Sheffield Utd,78.0,2.912,78.0,3.271,78.0,3.566,78.0,3.083,78.0,2.829,78.0,3.649,78.0,2.964,78.0,3.742,78.0,3.618,78.0,2.919,78.0,3.024,78.0,2.874
M,288.0,Wilson,54,54,Fulham,74.0,3.088,74.0,3.181,74.0,3.591,74.0,3.196,74.0,2.962,74.0,3.147,74.0,3.078,74.0,3.44,74.0,2.949,74.0,3.481,74.0,3.268,74.0,2.958
M,568.0,Podence,53,53,Wolves,67.0,3.448,67.0,2.867,67.0,3.079,67.0,3.259,67.0,2.98,67.0,3.42,67.0,3.176,67.0,3.184,67.0,2.938,67.0,3.426,67.0,3.379,67.0,3.086
M,557.0,Hwang,54,54,Wolves,52.0,4.245,52.0,2.889,52.0,2.715,52.0,3.049,52.0,2.684,52.0,4.225,52.0,2.794,52.0,2.895,52.0,2.64,52.0,4.172,52.0,3.126,52.0,2.729
D,528.0,Coufal,45,45,West Ham,75.0,2.263,75.0,4.188,75.0,2.542,75.0,2.715,75.0,3.63,75.0,2.539,75.0,3.856,75.0,3.57,75.0,2.995,75.0,2.959,75.0,3.128,75.0,3.766
M,601.0,Danjuma,55,55,Everton,65.0,3.1,65.0,3.47,65.0,3.282,65.0,3.037,65.0,3.18,65.0,3.11,65.0,3.111,65.0,3.196,65.0,3.148,65.0,3.067,65.0,3.172,65.0,3.227
