team_npxG,oppteam_npxGA,was_home,pen_rate,proj_goals,spi_team,spi_opp_team,team_npxGp90(L4),oppteam_npxGAp90(L4),team_pens
1.317428642857143,0.9408222571428572,False,0.07142857142857142,0.77,76.77,94.8,1.8495575,0.7430128,0
1.2891296896551723,1.4860263103448277,False,0.06896551724137931,1.32,76.5,70.62,1.60368475,1.25238975,0
1.2693676999999999,1.4253285999999998,False,0.06666666666666667,1.51,76.44,70.01,1.02210975,1.554193,0
1.2989348709677417,1.628400064516129,True,0.06451612903225806,1.79,77.25,59.93,1.23467975,1.2810855,0
1.31349815625,0.954643809375,False,0.0625,0.87,78.55,82.16,1.2859847500000001,0.304065725,0
1.312565787878788,1.0646686060606059,True,0.06060606060606061,1.26,79.44,82.38,1.4824775000000001,0.5677614999999999,0
1.3119088529411767,1.3194764117647058,False,0.058823529411764705,1.4,79.66,75.82,1.6309675000000001,0.9487727499999999,0
1.2941374571428572,0.9935778342857144,True,0.05714285714285714,1.31,78.83,91.4,1.2569575000000002,1.3499665,0
1.2947214166666667,1.8157156944444444,False,0.05555555555555555,1.5,78.57,64.07,1.1445075,1.27661625,0
1.2796515675675675,1.3873306216216217,True,0.05405405405405406,1.4,78.35,69.73,1.00810925,1.57034375,1
0.8,1.8,False,0.0,0.62,64.64,85.07,0.6,1.8,0
0.8,1.8,True,0.0,1.48,64.1,69.08,0.6,1.8,0
0.8,1.8,True,0.0,1.12,64.23,78.57,0.6,1.8,0
0.8,1.8,False,0.0,1.02,64.61,70.22,0.6,1.8,0
0.8624387499999999,2.0720325,True,0.0,1.45,64.02,69.4,0.8624387499999999,2.0720325,0
0.970955,1.4128402,False,0.0,0.88,64.34,79.23,1.053794,1.6709125,0
1.0950391666666668,1.0843546666666664,True,0.0,1.36,64.63,69.57,1.0699865,1.063552,0
1.0692144285714285,1.8624455714285715,False,0.0,1.13,64.12,63.19,1.0845715,1.9969625000000002,0
1.281077625,1.435775,True,0.0,1.43,65.69,68.56,1.6997165,1.355372,0
1.4683934444444444,1.142111,False,0.0,0.42,66.15,95.41,2.0901915,1.127093,0
1.4195686,0.95218147,True,0.0,0.9,66.07,92.93,1.90636275,0.8529306750000001,0
1.3579364545454544,1.2168434545454547,False,0.0,1.0,65.81,73.39,1.8632000000000002,1.1561035,0
1.2842105,1.6856411666666664,True,0.0,1.53,65.61,65.53,1.2904762500000002,1.922625,0
1.393002,0.9741601538461538,False,0.0,0.91,67.06,80.16,1.22337125,1.3638675,0
1.3861454285714285,1.0770065714285715,False,0.0,0.75,67.26,86.21,1.3025875,0.887254,0
1.3511263999999998,0.9238570666666667,True,0.0,1.16,67.47,84.07,1.33239875,0.7989095,0
1.344269125,1.2552905625,False,0.0,1.18,66.09,69.54,1.524445,0.9311125,1
1.277630411764706,1.5331341176470588,True,0.058823529411764705,1.69,65.24,65.8,0.90267275,0.8520955000000001,0
1.2578206111111112,1.7181502777777777,True,0.05555555555555555,1.85,63.9,59.27,0.8086837499999999,1.35791725,0
1.2260507894736843,1.4948079999999997,False,0.05263157894736842,1.15,63.42,68.22,0.75701725,1.1480065,0
1.1952981,1.2603097,False,0.05,1.1,61.33,69.44,0.5994140000000001,1.2016054999999999,0
1.2216286666666667,1.030706285714286,True,0.047619047619047616,1.1,61.64,93.85,0.9836212500000001,1.3725829999999999,1
1.1826674090909093,1.537902909090909,False,0.09090909090909091,1.13,60.78,71.28,0.8444780000000001,1.281869,0
1.1756144782608697,1.405751565217391,True,0.08695652173913043,1.42,61.3,73.07,0.936042,0.9827334999999999,0
1.1711051250000002,1.552062,False,0.08333333333333333,1.29,61.99,63.46,1.05014025,1.709228,0
1.1806429200000002,1.22418428,True,0.08,1.31,61.75,79.88,0.9654677500000002,1.6324942500000001,0
1.2011231923076924,1.4055033076923076,False,0.07692307692307693,1.28,61.28,70.89,1.3026300000000002,1.675707,0
1.1741315925925926,1.1496632142857144,False,0.07407407407407407,0.91,60.54,80.78,1.165605,1.05248525,0
1.1562143214285714,1.2627133928571428,True,0.07142857142857142,1.27,59.63,73.32,1.0668695,1.4141832499999998,0
1.1511300344827586,1.0212145172413791,True,0.06896551724137931,1.09,60.72,85.54,0.9666745000000001,0.74464125,0
1.1651666999999999,1.7634925000000004,False,0.06666666666666667,1.34,60.95,64.41,0.9314495,0.8232682499999999,0
1.1672532580645159,0.9724252870967743,True,0.06451612903225806,0.94,61.95,81.95,1.1208245,0.610908725,0
1.1433834062500001,0.97714119375,False,0.0625,0.72,62.3,92.04,1.0535670000000001,0.968646125,0
1.129637696969697,0.9550289393939393,True,0.06060606060606061,0.96,62.99,88.33,0.97381825,0.42837675,0
1.1140269705882353,1.5068125,True,0.058823529411764705,1.25,62.14,69.45,0.7304790000000001,1.947889,0
1.1307033428571427,1.2421384,False,0.05714285714285714,1.12,63.46,74.56,0.8474415,1.4893545,0
1.141522972222222,1.3131940555555557,True,0.05555555555555555,1.31,64.07,78.57,1.1266395,1.5073265,0
1.1261866756756755,1.6965606756756757,False,0.05405405405405406,1.41,64.88,70.66,1.09771575,0.9210854999999999,0
0.8,1.8,True,0.0,1.8,69.61,61.84,0.6,1.8,0
0.8,1.8,False,0.0,1.37,69.08,64.1,0.6,1.8,0
0.8,1.8,True,0.0,0.85,68.67,94.54,0.6,1.8,0
0.8,1.8,False,0.0,1.1,68.59,76.34,0.6,1.8,0
1.16394275,1.2255064999999998,True,0.0,1.44,68.07,77.62,1.16394275,1.2255064999999998,0
1.2142382,1.4422144,False,0.0,1.35,68.53,69.83,1.18255025,1.57545775,0
1.2281535000000001,1.8285683333333334,True,0.0,1.73,68.56,70.23,1.2903315000000002,1.5360399999999998,0
1.384070142857143,1.416165857142857,False,0.0,1.23,68.46,80.35,1.3968615,1.5284625,0
1.29655725,1.975154875,True,0.0,1.98,69.05,60.26,1.4291717499999999,2.13635,0
1.2275568888888888,1.6345222222222222,False,0.0,1.38,68.89,66.88,1.24420525,2.06957275,0
1.1947538,0.8101012000000001,True,0.0,1.22,69.67,81.48,1.14465425,1.0697015,0
1.2560143636363637,1.664217636363636,False,0.0,1.25,70.6,65.45,1.03191675,1.684601,0
1.3114548333333333,1.1548752500000001,True,0.0,1.44,70.31,73.67,1.34125,0.8696997500000001,0
1.275942076923077,1.3016696153846152,False,0.0,1.01,69.08,82.95,1.3848087500000001,1.041888,0
1.2583383571428572,1.6377575714285715,False,0.0,1.22,68.83,70.71,1.41729975,1.94100175,0
1.1973024,1.0266440466666669,True,0.0,1.03,69.44,91.43,1.0358445,1.28405775,0
1.132134,1.1236169999999999,False,0.0,0.8,67.86,85.86,0.5941715,1.31402,0
1.1365831764705883,1.2639430588235294,True,0.0,1.56,68.97,69.34,0.68366675,1.7453505,0
1.081135888888889,1.2292803333333333,True,0.0,1.46,68.68,75.46,0.46092725,1.05959,0
1.1060566315789473,1.564886210526316,False,0.0,1.09,68.23,69.85,0.763885,1.26067975,0
1.0757901,1.879140736842105,False,0.0,1.26,68.0,64.78,0.8504145000000001,1.6504910000000002,0
1.0588814761904761,1.440231857142857,True,0.0,1.37,65.91,70.44,0.7286492500000001,1.16451425,0
1.0253162727272729,1.6506367727272726,False,0.0,1.33,63.55,58.45,0.774128,1.346826,0
1.0050111304347826,1.515404956521739,True,0.0,1.31,63.18,71.18,0.525045,1.2803689999999999,0
1.0432669166666668,1.9650014166666665,True,0.0,1.65,63.46,61.99,0.880651,2.301695,0
1.1104306400000001,1.2267721999999999,False,0.0,0.89,63.46,73.76,1.38106375,1.3038707499999997,0
1.108946,1.3160688076923077,False,0.0,1.1,63.43,69.78,1.5689095000000002,1.2870487499999999,0
1.1329546666666668,1.0216425555555555,True,0.0,1.1,62.54,84.59,1.86863,0.7938325,0
1.149097357142857,0.9783547749999999,False,0.0,0.62,62.75,92.67,1.78408,1.11288475,0
1.1541436551724138,1.4853942068965515,True,0.0,1.49,64.05,70.27,1.4273500000000001,1.2979515000000001,0
1.1277934333333333,1.0027761,False,0.0,0.81,63.35,81.59,1.25030175,0.6855950000000001,0
1.0934098032258062,1.7462782258064518,True,0.0,1.46,63.65,63.67,0.826481975,0.69185075,0
1.099085434375,0.96110975,False,0.0,0.55,61.82,88.68,0.749001975,0.38463325000000004,1
1.0888235424242425,1.3303590606060605,True,0.030303030303030304,1.31,61.67,76.24,0.615252725,0.961663,0
1.0850448794117649,1.0713027647058821,True,0.029411764705882353,0.99,62.72,82.23,0.764430725,0.6384065000000001,1
1.1049564542857144,0.9179812,False,0.05714285714285714,0.68,64.49,95.61,1.194443,0.45359724999999995,0
1.1205507194444446,1.4320635277777778,True,0.05555555555555555,1.57,67.22,73.87,1.2922729999999998,1.5607830000000003,0
1.106025483783784,1.2287436486486485,False,0.05405405405405406,1.17,66.28,74.69,1.2479415,1.40760525,1
0.8,1.8,False,0.0,1.05,62.74,67.64,0.6,1.8,0
0.8,1.8,True,0.0,1.39,64.36,69.09,0.6,1.8,0
0.8,1.8,True,0.0,1.37,65.23,68.94,0.6,1.8,0
0.8,1.8,False,0.0,0.22,64.45,94.68,0.6,1.8,0
1.2797180000000001,1.0048124999999999,True,0.0,1.35,64.86,69.1,1.2797180000000001,1.0048124999999999,0
1.3608644,1.705538,False,0.0,0.94,65.56,68.53,1.4872014999999998,1.84865,0
1.3367070000000003,1.2017251666666666,False,0.0,0.69,66.7,84.1,1.190029,1.1622875,0
1.2337864285714288,1.3295902857142856,True,0.0,1.07,65.79,82.63,1.0946669999999998,1.23812325,0
1.404584375,1.491703,False,0.0,1.12,68.56,65.69,1.52945075,1.45594475,0
1.3953905555555555,1.2168534444444443,True,0.0,1.21,67.57,77.8,1.43854825,1.15855875,0
1.2950138,1.9466773,True,0.0,1.67,68.0,59.65,1.232474,1.8683635,0
1.4186452727272725,0.9063301818181819,False,0.0,0.76,69.39,81.29,1.7421482499999998,1.110859,0
1.3949414999999998,0.96862975,True,0.0,1.08,68.39,82.68,1.37565575,0.91431825,0
1.3480003076923075,0.9821176692307693,False,0.0,0.4,66.85,92.43,1.24137225,1.14928625,0
1.3136860714285714,1.2777632857142855,False,0.0,1.17,68.11,75.68,1.3603667499999998,1.3445215,0
1.328404333333333,1.1122152666666667,True,0.0,1.32,69.41,74.74,1.0802417500000001,0.8244877500000001,0
1.3048553749999998,1.5526703124999999,False,0.0,1.08,68.71,70.27,1.034597,1.3519822499999998,0
1.3741903529411763,1.193885882352941,True,0.0,1.46,69.71,70.44,1.459308,0.65130275,0
1.321644833333333,1.1780326666666665,False,0.0,0.92,69.12,82.47,1.3495005,0.81334825,0
1.3094566842105262,1.5449376842105265,True,0.0,1.52,69.85,68.23,1.2384030000000001,1.658652,0
1.29692185,1.0614422,True,0.0,1.1,70.31,85.74,1.26518775,0.812743,0
1.3099150952380951,1.2577275238095238,False,0.0,0.95,71.24,78.48,1.03674525,1.2191874999999999,0
1.3200662272727273,2.0022156363636365,True,0.0,1.81,71.28,60.78,1.3129625,2.5093775000000003,0
1.319205956521739,1.5337920869565216,False,0.0,1.21,71.18,63.18,1.365515,1.4808505,0
1.3464169583333332,1.8498638750000003,False,0.0,1.26,70.36,65.73,1.5938925,1.9930875000000001,0
1.37383188,1.44405824,True,0.0,1.48,70.61,71.11,1.709395,1.4641467499999998,0
1.350300269230769,1.2208128846153845,False,0.0,0.93,70.98,73.43,1.5165875,1.34563575,0
1.3395613703703702,1.512598185185185,True,0.0,1.5,70.68,68.96,1.456605,1.2367199999999998,0
1.3555456071428569,1.0475835357142858,False,0.0,0.8,69.59,80.93,1.4103175,0.9262205000000001,0
1.3194534827586206,1.3683631379310344,True,0.0,1.41,70.62,76.5,0.9795884999999999,1.8539400000000001,0
1.2978374666666668,1.1290222666666667,False,0.0,0.92,70.91,81.3,0.95682925,0.9845335000000001,1
1.2669751612903228,0.9821090967741937,True,0.03225806451612903,0.74,71.45,88.01,0.77701825,0.9102482499999999,0
1.23707375,1.6326675625,False,0.03125,1.35,70.66,58.55,0.40777075,1.365873,0
1.226951696969697,0.9684331272727272,True,0.030303030303030304,1.1,70.99,91.92,0.5563137499999999,0.817229875,0
1.2604119411764707,0.9405810000000001,True,0.029411764705882353,1.17,71.4,95.24,0.9797205,1.2774077499999998,0
1.2286741142857145,1.453761342857143,False,0.02857142857142857,1.13,69.29,73.64,0.931841,1.4839597500000001,0
1.2132287222222224,1.7800815277777775,True,0.027777777777777776,1.35,69.09,61.75,1.0224685,2.16832,0
1.2035710810810814,1.31483,False,0.02702702702702703,1.08,68.87,71.58,1.010681,1.5092505,0
0.8,1.8,True,0.0,1.53,67.63,68.57,0.6,1.8,0
0.8,1.8,False,0.0,0.93,68.31,80.42,0.6,1.8,0
0.8,1.8,False,0.0,0.97,68.99,74.08,0.6,1.8,0
0.8,1.8,True,0.0,0.96,69.73,92.14,0.6,1.8,0
1.03649275,1.516178,False,0.0,1.14,69.1,64.86,1.03649275,1.516178,0
0.8975250000000001,1.9200398,True,0.0,1.57,68.65,64.42,0.8945960000000001,1.84140975,0
1.1467908333333334,1.4026756666666664,False,0.0,1.16,69.57,64.63,1.144946,1.24420725,0
1.2214192857142858,1.419093857142857,True,0.0,1.32,69.81,76.75,1.2553385000000001,1.75833775,0
1.1386058749999999,0.9957855,False,0.0,0.81,70.11,78.33,1.2407190000000001,1.1795002499999998,0
1.211615222222222,1.0326817777777777,True,0.0,1.08,70.57,86.37,1.604228,0.7784537499999999,0
1.3139477,1.4133186,False,0.0,1.13,70.99,65.99,1.564683,1.67565375,0
1.2596445454545455,1.811352727272727,True,0.0,1.66,68.6,67.15,1.3265387499999999,1.658475,0
1.3559908333333333,1.534533,False,0.0,1.18,70.07,67.8,1.79076075,1.14882825,1
1.3979638461538462,1.6213620000000002,True,0.07692307692307693,1.52,71.33,70.21,1.81724825,1.8633117500000003,0
1.4303164285714285,1.0366899285714288,True,0.07142857142857142,0.93,70.9,94.79,1.72123825,0.81362875,0
1.3673985333333332,1.2444595999999999,False,0.06666666666666667,0.97,70.35,82.7,1.663722,0.83252025,0
1.34983925,1.772149,True,0.0625,1.6,69.3,64.5,1.3313845,2.0316725,0
1.354908705882353,1.6344034117647062,False,0.058823529411764705,1.17,69.34,68.97,1.2149795,2.0953257499999998,0
1.2876536666666665,1.245408111111111,False,0.05555555555555555,0.89,70.43,77.57,0.7883340000000001,1.5090995,0
1.2496325263157895,0.9859561052631577,True,0.05263157894736842,1.16,70.38,80.8,0.8080100000000001,1.05743975,0
1.2064840000000001,1.8976626999999997,True,0.05,1.65,69.44,61.33,0.6330629999999999,2.1161149999999997,0
1.2606600000000001,1.085648761904762,False,0.047619047619047616,0.71,68.81,85.02,0.8601030000000001,0.9032454999999999,0
1.235966681818182,1.1850180909090908,True,0.045454545454545456,1.16,67.91,80.97,1.00337525,1.7441980000000001,0
1.2478316086956522,1.0134710869565218,False,0.043478260869565216,0.73,67.68,82.15,1.23927725,1.14416725,0
1.2257254583333335,1.2508812916666667,True,0.041666666666666664,1.36,68.77,75.43,1.3219327500000002,1.21070375,0
1.26652124,1.4260154799999998,False,0.04,1.06,69.06,71.53,1.29729275,1.64756075,0
1.2521434615384615,1.565527230769231,True,0.038461538461538464,1.5,69.78,63.43,1.3411157500000002,1.6064455,1
1.292367037037037,1.9024897037037038,False,0.07407407407407407,1.24,70.18,59.44,1.54844575,2.30762,0
1.2682686428571428,1.3115063214285716,True,0.07142857142857142,1.22,70.05,78.06,1.5235277500000002,2.1519475000000003,0
1.3394669655172413,0.9255097310344829,False,0.06896551724137931,0.56,71.17,94.93,1.79537775,0.7621293,0
1.2958294266666666,1.3573694666666667,True,0.06666666666666667,1.15,69.85,73.19,1.5797882,0.9644045000000001,0
1.2851502193548385,1.4841083548387095,False,0.06451612903225806,1.07,70.59,69.7,1.2364366999999998,1.291802,0
1.2562363374999999,1.32415828125,True,0.0625,1.15,70.54,70.15,1.1720102,1.7542725,0
1.2581582666666664,1.790557666666667,False,0.06060606060606061,1.23,70.03,67.26,0.6686702,1.40292675,0
1.2521215529411762,1.0094968588235296,False,0.058823529411764705,0.81,69.76,91.39,0.9243125000000001,1.253015875,0
1.2292703942857142,0.9310964542857144,True,0.05714285714285714,0.8,69.79,82.24,0.79620175,0.610798,1
1.2166011888888886,1.687102138888889,False,0.08333333333333333,1.28,70.19,54.93,0.89952,2.12257875,0
1.232998454054054,1.5527315945945945,True,0.08108108108108109,1.2,71.58,68.87,1.02543,2.85011275,0
0.8,1.8,False,0.0,1.52,85.88,79.99,0.6,1.8,0
0.8,1.8,True,0.0,1.89,84.6,75.41,0.6,1.8,0
0.8,1.8,False,0.0,1.81,84.09,64.26,0.6,1.8,0
0.8,1.8,True,0.0,2.2,84.31,63.46,0.6,1.8,0
1.630425,0.91048675,False,0.0,1.6,83.5,73.43,1.630425,0.91048675,0
1.9179380000000001,0.9753764,True,0.0,1.43,84.09,92.4,2.1235875,1.0086187500000001,0
1.8038166666666668,1.2507393333333334,True,0.0,2.14,84.1,66.7,2.1253175,1.4564635,1
2.046594285714286,1.3855545714285713,False,0.14285714285714285,1.86,84.99,70.68,2.5275625,1.5679275000000001,0
2.05977125,1.56714925,True,0.125,2.2,85.47,66.57,2.4891175,1.7355785,0
2.0865388888888887,1.0618582222222221,False,0.1111111111111111,1.83,86.37,70.57,2.29729,0.9630059999999999,0
1.9767170999999997,1.5610225999999998,False,0.1,1.97,85.82,66.87,2.23606775,0.82712425,0
1.9954819090909088,1.4677969090909093,True,0.09090909090909091,2.3,86.49,70.4,1.90603525,1.94452925,0
2.103277583333333,1.1237444166666668,False,0.08333333333333333,1.11,87.16,95.24,2.19029025,0.9556995,0
2.0046003846153844,1.8882684615384615,True,0.07692307692307693,2.7,86.72,65.51,1.82023875,1.92906,0
2.0565467857142856,1.6770381428571428,True,0.07142857142857142,2.54,86.21,67.26,2.256121,1.7582575,0
2.051270333333333,1.252994533333333,False,0.06666666666666667,1.71,86.08,77.31,2.2046885,1.80205525,0
2.0016496875,1.6102292500000002,True,0.0625,2.51,85.86,67.86,1.696766,1.90915325,0
2.0027991176470588,1.2042360588235292,False,0.058823529411764705,1.64,85.22,83.37,1.996945,0.8875770000000001,1
1.9322311111111108,1.4991296666666667,True,0.1111111111111111,2.54,86.28,66.8,1.4971262499999998,0.95635775,0
1.87579647368421,1.246404,False,0.10526315789473684,1.82,85.4,75.9,1.2177695,1.0646325,0
1.8568396499999995,1.5116782,False,0.1,1.85,85.74,70.31,1.2775995,0.9178412499999999,0
1.8434172857142852,1.2835444761904762,True,0.09523809523809523,2.17,85.02,68.81,1.1660445,1.3668505,1
1.855769227272727,1.8219264545454543,False,0.13636363636363635,2.02,85.76,61.99,1.51169075,2.3266525,0
1.864403608695652,1.1911391739130435,True,0.13043478260869565,2.11,85.66,76.11,1.8102875,0.9286312499999999,1
1.8960930416666668,1.1658595416666666,False,0.16666666666666666,1.58,86.07,81.3,2.09236,1.2740897500000001,0
1.85252912,1.02276916,True,0.16,1.8,85.95,80.94,1.90036625,1.13548275,0
1.8174396923076925,1.2429898846153846,True,0.15384615384615385,1.92,85.34,79.18,1.6066272499999998,1.62436675,0
1.8161245185185189,1.5941440000000002,False,0.14814814814814814,1.98,84.59,62.54,1.53851975,1.9411675000000002,0
1.8220740000000002,1.2302378571428572,True,0.14285714285714285,1.88,84.22,79.26,1.37795975,1.06146275,0
1.8292035172413794,1.9915114827586207,False,0.13793103448275862,2.19,85.54,60.72,1.6834185,1.96785975,0
1.8062337333333334,0.8956707666666668,True,0.13333333333333333,1.29,85.43,95.08,1.733395,0.7473171999999999,1
1.859091677419355,1.8316863225806452,False,0.16129032258064516,2.13,86.92,65.78,2.14912,1.43347325,1
1.8264612187500002,1.3444455625,True,0.1875,2.02,85.69,70.91,1.8571717500000002,1.0524327500000001,1
1.8325563333333335,1.4719422727272726,False,0.21212121212121213,1.87,86.23,69.15,1.85686425,1.3744157499999998,0
1.8568202647058827,1.2946951176470587,False,0.20588235294117646,1.72,85.6,71.73,2.23621925,1.3758522499999999,0
1.8373422571428575,1.6481282000000002,True,0.2,2.71,84.05,55.85,1.66878425,1.80102125,0
1.8710602500000004,1.0025106722222223,False,0.19444444444444445,1.36,84.95,91.46,2.2278525,1.2054665,0
1.8848707837837844,0.9135587540540542,True,0.1891891891891892,1.72,85.21,82.16,2.316465,0.49258549999999995,0
0.8,1.8,True,0.0,1.33,71.02,78.66,0.6,1.8,0
0.8,1.8,False,0.0,1.26,71.0,62.64,0.6,1.8,0
0.8,1.8,False,0.0,0.88,70.22,81.86,0.6,1.8,0
0.8,1.8,True,0.0,1.6,70.22,64.61,0.6,1.8,0
0.80110875,1.56993225,False,0.0,0.82,71.06,83.73,0.80110875,1.56993225,0
0.7563516,1.3419874,True,0.0,1.43,70.51,71.4,0.7275419999999999,1.5415445,0
0.7944225,1.9988865,True,0.0,1.65,70.03,63.34,0.9132582499999999,2.2095825000000002,1
0.8300478571428572,1.8987114285714288,False,0.14285714285714285,1.19,70.37,70.0,1.00496,1.5425625,0
0.8896706249999999,1.2077668750000001,True,0.125,0.9,71.43,95.22,0.9782325000000001,1.4082020000000002,0
0.8593587777777777,1.2769833333333331,False,0.1111111111111111,1.01,70.49,79.59,0.9881177500000001,1.10716225,1
0.8751978999999999,1.0219308,True,0.2,1.17,71.28,81.33,0.996361,1.3236645,0
0.8358989999999998,1.1129367272727273,False,0.18181818181818182,0.76,70.4,86.49,0.8461384999999999,1.1039225,0
0.8061980833333332,0.9787058083333333,True,0.16666666666666666,0.85,69.54,92.96,0.639253,1.0914867499999998,0
0.822879769230769,1.1158176923076921,False,0.15384615384615385,1.11,70.21,71.33,0.740802,1.2372265,0
0.8310120714285711,1.5953889285714282,True,0.14285714285714285,1.57,70.71,68.83,0.7205475,1.79502975,0
0.8011954666666664,1.5872883999999998,False,0.13333333333333333,1.12,70.64,65.51,0.70576075,1.5039925,0
0.7642923749999999,1.6601374375,True,0.125,1.42,70.27,68.71,0.63857525,1.7384442500000001,0
0.7478551176470587,1.752376705882353,False,0.11764705882352941,1.04,69.23,64.79,0.5040250000000001,1.7160525,0
0.7610502777777777,1.8646708235294116,True,0.1111111111111111,1.47,69.68,66.1,0.516184,1.7879785,0
0.8337292105263157,1.4654898421052631,False,0.10526315789473684,1.1,70.19,68.37,0.9557307500000001,0.9471892500000001,0
0.7989345999999998,1.6320829499999998,False,0.1,1.23,69.91,59.95,0.9375035,1.107851,0
0.8227453333333331,1.2330428095238095,True,0.09523809523809523,1.31,69.75,76.4,1.14102875,1.0633439999999998,0
0.7997960909090908,1.0004233181818185,False,0.09090909090909091,0.46,69.69,94.12,0.9741522499999999,1.21023325,0
0.7905317391304346,1.3589694782608697,True,0.08695652173913043,1.42,69.82,70.46,0.5853437499999999,0.85299775,0
0.7857007916666667,1.2374684166666665,True,0.08333333333333333,1.18,68.62,73.18,0.71953175,1.8229799999999998,0
0.79307528,1.24480228,False,0.08,0.8,68.27,78.85,0.6373075,1.1769447499999999,0
0.7958540384615385,1.9081423846153849,True,0.07692307692307693,1.51,67.99,60.2,0.7741727500000001,2.3823299999999996,0
0.8313972222222223,1.4824056296296295,False,0.07407407407407407,0.93,68.96,70.68,1.06637375,1.2926594999999999,0
0.87926125,1.3861616785714284,True,0.07142857142857142,1.25,69.8,72.94,1.4406240000000001,1.3532127500000002,0
0.878462827586207,1.6179009655172416,False,0.06896551724137931,1.1,70.27,64.05,1.412135,2.0650225,0
0.8754625,0.9770276566666666,False,0.06666666666666667,0.62,71.25,92.03,1.3929174999999998,1.3171605,0
0.8493033387096776,1.2875144516129036,True,0.06451612903225806,1.15,69.7,70.59,0.970169625,0.98449475,0
0.856054171875,1.0820789687499999,False,0.0625,0.66,70.08,81.69,0.693604625,0.60898925,0
0.8454930454545454,1.0482419999999997,True,0.06060606060606061,0.84,69.15,86.23,0.6064621250000001,1.24419125,0
0.858513838235294,1.8660926470588235,False,0.058823529411764705,1.25,69.45,62.14,0.731398875,1.1383017500000001,0
0.8618186142857143,0.9691407999999999,True,0.05714285714285714,0.65,68.3,88.1,0.958812,0.8686365,0
0.8537720138888889,0.9267098583333334,False,0.05555555555555555,0.87,67.73,81.76,0.83551475,0.70323825,0
0.8425922027027026,1.292174,True,0.05405405405405406,1.16,67.39,77.18,0.81866025,0.97714725,0
0.8,1.8,False,0.0,1.38,78.66,71.02,0.6,1.8,0
0.8,1.8,True,0.0,1.83,79.14,66.14,0.6,1.8,0
0.8,1.8,False,0.0,1.37,78.57,64.23,0.6,1.8,0
0.8,1.8,True,0.0,1.46,78.37,73.38,0.6,1.8,0
1.2006532500000002,2.1538874999999997,False,0.0,1.5,77.62,68.07,1.2006532500000002,2.1538874999999997,0
1.2618046,1.2340322000000001,True,0.0,1.68,77.18,63.99,1.27110575,1.2072927500000001,0
1.2615721666666668,1.0192241666666668,True,0.0,0.9,76.51,95.46,1.37798,1.21012575,0
