team1_npxG,team2_npxGA,was_home,team1_npxGp90(L4),team2_npxGAp90(L4),team1_goals
1.13309,1.08752,True,1.13309,1.08752,2
0.909241,0.380551,False,0.909241,0.380551,1
0.639599,1.59864,True,0.639599,1.59864,1
1.34099,2.57262,False,1.34099,2.57262,2
0.855516,2.42264,True,0.855516,2.42264,1
1.2003,0.670022,False,1.2003,0.670022,1
1.2246,0.855516,True,1.2246,0.855516,1
0.670022,0.87159,False,0.670022,0.87159,0
0.842407,1.13309,True,0.842407,1.13309,3
0.380551,2.23456,False,0.380551,2.23456,1
1.08752,0.842407,True,1.08752,0.842407,1
2.23456,0.909241,False,2.23456,0.909241,2
2.42264,0.639599,True,2.42264,0.639599,2
2.57262,1.2003,False,2.57262,1.2003,2
1.59864,1.2246,True,1.59864,1.2246,1
0.87159,1.34099,False,0.87159,1.34099,0
1.09534,0.812949,True,1.09534,0.812949,1
0.543759,1.61326,False,0.543759,1.61326,1
0.812949,1.09534,True,0.812949,1.09534,1
1.61326,0.543759,False,1.61326,0.543759,1
1.1451445,1.02219,True,1.1451445,1.02219,2
1.0287565,1.7196125,False,1.0287565,1.7196125,0
1.4690635,1.2806005,True,1.4690635,1.2806005,2
1.160815,1.5774945,False,1.160815,1.5774945,3
1.630063,1.2147305,True,1.630063,1.2147305,0
1.613995,0.839291,False,1.613995,0.839291,2
0.9977039999999999,1.53619,True,0.9977039999999999,1.53619,1
0.556751,0.701348,False,0.556751,0.701348,2
1.72321,1.0196195000000001,True,1.72321,1.0196195000000001,1
0.74585,0.7914509999999999,False,0.74585,0.7914509999999999,2
0.921406,2.4136249999999997,True,0.921406,2.4136249999999997,1
1.1044299999999998,0.8442145000000001,False,1.1044299999999998,0.8442145000000001,3
1.8773900000000001,0.8861355,True,1.8773900000000001,0.8861355,3
1.148745,1.4914385000000001,False,1.148745,1.4914385000000001,1
1.1037975,0.637421,True,1.1037975,0.637421,1
2.8117,1.624665,False,2.8117,1.624665,3
1.3235810000000001,1.614405,True,1.3235810000000001,1.614405,0
0.65049,1.9201795,False,0.65049,1.9201795,1
0.5601525,1.12596,True,0.5601525,1.12596,1
1.1504805,0.4629535,False,1.1504805,0.4629535,1
1.7686466666666665,0.6932296666666667,True,1.7686466666666665,0.6932296666666667,1
1.1566159999999999,1.1423906666666666,False,1.1566159999999999,1.1423906666666666,1
1.4053033333333333,0.7625936666666666,True,1.4053033333333333,0.7625936666666666,2
1.3669126666666667,1.2134136666666666,False,1.3669126666666667,1.2134136666666666,2
0.5968316666666666,1.5653016666666666,True,0.5968316666666666,1.5653016666666666,1
1.0487383333333333,1.5156066666666668,False,1.0487383333333333,1.5156066666666668,0
0.732193,2.1259633333333334,True,0.732193,2.1259633333333334,3
1.367015,0.8978523333333334,False,1.367015,0.8978523333333334,1
2.91732,1.2521773333333333,True,2.91732,1.2521773333333333,4
1.4192790000000002,1.0560973333333334,False,1.4192790000000002,1.0560973333333334,0
0.6050866666666667,1.4616463333333334,True,0.6050866666666667,1.4616463333333334,1
1.378764,1.4960266666666666,False,1.378764,1.4960266666666666,1
1.6351233333333333,1.6830896666666666,True,1.6351233333333333,1.6830896666666666,2
1.3390556666666669,2.3735766666666667,False,1.3390556666666669,2.3735766666666667,0
1.1761936666666666,1.3228063333333335,True,1.1761936666666666,1.3228063333333335,0
1.9272733333333332,0.9395600000000001,False,1.9272733333333332,0.9395600000000001,3
1.1047310000000001,0.7178423333333334,True,1.1047310000000001,0.7178423333333334,3
0.562355,0.9667686666666665,False,0.562355,0.9667686666666665,2
1.094344,1.4515463333333332,True,1.094344,1.4515463333333332,2
1.302144,1.266437,False,1.302144,1.266437,2
1.7455975,1.39872,True,1.7455975,1.39872,3
0.7141424999999999,1.14645225,False,0.7141424999999999,1.14645225,1
1.2797180000000001,1.0048124999999999,True,1.2797180000000001,1.0048124999999999,1
1.03649275,1.516178,False,1.03649275,1.516178,1
1.3433519999999999,0.8120707500000001,True,1.3433519999999999,0.8120707500000001,1
1.10855975,0.71232625,False,1.10855975,0.71232625,0
1.286807,1.3326829999999998,True,1.286807,1.3326829999999998,0
1.518889,1.14839275,False,1.518889,1.14839275,1
1.2751005,1.21259,True,1.2751005,1.21259,4
0.80110875,1.56993225,False,0.80110875,1.56993225,0
0.92219625,1.17168275,True,0.92219625,1.17168275,2
1.630425,0.91048675,False,1.630425,0.91048675,5
1.29614175,1.00733175,True,1.29614175,1.00733175,3
2.765035,1.81395975,False,2.765035,1.81395975,2
1.16394275,1.2255064999999998,True,1.16394275,1.2255064999999998,3
1.2006532500000002,2.1538874999999997,False,1.2006532500000002,2.1538874999999997,1
1.310773,1.24832025,True,1.310773,1.24832025,2
1.3020304999999999,1.35656225,False,1.3020304999999999,1.35656225,2
0.8624387499999999,2.0720325,True,0.8624387499999999,2.0720325,0
1.777985,1.52746125,False,1.777985,1.52746125,0
1.5304292,2.0243919999999997,True,1.6411565000000001,2.13083,1
1.2142382,1.4422144,False,1.18255025,1.57545775,3
0.9786759999999999,1.3714103999999998,True,1.08740525,1.5543632499999998,2
1.2299684,0.7174600000000001,False,0.8943055,0.6935877500000001,1
0.8975250000000001,1.9200398,True,0.8945960000000001,1.84140975,2
1.3851734,1.1409399999999998,False,1.520865,1.1542949999999998,0
1.2618046,1.2340322000000001,True,1.27110575,1.2072927500000001,0
1.4055136000000001,1.2634892,False,1.357232,1.361464,2
2.6809000000000003,1.2864818,True,2.745465,1.39422325,8
1.4628024,1.1541254,False,1.6609975000000001,1.14258175,0
0.6295285999999999,1.2812732,True,0.691773,1.434086,0
1.3608644,1.705538,False,1.4872014999999998,1.84865,0
0.7563516,1.3419874,True,0.7275419999999999,1.5415445,1
1.036475,1.17996,False,1.0923565000000002,1.1687999999999998,1
1.5294438,0.6616892,True,1.61172975,0.5532765,2
1.142485,1.9386300000000003,False,1.02479125,1.8176275,0
1.2428563999999998,1.3290248,True,1.270298,1.018126,3
0.970955,1.4128402,False,1.053794,1.6709125,2
