Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts
D,150.0,Van Hecke,40,40,Brighton,14.0,0.736,14.0,0.649,14.0,0.611,14.0,0.567,14.0,0.566,14.0,0.645,14.0,0.57,14.0,0.571
D,255.0,Holgate,40,40,Everton,13.0,0.612,13.0,0.568,13.0,0.638,13.0,0.65,13.0,0.546,13.0,0.568,13.0,0.649,13.0,0.64
M,364.0,Phillips,50,50,Man City,12.0,0.638,12.0,0.546,12.0,0.642,12.0,0.596,12.0,0.582,12.0,0.625,12.0,0.63,12.0,0.532
D,25.0,Tomiyasu,45,45,Arsenal,12.0,0.643,12.0,0.577,12.0,0.612,12.0,0.549,12.0,0.614,12.0,0.596,12.0,0.646,12.0,0.531
D,83.0,Senesi,45,45,Bournemouth,12.0,0.625,12.0,0.559,12.0,0.616,12.0,0.585,12.0,0.594,12.0,0.555,12.0,0.562,12.0,0.635
D,386.0,Lindelöf,45,45,Man Utd,12.0,0.64,12.0,0.58,12.0,0.633,12.0,0.522,12.0,0.534,12.0,0.649,12.0,0.566,12.0,0.563
D,606.0,Igor,45,45,Brighton,12.0,0.654,12.0,0.638,12.0,0.595,12.0,0.533,12.0,0.532,12.0,0.634,12.0,0.552,12.0,0.538
M,394.0,Pellistri,45,45,Man Utd,12.0,0.623,12.0,0.57,12.0,0.616,12.0,0.532,12.0,0.543,12.0,0.632,12.0,0.559,12.0,0.556
D,428.0,Targett,45,45,Newcastle,12.0,0.568,12.0,0.511,12.0,0.538,12.0,0.518,12.0,0.569,12.0,0.669,12.0,0.649,12.0,0.592
F,174.0,Obafemi,50,50,Burnley,11.0,0.605,0.0,0.0,11.0,0.663,11.0,0.68,11.0,0.728,11.0,0.641,11.0,0.615,11.0,0.665
F,44.0,Durán,50,50,Aston Villa,13.0,0.547,13.0,0.599,13.0,0.575,13.0,0.544,13.0,0.592,13.0,0.585,13.0,0.553,13.0,0.565
M,79.0,Pearson,45,45,Bournemouth,15.0,0.592,15.0,0.548,15.0,0.584,15.0,0.559,15.0,0.566,15.0,0.547,15.0,0.554,15.0,0.599
D,298.0,Gomez,45,45,Liverpool,12.0,0.542,12.0,0.619,12.0,0.507,12.0,0.548,12.0,0.621,12.0,0.581,12.0,0.561,12.0,0.507
D,277.0,Mbabu,40,40,Fulham,12.0,0.549,12.0,0.522,12.0,0.473,12.0,0.466,12.0,0.673,12.0,0.516,12.0,0.524,12.0,0.67
M,92.0,Baptiste,45,45,Brentford,11.0,0.534,11.0,0.545,11.0,0.517,11.0,0.57,11.0,0.485,11.0,0.555,11.0,0.573,11.0,0.498
M,494.0,Bryan,50,50,Spurs,8.0,0.47,8.0,0.47,8.0,0.559,8.0,0.579,8.0,0.583,8.0,0.423,8.0,0.44,8.0,0.676
D,104.0,Hickey,45,45,Brentford,11.0,0.475,11.0,0.484,11.0,0.455,11.0,0.519,11.0,0.433,11.0,0.499,11.0,0.519,11.0,0.442
F,193.0,Broja,50,50,Chelsea,3.0,0.403,3.0,0.452,3.0,0.577,3.0,0.489,3.0,0.487,3.0,0.444,3.0,0.459,3.0,0.505
M,56.0,Sanson,45,45,Aston Villa,8.0,0.404,8.0,0.468,8.0,0.527,8.0,0.406,8.0,0.429,8.0,0.423,8.0,0.411,8.0,0.515
M,9.0,Jorginho,55,55,Arsenal,10.0,0.483,10.0,0.423,10.0,0.456,10.0,0.396,10.0,0.457,10.0,0.441,10.0,0.483,10.0,0.381
D,24.0,Tierney,45,45,Arsenal,8.0,0.495,8.0,0.409,8.0,0.441,8.0,0.382,8.0,0.449,8.0,0.432,8.0,0.494,8.0,0.367
M,410.0,Fraser,50,50,Newcastle,8.0,0.409,8.0,0.366,8.0,0.386,8.0,0.368,8.0,0.411,8.0,0.551,8.0,0.52,8.0,0.424
M,38.0,Coutinho,60,60,Aston Villa,7.0,0.359,7.0,0.426,7.0,0.489,7.0,0.355,7.0,0.401,7.0,0.393,7.0,0.365,7.0,0.472
M,81.0,Rothwell,50,50,Bournemouth,10.0,0.428,10.0,0.386,10.0,0.42,10.0,0.395,10.0,0.403,10.0,0.382,10.0,0.388,10.0,0.443
D,271.0,Diop,45,45,Fulham,10.0,0.425,10.0,0.386,10.0,0.348,10.0,0.342,10.0,0.466,10.0,0.388,10.0,0.388,10.0,0.463
M,269.0,Cavaleiro,50,50,Fulham,8.0,0.41,8.0,0.383,8.0,0.345,8.0,0.34,8.0,0.511,8.0,0.385,8.0,0.384,8.0,0.446
D,242.0,Ward,45,45,Crystal Palace,8.0,0.448,8.0,0.345,8.0,0.37,8.0,0.433,8.0,0.37,8.0,0.405,8.0,0.348,8.0,0.434
D,45.0,Hause,40,40,Aston Villa,8.0,0.342,8.0,0.418,8.0,0.453,8.0,0.337,8.0,0.379,8.0,0.371,8.0,0.348,8.0,0.445
D,37.0,Chambers,40,40,Aston Villa,8.0,0.33,8.0,0.41,8.0,0.453,8.0,0.331,8.0,0.37,8.0,0.364,8.0,0.337,8.0,0.44
G,524.0,Areola,40,40,West Ham,10.0,0.402,10.0,0.387,10.0,0.353,10.0,0.407,10.0,0.353,10.0,0.355,10.0,0.407,10.0,0.361
M,16.0,Pépé,50,50,Arsenal,3.0,0.419,3.0,0.353,3.0,0.371,3.0,0.331,3.0,0.377,3.0,0.367,3.0,0.42,3.0,0.28
M,123.0,Alzate,45,45,Brighton,8.0,0.405,8.0,0.39,8.0,0.353,8.0,0.319,8.0,0.317,8.0,0.386,8.0,0.323,8.0,0.323
D,189.0,Azpilicueta,45,45,Chelsea,5.0,0.241,5.0,0.288,5.0,0.365,5.0,0.344,5.0,0.349,5.0,0.27,5.0,0.299,5.0,0.362
D,10.0,Kiwior,45,45,Arsenal,6.0,0.355,6.0,0.293,6.0,0.325,6.0,0.271,6.0,0.327,6.0,0.316,6.0,0.355,6.0,0.256
M,503.0,Lo Celso,50,50,Spurs,2.0,0.233,2.0,0.241,2.0,0.318,2.0,0.342,2.0,0.399,2.0,0.199,2.0,0.22,2.0,0.492
M,248.0,Dele,50,50,Everton,5.0,0.253,5.0,0.222,5.0,0.303,5.0,0.314,5.0,0.2,5.0,0.222,5.0,0.377,5.0,0.306
F,100.0,Dervişoğlu,45,45,Brentford,5.0,0.287,5.0,0.288,5.0,0.278,5.0,0.257,5.0,0.255,5.0,0.294,5.0,0.258,5.0,0.265
D,7.0,Holding,45,45,Arsenal,4.0,0.314,4.0,0.251,4.0,0.283,4.0,0.23,4.0,0.285,4.0,0.276,4.0,0.313,4.0,0.198
M,52.0,Nakamba,45,45,Luton,8.0,0.27,0.0,0.0,8.0,0.282,8.0,0.307,8.0,0.307,8.0,0.335,8.0,0.314,8.0,0.306
M,128.0,Dahoud,50,50,Brighton,3.0,0.423,3.0,0.313,3.0,0.245,3.0,0.196,3.0,0.195,3.0,0.305,3.0,0.214,3.0,0.203
F,127.0,Connolly,45,45,Brighton,3.0,0.402,3.0,0.271,3.0,0.238,3.0,0.194,3.0,0.191,3.0,0.265,3.0,0.212,3.0,0.197
M,21.0,Sambi,50,50,Arsenal,5.0,0.277,5.0,0.224,5.0,0.251,5.0,0.217,5.0,0.252,5.0,0.243,5.0,0.277,5.0,0.204
F,61.0,Wesley,50,50,Aston Villa,1.0,0.199,1.0,0.259,1.0,0.292,1.0,0.194,1.0,0.234,1.0,0.227,1.0,0.204,1.0,0.283
D,23.0,Tavares,40,40,Arsenal,2.0,0.258,2.0,0.199,2.0,0.227,2.0,0.183,2.0,0.23,2.0,0.221,2.0,0.261,2.0,0.146
M,62.0,Anthony,50,50,Bournemouth,3.0,0.239,3.0,0.186,3.0,0.238,3.0,0.212,3.0,0.221,3.0,0.183,3.0,0.19,3.0,0.247
D,214.0,Sarr,45,45,Chelsea,4.0,0.15,4.0,0.196,4.0,0.255,4.0,0.235,4.0,0.237,4.0,0.178,4.0,0.201,4.0,0.249
D,121.0,Zanka,45,45,Brentford,3.0,0.195,3.0,0.198,3.0,0.175,3.0,0.232,3.0,0.136,3.0,0.212,3.0,0.233,3.0,0.145
F,33.0,Archer,45,45,Aston Villa,3.0,0.132,3.0,0.174,3.0,0.207,3.0,0.127,3.0,0.15,3.0,0.142,3.0,0.138,3.0,0.197
D,68.0,Fredericks,45,45,Bournemouth,4.0,0.184,4.0,0.128,4.0,0.183,4.0,0.153,4.0,0.162,4.0,0.124,4.0,0.131,4.0,0.193
D,75.0,Mepham,45,45,Bournemouth,3.0,0.183,3.0,0.127,3.0,0.181,3.0,0.152,3.0,0.161,3.0,0.124,3.0,0.131,3.0,0.192
M,3.0,Elneny,45,45,Arsenal,3.0,0.191,3.0,0.136,3.0,0.161,3.0,0.132,3.0,0.162,3.0,0.155,3.0,0.191,3.0,0.119
M,47.0,Kamara,50,50,Aston Villa,3.0,0.119,3.0,0.171,3.0,0.204,3.0,0.117,3.0,0.14,3.0,0.133,3.0,0.125,3.0,0.196
G,361.0,Ortega,40,40,Man City,2.0,0.135,2.0,0.118,2.0,0.136,2.0,0.162,2.0,0.112,2.0,0.154,2.0,0.129,2.0,0.072
M,46.0,Iroegbunam,45,45,Aston Villa,3.0,0.091,3.0,0.136,3.0,0.169,3.0,0.086,3.0,0.11,3.0,0.102,3.0,0.097,3.0,0.161
G,113.0,Raya,50,50,Brentford,1.0,0.073,1.0,0.082,1.0,0.074,1.0,0.085,1.0,0.044,1.0,0.079,1.0,0.086,1.0,0.047
G,385.0,Henderson,45,45,Man Utd,1.0,0.088,1.0,0.067,1.0,0.082,1.0,0.038,1.0,0.049,1.0,0.098,1.0,0.073,1.0,0.073
G,145.0,Sánchez,45,45,Brighton,1.0,0.095,1.0,0.091,1.0,0.075,1.0,0.05,1.0,0.047,1.0,0.083,1.0,0.068,1.0,0.051
G,53.0,Olsen,40,40,Aston Villa,1.0,0.045,1.0,0.079,1.0,0.1,1.0,0.041,1.0,0.075,1.0,0.071,1.0,0.051,1.0,0.093
G,409.0,Dubravka,40,40,Newcastle,1.0,0.077,1.0,0.033,1.0,0.053,1.0,0.042,1.0,0.077,1.0,0.1,1.0,0.097,1.0,0.072
G,227.0,Guaita,45,45,Crystal Palace,1.0,0.085,1.0,0.044,1.0,0.065,1.0,0.075,1.0,0.065,1.0,0.078,1.0,0.044,1.0,0.077
G,498.0,Forster,40,40,Spurs,1.0,0.061,1.0,0.052,1.0,0.079,1.0,0.085,1.0,0.082,1.0,0.037,1.0,0.05,1.0,0.085
G,301.0,Kelleher,40,40,Liverpool,1.0,0.054,1.0,0.071,1.0,0.047,1.0,0.062,1.0,0.075,1.0,0.062,1.0,0.053,1.0,0.047
G,448.0,Hennessey,40,40,Nott'm Forest,1.0,0.038,1.0,0.078,1.0,0.041,1.0,0.059,1.0,0.078,1.0,0.03,1.0,0.064,1.0,0.064
G,284.0,Rodák,40,40,Fulham,1.0,0.054,1.0,0.058,1.0,0.044,1.0,0.036,1.0,0.072,1.0,0.056,1.0,0.059,1.0,0.072
G,88.0,Travers,40,40,Bournemouth,1.0,0.065,1.0,0.04,1.0,0.064,1.0,0.058,1.0,0.066,1.0,0.038,1.0,0.045,1.0,0.062
G,175.0,Peacock-Farrell,40,40,Burnley,1.0,0.04,0.0,0.0,1.0,0.055,1.0,0.054,1.0,0.062,1.0,0.052,1.0,0.042,1.0,0.056
M,273.0,Knockaert,45,45,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,559.0,João Gomes,50,50,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,422.0,Manquillo,40,40,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,574.0,Traoré,45,45,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,417.0,Krafth,45,45,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,576.0,Jack Robinson,45,45,Sheffield Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,89.0,Zabarnyi,45,45,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,359.0,Mahrez,75,75,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,419.0,Lascelles,40,40,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,274.0,Kongolo,40,40,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,179.0,Thomas,40,40,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,399.0,Shoretire,45,45,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,581.0,Dummett,40,40,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,224.0,Ebiowei,45,45,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,237.0,Plange,45,45,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,219.0,Ahamada,45,45,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,69.0,Hill,40,40,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,383.0,Mejbri,45,45,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,580.0,Karius,40,40,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,552.0,Fabio Silva,55,55,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,571.0,Šarkić,40,40,Wolves,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
M,414.0,Hendrick,45,45,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,168.0,Foster,50,50,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,322.0,Freeman,50,50,Luton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,490.0,Osula,45,45,Sheffield Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,418.0,Kuol,45,45,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,118.0,Trevitt,45,45,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,435.0,Arter,45,45,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,156.0,Agyei,45,45,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,158.0,Bastien,50,50,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,159.0,Benson,55,55,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,162.0,Churlinov,45,45,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,577.0,Ogbonna,45,45,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,186.0,Andrey Santos,45,45,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,80.0,Randolph,40,40,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,384.0,Heaton,40,40,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,466.0,Ui-jo,45,45,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,471.0,Ahmedhodžić,45,45,Sheffield Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,519.0,Udogie,45,45,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,520.0,Vicario,50,50,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,588.0,Young,45,45,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,347.0,Carson,40,40,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,605.0,Koleosho,50,50,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,463.0,Shelvey,50,50,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,164.0,Costelloe,45,45,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,11.0,Marquinhos,45,45,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,207.0,Lukaku,70,70,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,482.0,Foderingham,45,45,Sheffield Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,94.0,Bidstrup,45,45,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,54.0,Philogene-Bidace,45,45,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,513.0,Sarr,45,45,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,363.0,Perrone,45,45,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,137.0,Kozłowski,45,45,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,411.0,Gillespie,40,40,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,243.0,Whitworth,40,40,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,323.0,Macey,40,40,Luton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,289.0,Adrián,40,40,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,483.0,Jebbison,50,50,Sheffield Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,408.0,Darlow,40,40,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,97.0,Cox,40,40,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,2.0,Cédric,40,40,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,425.0,Ritchie,45,45,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,299.0,Henderson,50,50,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,115.0,Schade,55,55,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,380.0,Álvaro Fernández,40,40,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,388.0,Mainoo,45,45,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,188.0,Aubameyang,65,65,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,546.0,Bentley,40,40,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,438.0,Biancone,40,40,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,18.0,Rúnarsson,40,40,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,521.0,Whiteman,40,40,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,518.0,Tanganga,40,40,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,114.0,Roerslev,45,45,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,508.0,Reguilón,45,45,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,93.0,Bech,40,40,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,457.0,Niakhaté,45,45,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,443.0,Dennis,50,50,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,306.0,Phillips,40,40,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,375.0,Bailly,40,40,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1.0,Balogun,45,45,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,553.0,Giles,45,45,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,420.0,Lewis,40,40,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,462.0,Scarpa,45,45,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,453.0,Mangala,50,50,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,213.0,Pulisic,55,55,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,172.0,Muric,45,45,Burnley,89.0,0.0,0.0,0.0,89.0,0.0,89.0,0.0,89.0,0.0,89.0,0.0,89.0,0.0,89.0,0.0
M,250.0,Garner,50,50,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,374.0,B.Williams,40,40,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,431.0,Watts,40,40,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,91.0,Balcombe,40,40,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,476.0,Bogle,45,45,Sheffield Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,185.0,Ampadu,40,40,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,578.0,Nelson,50,50,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,141.0,McGill,40,40,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,491.0,Austin,40,40,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,510.0,Rodon,40,40,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
