Optimal (within gap tolerance) - objective value -280.14231500
      1 squad[308,1]                                    1                       0
      2 squad[308,2]                                    1                       0
      3 squad[308,3]                                    1                       0
      4 squad[308,4]                                    1                       0
      5 squad[308,5]                                    1                       0
      6 squad[308,6]                                    1                       0
      8 squad[355,1]                                    1                       0
      9 squad[355,2]                                    1                       0
     10 squad[355,3]                                    1                       0
     11 squad[355,4]                                    1                       0
     12 squad[355,5]                                    1                       0
     13 squad[355,6]                                    1                       0
     29 squad[373,1]                                    1                       0
     30 squad[373,2]                                    1                       0
     31 squad[373,3]                                    1                       0
     32 squad[373,4]                                    1                       0
     33 squad[373,5]                                    1                       0
     34 squad[373,6]                                    1                       0
     36 squad[19,1]                                     1                       0
     37 squad[19,2]                                     1                       0
     38 squad[19,3]                                     1                       0
     39 squad[19,4]                                     1                       0
     40 squad[19,5]                                     1                       0
     41 squad[19,6]                                     1                       0
     78 squad[134,1]                                    1                       0
     79 squad[134,2]                                    1                       0
     80 squad[134,3]                                    1                       0
     81 squad[134,4]                                    1                       0
     82 squad[134,5]                                    1                       0
     83 squad[134,6]                                    1                       0
     85 squad[108,1]                                    1                       0
     86 squad[108,2]                                    1                       0
     87 squad[108,3]                                    1                       0
     88 squad[108,4]                                    1                       0
     89 squad[108,5]                                    1                       0
     90 squad[108,6]                                    1                       0
    127 squad[368,1]                                    1                       0
    128 squad[368,2]                                    1                       0
    129 squad[368,3]                                    1                       0
    130 squad[368,4]                                    1                       0
    131 squad[368,5]                                    1                       0
    132 squad[368,6]                                    1                       0
    148 squad[17,1]                                     1                       0
    149 squad[17,2]                                     1                       0
    150 squad[17,3]                                     1                       0
    151 squad[17,4]                                     1                       0
    152 squad[17,5]                                     1                       0
    153 squad[17,6]                                     1                       0
    162 squad[131,1]                                    1                       0
    163 squad[131,2]                                    1                       0
    164 squad[131,3]                                    1                       0
    165 squad[131,4]                                    1                       0
    166 squad[131,5]                                    1                       0
    167 squad[131,6]                                    1                       0
    169 squad[5,1]                                      1                       0
    170 squad[5,2]                                      1                       0
    171 squad[5,3]                                      1                       0
    172 squad[5,4]                                      1                       0
    173 squad[5,5]                                      1                       0
    174 squad[5,6]                                      1                       0
    211 squad[341,1]                                    1                       0
    212 squad[341,2]                                    1                       0
    213 squad[341,3]                                    1                       0
    214 squad[341,4]                                    1                       0
    215 squad[341,5]                                    1                       0
    216 squad[341,6]                                    1                       0
    393 squad[112,1]                                    1                       0
    394 squad[112,2]                                    1                       0
    395 squad[112,3]                                    1                       0
    396 squad[112,4]                                    1                       0
    397 squad[112,5]                                    1                       0
    398 squad[112,6]                                    1                       0
    407 squad[227,1]                                    1                       0
    408 squad[227,2]                                    1                       0
    409 squad[227,3]                                    1                       0
    410 squad[227,4]                                    1                       0
    411 squad[227,5]                                    1                       0
    412 squad[227,6]                                    1                       0
   1569 squad[264,1]                                    1                       0
   1570 squad[264,2]                                    1                       0
   1571 squad[264,3]                                    1                       0
   1572 squad[264,4]                                    1                       0
   1573 squad[264,5]                                    1                       0
   1574 squad[264,6]                                    1                       0
   1702 squad[538,1]                                    1                       0
   1703 squad[538,2]                                    1                       0
   1704 squad[538,3]                                    1                       0
   1705 squad[538,4]                                    1                       0
   1706 squad[538,5]                                    1                       0
   1707 squad[538,6]                                    1                       0
   6825 lineup[308,1]                                   1                  -6.468
   6826 lineup[308,2]                                   1                 -6.2305
   6827 lineup[308,3]                                   1               -3.900777
   6828 lineup[308,4]                                   1               -4.018834
   6829 lineup[308,5]                                   1               -3.720339
   6830 lineup[308,6]                                   1                -3.18536
   6831 lineup[355,1]                                   1                  -6.894
   6832 lineup[355,2]                                   1                 -4.2534
   6833 lineup[355,3]                                   1               -5.539407
   6834 lineup[355,4]                                   1               -3.941454
   6835 lineup[355,5]                                   1               -3.241137
   6836 lineup[355,6]                                   1               -3.113036
   6849 lineup[373,1]                                   1                  -6.077
   6850 lineup[373,2]                                   1                 -4.5798
   6851 lineup[373,3]                                   1               -4.507677
   6852 lineup[373,4]                                   1               -2.930604
   6853 lineup[373,5]                                   1               -2.665364
   6854 lineup[373,6]                                   1               -2.684417
   6855 lineup[19,1]                                    1                  -5.982
   6856 lineup[19,2]                                    1                 -4.4863
   6857 lineup[19,3]                                    1               -4.163767
   6858 lineup[19,4]                                    1               -3.184238
   6859 lineup[19,5]                                    1                -2.86216
   6860 lineup[19,6]                                    1               -2.528233
   6891 lineup[134,1]                                   1                  -5.576
   6892 lineup[134,2]                                   1                -4.30525
   6893 lineup[134,3]                                   1                -3.64429
   6894 lineup[134,4]                                   1               -2.696009
   6895 lineup[134,5]                                   1               -2.221659
   6896 lineup[134,6]                                   1               -2.372936
   6897 lineup[108,1]                                   1                  -4.998
   6898 lineup[108,2]                                   1                 -4.0698
   6899 lineup[108,3]                                   1                -3.57493
   6900 lineup[108,4]                                   1               -3.228455
   6901 lineup[108,5]                                   1               -2.122477
   6902 lineup[108,6]                                   1                -2.26689
   6933 lineup[368,1]                                   1                  -4.521
   6934 lineup[368,2]                                   1                -3.11015
   6935 lineup[368,3]                                   1               -3.451382
   6936 lineup[368,4]                                   1               -3.022109
   6937 lineup[368,5]                                   1               -2.162672
   6938 lineup[368,6]                                   1               -2.446591
   6951 lineup[17,1]                                    1                   -5.25
   6952 lineup[17,2]                                    1                 -3.2708
   6953 lineup[17,3]                                    1               -3.412367
   6955 lineup[17,5]                                    1                -2.14127
   6956 lineup[17,6]                                    1               -2.005104
   6963 lineup[131,1]                                   1                  -5.554
   6964 lineup[131,2]                                   1                 -3.7434
   6965 lineup[131,3]                                   1               -3.232465
   6967 lineup[131,5]                                   1                -1.68608
   6968 lineup[131,6]                                   1               -2.270884
   6969 lineup[5,1]                                     1                  -5.337
   6970 lineup[5,2]                                     1                -3.15265
   6971 lineup[5,3]                                     1                -3.34951
   6972 lineup[5,4]                                     1               -2.328762
   6973 lineup[5,5]                                     1               -2.105773
   6974 lineup[5,6]                                     1               -1.992681
   7005 lineup[341,1]                                   1                  -4.092
   7007 lineup[341,3]                                   1               -3.140707
   7008 lineup[341,4]                                   1               -2.756193
   7009 lineup[341,5]                                   1               -1.939775
   7010 lineup[341,6]                                   1               -2.252692
   7162 lineup[112,2]                                   1                -3.07955
   7164 lineup[112,4]                                   1               -2.748823
   7176 lineup[227,4]                                   1                -2.67083
   9976 captain[308,2]                                  1                 -6.2305
   9978 captain[308,4]                                  1               -4.018834
   9979 captain[308,5]                                  1               -3.720339
   9980 captain[308,6]                                  1                -3.18536
