Optimal (within gap tolerance) - objective value -294.22331600
      1 squad[308,1]                                    1                      0
      2 squad[308,2]                                    1                      0
      3 squad[308,3]                                    1                      0
      4 squad[308,4]                                    1                      0
      5 squad[308,5]                                    1                      0
      6 squad[308,6]                                    1                      0
      8 squad[355,1]                                    1                      0
      9 squad[355,2]                                    1                      0
     10 squad[355,3]                                    1                      0
     11 squad[355,4]                                    1                      0
     12 squad[355,5]                                    1                      0
     13 squad[355,6]                                    1                      0
     29 squad[373,1]                                    1                      0
     30 squad[373,2]                                    1                      0
     31 squad[373,3]                                    1                      0
     32 squad[373,4]                                    1                      0
     33 squad[373,5]                                    1                      0
     34 squad[373,6]                                    1                      0
     36 squad[19,1]                                     1                      0
     37 squad[19,2]                                     1                      0
     38 squad[19,3]                                     1                      0
     39 squad[19,4]                                     1                      0
     40 squad[19,5]                                     1                      0
     41 squad[19,6]                                     1                      0
     71 squad[361,1]                                    1                      0
     72 squad[361,2]                                    1                      0
     73 squad[361,3]                                    1                      0
     74 squad[361,4]                                    1                      0
     75 squad[361,5]                                    1                      0
     76 squad[361,6]                                    1                      0
     78 squad[117,1]                                    1                      0
     79 squad[117,2]                                    1                      0
     80 squad[117,3]                                    1                      0
     81 squad[117,4]                                    1                      0
     82 squad[117,5]                                    1                      0
     83 squad[117,6]                                    1                      0
     92 squad[346,1]                                    1                      0
     93 squad[346,2]                                    1                      0
     94 squad[346,3]                                    1                      0
     95 squad[346,4]                                    1                      0
     96 squad[346,5]                                    1                      0
     97 squad[346,6]                                    1                      0
     99 squad[134,1]                                    1                      0
    100 squad[134,2]                                    1                      0
    101 squad[134,3]                                    1                      0
    102 squad[134,4]                                    1                      0
    103 squad[134,5]                                    1                      0
    104 squad[134,6]                                    1                      0
    113 squad[371,1]                                    1                      0
    114 squad[371,2]                                    1                      0
    115 squad[371,3]                                    1                      0
    116 squad[371,4]                                    1                      0
    117 squad[371,5]                                    1                      0
    118 squad[371,6]                                    1                      0
    127 squad[206,1]                                    1                      0
    128 squad[206,2]                                    1                      0
    129 squad[206,3]                                    1                      0
    130 squad[206,4]                                    1                      0
    131 squad[206,5]                                    1                      0
    132 squad[206,6]                                    1                      0
    155 squad[23,1]                                     1                      0
    156 squad[23,2]                                     1                      0
    157 squad[23,3]                                     1                      0
    158 squad[23,4]                                     1                      0
    159 squad[23,5]                                     1                      0
    160 squad[23,6]                                     1                      0
    218 squad[131,1]                                    1                      0
    219 squad[131,2]                                    1                      0
    220 squad[131,3]                                    1                      0
    221 squad[131,4]                                    1                      0
    222 squad[131,5]                                    1                      0
    223 squad[131,6]                                    1                      0
    386 squad[1,1]                                      1                      0
    387 squad[1,2]                                      1                      0
    388 squad[1,3]                                      1                      0
    389 squad[1,4]                                      1                      0
    390 squad[1,5]                                      1                      0
    391 squad[1,6]                                      1                      0
    393 squad[301,1]                                    1                      0
    394 squad[301,2]                                    1                      0
    395 squad[301,3]                                    1                      0
    396 squad[301,4]                                    1                      0
    397 squad[301,5]                                    1                      0
    398 squad[301,6]                                    1                      0
    603 squad[312,1]                                    1                      0
    604 squad[312,2]                                    1                      0
    605 squad[312,3]                                    1                      0
    606 squad[312,4]                                    1                      0
    607 squad[312,5]                                    1                      0
    608 squad[312,6]                                    1                      0
   6682 lineup[308,1]                                   1                 -6.468
   6683 lineup[308,2]                                   1                -6.2305
   6684 lineup[308,3]                                   1              -3.900777
   6685 lineup[308,4]                                   1              -4.018834
   6686 lineup[308,5]                                   1              -3.720339
   6687 lineup[308,6]                                   1               -3.18536
   6688 lineup[355,1]                                   1                 -6.894
   6689 lineup[355,2]                                   1                -4.2534
   6690 lineup[355,3]                                   1              -5.539407
   6691 lineup[355,4]                                   1              -3.941454
   6692 lineup[355,5]                                   1              -3.241137
   6693 lineup[355,6]                                   1              -3.113036
   6706 lineup[373,1]                                   1                 -6.077
   6707 lineup[373,2]                                   1                -4.5798
   6708 lineup[373,3]                                   1              -4.507677
   6709 lineup[373,4]                                   1              -2.930604
   6710 lineup[373,5]                                   1              -2.665364
   6711 lineup[373,6]                                   1              -2.684417
   6712 lineup[19,1]                                    1                 -5.982
   6713 lineup[19,2]                                    1                -4.4863
   6714 lineup[19,3]                                    1              -4.163767
   6715 lineup[19,4]                                    1              -3.184238
   6716 lineup[19,5]                                    1               -2.86216
   6717 lineup[19,6]                                    1              -2.528233
   6742 lineup[361,1]                                   1                 -5.025
   6744 lineup[361,3]                                   1               -3.78012
   6745 lineup[361,4]                                   1              -3.437872
   6746 lineup[361,5]                                   1              -2.442467
   6747 lineup[361,6]                                   1              -2.692404
   6748 lineup[117,1]                                   1                 -5.182
   6749 lineup[117,2]                                   1                -4.4166
   6750 lineup[117,3]                                   1              -3.734602
   6751 lineup[117,4]                                   1              -3.381372
   6752 lineup[117,5]                                   1              -2.249847
   6753 lineup[117,6]                                   1              -2.399115
   6760 lineup[346,1]                                   1                 -4.994
   6762 lineup[346,3]                                   1              -3.786622
   6763 lineup[346,4]                                   1              -3.258547
   6764 lineup[346,5]                                   1              -2.392877
   6765 lineup[346,6]                                   1              -2.630285
   6766 lineup[134,1]                                   1                 -5.573
   6767 lineup[134,2]                                   1               -4.30355
   6768 lineup[134,3]                                   1              -3.642122
   6769 lineup[134,4]                                   1               -2.69478
   6770 lineup[134,5]                                   1              -2.220615
   6771 lineup[134,6]                                   1              -2.371605
   6778 lineup[371,1]                                   1                  -5.34
   6779 lineup[371,2]                                   1               -3.98055
   6780 lineup[371,3]                                   1              -3.876935
   6783 lineup[371,6]                                   1              -2.321466
   6791 lineup[206,2]                                   1               -3.67965
   6792 lineup[206,3]                                   1               -4.11825
   6793 lineup[206,4]                                   1              -3.367247
   6794 lineup[206,5]                                   1              -2.452385
   6814 lineup[23,1]                                    1                 -5.574
   6816 lineup[23,3]                                    1               -3.50557
   6817 lineup[23,4]                                    1              -2.506244
   6818 lineup[23,5]                                    1              -2.236275
   6819 lineup[23,6]                                    1              -2.093402
   6868 lineup[131,1]                                   1                 -5.554
   6869 lineup[131,2]                                   1                -3.7434
   6873 lineup[131,6]                                   1              -2.270884
   7015 lineup[1,4]                                     1              -2.391403
   7016 lineup[1,5]                                     1              -2.122999
   7019 lineup[301,2]                                   1                -4.2313
   7199 lineup[312,2]                                   1               -4.10805
   9767 captain[308,2]                                  1                -6.2305
   9769 captain[308,4]                                  1              -4.018834
   9770 captain[308,5]                                  1              -3.720339
   9771 captain[308,6]                                  1               -3.18536
   9772 captain[355,1]                                  1                 -6.894
