Optimal (within gap tolerance) - objective value -900.83899850
      0 squad[355,5]                                     1                      0
      2 squad[355,7]                                     1                      0
      6 squad[355,11]                                    1                      0
      7 squad[355,12]                                    1                      0
      8 squad[355,13]                                    1                      0
      9 squad[355,14]                                    1                      0
     10 squad[355,15]                                    1                      0
     11 squad[355,16]                                    1                      0
     12 squad[355,17]                                    1                      0
     13 squad[308,5]                                     1                      0
     14 squad[308,6]                                     1                      0
     15 squad[308,7]                                     1                      0
     16 squad[308,8]                                     1                      0
     17 squad[308,9]                                     1                      0
     18 squad[308,10]                                    1                      0
     19 squad[308,11]                                    1                      0
     20 squad[308,12]                                    1                      0
     21 squad[308,13]                                    1                      0
     22 squad[308,14]                                    1                      0
     23 squad[308,15]                                    1                      0
     24 squad[308,16]                                    1                      0
     25 squad[308,17]                                    1                      0
     27 squad[516,6]                                     1                      0
     28 squad[516,7]                                     1                      0
     29 squad[516,8]                                     1                      0
     30 squad[516,9]                                     1                      0
     31 squad[516,10]                                    1                      0
     39 squad[19,5]                                      1                      0
     40 squad[19,6]                                      1                      0
     41 squad[19,7]                                      1                      0
     42 squad[19,8]                                      1                      0
     43 squad[19,9]                                      1                      0
     44 squad[19,10]                                     1                      0
     45 squad[19,11]                                     1                      0
     46 squad[19,12]                                     1                      0
     47 squad[19,13]                                     1                      0
     48 squad[19,14]                                     1                      0
     49 squad[19,15]                                     1                      0
     50 squad[19,16]                                     1                      0
     51 squad[19,17]                                     1                      0
     52 squad[108,5]                                     1                      0
     53 squad[108,6]                                     1                      0
     54 squad[108,7]                                     1                      0
     55 squad[108,8]                                     1                      0
     56 squad[108,9]                                     1                      0
     57 squad[108,10]                                    1                      0
     58 squad[108,11]                                    1                      0
     59 squad[108,12]                                    1                      0
     60 squad[108,13]                                    1                      0
     61 squad[108,14]                                    1                      0
     62 squad[108,15]                                    1                      0
     63 squad[108,16]                                    1                      0
     64 squad[108,17]                                    1                      0
     71 squad[526,11]                                    1                      0
     72 squad[526,12]                                    1                      0
     73 squad[526,13]                                    1                      0
     74 squad[526,14]                                    1                      0
     75 squad[526,15]                                    1                      0
     76 squad[526,16]                                    1                      0
     77 squad[526,17]                                    1                      0
     78 squad[373,5]                                     1                      0
     94 squad[504,8]                                     1                      0
     95 squad[504,9]                                     1                      0
    109 squad[140,10]                                    1                      0
    110 squad[140,11]                                    1                      0
    111 squad[140,12]                                    1                      0
    112 squad[140,13]                                    1                      0
    113 squad[140,14]                                    1                      0
    114 squad[140,15]                                    1                      0
    115 squad[140,16]                                    1                      0
    116 squad[140,17]                                    1                      0
    157 squad[343,6]                                     1                      0
    209 squad[225,6]                                     1                      0
    210 squad[225,7]                                     1                      0
    211 squad[225,8]                                     1                      0
    212 squad[225,9]                                     1                      0
    213 squad[225,10]                                    1                      0
    214 squad[225,11]                                    1                      0
    215 squad[225,12]                                    1                      0
    216 squad[225,13]                                    1                      0
    217 squad[225,14]                                    1                      0
    218 squad[225,15]                                    1                      0
    219 squad[225,16]                                    1                      0
    220 squad[225,17]                                    1                      0
    221 squad[131,5]                                     1                      0
    222 squad[131,6]                                     1                      0
    223 squad[131,7]                                     1                      0
    224 squad[131,8]                                     1                      0
    225 squad[131,9]                                     1                      0
    226 squad[131,10]                                    1                      0
    227 squad[131,11]                                    1                      0
    228 squad[131,12]                                    1                      0
    229 squad[131,13]                                    1                      0
    230 squad[131,14]                                    1                      0
    231 squad[131,15]                                    1                      0
    232 squad[131,16]                                    1                      0
    233 squad[131,17]                                    1                      0
    248 squad[132,6]                                     1                      0
    249 squad[132,7]                                     1                      0
    250 squad[132,8]                                     1                      0
    251 squad[132,9]                                     1                      0
    252 squad[132,10]                                    1                      0
    253 squad[132,11]                                    1                      0
    254 squad[132,12]                                    1                      0
    255 squad[132,13]                                    1                      0
    256 squad[132,14]                                    1                      0
    257 squad[132,15]                                    1                      0
    258 squad[132,16]                                    1                      0
    259 squad[132,17]                                    1                      0
    300 squad[220,6]                                     1                      0
    301 squad[220,7]                                     1                      0
    302 squad[220,8]                                     1                      0
    303 squad[220,9]                                     1                      0
    304 squad[220,10]                                    1                      0
    305 squad[220,11]                                    1                      0
    306 squad[220,12]                                    1                      0
    307 squad[220,13]                                    1                      0
    308 squad[220,14]                                    1                      0
    309 squad[220,15]                                    1                      0
    310 squad[220,16]                                    1                      0
    311 squad[220,17]                                    1                      0
    339 squad[113,6]                                     1                      0
    340 squad[113,7]                                     1                      0
    341 squad[113,8]                                     1                      0
    342 squad[113,9]                                     1                      0
    343 squad[113,10]                                    1                      0
    344 squad[113,11]                                    1                      0
    345 squad[113,12]                                    1                      0
    346 squad[113,13]                                    1                      0
    347 squad[113,14]                                    1                      0
    348 squad[113,15]                                    1                      0
    349 squad[113,16]                                    1                      0
    350 squad[113,17]                                    1                      0
    380 squad[36,8]                                      1                      0
    381 squad[36,9]                                      1                      0
    382 squad[36,10]                                     1                      0
    396 squad[544,11]                                    1                      0
    397 squad[544,12]                                    1                      0
    398 squad[544,13]                                    1                      0
    399 squad[544,14]                                    1                      0
    400 squad[544,15]                                    1                      0
    401 squad[544,16]                                    1                      0
    402 squad[544,17]                                    1                      0
    403 squad[143,5]                                     1                      0
    442 squad[511,5]                                     1                      0
    443 squad[511,6]                                     1                      0
    444 squad[511,7]                                     1                      0
    445 squad[511,8]                                     1                      0
    446 squad[511,9]                                     1                      0
    447 squad[511,10]                                    1                      0
    448 squad[511,11]                                    1                      0
    449 squad[511,12]                                    1                      0
    450 squad[511,13]                                    1                      0
    451 squad[511,14]                                    1                      0
    452 squad[511,15]                                    1                      0
    453 squad[511,16]                                    1                      0
    454 squad[511,17]                                    1                      0
    521 squad[405,6]                                     1                      0
    522 squad[405,7]                                     1                      0
    601 squad[275,8]                                     1                      0
    602 squad[275,9]                                     1                      0
    603 squad[275,10]                                    1                      0
    604 squad[275,11]                                    1                      0
    605 squad[275,12]                                    1                      0
    606 squad[275,13]                                    1                      0
    607 squad[275,14]                                    1                      0
    608 squad[275,15]                                    1                      0
    609 squad[275,16]                                    1                      0
    610 squad[275,17]                                    1                      0
    650 squad[112,5]                                     1                      0
    654 squad[112,9]                                     1                      0
    655 squad[112,10]                                    1                      0
    656 squad[112,11]                                    1                      0
    657 squad[112,12]                                    1                      0
    658 squad[112,13]                                    1                      0
    659 squad[112,14]                                    1                      0
    660 squad[112,15]                                    1                      0
    661 squad[112,16]                                    1                      0
    662 squad[112,17]                                    1                      0
    806 squad[20,5]                                      1                      0
   1183 squad[230,5]                                     1                      0
   1210 squad[630,6]                                     1                      0
   1211 squad[630,7]                                     1                      0
   1301 squad[614,6]                                     1                      0
   1302 squad[614,7]                                     1                      0
   2198 squad[318,6]                                     1                      0
   2199 squad[318,7]                                     1                      0
   2200 squad[318,8]                                     1                      0
   2925 squad[195,5]                                     1                      0
   3695 squad[340,8]                                     1                      0
   3696 squad[340,9]                                     1                      0
   3697 squad[340,10]                                    1                      0
   3848 squad[82,5]                                      1                      0
   3926 squad[148,5]                                     1                      0
   4719 squad[538,5]                                     1                      0
   9351 lineup[355,7]                                    1               -7.71034
   9355 lineup[355,11]                                   1               -8.20944
   9356 lineup[355,12]                                   1                -6.7173
   9357 lineup[355,13]                                   1               -6.76303
   9358 lineup[355,14]                                   1              -7.659045
   9359 lineup[355,15]                                   1              -7.568302
   9360 lineup[355,16]                                   1              -9.448938
   9361 lineup[355,17]                                   1              -7.385724
   9362 lineup[308,6]                                    1                 -6.941
   9363 lineup[308,7]                                    1               -6.72761
