savesp90,opp_proj_goals,npxGAp90,opp_npxGp90,npxGAp90(L4),opp_npxGp90(L4),minutes,was_home,saves
2.0,0.93,0.380551,0.909241,0.380551,0.909241,90,True,3
2.5,2.34,0.8861355,1.8773900000000001,0.8861355,1.8773900000000001,90,False,2
2.3333333333333335,1.52,1.266437,1.302144,1.266437,1.302144,90,True,7
3.5,1.45,1.24832025,1.310773,1.24832025,1.310773,90,False,8
4.4,0.88,1.4128402,0.970955,1.6709125,1.053794,90,True,7
4.833333333333333,1.84,1.4632768333333332,1.1651141666666665,1.7518475,1.24881925,90,False,3
4.571428571428571,1.23,1.416165857142857,1.384070142857143,1.5284625,1.3968615,90,True,2
4.25,1.14,1.324641,1.132440375,1.40096175,0.9780737500000001,90,False,1
3.888888888888889,1.01,1.2769833333333331,0.8593587777777777,1.10716225,0.9881177500000001,90,True,2
3.7,1.01,1.2510599999999998,1.1348851,0.93273475,1.102689,90,True,7
4.0,1.84,1.2746272727272725,1.2302779727272728,1.0269347500000001,1.381944425,90,False,5
4.083333333333333,1.11,1.282620833333333,1.2478866666666668,1.1985805,0.8676135,90,True,4
4.076923076923077,1.44,1.3136992307692306,1.112899153846154,1.39631,0.944253,90,False,6
4.214285714285714,1.17,1.2777632857142855,1.3136860714285714,1.3445215,1.3603667499999998,90,True,7
4.4,1.64,1.2948763999999997,1.1856165333333333,1.3505615,0.68951175,90,False,3
4.3125,2.71,1.2465620625,2.7728625,1.13838575,2.077875,90,True,4
4.294117647058823,1.69,1.2729719411764706,1.406034411764706,1.1406082499999999,1.33251725,90,False,0
4.055555555555555,1.46,1.2292803333333333,1.081135888888889,1.05959,0.46092725,90,False,3
4.0,1.82,1.246404,1.87579647368421,1.0646325,1.2177695,90,True,2
3.9,1.5,1.2589168,1.4526195999999998,1.30833575,1.7789925000000002,90,True,4
3.9047619047619047,1.31,1.2330428095238095,0.8227453333333331,1.0633439999999998,1.14102875,90,False,1
3.772727272727273,0.95,1.1914436818181817,1.2813133636363634,1.02117875,1.29484675,90,True,2
3.6956521739130435,2.11,1.1911391739130435,1.864403608695652,0.9286312499999999,1.8102875,90,False,6
3.7916666666666665,1.36,1.2508812916666667,1.2257254583333335,1.21070375,1.3219327500000002,90,False,2
3.72,0.84,1.29067084,0.8162779600000001,1.5932180000000002,0.6464267499999999,90,True,2
3.6538461538461537,1.31,1.2858996538461538,1.5794011538461536,1.8054075,2.37502,90,True,3
3.6296296296296298,1.16,1.3366778148148146,1.1087887214285712,2.173525,1.2055962999999998,90,True,6
3.7142857142857144,2.68,1.346658964285714,2.414502214285714,1.9213250000000002,1.71994475,90,False,9
3.896551724137931,1.41,1.3683631379310344,1.3194534827586206,1.8539400000000001,0.9795884999999999,39,False,0
3.839184597961495,1.31,1.3451168,1.3929262000000002,1.7300282500000002,1.5294235,0,False,0
3.839184597961495,0.86,1.3255422258064515,1.0270834516129033,1.2503769999999998,1.0459877499999999,0,True,0
3.839184597961495,1.44,1.2889275,1.4007483125,0.88480725,0.8452755000000001,0,False,0
3.839184597961495,1.34,1.279722606060606,1.4544750515151514,0.63707875,1.3921515000000002,0,True,0
3.839184597961495,1.35,1.2715654705882353,1.2113869411764706,0.7199305,1.061898,0,False,0
3.839184597961495,1.7,1.2871910285714288,1.9184071428571428,0.98996925,1.6740089999999999,0,True,0
3.839184597961495,1.31,1.3131940555555557,1.141522972222222,1.5073265,1.1266395,0,False,0
3.839184597961495,1.21,1.2932180000000002,1.0625606756756756,1.4045550000000002,0.8743242499999999,0,True,0
9.0,1.28,1.2246,1.59864,1.2246,1.59864,0,False,0
6.5,2.03,1.53619,0.9977039999999999,1.53619,0.9977039999999999,0,False,0
5.333333333333333,1.02,1.5156066666666668,1.0487383333333333,1.5156066666666668,1.0487383333333333,0,True,0
5.333333333333333,2.05,1.21259,1.2751005,1.21259,1.2751005,0,False,0
5.333333333333333,1.12,1.17996,1.036475,1.1687999999999998,1.0923565000000002,0,True,0
5.333333333333333,1.05,1.27592,1.2878825,1.145785,1.197292,0,True,0
5.333333333333333,1.56,1.1953784285714286,1.3509198571428571,0.95520725,1.13776725,0,False,0
5.333333333333333,2.62,1.200427375,3.0001075000000004,1.18826475,3.23518,90,True,9
5.333333333333333,2.1,1.513828777777778,1.320003,1.9311647500000002,1.4164362499999998,90,False,4
5.333333333333333,1.51,1.5164599000000003,1.2551890700000001,1.8772697500000002,1.592747675,0,True,0
5.333333333333333,2.3,1.4677969090909093,1.9954819090909088,1.94452925,1.90603525,0,False,0
5.333333333333333,2.36,1.6195663333333334,1.84026,2.45784425,1.5449,0,True,0
5.333333333333333,1.52,1.6213620000000002,1.3979638461538462,1.8633117500000003,1.81724825,0,False,0
5.333333333333333,1.22,1.6377575714285715,1.2583383571428572,1.94100175,1.41729975,0,True,0
5.333333333333333,1.39,1.5514270000000001,1.024622266666667,1.7814097500000001,0.741573,0,False,0
5.333333333333333,1.08,1.5526703124999999,1.3048553749999998,1.3519822499999998,1.034597,0,True,0
5.333333333333333,1.28,1.6074279411764705,0.8026156470588236,1.56214225,0.73344425,0,False,0
5.333333333333333,1.09,1.5578135,1.1299608823529412,1.2780092500000002,0.7618510000000001,0,True,0
5.333333333333333,1.51,1.5177358421052631,1.4181523684210529,1.391394,1.5785487500000002,0,False,0
5.333333333333333,1.28,1.51581755,1.04541395,1.3684065,1.0368855000000001,0,False,0
5.333333333333333,1.33,1.5228995714285714,1.2501730952380952,1.163654,1.2497855,0,True,0
5.333333333333333,2.86,1.5190968636363635,2.5518778636363635,1.3448719999999998,1.8124307499999999,0,False,0
5.333333333333333,1.16,1.5605769999999999,1.4403986521739132,1.7640725,1.5460685,0,True,0
5.333333333333333,0.97,1.5426612916666667,1.2561782083333333,1.67688,1.1554175,0,True,0
5.333333333333333,1.66,1.51538504,1.5309359999999999,1.47593375,2.183595,0,False,0
5.333333333333333,0.85,1.5644483076923075,0.8297526538461538,1.8138812500000001,0.891958,0,True,0
5.333333333333333,1.5,1.512598185185185,1.3395613703703702,1.2367199999999998,1.456605,0,False,0
5.333333333333333,1.21,1.5224025357142856,1.1746706071428572,1.4008500000000002,1.0519405,0,True,0
5.333333333333333,1.49,1.4853942068965515,1.1541436551724138,1.2979515000000001,1.4273500000000001,0,False,0
5.333333333333333,2.2,1.4480022999999997,1.9293641333333333,0.6911032500000001,1.3104435,90,False,3
5.333333333333333,1.07,1.4841083548387095,1.2851502193548385,1.291802,1.2364366999999998,0,True,0
5.333333333333333,1.66,1.44897703125,1.430963959375,0.9349985,1.2532489999999998,0,False,0
5.333333333333333,1.87,1.4719422727272726,1.8325563333333335,1.3744157499999998,1.85686425,0,True,0
5.333333333333333,1.25,1.5068125,1.1140269705882353,1.947889,0.7304790000000001,0,False,0
5.333333333333333,2.0,1.5122664285714285,1.4855053999999999,1.7304915,1.671975,0,True,0
5.333333333333333,1.23,1.52316125,1.3757719722222221,2.116635,1.17596125,0,False,0
5.333333333333333,1.35,1.522182837837838,1.2303334594594595,1.9366675,1.2036140000000002,0,True,0
2.0,2.06,1.8366724090909088,1.4908693782608695,1.64135975,1.6591935000000002,90,False,4
3.0,2.52,1.8503757826086955,1.9568804347826088,1.7137422500000001,2.0972325,0,True,0
3.0,1.26,1.8498638750000003,1.3464169583333332,1.9930875000000001,1.5938925,0,True,0
3.0,3.32,1.8571409200000002,2.5286601199999996,1.994115,2.706625,0,False,0
3.0,2.96,1.8679343461538465,2.024582692307692,2.039875,2.305285,0,False,0
3.0,1.34,1.890680851851852,1.4333093333333335,2.122435,1.39254575,0,True,0
3.0,1.98,1.8541770000000002,1.3084541481481482,1.88005575,1.6016417500000002,0,False,0
3.0,1.52,1.844024,1.460036724137931,1.76204325,1.9789927500000002,0,True,0
3.0,1.8,1.8180342,1.2313188,1.49368325,0.7017595,0,False,0
3.0,2.13,1.8316863225806452,1.859091677419355,1.43347325,2.14912,0,True,0
3.0,1.27,1.7999122812500001,0.9439288125,1.42005925,1.8376320000000002,0,False,0
3.0,1.23,1.790557666666667,1.2581582666666664,1.40292675,0.6686702,0,True,0
3.0,1.11,1.7688621470588237,0.9903619705882352,1.40007175,0.5538832499999999,0,False,0
3.0,1.45,1.7358446857142857,1.0899673428571428,0.993072,0.82643175,0,True,0
3.0,2.39,1.7163495555555555,1.4971435833333333,1.0478477499999999,1.8458375,0,False,0
3.0,1.41,1.6965606756756757,1.1261866756756755,0.9210854999999999,1.09771575,0,True,0
2.0,0.84,1.61326,0.543759,1.61326,0.543759,0,True,0
1.5,1.02,1.2806005,1.4690635,1.2806005,1.4690635,0,False,0
2.0,0.58,1.2134136666666666,1.3669126666666667,1.2134136666666666,1.3669126666666667,0,True,0
2.25,1.21,1.17168275,0.92219625,1.17168275,0.92219625,0,False,0
2.0,1.82,1.2360642,1.9830399999999997,1.14176525,1.9201599999999999,0,True,0
2.0,0.69,1.2017251666666666,1.3367070000000003,1.1622875,1.190029,0,True,0
2.0,1.19,1.1180877142857144,1.4619637142857143,1.04659325,1.2319515,0,False,0
2.0,0.64,1.13713175,0.6187678750000001,1.10258075,0.52339325,0,True,0
2.0,1.08,1.0326817777777777,1.211615222222222,0.7784537499999999,1.604228,0,False,0
2.0,1.16,1.1529076,1.1689814000000003,1.0796812500000001,1.007771,0,False,0
2.0,0.76,1.1129367272727273,0.8358989999999998,1.1039225,0.8461384999999999,0,True,0
2.0,2.52,1.0601493333333334,3.0045250000000006,0.9061845,3.0133600000000005,0,False,0
2.0,0.78,1.073673230769231,1.2432254615384615,1.1659039999999998,1.2526525000000002,0,True,0
2.0,0.75,1.0770065714285715,1.3861454285714285,0.887254,1.3025875,0,True,0
2.0,1.3,1.0625968000000001,1.4391270666666667,0.9241619999999999,1.47897825,0,False,0
2.0,0.8,1.1236169999999999,1.132134,1.31402,0.5941715,0,True,0
2.0,1.85,1.128567176470588,1.3070397647058822,1.3069725,1.7150625000000002,0,False,0
2.0,0.74,1.0812393888888887,1.4424207777777778,1.09605425,1.8337984999999999,0,True,0
2.0,1.34,1.0759805263157893,1.240050052631579,1.1261695,1.0949695,0,False,0
2.0,1.1,1.0614422,1.29692185,0.812743,1.26518775,0,False,0
2.0,0.71,1.085648761904762,1.2606600000000001,0.9032454999999999,0.8601030000000001,0,True,0
2.0,0.93,1.0689105,0.8184425909090909,1.0134305,0.91172575,0,False,0
2.0,0.91,1.0612616956521739,1.257465,0.99134725,1.3401859999999999,0,True,0
2.0,1.46,1.0407123333333332,1.5184102375000001,0.937063,1.731576,90,False,2
2.0,1.09,1.06546624,1.4464769999999998,0.959508,1.5984925000000003,90,True,1
2.0,1.18,1.0507103846153845,1.3127894615384614,0.95060975,1.84128325,90,True,3
2.0,1.1,1.0216425555555555,1.1329546666666668,0.7938325,1.86863,90,False,3
2.0,1.01,1.0417606785714284,1.647640357142857,1.04805075,2.6405775,0,True,0
2.0,1.09,1.0212145172413791,1.1511300344827586,0.74464125,0.9666745000000001,0,False,0
2.0,1.96,1.0395816999999998,2.3843977333333326,0.96724525,1.54441475,0,True,0
