,week,name,pos,type,team,buy_price,sell_price,xP,xMin,squad,lineup,bench,captain,vicecaptain,transfer_in,transfer_out,multiplier,xp_cont
5,26,Arrizabalaga,GKP,1,Chelsea,0.0,0.0,4.64,89,1,1,-1,0,0,0,0,1,4.64
2,26,Trippier,DEF,2,Newcastle,0.0,0.0,2.9,86,1,1,-1,0,0,0,0,1,2.897
8,26,Henry,DEF,2,Brentford,4.5,0.0,3.95,83,1,1,-1,0,0,1,0,1,3.947
9,26,Gabriel,DEF,2,Arsenal,0.0,0.0,5.08,84,1,1,-1,0,0,0,0,1,5.078
10,26,March,MID,3,Brighton,5.1,0.0,3.58,71,1,1,-1,0,0,1,0,1,3.581
13,26,Rashford,MID,3,Man Utd,0.0,0.0,4.27,82,1,1,-1,0,0,0,0,1,4.274
7,26,Fernandes,MID,3,Man Utd,0.0,0.0,4.65,86,1,1,-1,0,0,0,0,1,4.654
4,26,Mitoma,MID,3,Brighton,0.0,0.0,4.85,77,1,1,-1,0,0,0,0,1,4.852
3,26,Saka,MID,3,Arsenal,0.0,0.0,5.48,85,1,1,-1,0,1,0,0,1,5.484
0,26,Toney,FWD,4,Brentford,0.0,0.0,4.89,86,1,1,-1,0,0,0,0,1,4.893
6,26,Haaland,FWD,4,Man City,0.0,0.0,6.29,79,1,1,-1,1,0,0,0,2,12.586
1,26,Raya,GKP,1,Brentford,4.8,0.0,4.4,89,1,0,0,0,0,1,0,0,0.0
12,26,Estupiñán,DEF,2,Brighton,0.0,0.0,2.84,62,1,0,1,0,0,0,0,0,0.0
11,26,Burn,DEF,2,Newcastle,0.0,0.0,2.16,85,1,0,2,0,0,0,0,0,0.0
17,26,Nketiah,FWD,4,Arsenal,0.0,0.0,1.44,24,1,0,3,0,0,0,0,0,0.0
15,26,Ederson,GKP,1,Man City,0.0,5.4,4.02,90,0,0,-1,0,0,0,1,0,0.0
14,26,Shaw,DEF,2,Man Utd,0.0,5.0,2.64,74,0,0,-1,0,0,0,1,0,0.0
16,26,Andreas,MID,3,Fulham,0.0,4.4,2.96,78,0,0,-1,0,0,0,1,0,0.0
19,27,Raya,GKP,1,Brentford,0.0,0.0,8.46,88,1,1,-1,0,0,0,0,1,8.457
20,27,Trippier,DEF,2,Newcastle,0.0,0.0,5.57,83,1,1,-1,0,0,0,0,1,5.57
26,27,Henry,DEF,2,Brentford,0.0,0.0,7.38,80,1,1,-1,0,0,0,0,1,7.382
30,27,Estupiñán,DEF,2,Brighton,0.0,0.0,8.78,77,1,1,-1,0,0,0,0,1,8.777
31,27,Rashford,MID,3,Man Utd,0.0,0.0,4.86,77,1,1,-1,0,0,0,0,1,4.861
21,27,Saka,MID,3,Arsenal,0.0,0.0,5.18,83,1,1,-1,0,0,0,0,1,5.179
