,week,name,pos,type,team,buy_price,sell_price,xP,xMin,squad,lineup,bench,captain,vicecaptain,transfer_in,transfer_out,multiplier,xp_cont
19,7,Kaminski,GKP,1,Luton,4.5,0.0,7.3,89.0,1,1,-1,0,0,1,0,1,7.296
7,7,Estupiñan,DEF,2,Brighton,0.0,0.0,4.42,75.0,1,1,-1,0,0,0,0,1,4.422
9,7,Botman,DEF,2,Newcastle,4.7,0.0,5.84,85.0,1,1,-1,0,0,1,0,1,5.838
21,7,Bell,DEF,2,Luton,4.0,0.0,7.0,84.0,1,1,-1,0,0,1,0,1,6.999
5,7,Mbeumo,MID,3,Brentford,0.0,0.0,5.54,83.0,1,1,-1,0,0,0,0,1,5.535
6,7,Ward-Prowse,MID,3,West Ham,6.3,0.0,6.21,80.0,1,1,-1,0,0,1,0,1,6.211
0,7,Salah,MID,3,Liverpool,0.0,0.0,6.31,85.0,1,1,-1,0,0,0,0,1,6.314
14,7,Brownhill,MID,3,Burnley,4.8,0.0,7.68,73.0,1,1,-1,0,1,1,0,1,7.676
3,7,G.Jesus,FWD,4,Arsenal,8.0,0.0,5.59,75.0,1,1,-1,0,0,1,0,1,5.59
1,7,Haaland,FWD,4,Man City,0.0,0.0,7.51,86.0,1,1,-1,0,0,0,0,1,7.514
12,7,Morris,FWD,4,Luton,5.6,0.0,7.87,80.0,1,1,-1,1,0,1,0,2,15.732
10,7,Leno,GKP,1,Fulham,0.0,0.0,4.06,89.0,1,0,0,0,0,0,0,0,0.0
2,7,Son,MID,3,Spurs,9.2,0.0,5.17,82.0,1,0,1,0,0,1,0,0,0.0
8,7,Cash,DEF,2,Aston Villa,4.8,0.0,3.76,77.0,1,0,2,0,0,1,0,0,0.0
11,7,Romero,DEF,2,Spurs,4.8,0.0,3.46,80.0,1,0,3,0,0,1,0,0,0.0
17,7,Johnstone,GKP,1,Crystal Palace,0.0,4.5,3.15,85.0,0,0,-1,0,0,0,1,0,0.0
15,7,Udogie,DEF,2,Spurs,0.0,4.7,3.14,80.0,0,0,-1,0,0,0,1,0,0.0
18,7,Colwill,DEF,2,Chelsea,0.0,4.5,3.61,79.0,0,0,-1,0,0,0,1,0,0.0
20,7,Pinnock,DEF,2,Brentford,0.0,4.5,3.8,85.0,0,0,-1,0,0,0,1,0,0.0
23,7,Burke,DEF,2,Luton,0.0,4.0,6.4,77.0,0,0,-1,0,0,0,1,0,0.0
13,7,Saka,MID,3,Arsenal,0.0,8.6,4.33,60.0,0,0,-1,0,0,0,1,0,0.0
4,7,B.Fernandes,MID,3,Man Utd,0.0,8.4,5.06,88.0,0,0,-1,0,0,0,1,0,0.0
22,7,Koleosho,MID,3,Burnley,0.0,5.0,5.47,65.0,0,0,-1,0,0,0,1,0,0.0
24,7,Mubama,FWD,4,West Ham,0.0,4.3,0.4,3.0,0,0,-1,0,0,0,1,0,0.0
16,7,Wilson,FWD,4,Newcastle,0.0,7.8,4.55,65.0,0,0,-1,0,0,0,1,0,0.0
34,8,Leno,GKP,1,Fulham,0.0,0.0,5.16,89.0,1,1,-1,0,0,0,0,1,5.164
33,8,Botman,DEF,2,Newcastle,0.0,0.0,3.99,85.0,1,1,-1,0,0,0,0,1,3.991
31,8,Estupiñan,DEF,2,Brighton,0.0,0.0,4.15,75.0,1,1,-1,0,0,0,0,1,4.148
32,8,Cash,DEF,2,Aston Villa,0.0,0.0,4.7,77.0,1,1,-1,0,0,0,0,1,4.695
