,week,name,pos,type,team,buy_price,sell_price,xP,xMin,squad,lineup,bench,captain,vicecaptain,transfer_in,transfer_out,multiplier,xp_cont
5,34,Steele,GKP,1,Brighton,0.0,0.0,8.48,85,1,1,-1,0,0,0,0,1,8.484
6,34,Trippier,DEF,2,Newcastle,0.0,0.0,5.91,84,1,1,-1,0,0,0,0,1,5.909
14,34,Konaté,DEF,2,Liverpool,0.0,0.0,7.07,75,1,1,-1,0,0,0,0,1,7.07
8,34,Dias,DEF,2,Man City,6.0,0.0,8.12,73,1,1,-1,0,0,1,0,1,8.116
7,34,Alexander-Arnold,DEF,2,Liverpool,0.0,0.0,9.54,85,1,1,-1,0,0,0,0,1,9.536
10,34,Andreas,MID,3,Fulham,4.4,0.0,7.02,81,1,1,-1,0,0,1,0,1,7.024
4,34,Mac Allister,MID,3,Brighton,0.0,0.0,8.71,77,1,1,-1,0,0,0,0,1,8.711
2,34,Rashford,MID,3,Man Utd,0.0,0.0,9.39,79,1,1,-1,0,0,0,0,1,9.392
1,34,Mitoma,MID,3,Brighton,0.0,0.0,9.94,80,1,1,-1,0,0,0,0,1,9.938
3,34,Salah,MID,3,Liverpool,0.0,0.0,11.51,79,1,1,-1,0,1,0,0,1,11.513
0,34,Haaland,FWD,4,Man City,12.3,0.0,11.79,75,1,1,-1,1,0,1,0,2,23.578
12,34,Johnstone,GKP,1,Crystal Palace,0.0,0.0,4.62,82,1,0,0,0,0,0,0,0,0.0
15,34,Botman,DEF,2,Newcastle,0.0,0.0,4.53,83,1,0,1,0,0,0,0,0,0.0
11,34,Watkins,FWD,4,Aston Villa,0.0,0.0,4.48,87,1,0,2,0,0,0,0,0,0.0
17,34,Solanke,FWD,4,Bournemouth,0.0,0.0,3.93,85,1,0,3,0,0,0,0,0,0.0
16,34,Burn,DEF,2,Newcastle,0.0,4.5,4.53,82,0,0,-1,0,0,0,1,0,0.0
13,34,Maddison,MID,3,Leicester,0.0,8.0,4.64,84,0,0,-1,0,0,0,1,0,0.0
