,week,name,pos,type,team,buy_price,sell_price,xP,xMin,squad,lineup,bench,captain,vicecaptain,transfer_in,transfer_out,multiplier,xp_cont
2,24,Arrizabalaga,GKP,1,Chelsea,0.0,0.0,4.94,88,1,1,-1,0,0,0,0,1,4.938
6,24,Trippier,DEF,2,Newcastle,0.0,0.0,3.85,86,1,1,-1,0,0,0,0,1,3.853
12,24,Pinnock,DEF,2,Brentford,4.4,0.0,4.23,85,1,1,-1,0,0,1,0,1,4.231
15,24,Shaw,DEF,2,Man Utd,0.0,0.0,4.43,82,1,1,-1,0,0,0,0,1,4.435
10,24,Estupiñán,DEF,2,Brighton,4.7,0.0,4.53,81,1,1,-1,0,0,1,0,1,4.525
9,24,Mac Allister,MID,3,Brighton,5.4,0.0,4.26,82,1,1,-1,0,0,1,0,1,4.255
11,24,Rashford,MID,3,Man Utd,0.0,0.0,4.73,83,1,1,-1,0,0,0,0,1,4.732
1,24,Saka,MID,3,Arsenal,0.0,0.0,4.99,84,1,1,-1,0,0,0,0,1,4.993
3,24,Mitoma,MID,3,Brighton,0.0,0.0,5.45,78,1,1,-1,0,1,0,0,1,5.447
4,24,Toney,FWD,4,Brentford,7.6,0.0,4.77,87,1,1,-1,0,0,1,0,1,4.767
0,24,Haaland,FWD,4,Man City,0.0,0.0,6.82,74,1,1,-1,1,0,0,0,2,13.648
7,24,Ederson,GKP,1,Man City,0.0,0.0,4.56,88,1,0,0,0,0,0,0,0,0.0
5,24,Gabriel,DEF,2,Arsenal,0.0,0.0,3.64,86,1,0,1,0,0,0,0,0,0.0
13,24,Mitrović,FWD,4,Fulham,0.0,0.0,3.04,68,1,0,2,0,0,0,0,0,0.0
17,24,Andreas,MID,3,Fulham,0.0,0.0,2.89,78,1,0,3,0,0,0,0,0,0.0
18,24,Cucurella,DEF,2,Chelsea,0.0,5.1,1.14,42,0,0,-1,0,0,0,1,0,0.0
14,24,Burn,DEF,2,Newcastle,0.0,4.5,2.96,83,0,0,-1,0,0,0,1,0,0.0
8,24,Fernandes,MID,3,Man Utd,0.0,9.9,5.12,87,0,0,-1,0,0,0,1,0,0.0
16,24,Nketiah,FWD,4,Arsenal,0.0,6.7,3.82,80,0,0,-1,0,0,0,1,0,0.0
32,25,Pickford,GKP,1,Everton,0.0,0.0,6.36,88,1,1,-1,0,0,0,0,1,6.365
39,25,Dawson,DEF,2,Wolves,0.0,0.0,5.47,79,1,1,-1,0,0,0,0,1,5.468
25,25,Saliba,DEF,2,Arsenal,0.0,0.0,8.34,83,1,1,-1,0,0,0,0,1,8.338
26,25,Robertson,DEF,2,Liverpool,0.0,0.0,9.59,78,1,1,-1,0,0,0,0,1,9.587
24,25,Alexander-Arnold,DEF,2,Liverpool,0.0,0.0,9.86,82,1,1,-1,0,0,0,0,1,9.865
41,25,Iwobi,MID,3,Everton,0.0,0.0,5.65,80,1,1,-1,0,0,0,0,1,5.654
37,25,Neves,MID,3,Wolves,0.0,0.0,6.6,84,1,1,-1,0,0,0,0,1,6.602
22,25,Ødegaard,MID,3,Arsenal,0.0,0.0,9.54,80,1,1,-1,0,0,0,0,1,9.543
21,25,Saka,MID,3,Arsenal,0.0,0.0,10.3,80,1,1,-1,0,1,0,0,1,10.305
20,25,Salah,MID,3,Liverpool,0.0,0.0,11.94,80,1,1,-1,1,0,0,0,2,23.88
19,25,Haaland,FWD,4,Man City,0.0,0.0,7.03,75,1,1,-1,0,0,0,0,1,7.026
34,25,Sá,GKP,1,Wolves,0.0,0.0,6.32,88,1,0,0,0,0,0,0,0,0.0
40,25,Tarkowski,DEF,2,Everton,0.0,0.0,5.3,81,1,0,1,0,0,0,0,0,0.0
42,25,Mitrović,FWD,4,Fulham,0.0,0.0,3.98,80,1,0,2,0,0,0,0,0,0.0
44,25,Solanke,FWD,4,Bournemouth,0.0,0.0,2.96,80,1,0,3,0,0,0,0,0,0.0
23,25,Arrizabalaga,GKP,1,Chelsea,0.0,0.0,3.87,87,0,0,-1,0,0,0,0,0,0.0
31,25,Ederson,GKP,1,Man City,0.0,0.0,4.17,88,0,0,-1,0,0,0,0,0,0.0
30,25,Trippier,DEF,2,Newcastle,0.0,0.0,0.0,0,0,0,-1,0,0,0,0,0,0.0
35,25,Estupiñán,DEF,2,Brighton,0.0,0.0,0.0,0,0,0,-1,0,0,0,0,0,0.0
38,25,Pinnock,DEF,2,Brentford,0.0,0.0,0.0,0,0,0,-1,0,0,0,0,0,0.0
43,25,Shaw,DEF,2,Man Utd,0.0,0.0,0.0,0,0,0,-1,0,0,0,0,0,0.0
29,25,Gabriel,DEF,2,Arsenal,0.0,0.0,8.01,83,0,0,-1,0,0,0,0,0,0.0
27,25,Mitoma,MID,3,Brighton,0.0,0.0,0.0,0,0,0,-1,0,0,0,0,0,0.0
33,25,Mac Allister,MID,3,Brighton,0.0,0.0,0.0,0,0,0,-1,0,0,0,0,0,0.0
36,25,Rashford,MID,3,Man Utd,0.0,0.0,0.0,0,0,0,-1,0,0,0,0,0,0.0
45,25,Andreas,MID,3,Fulham,0.0,0.0,3.06,74,0,0,-1,0,0,0,0,0,0.0
28,25,Toney,FWD,4,Brentford,0.0,0.0,0.0,0,0,0,-1,0,0,0,0,0,0.0
48,26,Arrizabalaga,GKP,1,Chelsea,0.0,0.0,4.73,86,1,1,-1,0,0,0,0,1,4.726
57,26,Pinnock,DEF,2,Brentford,0.0,0.0,3.84,79,1,1,-1,0,0,0,0,1,3.838
55,26,Estupiñán,DEF,2,Brighton,0.0,0.0,4.19,76,1,1,-1,0,0,0,0,1,4.19
51,26,Gabriel,DEF,2,Arsenal,0.0,0.0,4.6,82,1,1,-1,0,0,0,0,1,4.601
54,26,Mac Allister,MID,3,Brighton,0.0,0.0,4.01,78,1,1,-1,0,0,0,0,1,4.009
56,26,Rashford,MID,3,Man Utd,0.0,0.0,4.13,76,1,1,-1,0,0,0,0,1,4.13
