,week,name,pos,type,team,buy_price,sell_price,xP,xMin,squad,lineup,bench,captain,vicecaptain,transfer_in,transfer_out,multiplier,xp_cont
22,32,Johnstone,GKP,1,Crystal Palace,4.4,0.0,4.65,88,1,1,-1,0,0,1,0,1,4.652
8,32,Trippier,DEF,2,Newcastle,0.0,0.0,4.52,86,1,1,-1,0,0,0,0,1,4.522
16,32,White,DEF,2,Arsenal,5.0,0.0,5.12,85,1,1,-1,0,0,1,0,1,5.117
9,32,Robertson,DEF,2,Liverpool,6.8,0.0,5.32,80,1,1,-1,0,0,1,0,1,5.317
5,32,Alexander-Arnold,DEF,2,Liverpool,7.4,0.0,5.56,85,1,1,-1,0,1,1,0,1,5.558
19,32,Andreas,MID,3,Fulham,4.3,0.0,3.7,79,1,1,-1,0,0,1,0,1,3.703
13,32,Martinelli,MID,3,Arsenal,0.0,0.0,5.11,74,1,1,-1,0,0,0,0,1,5.114
0,32,Salah,MID,3,Liverpool,0.0,0.0,6.6,83,1,1,-1,1,0,0,0,2,13.206
23,32,Vinícius,FWD,4,Fulham,5.4,0.0,3.39,71,1,1,-1,0,0,1,0,1,3.392
15,32,Solanke,FWD,4,Bournemouth,0.0,0.0,3.91,85,1,1,-1,0,0,0,0,1,3.908
11,32,Watkins,FWD,4,Aston Villa,0.0,0.0,4.53,86,1,1,-1,0,0,0,0,1,4.531
10,32,Ederson,GKP,1,Man City,5.4,0.0,0.0,0,1,0,0,0,0,1,0,0,0.0
7,32,Estupiñán,DEF,2,Brighton,4.8,0.0,0.0,0,1,0,1,0,0,1,0,0,0.0
2,32,Mitoma,MID,3,Brighton,5.7,0.0,0.0,0,1,0,2,0,0,1,0,0,0.0
6,32,March,MID,3,Brighton,0.0,0.0,0.0,0,1,0,3,0,0,0,0,0,0.0
17,32,Arrizabalaga,GKP,1,Chelsea,0.0,4.7,0.0,0,0,0,-1,0,0,0,1,0,0.0
20,32,Neto,GKP,1,Bournemouth,0.0,4.5,3.67,90,0,0,-1,0,0,0,1,0,0.0
12,32,Shaw,DEF,2,Man Utd,0.0,5.1,0.0,0,0,0,-1,0,0,0,1,0,0.0
21,32,Zinchenko,DEF,2,Arsenal,0.0,5.1,1.41,40,0,0,-1,0,0,0,1,0,0.0
