,week,name,pos,type,team,buy_price,sell_price,xP,xMin,squad,lineup,bench,captain,vicecaptain,transfer_in,transfer_out,multiplier,xp_cont
17,10,Raya,GKP,1,Arsenal,0.0,0.0,5.49,85.0,1,1,-1,0,0,0,0,1,5.493851914033024
10,10,Cash,DEF,2,Aston Villa,0.0,0.0,4.95,80.0,1,1,-1,0,0,0,0,1,4.954902228418217
13,10,Tsimikas,DEF,2,Liverpool,4.5,0.0,6.28,78.0,1,1,-1,0,0,1,0,1,6.2823064866814695
15,10,Pau,DEF,2,Aston Villa,4.5,0.0,6.3,78.0,1,1,-1,0,0,1,0,1,6.302505716385166
11,10,White,DEF,2,Arsenal,5.6,0.0,6.46,84.0,1,1,-1,0,1,1,0,1,6.462635793332305
8,10,Gross,MID,3,Brighton,6.3,0.0,5.24,75.0,1,1,-1,0,0,1,0,1,5.241221922295533
1,10,Son,MID,3,Spurs,0.0,0.0,5.51,77.0,1,1,-1,0,0,0,0,1,5.5101772148231865
4,10,Bowen,MID,3,West Ham,7.4,0.0,5.56,84.0,1,1,-1,0,0,1,0,1,5.558929879244201
0,10,Salah,MID,3,Liverpool,0.0,0.0,6.69,87.0,1,1,-1,1,0,0,0,2,13.383492340774714
9,10,J.Alvarez,FWD,4,Man City,0.0,0.0,4.72,78.0,1,1,-1,0,0,0,0,1,4.7184282731899625
2,10,Haaland,FWD,4,Man City,14.0,0.0,6.0,88.0,1,1,-1,0,0,1,0,1,6.00200196566432
20,10,Areola,GKP,1,West Ham,4.2,0.0,4.01,89.0,1,0,0,0,0,1,0,0,0.0
16,10,Andersen,DEF,2,Crystal Palace,0.0,0.0,3.93,85.0,1,0,1,0,0,0,0,0,0.0
14,10,Foster,FWD,4,Burnley,5.0,0.0,3.92,75.0,1,0,2,0,0,1,0,0,0.0
12,10,Hee Chan,MID,3,Wolves,5.4,0.0,3.52,72.0,1,0,3,0,0,1,0,0,0.0
19,10,Leno,GKP,1,Fulham,0.0,4.7,3.13,89.0,0,0,-1,0,0,0,1,0,0.0
23,10,Robertson,DEF,2,Liverpool,0.0,6.5,0.0,0.0,0,0,-1,0,0,0,1,0,0.0
21,10,R.Varane,DEF,2,Man Utd,0.0,5.0,2.29,50.0,0,0,-1,0,0,0,1,0,0.0
5,10,Trippier,DEF,2,Newcastle,0.0,6.9,5.07,87.0,0,0,-1,0,0,0,1,0,0.0
6,10,B.Fernandes,MID,3,Man Utd,0.0,8.3,4.22,88.0,0,0,-1,0,0,0,1,0,0.0
7,10,Mbeumo,MID,3,Brentford,0.0,6.6,4.36,83.0,0,0,-1,0,0,0,1,0,0.0
3,10,Maddison,MID,3,Spurs,0.0,8.0,6.01,80.0,0,0,-1,0,0,0,1,0,0.0
22,10,Mubama,FWD,4,West Ham,0.0,4.3,0.33,1.0,0,0,-1,0,0,0,1,0,0.0
18,10,Solanke,FWD,4,Bournemouth,0.0,6.4,4.4,88.0,0,0,-1,0,0,0,1,0,0.0
38,11,Areola,GKP,1,West Ham,0.0,0.0,3.37,89.0,1,1,-1,0,0,0,0,1,3.370235236078472
35,11,Pau,DEF,2,Aston Villa,0.0,0.0,4.28,78.0,1,1,-1,0,0,0,0,1,4.277609123475204
30,11,Cash,DEF,2,Aston Villa,0.0,0.0,4.73,80.0,1,1,-1,0,0,0,0,1,4.726688099623583
36,11,Andersen,DEF,2,Crystal Palace,0.0,0.0,4.76,85.0,1,1,-1,0,0,0,0,1,4.7574720054133195
27,11,Bowen,MID,3,West Ham,0.0,0.0,4.78,84.0,1,1,-1,0,0,0,0,1,4.781388145979443
25,11,Son,MID,3,Spurs,0.0,0.0,6.4,77.0,1,1,-1,0,0,0,0,1,6.401037231233421
32,11,Hee Chan,MID,3,Wolves,0.0,0.0,6.72,72.0,1,1,-1,0,0,0,0,1,6.7217973380777565
24,11,Salah,MID,3,Liverpool,0.0,0.0,7.68,87.0,1,1,-1,1,0,0,0,2,15.365477304774233
34,11,Foster,FWD,4,Burnley,0.0,0.0,4.53,75.0,1,1,-1,0,0,0,0,1,4.534710704123757
29,11,J.Alvarez,FWD,4,Man City,0.0,0.0,6.47,78.0,1,1,-1,0,0,0,0,1,6.468387966758359
26,11,Haaland,FWD,4,Man City,0.0,0.0,7.45,88.0,1,1,-1,0,1,0,0,1,7.452063541571852
37,11,Raya,GKP,1,Arsenal,0.0,0.0,3.0,85.0,1,0,0,0,0,0,0,0,0.0
28,11,Gross,MID,3,Brighton,0.0,0.0,4.28,75.0,1,0,1,0,0,0,0,0,0.0
33,11,Tsimikas,DEF,2,Liverpool,0.0,0.0,3.88,78.0,1,0,2,0,0,0,0,0,0.0
31,11,White,DEF,2,Arsenal,0.0,0.0,3.01,84.0,1,0,3,0,0,0,0,0,0.0
52,12,Raya,GKP,1,Arsenal,0.0,0.0,5.08,85.0,1,1,-1,0,0,0,0,1,5.078681653737281
50,12,Pau,DEF,2,Aston Villa,0.0,0.0,4.5,78.0,1,1,-1,0,0,0,0,1,4.5003138487462735
51,12,Andersen,DEF,2,Crystal Palace,0.0,0.0,4.6,85.0,1,1,-1,0,0,0,0,1,4.600258733738509
45,12,Cash,DEF,2,Aston Villa,0.0,0.0,4.65,80.0,1,1,-1,0,0,0,0,1,4.645478653700353
46,12,White,DEF,2,Arsenal,0.0,0.0,6.3,84.0,1,1,-1,0,0,0,0,1,6.302095555489793
47,12,Hee Chan,MID,3,Wolves,0.0,0.0,4.25,72.0,1,1,-1,0,0,0,0,1,4.24686428866096
42,12,Bowen,MID,3,West Ham,0.0,0.0,5.76,84.0,1,1,-1,0,0,0,0,1,5.75917105674021
39,12,Salah,MID,3,Liverpool,0.0,0.0,6.28,87.0,1,1,-1,0,0,0,0,1,6.284130987201292
43,12,Gross,MID,3,Brighton,0.0,0.0,6.72,75.0,1,1,-1,0,1,0,0,1,6.72348247297449
40,12,Son,MID,3,Spurs,0.0,0.0,8.42,77.0,1,1,-1,1,0,0,0,2,16.835628212058175
41,12,Haaland,FWD,4,Man City,0.0,0.0,5.48,88.0,1,1,-1,0,0,0,0,1,5.481593043329778
53,12,Areola,GKP,1,West Ham,0.0,0.0,4.33,89.0,1,0,0,0,0,0,0,0,0.0
44,12,J.Alvarez,FWD,4,Man City,0.0,0.0,3.82,78.0,1,0,1,0,0,0,0,0,0.0
49,12,Foster,FWD,4,Burnley,0.0,0.0,3.6,75.0,1,0,2,0,0,0,0,0,0.0
48,12,Tsimikas,DEF,2,Liverpool,0.0,0.0,3.48,78.0,1,0,3,0,0,0,0,0,0.0
68,13,Areola,GKP,1,West Ham,0.0,0.0,4.11,89.0,1,1,-1,0,0,0,0,1,4.1085710412348915
61,13,White,DEF,2,Arsenal,0.0,0.0,3.82,84.0,1,1,-1,0,0,0,0,1,3.818255167050131
60,13,Cash,DEF,2,Aston Villa,0.0,0.0,4.15,80.0,1,1,-1,0,0,0,0,1,4.148432677022766
66,13,Andersen,DEF,2,Crystal Palace,0.0,0.0,4.78,85.0,1,1,-1,0,0,0,0,1,4.776822723151973
58,13,Gross,MID,3,Brighton,0.0,0.0,4.71,75.0,1,1,-1,0,0,0,0,1,4.711752274934037
54,13,Salah,MID,3,Liverpool,0.0,0.0,5.42,87.0,1,1,-1,0,0,0,0,1,5.418845703900551
55,13,Son,MID,3,Spurs,0.0,0.0,5.7,77.0,1,1,-1,0,1,0,0,1,5.695374300015983
57,13,Bowen,MID,3,West Ham,0.0,0.0,6.12,84.0,1,1,-1,1,0,0,0,2,12.243493871051168
64,13,Foster,FWD,4,Burnley,0.0,0.0,5.07,75.0,1,1,-1,0,0,0,0,1,5.0704319195925205
59,13,J.Alvarez,FWD,4,Man City,0.0,0.0,5.31,78.0,1,1,-1,0,0,0,0,1,5.307340413708439
56,13,Haaland,FWD,4,Man City,0.0,0.0,5.37,88.0,1,1,-1,0,0,0,0,1,5.373903952206599
