,week,name,pos,type,team,buy_price,sell_price,xP,xMin,squad,lineup,bench,captain,vicecaptain,transfer_in,transfer_out,multiplier,xp_cont
15,10,Raya,GKP,1,Arsenal,0.0,0.0,5.66,85.0,1,1,-1,0,0,0,0,1,5.658046311918969
18,10,Gabriel,DEF,2,Arsenal,4.7,0.0,5.09,85.0,1,1,-1,0,0,1,0,1,5.090610564429181
12,10,Tsimikas,DEF,2,Liverpool,4.5,0.0,5.63,78.0,1,1,-1,0,0,1,0,1,5.626800512361363
10,10,White,DEF,2,Arsenal,5.6,0.0,5.64,84.0,1,1,-1,0,0,1,0,1,5.642260743712422
9,10,Cash,DEF,2,Aston Villa,0.0,0.0,5.75,80.0,1,1,-1,0,0,0,0,1,5.754982481584013
4,10,Mitoma,MID,3,Brighton,6.5,0.0,6.51,76.0,1,1,-1,0,0,1,0,1,6.511409442265095
1,10,Son,MID,3,Spurs,0.0,0.0,7.6,77.0,1,1,-1,0,1,0,0,1,7.597256061821251
0,10,Salah,MID,3,Liverpool,0.0,0.0,7.9,87.0,1,1,-1,1,0,0,0,2,15.803767924226086
8,10,J.Alvarez,FWD,4,Man City,0.0,0.0,4.43,78.0,1,1,-1,0,0,0,0,1,4.429917400213622
13,10,Foster,FWD,4,Burnley,5.0,0.0,4.78,75.0,1,1,-1,0,0,1,0,1,4.778218418773389
2,10,Haaland,FWD,4,Man City,14.0,0.0,5.96,88.0,1,1,-1,0,0,1,0,1,5.962211537883691
19,10,Johnstone,GKP,1,Crystal Palace,4.5,0.0,3.43,85.0,1,0,0,0,0,1,0,0,0.0
7,10,Mbeumo,MID,3,Brentford,0.0,0.0,4.24,83.0,1,0,1,0,0,0,0,0,0.0
14,10,Andersen,DEF,2,Crystal Palace,0.0,0.0,3.97,85.0,1,0,2,0,0,0,0,0,0.0
11,10,Hee Chan,MID,3,Wolves,5.4,0.0,3.43,72.0,1,0,3,0,0,1,0,0,0.0
17,10,Leno,GKP,1,Fulham,0.0,4.7,3.23,89.0,0,0,-1,0,0,0,1,0,0.0
22,10,Robertson,DEF,2,Liverpool,0.0,6.5,0.0,0.0,0,0,-1,0,0,0,1,0,0.0
20,10,R.Varane,DEF,2,Man Utd,0.0,5.0,1.43,50.0,0,0,-1,0,0,0,1,0,0.0
5,10,Trippier,DEF,2,Newcastle,0.0,6.9,5.24,87.0,0,0,-1,0,0,0,1,0,0.0
6,10,B.Fernandes,MID,3,Man Utd,0.0,8.3,4.4,88.0,0,0,-1,0,0,0,1,0,0.0
3,10,Maddison,MID,3,Spurs,0.0,8.0,5.75,80.0,0,0,-1,0,0,0,1,0,0.0
21,10,Mubama,FWD,4,West Ham,0.0,4.3,0.08,1.0,0,0,-1,0,0,0,1,0,0.0
16,10,Solanke,FWD,4,Bournemouth,0.0,6.4,4.38,88.0,0,0,-1,0,0,0,1,0,0.0
37,11,Johnstone,GKP,1,Crystal Palace,0.0,0.0,4.39,85.0,1,1,-1,0,0,0,0,1,4.385439217003329
32,11,Tsimikas,DEF,2,Liverpool,0.0,0.0,4.35,78.0,1,1,-1,0,0,0,0,1,4.353558002830134
29,11,Cash,DEF,2,Aston Villa,0.0,0.0,4.43,80.0,1,1,-1,0,0,0,0,1,4.431605176909366
34,11,Andersen,DEF,2,Crystal Palace,0.0,0.0,4.79,85.0,1,1,-1,0,0,0,0,1,4.79265044100176
26,11,Mitoma,MID,3,Brighton,0.0,0.0,4.9,76.0,1,1,-1,0,0,0,0,1,4.900834606804218
27,11,Mbeumo,MID,3,Brentford,0.0,0.0,5.3,83.0,1,1,-1,0,0,0,0,1,5.301478497107888
31,11,Hee Chan,MID,3,Wolves,0.0,0.0,6.06,72.0,1,1,-1,0,0,0,0,1,6.0638022276697345
24,11,Son,MID,3,Spurs,0.0,0.0,7.38,77.0,1,1,-1,0,0,0,0,1,7.380912667769823
23,11,Salah,MID,3,Liverpool,0.0,0.0,7.54,87.0,1,1,-1,0,1,0,0,1,7.5357873264950745
28,11,J.Alvarez,FWD,4,Man City,0.0,0.0,4.99,78.0,1,1,-1,0,0,0,0,1,4.989825933218601
25,11,Haaland,FWD,4,Man City,0.0,0.0,7.59,88.0,1,1,-1,1,0,0,0,2,15.171638748702954
35,11,Raya,GKP,1,Arsenal,0.0,0.0,3.14,85.0,1,0,0,0,0,0,0,0,0.0
33,11,Foster,FWD,4,Burnley,0.0,0.0,4.06,75.0,1,0,1,0,0,0,0,0,0.0
30,11,White,DEF,2,Arsenal,0.0,0.0,2.93,84.0,1,0,2,0,0,0,0,0,0.0
