,week,name,pos,type,team,buy_price,sell_price,xP,xMin,squad,lineup,bench,captain,vicecaptain,transfer_in,transfer_out,multiplier,xp_cont
5,25,Sá,GKP,1,Wolves,0.0,0.0,6.32,88,1,1,-1,0,0,0,0,1,6.319
6,25,Kilman,DEF,2,Wolves,0.0,0.0,5.28,83,1,1,-1,0,0,0,0,1,5.275
7,25,Tarkowski,DEF,2,Everton,0.0,0.0,5.3,81,1,1,-1,0,0,0,0,1,5.299
4,25,Alexander-Arnold,DEF,2,Liverpool,0.0,0.0,9.86,82,1,1,-1,0,0,0,0,1,9.865
12,25,McNeil,MID,3,Everton,0.0,0.0,5.21,69,1,1,-1,0,0,0,0,1,5.214
3,25,Ødegaard,MID,3,Arsenal,0.0,0.0,9.54,80,1,1,-1,0,0,0,0,1,9.543
2,25,Saka,MID,3,Arsenal,0.0,0.0,10.3,80,1,1,-1,0,1,0,0,1,10.305
1,25,Salah,MID,3,Liverpool,0.0,0.0,11.94,80,1,1,-1,1,0,0,0,2,23.88
10,25,Darwin,FWD,4,Liverpool,0.0,0.0,5.43,59,1,1,-1,0,0,0,0,1,5.429
0,25,Haaland,FWD,4,Man City,0.0,0.0,7.03,75,1,1,-1,0,0,0,0,1,7.026
9,25,Nketiah,FWD,4,Arsenal,0.0,0.0,7.45,74,1,1,-1,0,0,0,0,1,7.451
8,25,Leno,GKP,1,Fulham,0.0,0.0,4.44,87,1,0,0,0,0,0,0,0,0.0
11,25,Coady,DEF,2,Everton,0.0,0.0,4.84,77,1,0,1,0,0,0,0,0,0.0
13,25,Robinson,DEF,2,Fulham,0.0,0.0,3.53,78,1,0,2,0,0,0,0,0,0.0
14,25,Sarabia,MID,3,Wolves,0.0,0.0,0.0,66,1,0,3,0,0,0,0,0,0.0
22,26,Sá,GKP,1,Wolves,0.0,0.0,3.45,88,1,1,-1,0,0,0,0,1,3.452
23,26,Kilman,DEF,2,Wolves,0.0,0.0,2.93,80,1,1,-1,0,0,0,0,1,2.927
28,26,Coady,DEF,2,Everton,0.0,0.0,3.19,75,1,1,-1,0,0,0,0,1,3.188
24,26,Tarkowski,DEF,2,Everton,0.0,0.0,3.45,78,1,1,-1,0,0,0,0,1,3.451
19,26,Alexander-Arnold,DEF,2,Liverpool,0.0,0.0,3.84,79,1,1,-1,0,0,0,0,1,3.845
20,26,Mitoma,MID,3,Brighton,5.4,0.0,4.83,74,1,1,-1,0,0,1,0,1,4.83
18,26,Ødegaard,MID,3,Arsenal,0.0,0.0,4.88,77,1,1,-1,0,0,0,0,1,4.883
17,26,Saka,MID,3,Arsenal,0.0,0.0,5.32,79,1,1,-1,0,0,0,0,1,5.317
16,26,Salah,MID,3,Liverpool,0.0,0.0,5.55,80,1,1,-1,0,1,0,0,1,5.551
21,26,Toney,FWD,4,Brentford,7.7,0.0,4.81,84,1,1,-1,0,0,1,0,1,4.81
15,26,Haaland,FWD,4,Man City,0.0,0.0,6.5,71,1,1,-1,1,0,0,0,2,13.006
25,26,Leno,GKP,1,Fulham,0.0,0.0,3.36,87,1,0,0,0,0,0,0,0,0.0
29,26,McNeil,MID,3,Everton,0.0,0.0,2.8,68,1,0,1,0,0,0,0,0,0.0
26,26,Nketiah,FWD,4,Arsenal,0.0,0.0,2.41,59,1,0,2,0,0,0,0,0,0.0
30,26,Robinson,DEF,2,Fulham,0.0,0.0,2.35,79,1,0,3,0,0,0,0,0,0.0
31,26,Sarabia,MID,3,Wolves,0.0,5.5,0.0,61,0,0,-1,0,0,0,1,0,0.0
27,26,Darwin,FWD,4,Liverpool,0.0,8.7,2.35,55,0,0,-1,0,0,0,1,0,0.0
