,week,name,pos,type,team,buy_price,sell_price,xP,xMin,squad,lineup,bench,captain,vicecaptain,transfer_in,transfer_out,multiplier,xp_cont
12,10,A.Becker,GKP,1,Liverpool,5.5,0.0,5.37,89.0,1,1,-1,0,0,1,0,1,5.3732476488038
11,10,Tsimikas,DEF,2,Liverpool,4.5,0.0,4.75,78.0,1,1,-1,0,0,1,0,1,4.751622910313115
4,10,Trippier,DEF,2,Newcastle,0.0,0.0,5.35,87.0,1,1,-1,0,0,0,0,1,5.349534440999691
15,10,Zinchenko,DEF,2,Arsenal,4.9,0.0,5.67,76.0,1,1,-1,0,0,1,0,1,5.6721101410127215
10,10,White,DEF,2,Arsenal,5.6,0.0,5.85,84.0,1,1,-1,0,0,1,0,1,5.854975911363314
1,10,Son,MID,3,Spurs,0.0,0.0,5.06,77.0,1,1,-1,0,0,0,0,1,5.058395288621116
3,10,Maddison,MID,3,Spurs,0.0,0.0,5.89,80.0,1,1,-1,0,0,0,0,1,5.887760612592772
0,10,Salah,MID,3,Liverpool,0.0,0.0,7.05,87.0,1,1,-1,0,1,0,0,1,7.046705989679949
2,10,Saka,MID,3,Arsenal,8.5,0.0,7.12,86.0,1,1,-1,1,0,1,0,2,14.241709291094658
8,10,J.Alvarez,FWD,4,Man City,0.0,0.0,5.26,78.0,1,1,-1,0,0,0,0,1,5.264383530118987
5,10,Watkins,FWD,4,Aston Villa,8.3,0.0,5.77,86.0,1,1,-1,0,0,1,0,1,5.768570709566642
19,10,Verbruggen,GKP,1,Brighton,4.4,0.0,4.14,70.0,1,0,0,0,0,1,0,0,0.0
17,10,McTominay,MID,3,Man Utd,4.8,0.0,4.26,62.0,1,0,1,0,0,1,0,0,0.0
13,10,Andersen,DEF,2,Crystal Palace,0.0,0.0,3.83,85.0,1,0,2,0,0,0,0,0,0.0
21,10,Kalajdžić,FWD,4,Wolves,4.9,0.0,1.13,10.0,1,0,3,0,0,1,0,0,0.0
18,10,Leno,GKP,1,Fulham,0.0,4.7,3.32,89.0,0,0,-1,0,0,0,1,0,0.0
14,10,Raya,GKP,1,Arsenal,0.0,4.8,5.41,85.0,0,0,-1,0,0,0,1,0,0.0
23,10,Robertson,DEF,2,Liverpool,0.0,6.5,0.0,0.0,0,0,-1,0,0,0,1,0,0.0
20,10,R.Varane,DEF,2,Man Utd,0.0,5.0,2.12,50.0,0,0,-1,0,0,0,1,0,0.0
9,10,Cash,DEF,2,Aston Villa,0.0,4.9,5.7,80.0,0,0,-1,0,0,0,1,0,0.0
6,10,B.Fernandes,MID,3,Man Utd,0.0,8.3,4.41,88.0,0,0,-1,0,0,0,1,0,0.0
7,10,Mbeumo,MID,3,Brentford,0.0,6.6,4.42,83.0,0,0,-1,0,0,0,1,0,0.0
