,week,name,pos,type,team,buy_price,sell_price,xP,xMin,squad,lineup,bench,captain,vicecaptain,transfer_in,transfer_out,multiplier,xp_cont
8,1,Ramsdale,GKP,1,Arsenal,5.0,0,5.25,89.0,1,1,-1,0,0,1,0,1,5.25
12,1,Pinnock,DEF,2,Brentford,4.5,0,3.88,85.0,1,1,-1,0,0,1,0,1,3.878
4,1,Trippier,DEF,2,Newcastle,6.5,0,4.9,85.0,1,1,-1,0,0,1,0,1,4.899
10,1,Gabriel,DEF,2,Arsenal,5.0,0,5.34,85.0,1,1,-1,0,0,1,0,1,5.34
9,1,Estupiñan,DEF,2,Brighton,5.0,0,5.62,77.0,1,1,-1,0,0,1,0,1,5.615
3,1,Mbeumo,MID,3,Brentford,6.5,0,5.14,83.0,1,1,-1,0,0,1,0,1,5.141
5,1,Mitoma,MID,3,Brighton,6.5,0,5.53,82.0,1,1,-1,0,0,1,0,1,5.533
6,1,Gross,MID,3,Brighton,6.5,0,5.55,85.0,1,1,-1,0,0,1,0,1,5.553
2,1,Saka,MID,3,Arsenal,8.5,0,5.99,84.0,1,1,-1,0,0,1,0,1,5.987
0,1,Salah,MID,3,Liverpool,12.5,0,6.46,84.0,1,1,-1,0,1,1,0,1,6.459
1,1,Haaland,FWD,4,Man City,14.0,0,6.92,80.0,1,1,-1,1,0,1,0,2,13.842
11,1,Johnstone,GKP,1,Crystal Palace,4.5,0,4.33,89.0,1,0,0,0,0,1,0,0,0.0
7,1,James,DEF,2,Chelsea,5.5,0,3.35,75.0,1,0,1,0,0,1,0,0,0.0
13,1,Brewster,FWD,4,Sheffield Utd,5.0,0,2.65,72.0,1,0,2,0,0,1,0,0,0.0
14,1,Mubama,FWD,4,West Ham,4.5,0,0.92,15.0,1,0,3,0,0,1,0,0,0.0
23,2,Ramsdale,GKP,1,Arsenal,0.0,0,3.85,89.0,1,1,-1,0,0,0,0,1,3.848
27,2,Pinnock,DEF,2,Brentford,0.0,0,3.62,85.0,1,1,-1,0,0,0,0,1,3.618
25,2,Gabriel,DEF,2,Arsenal,0.0,0,3.71,85.0,1,1,-1,0,0,0,0,1,3.714
22,2,James,DEF,2,Chelsea,0.0,0,4.06,75.0,1,1,-1,0,0,0,0,1,4.056
24,2,Estupiñan,DEF,2,Brighton,0.0,0,4.46,77.0,1,1,-1,0,0,0,0,1,4.459
18,2,Mbeumo,MID,3,Brentford,0.0,0,4.91,83.0,1,1,-1,0,0,0,0,1,4.908
21,2,Gross,MID,3,Brighton,0.0,0,5.05,85.0,1,1,-1,0,0,0,0,1,5.049
20,2,Mitoma,MID,3,Brighton,0.0,0,5.27,82.0,1,1,-1,0,0,0,0,1,5.269
17,2,Saka,MID,3,Arsenal,0.0,0,5.28,84.0,1,1,-1,0,1,0,0,1,5.282
15,2,Salah,MID,3,Liverpool,0.0,0,7.32,84.0,1,1,-1,1,0,0,0,2,14.638
16,2,Haaland,FWD,4,Man City,0.0,0,5.03,80.0,1,1,-1,0,0,0,0,1,5.028
26,2,Johnstone,GKP,1,Crystal Palace,0.0,0,3.4,89.0,1,0,0,0,0,0,0,0,0.0
19,2,Trippier,DEF,2,Newcastle,0.0,0,3.38,85.0,1,0,1,0,0,0,0,0,0.0
28,2,Brewster,FWD,4,Sheffield Utd,0.0,0,2.69,72.0,1,0,2,0,0,0,0,0,0.0
29,2,Mubama,FWD,4,West Ham,0.0,0,0.9,15.0,1,0,3,0,0,0,0,0,0.0
38,3,Ramsdale,GKP,1,Arsenal,0.0,0,4.72,89.0,1,1,-1,0,0,0,0,1,4.723
34,3,Trippier,DEF,2,Newcastle,0.0,0,4.44,85.0,1,1,-1,0,0,0,0,1,4.442
39,3,Estupiñan,DEF,2,Brighton,0.0,0,4.53,77.0,1,1,-1,0,0,0,0,1,4.53
40,3,Gabriel,DEF,2,Arsenal,0.0,0,4.64,85.0,1,1,-1,0,0,0,0,1,4.64
37,3,James,DEF,2,Chelsea,0.0,0,5.38,75.0,1,1,-1,0,0,0,0,1,5.383
36,3,Gross,MID,3,Brighton,0.0,0,5.03,85.0,1,1,-1,0,0,0,0,1,5.026
33,3,Mbeumo,MID,3,Brentford,0.0,0,5.08,83.0,1,1,-1,0,0,0,0,1,5.082
35,3,Mitoma,MID,3,Brighton,0.0,0,5.18,82.0,1,1,-1,0,0,0,0,1,5.178
30,3,Salah,MID,3,Liverpool,0.0,0,5.39,84.0,1,1,-1,0,0,0,0,1,5.393
32,3,Saka,MID,3,Arsenal,0.0,0,5.77,84.0,1,1,-1,0,1,0,0,1,5.768
31,3,Haaland,FWD,4,Man City,0.0,0,7.69,80.0,1,1,-1,1,0,0,0,2,15.388
41,3,Johnstone,GKP,1,Crystal Palace,0.0,0,3.62,89.0,1,0,0,0,0,0,0,0,0.0
42,3,Pinnock,DEF,2,Brentford,0.0,0,3.85,85.0,1,0,1,0,0,0,0,0,0.0
43,3,Brewster,FWD,4,Sheffield Utd,0.0,0,2.56,72.0,1,0,2,0,0,0,0,0,0.0
44,3,Mubama,FWD,4,West Ham,0.0,0,0.84,15.0,1,0,3,0,0,0,0,0,0.0
56,4,Johnstone,GKP,1,Crystal Palace,0.0,0,4.61,89.0,1,1,-1,0,0,0,0,1,4.605
55,4,Gabriel,DEF,2,Arsenal,0.0,0,3.8,85.0,1,1,-1,0,0,0,0,1,3.796
49,4,Trippier,DEF,2,Newcastle,0.0,0,4.13,85.0,1,1,-1,0,0,0,0,1,4.132
57,4,Pinnock,DEF,2,Brentford,0.0,0,4.47,85.0,1,1,-1,0,0,0,0,1,4.47
52,4,James,DEF,2,Chelsea,0.0,0,5.16,75.0,1,1,-1,0,0,0,0,1,5.155
50,4,Mitoma,MID,3,Brighton,0.0,0,4.36,82.0,1,1,-1,0,0,0,0,1,4.355
51,4,Gross,MID,3,Brighton,0.0,0,4.38,85.0,1,1,-1,0,0,0,0,1,4.375
47,4,Saka,MID,3,Arsenal,0.0,0,5.19,84.0,1,1,-1,0,0,0,0,1,5.189
48,4,Mbeumo,MID,3,Brentford,0.0,0,5.41,83.0,1,1,-1,0,0,0,0,1,5.406
45,4,Salah,MID,3,Liverpool,0.0,0,6.53,84.0,1,1,-1,1,0,0,0,2,13.066
46,4,Haaland,FWD,4,Man City,0.0,0,6.44,80.0,1,1,-1,0,1,0,0,1,6.442
53,4,Ramsdale,GKP,1,Arsenal,0.0,0,3.93,89.0,1,0,0,0,0,0,0,0,0.0
54,4,Estupiñan,DEF,2,Brighton,0.0,0,3.33,77.0,1,0,1,0,0,0,0,0,0.0
58,4,Brewster,FWD,4,Sheffield Utd,0.0,0,2.67,72.0,1,0,2,0,0,0,0,0,0.0
59,4,Mubama,FWD,4,West Ham,0.0,0,1.09,15.0,1,0,3,0,0,0,0,0,0.0
68,5,Ramsdale,GKP,1,Arsenal,0.0,0,4.1,89.0,1,1,-1,0,0,0,0,1,4.102
69,5,Estupiñan,DEF,2,Brighton,0.0,0,3.28,77.0,1,1,-1,0,0,0,0,1,3.281
70,5,Gabriel,DEF,2,Arsenal,0.0,0,4.04,85.0,1,1,-1,0,0,0,0,1,4.038
67,5,James,DEF,2,Chelsea,0.0,0,4.4,75.0,1,1,-1,0,0,0,0,1,4.405
64,5,Trippier,DEF,2,Newcastle,0.0,0,5.28,85.0,1,1,-1,0,0,0,0,1,5.275
63,5,Mbeumo,MID,3,Brentford,0.0,0,4.15,83.0,1,1,-1,0,0,0,0,1,4.148
66,5,Gross,MID,3,Brighton,0.0,0,4.24,85.0,1,1,-1,0,0,0,0,1,4.245
65,5,Mitoma,MID,3,Brighton,0.0,0,4.61,82.0,1,1,-1,0,0,0,0,1,4.609
62,5,Saka,MID,3,Arsenal,0.0,0,5.49,84.0,1,1,-1,0,0,0,0,1,5.487
60,5,Salah,MID,3,Liverpool,0.0,0,7.12,84.0,1,1,-1,1,0,0,0,2,14.23
61,5,Haaland,FWD,4,Man City,0.0,0,6.23,80.0,1,1,-1,0,1,0,0,1,6.232
71,5,Johnstone,GKP,1,Crystal Palace,0.0,0,3.55,89.0,1,0,0,0,0,0,0,0,0.0
72,5,Pinnock,DEF,2,Brentford,0.0,0,2.62,85.0,1,0,1,0,0,0,0,0,0.0
73,5,Brewster,FWD,4,Sheffield Utd,0.0,0,2.6,72.0,1,0,2,0,0,0,0,0,0.0
74,5,Mubama,FWD,4,West Ham,0.0,0,0.85,15.0,1,0,3,0,0,0,0,0,0.0
83,6,Ramsdale,GKP,1,Arsenal,0.0,0,4.52,89.0,1,1,-1,0,0,0,0,1,4.519
