"ID","Name","Pos","Team","Price","xPts 3","xMin 3","xPts 4","xMin 4","xPts 5","xMin 5","xPts 6","xMin 6","xPts 7","xMin 7","xPts GW3-38"
"101","Lallana","MID","BHA","5","2.10","54.93","2.19","47.21","1.98","47.21","2.08","47.21","2.03","47.21","70.23"
"533","L Martinez","DEF","MUN","4.4","2.07","73.50","2.80","71.50","2.32","67.50","2.31","63.50","2.47","63.50","87.93"
"321","Lavia","MID","SOU","4.5","2.05","73.89","2.10","73.89","2.02","73.89","2.11","73.89","2.23","73.89","75.54"
"69","Christie","MID","BOU","5.5","2.05","49.21","1.30","33.16","1.62","31.97","1.58","31.97","1.54","31.97","54.93"
"338","McTominay","MID","MUN","4.9","2.05","61.83","1.95","45.93","1.53","35.53","1.22","24.87","1.21","24.87","46.76"
"344","Elanga","MID","MUN","4.9","2.04","51.50","2.23","44.64","1.86","36.83","1.71","32.24","1.59","27.63","58.99"
"302","Stones","DEF","MCI","5.4","2.02","43.50","2.16","39.69","2.15","38.21","1.11","24.00","0.99","21.71","41.21"
"26","Saliba","DEF","ARS","4.5","2.01","47.50","2.16","47.50","1.98","47.50","1.44","47.50","2.15","47.50","64.44"
"330","Maguire","DEF","MUN","4.9","2.01","73.12","2.73","73.12","2.33","71.07","2.45","69.02","2.62","69.02","92.23"
"29","Coutinho","MID","AVL","6.9","2.01","35.53","3.31","54.93","2.67","54.93","2.50","54.93","3.11","54.93","110.90"
"420","Salisu","DEF","SOU","4.4","2.00","78.93","2.21","78.93","2.08","78.93","2.55","78.93","2.87","78.93","82.99"
"506","T Adams","MID","LEE","5","1.99","66.07","2.01","66.07","2.35","66.07","2.10","66.07","2.41","66.07","75.59"
"227","Bamford","FWD","LEE","7.4","1.96","37.79","3.56","68.68","4.75","68.68","3.97","68.68","4.99","68.68","140.33"
"66","Solanke","FWD","BOU","5.9","1.96","43.50","2.41","66.36","3.96","79.98","3.93","79.98","3.71","79.98","130.31"
"300","Gundogan","MID","MCI","7.5","1.95","33.16","2.03","29.47","3.49","47.21","1.86","29.47","1.86","29.47","72.42"
"135","Ziyech","MID","CHE","5.9","1.95","27.63","2.12","29.47","1.94","27.63","1.70","23.58","1.38","18.95","45.58"
"418","Djenepo","MID","SOU","5","1.95","45.60","1.75","37.79","1.60","37.79","1.69","37.79","1.87","37.79","61.64"
"477","Jonny","DEF","WOL","4.5","1.94","68.64","2.87","64.36","2.69","58.50","2.84","58.50","1.44","58.50","85.25"
"516","Collins","DEF","WOL","4.5","1.92","78.50","3.07","76.36","3.11","76.36","3.29","76.36","1.45","76.36","95.93"
"484","Kilman","DEF","WOL","4.5","1.92","76.36","2.97","72.64","2.88","70.55","2.99","70.55","1.43","70.55","90.00"
"242","Gelhardt","FWD","LEE","5.5","1.92","49.21","1.11","22.11","1.28","22.11","1.17","22.11","1.32","22.11","42.83"
"11","Nketiah","FWD","ARS","6.8","1.91","25.26","2.03","25.26","1.87","25.26","1.70","25.26","2.00","25.26","65.00"
"230","Koch","DEF","LEE","4.5","1.90","72.93","1.83","63.40","2.30","58.50","1.56","49.21","1.66","40.40","31.84"
"531","Vinagre","DEF","EVE","4.5","1.87","39.21","1.26","32.42","1.21","32.42","0.95","32.42","0.95","30.95","40.71"
"383","Cafu","MID","NFO","4.5","1.87","47.21","0.65","12.63","0.14","2.63","0.17","2.63","0.16","2.63","7.82"
"507","Niakhate","DEF","NFO","4.5","1.84","49.21","0.77","23.58","0.44","23.58","1.17","23.58","0.85","23.58","31.93"
"76","Zemura","DEF","BOU","4.5","1.83","51.71","1.52","82.14","3.77","82.14","3.14","78.93","3.14","75.17","88.87"
"423","Bella-Kotchap","DEF","SOU","4.5","1.83","75.17","1.84","67.50","1.79","67.50","2.14","67.50","2.37","67.50","69.74"
"529","Scamacca","FWD","WHU","7","1.82","28.55","1.91","33.68","2.22","41.21","2.13","47.21","2.82","53.50","114.47"
"319","Alvarez","FWD","MCI","6.3","1.82","31.32","2.05","31.32","2.60","36.83","1.92","31.32","1.93","31.32","73.12"
"577","Onana","MID","EVE","5","1.81","36.93","1.80","43.50","1.87","42.07","1.69","46.17","1.58","42.07","59.86"
"214","Cavaleiro","MID","FUL","4.9","1.80","34.11","1.42","31.97","1.62","31.97","1.40","31.97","1.31","27.63","30.60"
"215","Tete","DEF","FUL","4.5","1.79","38.17","1.10","34.11","1.55","34.11","1.02","34.11","1.30","34.11","49.64"
"508","Sinisterra","MID","LEE","6.5","1.73","44.64","2.72","71.29","3.33","71.29","2.92","71.29","3.47","71.29","103.62"
"475","Coady","DEF","EVE","4.9","1.72","41.21","1.34","41.21","1.26","41.21","0.97","41.21","1.02","41.21","47.60"
"75","Anthony","MID","BOU","5.4","1.68","35.53","1.40","35.53","1.88","35.53","1.84","35.53","1.77","35.53","62.58"
"568","Campbell","MID","WOL","4.5","1.68","41.21","1.26","25.26","0.27","3.95","0.28","3.95","0.22","3.95","11.59"
"342","Dalot","DEF","MUN","4.4","1.67","55.50","2.25","55.50","1.99","55.50","2.13","55.50","2.26","55.50","79.93"
"57","A Smith","DEF","BOU","4.5","1.67","57.07","0.85","57.07","2.29","57.07","1.87","54.93","1.89","52.79","58.37"
"105","Duffy","DEF","FUL","4.5","1.65","39.50","1.04","39.50","1.58","39.50","0.94","39.50","1.28","39.50","49.30"
"177","Rondon","FWD","EVE","5","1.65","25.26","0.76","11.84","0.52","7.37","0.44","7.37","0.17","2.63","9.21"
"25","Vieira","MID","ARS","5.9","1.64","23.58","1.74","23.58","1.62","23.58","1.45","23.58","1.71","23.58","55.97"
"354","Wood","FWD","NEW","5.9","1.63","29.47","1.83","29.47","1.49","26.84","1.69","24.32","1.48","21.05","55.93"
"12","Smith Rowe","MID","ARS","5.9","1.61","22.11","2.09","27.79","1.94","27.79","1.74","27.79","2.06","27.79","66.79"
"431","Lucas Moura","MID","TOT","5.9","1.61","23.68","1.58","23.68","1.46","23.68","1.67","23.68","1.25","23.68","54.58"
"332","Shaw","DEF","MUN","4.9","1.60","46.36","2.04","46.36","1.81","46.36","1.98","46.36","2.05","46.36","73.59"
"385","McKenna","DEF","NFO","4.5","1.60","51.50","2.02","82.14","0.96","82.14","3.32","82.14","2.21","82.14","83.05"
"231","D James","MID","LEE","6","1.59","33.68","1.61","33.68","1.89","33.68","1.70","33.68","1.96","33.68","61.18"
"403","Redmond","MID","SOU","5.4","1.56","28.42","1.60","28.42","1.46","28.42","1.55","28.42","1.71","28.42","56.47"
"67","L Cook","MID","BOU","5","1.56","44.64","1.39","44.64","1.69","44.64","1.65","44.64","1.63","44.64","57.22"
"270","Thomas","DEF","LEI","4.5","1.55","38.50","0.95","38.50","1.24","38.50","1.24","38.50","1.44","38.50","46.32"
"118","Mwepu","MID","BHA","5.4","1.53","31.58","1.83","31.58","1.64","31.58","1.72","31.58","1.68","31.58","57.62"
"444","Bissouma","MID","TOT","5","1.53","33.68","1.49","33.68","1.40","33.68","1.56","33.68","1.25","33.68","52.21"
"71","Mepham","DEF","BOU","4.5","1.51","49.79","0.81","49.79","2.02","49.79","1.63","47.31","1.74","47.31","53.59"
"445","Emerson R","DEF","TOT","5","1.50","26.95","1.34","26.95","1.15","26.95","1.50","26.95","0.77","26.95","45.47"
"515","Lewis-Potter","FWD","BRE","5.4","1.50","28.42","1.59","28.42","1.41","28.42","1.68","28.42","1.54","28.42","52.80"
"171","Olise","MID","CRY","5.5","1.49","25.58","1.61","39.93","2.23","39.93","1.88","39.93","2.09","39.93","73.50"
"359","Fraser","MID","NEW","5.4","1.46","27.63","2.09","35.79","1.70","35.79","2.22","35.79","2.04","35.79","76.52"
"180","Keane","DEF","EVE","4.4","1.45","32.42","1.14","32.42","1.06","32.42","0.87","32.42","0.88","32.42","40.58"
"264","Barnes","MID","LEI","6.9","1.42","18.95","1.99","42.07","3.61","61.79","3.19","61.79","3.73","61.79","122.58"
"156","J Ward","DEF","CRY","4.5","1.38","35.00","0.69","35.00","1.45","35.00","1.20","35.00","1.21","35.00","42.93"
"201","Ream","DEF","FUL","4.5","1.36","36.21","0.87","36.21","1.32","36.21","0.78","36.21","1.06","36.21","40.77"
"65","Stacey","DEF","BOU","4.4","1.32","38.50","0.13","4.74","0.18","3.55","0.11","2.37","0.11","2.37","4.97"
"46","Douglas Luiz","MID","AVL","4.9","1.27","34.21","1.35","34.21","1.19","34.21","1.16","34.21","1.28","34.21","46.80"
"329","Varane","DEF","MUN","4.9","1.24","41.60","1.57","41.60","1.33","39.69","1.39","37.79","1.48","37.79","51.91"
"586","Estupinan","DEF","BHA","4.5","1.23","29.84","3.08","64.21","2.84","64.21","2.90","64.21","3.04","64.21","96.03"
"68","Pearson","MID","BOU","4.5","1.23","33.16","1.10","33.16","1.33","33.16","1.21","29.84","1.09","26.32","37.72"
"579","Guedes","MID","WOL","6","1.22","26.53","1.86","37.79","2.03","37.79","2.23","37.79","1.56","37.79","67.79"
"504","Malacia","DEF","MUN","4.4","1.21","40.07","1.62","40.07","1.45","40.07","1.53","40.07","1.63","40.07","57.38"
"267","Soyuncu","DEF","LEI","4.4","1.19","30.95","0.74","30.95","0.96","30.95","0.96","30.95","1.12","30.95","35.96"
"251","Albrighton","MID","LEI","5","1.17","22.11","0.80","18.95","0.82","16.84","0.77","16.84","0.84","16.84","29.41"
"365","Murphy","MID","NEW","4.5","1.17","21.32","1.33","21.32","1.13","21.32","1.39","21.32","1.30","21.32","48.38"
"580","Damsgaard","MID","BRE","5.5","1.16","17.76","1.82","33.68","2.02","48.83","2.45","48.83","2.22","48.83","74.26"
"58","Stanislas","MID","BOU","4.9","1.15","18.95","1.00","18.95","1.24","18.95","1.22","18.95","1.19","18.95","42.10"
"296","Carvalho","MID","LIV","5.5","1.14","21.05","1.12","15.16","0.86","13.47","0.74","11.05","0.78","11.05","27.47"
"482","Semedo","DEF","WOL","5","1.12","35.37","2.32","48.83","2.80","58.36","2.95","58.36","1.51","58.36","87.41"
"158","Milivojevic","MID","CRY","4.5","1.09","23.21","0.87","23.21","1.13","23.21","0.99","23.21","1.07","23.21","38.15"
"181","Alli","MID","EVE","5.4","1.06","14.74","0.67","11.05","0.46","6.74","0.28","4.74","0.28","4.74","12.13"
"391","Surridge","FWD","NFO","5","1.05","12.63","1.01","12.63","0.66","9.47","0.88","9.47","0.83","9.47","28.58"
"123","Undav","FWD","BHA","5.4","1.04","19.34","1.88","31.97","1.62","31.97","1.74","31.97","1.66","31.97","56.73"
"91","Sorensen","DEF","BRE","4.5","1.03","28.63","0.87","20.21","0.33","8.53","0.35","8.21","0.26","6.58","4.42"
"588","Kehrer","DEF","WHU","4.5","1.02","23.58","1.56","43.50","1.76","49.21","1.53","49.21","2.17","49.21","69.03"
"9","Pepe","MID","ARS","5.3","1.02","10.53","1.08","10.53","1.01","10.53","0.91","10.53","1.06","10.53","34.97"
"163","W Hughes","MID","CRY","5","1.02","23.21","0.85","23.21","1.05","23.21","0.94","23.21","1.00","23.21","35.88"
"257","Amartey","DEF","LEI","4.5","1.01","27.63","0.53","22.74","0.56","18.42","0.57","18.42","0.65","18.42","21.42"
"110","Maupay","FWD","BHA","6.3","1.01","18.95","1.26","18.95","1.09","18.95","1.16","18.95","1.12","18.95","38.31"
"2","Leno","GK","FUL","4.5","0.99","24.32","1.22","40.58","2.00","49.00","1.76","65.50","2.21","65.50","84.57"
"587","S Gomez","DEF","MCI","4.5","0.99","19.89","1.32","23.68","1.94","34.11","1.37","29.47","1.32","29.47","51.20"
"485","Cundle","MID","WOL","4.5","0.99","22.11","0.68","12.63","0.24","3.95","0.25","3.95","0.22","3.95","9.69"
"470","Diop","DEF","FUL","4.5","0.96","24.63","0.62","24.63","0.93","24.63","0.56","24.63","0.75","24.63","28.79"
"341","Wan-Bissaka","DEF","MUN","4.4","0.93","29.47","1.16","29.47","1.04","29.47","1.15","29.47","1.21","29.47","42.42"
"61","Lowe","MID","BOU","5.4","0.90","13.82","0.80","13.82","0.97","13.82","0.95","13.82","0.93","13.82","33.07"
"178","Coleman","DEF","EVE","4.5","0.88","16.58","1.09","24.87","1.05","24.87","0.86","24.87","0.83","22.11","33.47"
"474","Boly","DEF","WOL","4.4","0.87","37.02","1.38","36.21","1.22","31.68","1.26","31.68","0.60","31.68","38.02"
"221","Cooper","DEF","LEE","4.5","0.86","33.68","1.38","51.50","1.89","51.50","1.45","51.50","1.94","51.50","50.70"
"32","C Chambers","DEF","AVL","4.5","0.86","22.11","0.75","18.42","0.55","18.42","0.50","18.42","0.63","18.42","25.05"
"367","Targett","DEF","NEW","5","0.84","28.00","2.52","57.50","1.95","80.40","3.94","80.40","2.99","80.40","115.63"
"124","Mitoma","MID","BHA","5","0.83","14.74","0.88","12.89","0.77","12.89","0.82","12.89","0.80","12.89","27.43"
"379","S Cook","DEF","NFO","4.5","0.77","24.00","1.28","49.21","0.66","49.21","2.04","49.21","1.40","49.21","51.82"
"144","Hudson-Odoi","MID","CHE","5.4","0.77","11.05","0.79","11.05","0.77","11.05","0.70","10.26","0.64","9.47","23.05"
"416","I Diallo","MID","SOU","4.5","0.77","16.58","0.58","11.05","0.55","11.05","0.57","11.05","0.60","11.05","20.82"
"218","Muniz","FWD","FUL","5.5","0.76","11.05","0.55","9.47","0.51","7.89","0.36","6.32","0.37","6.32","15.14"
"90","Roerslev","DEF","BRE","4.5","0.75","15.47","0.71","12.63","0.62","12.63","0.54","10.00","0.48","9.47","11.33"
"203","N Chalobah","MID","FUL","4.5","0.75","13.26","0.36","6.58","0.39","6.58","0.36","6.58","0.37","6.58","14.18"
"538","Young","DEF","AVL","4.5","0.73","14.74","0.58","9.21","0.48","9.21","0.45","9.21","0.52","9.21","19.83"
"589","Nunes","MID","WOL","5","0.72","18.95","1.41","36.83","2.04","52.26","2.54","61.83","1.85","61.83","77.49"
"141","T Chalobah","DEF","CHE","4.9","0.71","16.42","0.67","14.00","0.45","9.87","0.48","9.87","0.47","9.87","16.89"
"402","Romeu","MID","SOU","5","0.70","19.89","0.72","19.89","0.68","19.89","0.71","19.89","0.77","19.89","25.75"
"370","S Longstaff","MID","NEW","4.5","0.67","11.84","0.72","11.84","0.65","11.84","0.74","11.84","0.70","11.84","25.95"
"345","Martial","FWD","MUN","6.9","0.67","12.63","1.57","25.26","2.31","40.64","2.64","48.50","2.57","48.50","96.25"
"140","Pulisic","MID","CHE","5.9","0.66","7.89","1.31","16.58","1.08","14.21","1.07","14.21","1.05","14.21","36.85"
"325","K Phillips","MID","MCI","4.9","0.65","13.47","1.05","23.16","1.11","23.16","0.99","23.16","0.99","23.16","36.45"
"92","Pinnock","DEF","BRE","4.5","0.63","16.84","1.73","39.50","2.20","58.79","3.13","74.74","2.76","74.74","102.45"
"414","Valery","DEF","SOU","4","0.63","16.84","0.66","16.84","0.63","16.84","0.73","16.84","0.79","16.84","24.57"
"493","Gibbs-White","MID","NFO","5.5","0.63","9.47","1.43","26.32","1.47","35.53","2.31","35.53","2.08","35.53","67.42"
"503","Moutinho","MID","WOL","4.9","0.61","17.68","1.57","43.50","2.54","68.26","3.10","78.65","2.19","78.65","93.18"
"387","Yates","MID","NFO","5","0.61","12.63","1.10","26.53","1.16","35.37","1.66","35.37","1.50","35.37","50.22"
"404","Stephens","DEF","SOU","4.5","0.60","19.16","0.66","19.16","0.65","19.16","0.73","19.16","0.81","19.16","24.62"
"582","Freuler","MID","NFO","5","0.60","11.05","1.33","34.11","1.58","50.64","2.22","50.64","2.00","50.64","67.19"
"223","Klich","MID","LEE","4.9","0.59","11.05","0.59","11.05","0.66","11.05","0.61","11.05","0.68","11.05","21.89"
"548","Iversen","GK","LEI","4","0.58","15.16","0.38","15.16","0.47","15.16","0.50","15.16","0.54","15.16","18.03"
"292","Tsimikas","DEF","LIV","4.5","0.57","12.63","0.81","12.63","0.71","12.63","0.68","12.63","0.77","12.63","24.08"
"336","van de Beek","MID","MUN","5.4","0.57","9.21","0.65","9.21","0.62","9.21","0.61","9.21","0.61","9.21","22.57"
"125","Enciso","FWD","BHA","5","0.56","10.53","0.69","10.53","0.60","10.53","0.64","10.53","0.61","10.53","21.10"
"224","Forshaw","MID","LEE","4.5","0.55","12.89","0.55","12.89","0.60","12.89","0.56","12.89","0.61","12.89","20.27"
"173","Ebiowei","MID","CRY","4.5","0.52","7.89","0.44","7.89","0.53","7.89","0.48","7.89","0.51","7.89","18.24"
"413","Lyanco","DEF","SOU","4.5","0.51","12.89","0.55","12.89","0.54","12.89","0.60","12.89","0.64","12.89","20.16"
"583","Kouyate","MID","NFO","4.5","0.50","11.05","0.68","16.84","0.62","16.84","0.76","16.84","0.71","16.84","24.82"
"269","Soumare","MID","LEI","4.5","0.48","10.53","0.41","10.53","0.45","10.53","0.43","10.53","0.46","10.53","16.01"
"380","Taylor","FWD","NFO","4.5","0.47","6.32","0.30","4.21","0.14","2.11","0.17","2.11","0.16","2.11","6.03"
"260","Perez","MID","LEI","4.9","0.46","5.26","0.34","5.26","0.40","5.26","0.37","5.26","0.41","5.26","14.29"
"216","Onomah","MID","FUL","4.5","0.44","6.58","0.31","5.26","0.25","3.95","0.15","2.63","0.16","2.63","6.51"
"164","Riedewald","MID","CRY","4.5","0.42","7.89","0.37","7.89","0.43","7.89","0.40","7.89","0.42","7.89","14.93"
"149","Gilmour","MID","CHE","4.5","0.41","6.58","0.42","6.58","0.41","6.58","0.41","6.58","0.41","6.58","14.56"
"54","Archer","FWD","AVL","4.5","0.41","6.58","0.44","6.58","0.40","6.58","0.39","6.58","0.43","6.58","15.34"
"183","Allan","MID","EVE","4.9","0.40","7.89","0.55","12.89","1.94","64.21","1.28","44.64","0.88","26.53","22.31"
"93","Onyeka","MID","BRE","5","0.39","6.58","0.40","6.58","0.38","6.58","0.41","6.58","0.39","6.58","13.77"
"355","Dubravka","GK","NEW","4.4","0.38","13.42","0.59","13.42","0.34","13.42","0.62","13.42","0.51","13.42","19.31"
"501","N Phillips","DEF","LIV","4","0.38","11.05","0.10","1.84","0.09","1.84","0.08","1.84","0.09","1.84","3.21"
"513","Lenglet","DEF","TOT","4.9","0.37","7.89","1.36","33.68","1.89","54.69","2.14","46.50","1.00","46.50","61.97"
"360","Lascelles","DEF","NEW","4.4","0.37","14.00","0.45","11.05","0.17","7.37","0.33","7.37","0.26","7.37","10.36"
"439","Tanganga","DEF","TOT","4","0.37","7.89","0.01","0.16","0.01","0.16","0.01","0.16","0.00","0.16","0.59"
"175","Johnstone","GK","CRY","4.5","0.36","8.18","0.20","8.18","0.38","8.18","0.34","8.18","0.33","8.18","12.47"
"252","N Mendy","MID","LEI","4.5","0.36","9.47","0.32","9.47","0.34","9.47","0.33","9.47","0.35","9.47","12.17"
"381","Colback","MID","NFO","4.5","0.35","8.42","0.63","14.74","0.20","3.95","0.23","3.95","0.22","3.95","8.42"
"5","Holding","DEF","ARS","4.4","0.34","6.32","0.36","6.32","0.34","6.32","0.27","6.32","0.36","6.32","11.33"
"476","Jimenez","FWD","WOL","6.9","0.34","7.11","1.00","19.16","2.51","46.17","3.90","63.50","2.41","63.50","108.02"
"473","Areola","GK","WHU","4.5","0.33","8.18","0.28","8.18","0.25","8.18","0.23","8.18","0.32","8.18","10.56"
"585","E Dennis","FWD","NFO","6","0.33","5.53","1.16","23.68","1.43","35.53","2.19","35.53","2.01","35.53","63.92"
"459","Dawson","DEF","WHU","4.9","0.32","7.58","1.48","42.50","2.05","62.07","1.89","69.50","2.92","69.50","90.67"
"438","Reguilon","DEF","TOT","4.4","0.32","4.74","0.29","4.74","0.25","4.74","0.32","4.74","0.18","4.74","9.90"
"41","Nakamba","MID","AVL","4.5","0.30","6.32","0.31","6.32","0.29","6.32","0.29","6.32","0.30","6.32","10.88"
"72","Travers","GK","BOU","4.5","0.27","8.18","0.16","8.18","0.35","8.18","0.34","8.18","0.32","8.18","10.46"
"559","Colwill","DEF","BHA","4.5","0.27","7.37","0.33","7.37","0.31","7.37","0.32","7.37","0.33","7.37","10.57"
"496","Plange","FWD","CRY","4.5","0.27","3.95","0.23","3.95","0.27","3.95","0.24","3.95","0.26","3.95","9.39"
"401","McCarthy","GK","SOU","4.5","0.26","8.28","0.26","8.28","0.25","8.28","0.31","8.28","0.32","8.28","10.05"
"1","Cedric","DEF","ARS","4.4","0.25","4.74","0.27","4.74","0.25","4.74","0.19","4.74","0.27","4.74","8.24"
"18","Lokonga","MID","ARS","4.5","0.25","4.74","0.25","4.74","0.25","4.74","0.23","4.74","0.25","4.74","8.67"
"363","Manquillo","DEF","NEW","4.4","0.24","7.11","0.26","5.26","0.13","3.68","0.21","3.68","0.17","3.68","6.67"
"549","Praet","MID","LEI","5","0.24","4.21","0.19","4.21","0.22","4.21","0.20","4.21","0.22","4.21","7.65"
"241","Bate","MID","LEE","4.5","0.24","6.32","0.24","6.32","0.26","6.32","0.24","6.32","0.26","6.32","8.71"
"94","Baptiste","MID","BRE","4.5","0.24","3.95","0.25","3.95","0.23","3.95","0.25","3.95","0.24","3.95","8.41"
"151","Ampadu","DEF","CHE","4.5","0.21","4.21","0.22","4.21","0.21","4.21","0.22","4.21","0.22","4.21","7.70"
"393","Mbe Soh","DEF","NFO","4.4","0.21","4.74","0.04","0.79","0.03","0.79","0.05","0.79","0.04","0.79","1.65"
"206","Bryan","DEF","FUL","4.4","0.21","3.68","0.33","8.42","0.44","8.42","0.31","8.42","0.38","8.42","13.94"
"276","Matip","DEF","LIV","5.9","0.19","4.53","1.69","28.42","2.60","48.50","2.94","57.07","4.16","69.93","109.39"
"131","Barkley","MID","CHE","5","0.19","2.11","0.19","2.11","0.19","2.11","0.19","2.11","0.18","2.11","6.58"
"350","Ritchie","DEF","NEW","4.4","0.17","3.68","0.22","3.68","0.15","3.68","0.24","3.68","0.20","3.68","7.56"
"60","Brooks","MID","BOU","5.4","0.17","2.63","0.40","7.89","0.85","14.74","1.34","25.26","1.67","33.16","60.63"
"87","Ghoddos","MID","BRE","5","0.17","2.63","0.18","2.63","0.17","2.63","0.19","2.63","0.18","2.63","6.11"
"63","Marcondes","MID","BOU","4.9","0.17","2.63","0.15","2.63","0.19","2.63","0.18","2.63","0.18","2.63","6.33"
"541","Dervisoglu","FWD","BRE","4.5","0.17","2.63","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.31"
"530","C Richards","DEF","CRY","4.5","0.16","3.68","0.08","3.68","0.17","3.68","0.14","3.68","0.14","3.68","5.28"
"74","Dembele","MID","BOU","4.9","0.16","2.63","0.15","2.63","0.18","2.63","0.17","2.63","0.17","2.63","6.06"
"0","Cutrone","FWD","WOL","3","0.16","2.63","0.09","1.32","0.05","0.66","0.00","0.05","0.00","0.05","0.43"
"456","Ogbonna","DEF","WHU","4.5","0.15","3.68","0.39","11.37","0.75","24.00","0.64","24.00","0.95","24.00","29.45"
"298","Ramsay","DEF","LIV","4","0.15","3.68","0.22","3.68","0.19","3.68","0.18","3.68","0.21","3.68","6.39"
"450","P Sarr","MID","TOT","4.5","0.15","2.11","0.15","2.11","0.14","2.11","0.15","2.11","0.13","2.11","5.28"
"237","Greenwood","FWD","LEE","4.5","0.15","2.63","0.15","2.63","0.16","2.63","0.15","2.63","0.17","2.63","5.57"
"525","Augustinsson","DEF","AVL","4.5","0.14","3.68","0.08","1.84","0.06","1.84","0.05","1.84","0.06","1.84","2.57"
"56","Guilbert","DEF","AVL","4","0.14","3.68","0.08","1.84","0.05","1.84","0.05","1.84","0.06","1.84","2.55"
"378","Arter","MID","NFO","4.5","0.14","2.11","0.14","2.11","0.13","2.11","0.15","2.11","0.14","2.11","5.09"
"324","Ortega","GK","MCI","4","0.13","2.96","0.15","2.96","0.15","2.96","0.13","2.96","0.12","2.96","4.78"
"133","Kepa","GK","CHE","4.5","0.13","2.96","0.13","2.96","0.14","2.96","0.13","2.96","0.14","2.96","4.71"
"539","Hill","DEF","BOU","4.5","0.13","4.63","0.07","4.63","0.13","3.47","0.07","2.32","0.08","2.32","2.55"
"517","Strakosha","GK","BRE","4.5","0.12","2.96","0.13","2.96","0.11","2.96","0.12","2.96","0.11","2.96","3.88"
"24","Turner","GK","ARS","4","0.11","2.37","0.11","2.37","0.10","2.37","0.08","2.37","0.11","2.37","3.53"
"0","Casemiro","MID","MUN","3","0.11","3.16","1.18","30.32","1.91","53.50","2.67","76.90","2.64","76.90","94.61"
"176","Begovic","GK","EVE","4","0.10","2.21","0.08","2.21","0.08","2.21","0.06","2.21","0.07","2.21","2.93"
"4","Elneny","MID","ARS","4.4","0.10","2.37","0.10","2.37","0.10","2.37","0.09","2.37","0.10","2.37","3.39"
"289","Kelleher","GK","LIV","4","0.09","2.37","0.12","2.37","0.11","2.37","0.11","2.37","0.12","2.37","3.80"
"426","Forster","GK","TOT","4","0.09","1.84","0.09","1.84","0.07","1.84","0.09","1.84","0.05","1.84","2.78"
"309","Laporte","DEF","MCI","5.9","0.09","1.97","0.67","11.84","1.70","28.74","2.39","49.21","2.61","55.50","95.11"
"0","Kostic","DEF","WHU","3","0.09","1.58","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.24"
"547","Drameh","DEF","LEE","4","0.09","2.84","0.09","2.84","0.05","1.18","0.04","1.18","0.05","1.18","1.64"
"21","Maitland-Niles","MID","ARS","4.9","0.09","1.58","0.09","1.58","0.09","1.58","0.08","1.58","0.09","1.58","3.12"
"36","Sanson","MID","AVL","4.5","0.09","1.58","0.09","1.58","0.08","1.58","0.08","1.58","0.09","1.58","3.18"
"187","Gbamin","MID","EVE","4.5","0.09","1.32","0.08","1.32","0.09","1.32","0.08","1.32","0.08","1.32","3.00"
"38","Hause","DEF","AVL","4.4","0.08","1.84","0.08","1.84","0.06","1.84","0.05","1.84","0.07","1.84","2.68"
"253","Vestergaard","DEF","LEI","4","0.08","1.84","0.05","1.84","0.06","1.84","0.06","1.84","0.07","1.84","2.27"
"489","Toti","DEF","WOL","4","0.08","3.16","0.12","3.16","0.12","3.16","0.13","3.16","0.06","3.16","3.86"
"343","B Williams","DEF","MUN","4","0.08","1.84","0.09","1.84","0.09","1.84","0.09","1.84","0.09","1.84","3.35"
"34","B Traore","MID","AVL","4.9","0.08","1.05","0.09","1.05","0.08","1.05","0.08","1.05","0.09","1.05","3.14"
"115","Alzate","MID","BHA","4.5","0.08","1.58","0.09","1.58","0.09","1.58","0.09","1.58","0.09","1.58","3.06"
"51","El Ghazi","MID","AVL","4.9","0.08","1.05","0.09","1.05","0.08","1.05","0.08","1.05","0.09","1.05","3.09"
"48","Chukwuemeka","MID","CHE","4.5","0.08","1.32","0.08","1.32","0.08","1.32","0.08","1.32","0.08","1.32","2.90"
"102","Steele","GK","BHA","4","0.07","1.84","0.08","1.84","0.08","1.84","0.07","1.84","0.08","1.84","2.58"
"35","Olsen","GK","AVL","4","0.07","1.84","0.07","1.84","0.06","1.84","0.05","1.84","0.06","1.84","2.45"
"518","Hennessey","GK","NFO","4","0.07","1.84","0.05","1.84","0.03","1.84","0.08","1.84","0.06","1.84","2.18"
"208","Kongolo","DEF","FUL","4","0.07","1.58","0.05","1.58","0.07","1.58","0.04","1.58","0.06","1.58","2.17"
"555","Ashby","DEF","WHU","4","0.07","1.58","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.20"
"198","Nkounkou","DEF","EVE","4","0.07","1.58","0.05","1.58","0.05","1.58","0.04","1.58","0.04","1.58","1.88"
"494","Mosquera","DEF","WOL","4","0.07","1.84","0.09","1.84","0.09","1.84","0.10","1.84","0.06","1.84","3.01"
"0","Ekwah","DEF","WHU","3","0.06","1.58","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.19"
"96","Goode","DEF","BRE","4","0.06","1.58","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.19"
